ortho_0;lemme_0;gtag_0;ortho_1;lemme_1;gtag_1;ortho_2;lemme_2;gtag_2
excellent;excellent;ADJ;amas;amas;NOUN;lama;lama;NOUN
excellent;excellent;ADJ;are;are;NOUN;lard;lard;NOUN
excellent;excellent;ADJ;art;art;NOUN;lard;lard;NOUN
excellent;excellent;ADJ;auto;auto;NOUN;loto;loto;NOUN
grand;grand;ADJ;amas;amas;NOUN;lama;lama;NOUN
grand;grand;ADJ;are;are;NOUN;lard;lard;NOUN
grand;grand;ADJ;art;art;NOUN;lard;lard;NOUN
grand;grand;ADJ;auto;auto;NOUN;loto;loto;NOUN
petit;petit;ADJ;amas;amas;NOUN;lama;lama;NOUN
petit;petit;ADJ;are;are;NOUN;lard;lard;NOUN
petit;petit;ADJ;art;art;NOUN;lard;lard;NOUN
petit;petit;ADJ;auto;auto;NOUN;loto;loto;NOUN
profond;profond;ADJ;amas;amas;NOUN;lama;lama;NOUN
profond;profond;ADJ;are;are;NOUN;lard;lard;NOUN
profond;profond;ADJ;art;art;NOUN;lard;lard;NOUN
profond;profond;ADJ;auto;auto;NOUN;loto;loto;NOUN
maint;maint;DET;amas;amas;NOUN;lama;lama;NOUN
maint;maint;DET;are;are;NOUN;lard;lard;NOUN
maint;maint;DET;art;art;NOUN;lard;lard;NOUN
maint;maint;DET;auto;auto;NOUN;loto;loto;NOUN
tout;tout;DET;amas;amas;NOUN;lama;lama;NOUN
tout;tout;DET;an;an;NOUN;lent;lent;ADJ
tout;tout;DET;are;are;NOUN;lard;lard;NOUN
tout;tout;DET;art;art;NOUN;lard;lard;NOUN
tout;tout;DET;atteint;atteint;ADJ;latin;latin;ADJ
tout;tout;DET;atteint;atteint;ADJ;latin;latin;NOUN
tout;tout;DET;auto;auto;NOUN;loto;loto;NOUN
tout;tout;DET;ivre;ivre;ADJ;livre;livre;NOUN
tout;tout;DET;égal;égal;ADJ;légal;légal;ADJ
tout;tout;DET;égal;égal;NOUN;légal;légal;ADJ
tant;tant;ADV;atteint;atteint;ADJ;latin;latin;ADJ
tant;tant;ADV;égal;égal;ADJ;légal;légal;ADJ
tant;tant;ADV;égale;égal;ADJ;légale;légal;ADJ
tant;tant;ADV;égales;égal;ADJ;légales;légal;ADJ
tant;tant;ADV;égaux;égal;ADJ;légaux;légal;ADJ
tant;tant;ADV;eu;avoir;VERB;lu;lire;VERB
tout;tout;ADV;atteint;atteint;ADJ;latin;latin;ADJ
tout;tout;ADV;en;en;PRON;lent;lent;ADJ
tout;tout;ADV;en;en;PRON;lents;lent;ADJ
tout;tout;ADV;en;en;ADP;lent;lent;ADJ
tout;tout;ADV;en;en;ADP;lents;lent;ADJ
tout;tout;ADV;à;à;ADP;las;las;ADJ
tout;tout;ADV;à;à;ADP;là;là;ADV
tout;tout;ADV;égal;égal;ADJ;légal;légal;ADJ
tout;tout;ADV;égale;égal;ADJ;légale;légal;ADJ
tout;tout;ADV;également;également;ADV;légalement;légalement;ADV
