ortho_0;lemme_0;gtag_0;ortho_1;lemme_1;gtag_1;ortho_2;lemme_2;gtag_2
anciennes;ancien;ADJ;aigles;aigle;NOUN;règles;règle;NOUN
anciennes;ancien;ADJ;humeurs;humeur;NOUN;rumeurs;rumeur;NOUN
anciennes;ancien;ADJ;ondes;onde;NOUN;rondes;ronde;NOUN
anciennes;ancien;ADJ;âmes;âme;NOUN;rames;rame;NOUN
anciens;ancien;ADJ;aides;aide;NOUN;raids;raid;NOUN
anciens;ancien;ADJ;ans;an;NOUN;rangs;rang;NOUN
autres;autre;ADJ;aides;aide;NOUN;raids;raid;NOUN
autres;autre;ADJ;aigles;aigle;NOUN;règles;règle;NOUN
autres;autre;ADJ;ans;an;NOUN;rangs;rang;NOUN
autres;autre;ADJ;août;août;NOUN;routes;route;NOUN
autres;autre;ADJ;humeurs;humeur;NOUN;rumeurs;rumeur;NOUN
autres;autre;ADJ;oies;oie;NOUN;rois;roi;NOUN
autres;autre;ADJ;ondes;onde;NOUN;rondes;ronde;NOUN
autres;autre;ADJ;âmes;âme;NOUN;rames;rame;NOUN
beaux;beau;ADJ;aides;aide;NOUN;raids;raid;NOUN
beaux;beau;ADJ;ans;an;NOUN;rangs;rang;NOUN
belles;beau;ADJ;aigles;aigle;NOUN;règles;règle;NOUN
belles;beau;ADJ;humeurs;humeur;NOUN;rumeurs;rumeur;NOUN
belles;beau;ADJ;ondes;onde;NOUN;rondes;ronde;NOUN
belles;beau;ADJ;âmes;âme;NOUN;rames;rame;NOUN
bonnes;bon;ADJ;aigles;aigle;NOUN;règles;règle;NOUN
bonnes;bon;ADJ;humeurs;humeur;NOUN;rumeurs;rumeur;NOUN
bonnes;bon;ADJ;ondes;onde;NOUN;rondes;ronde;NOUN
bonnes;bon;ADJ;âmes;âme;NOUN;rames;rame;NOUN
bons;bon;ADJ;aides;aide;NOUN;raids;raid;NOUN
bons;bon;ADJ;ans;an;NOUN;rangs;rang;NOUN
