ortho_0;lemme_0;gtag_0;ortho_1;lemme_1;gtag_1;ortho_2;lemme_2;gtag_2
beaucoup;beaucoup;ADV;heureux;heureux;ADJ;peureux;peureux;ADJ
beaucoup;beaucoup;ADV;oser;oser;VERB;poser;poser;VERB
beaucoup;beaucoup;ADV;unir;unir;VERB;punir;punir;VERB
beaucoup;beaucoup;ADV;eu;avoir;VERB;pu;pouvoir;VERB
beaucoup;beaucoup;ADV;osé;oser;VERB;posé;poser;VERB
beaucoup;beaucoup;ADV;uni;unir;VERB;puni;punir;VERB
beaucoup;beaucoup;ADV;été;être;VERB;pété;péter;VERB
trop;trop;ADV;heureux;heureux;ADJ;peureux;peureux;ADJ
trop;trop;ADV;oser;oser;VERB;poser;poser;VERB
trop;trop;ADV;unir;unir;VERB;punir;punir;VERB
trop;trop;ADV;eu;avoir;VERB;pu;pouvoir;VERB
trop;trop;ADV;osé;oser;VERB;posé;poser;VERB
trop;trop;ADV;uni;unir;VERB;puni;punir;VERB
trop;trop;ADV;été;être;VERB;pété;péter;VERB
