year,formes_NOUN in_ADJ,formes_NOUN fines_ADJ
1800,3.144164484325529e-09,0.0
1801,2.3811825844433088e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,4.943701892301533e-09,0.0
1805,5.685755422035754e-09,0.0
1806,2.881669125542885e-09,0.0
1807,1.4234775136401367e-08,0.0
1808,6.798221985349073e-09,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,2.5070767684098882e-09,0.0
1812,2.6672082320544632e-09,0.0
1813,5.751483289628823e-09,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,0.0,0.0
1817,3.113746815941454e-09,0.0
1818,0.0,0.0
1819,7.24573512300708e-09,0.0
1820,3.5599443393152796e-09,0.0
1821,2.9584463767662328e-09,9.86148829262845e-10
1822,4.010246357211145e-09,0.0
1823,9.882686891060644e-10,0.0
1824,0.0,8.421112696055388e-09
1825,4.4027217427355936e-09,8.805443041381977e-10
1826,8.807984341885344e-10,3.5231937367541377e-09
1827,6.452091305675367e-09,9.217273055917019e-10
1828,9.172301251858528e-10,4.586150570418113e-09
1829,3.429270423183084e-09,2.571952872898464e-09
1830,1.0436835840010872e-09,1.1480519646056564e-08
1831,3.1182412207897414e-09,3.1182412207897414e-09
1832,1.3529969367098715e-09,1.352996914505411e-08
1833,9.266902800675325e-09,2.0850531967653296e-08
1834,2.8003592777992026e-09,9.334530925997342e-10
1835,1.5126175867408165e-09,8.31939672707449e-09
1836,2.688300027031687e-09,4.032449929525228e-09
1837,6.957890930081589e-10,0.0
1838,6.312161904276081e-10,1.2624323808552163e-09
1839,1.3982950353153e-09,2.7266752411492234e-08
1840,1.4013314952876499e-08,8.917564464638872e-09
1841,1.0272877659645019e-08,7.0626033910059505e-09
1842,2.0124795163667386e-09,6.708265054555795e-09
1843,5.906911071384968e-10,4.134837805480629e-09
1844,5.488561161115513e-09,6.586273748609983e-09
1845,5.580227946389016e-10,5.022205318283568e-09
1846,2.3418005312692003e-09,2.9272506640865004e-09
1847,3.775256551818984e-09,5.3932236454556914e-09
1848,7.24069959545659e-09,4.82713291560799e-09
1849,8.379414939696517e-10,1.0893239199560867e-08
1850,0.0,2.0366988096043315e-09
1851,6.449438760824933e-10,5.159551008659946e-09
1852,2.6042181744401205e-09,7.812654523320361e-09
1853,2.388772735173461e-09,7.166318205520383e-09
1854,1.558699391779328e-09,5.7152309551611324e-09
1855,1.0613874223963649e-09,1.751289246954002e-08
1856,4.659470143053568e-09,5.694908100650764e-09
1857,9.274867096564776e-09,2.245494101771328e-08
1858,1.9574704079872163e-09,2.4468380654951716e-09
1859,4.582956236731661e-09,1.629495471888731e-08
1860,1.373155145145688e-09,1.2358396972445007e-08
1861,1.8863854922557266e-09,1.226150558863992e-08
1862,2.2589932147099034e-09,1.2198563048571032e-08
1863,3.496234635136375e-09,6.99246927027275e-09
1864,1.1507347075223606e-08,1.726102105692462e-08
1865,4.706844358715045e-10,1.835669216632141e-08
1866,1.4596839292835284e-09,1.8489329178805747e-08
1867,1.94112459439566e-09,4.367530337390235e-09
1868,1.0373735648272486e-08,1.432563490055827e-08
1869,2.441759683335931e-09,1.2697149998075474e-08
1870,7.454262984651905e-09,1.548193218070537e-08
1871,1.1683295220166201e-08,2.1242353653860846e-08
1872,7.861540751719076e-09,1.0885210954825197e-08
1873,2.3944017879529156e-09,1.5563610844537834e-08
1874,4.779687312606029e-09,1.9716210886144836e-08
1875,4.005069165202713e-09,9.7265964171811e-09
1876,1.813804439976252e-09,1.6928840551599933e-08
1877,6.184815992682502e-10,1.793596560162314e-08
1878,4.22736201599605e-09,2.113680963589104e-08
1879,6.109325489944695e-09,1.588424503040642e-08
1880,3.8507077526617195e-09,1.7969970400599777e-08
1881,4.8807553554297556e-09,1.8825771164188154e-08
1882,5.989846840748214e-09,1.5972924316542958e-08
1883,3.159669414998234e-09,9.479008689083912e-09
1884,7.922036360241691e-09,1.7164412113856997e-08
1885,8.379326565943757e-09,2.513797880965285e-08
1886,1.936039106809062e-09,1.871504551331782e-08
1887,5.876032105334161e-09,1.2404957061562527e-08
1888,1.268122939990235e-09,1.3949351895803375e-08
1889,2.5060546970934183e-09,2.192797943223468e-08
1890,3.2771931834929546e-09,1.3764211992395303e-08
1891,8.286486163910922e-09,1.5935549768641977e-08
1892,2.5074049503359674e-09,2.1312942521944933e-08
1893,2.463366621796581e-09,1.0469308087124318e-08
1894,4.411077725308132e-09,2.142523314319078e-08
1895,6.018614495673091e-10,2.1065151400989635e-08
1896,5.89702897624278e-10,1.1794058174530164e-08
1897,2.9133566670225264e-09,2.6220211779559577e-08
1898,3.3950129374460403e-09,3.1120951149432585e-08
1899,3.8693048765026106e-09,1.7688250864011934e-08
1900,2.07642125715779e-09,3.5818267463127995e-08
1901,2.235495566438317e-09,2.1237207548097103e-08
1902,1.4730852093691738e-09,1.0802624572647801e-08
1903,2.1600881083827517e-09,1.3500550899436803e-08
1904,1.0749250378694342e-09,2.4723275870996986e-08
1905,3.6125313851442797e-09,1.3417973399043603e-08
1906,5.658602919567102e-09,1.6975809202790515e-08
1907,3.599990305858114e-09,1.131425531042396e-08
1908,2.9468334439286537e-09,1.1296195090437777e-08
1909,2.7504918342913243e-09,1.320236009405562e-08
1910,1.068830135508847e-09,1.60324518105881e-08
1911,1.5961122423746588e-09,1.9685383989553884e-08
1912,8.856016364688912e-09,8.856016364688912e-09
1913,3.181793939432964e-09,2.8636144122629048e-08
1914,9.37544086809794e-09,1.6072185360371805e-08
1915,7.068456930880984e-09,1.5314990164938536e-08
1916,0.0,3.2962386153911893e-09
1917,5.483212106582869e-09,7.676496771580332e-09
1918,4.594550517822427e-09,6.89182577673364e-09
1919,0.0,2.301962176431971e-08
1920,3.028892692213958e-09,1.8930579770426448e-08
1921,5.300923255902035e-09,1.9689142760626055e-08
1922,5.164555005876537e-09,5.164555005876537e-09
1923,4.246379248229459e-09,8.492758496458919e-09
1924,2.578324886925998e-09,1.4180787211159895e-08
1925,2.1996355847875293e-09,5.499089184013428e-09
1926,5.57306911730393e-09,1.671920735191179e-08
1927,1.1149224876660924e-09,1.1149224654616319e-08
1928,3.4278122562625413e-09,1.7139061725401916e-08
1929,2.2280812750352652e-09,1.1140405931087116e-08
1930,5.2518016602221e-09,1.470504518152893e-08
1931,1.1405356659111021e-09,1.2545892325022123e-08
1932,4.383814644626227e-09,2.1919073223131136e-09
1933,3.4411986593596566e-09,8.02946331646126e-09
1934,0.0,1.677421224144382e-08
1935,1.196828414151696e-09,7.180970484910176e-09
1936,2.424942913137329e-09,3.273672888326473e-08
1937,8.813782592653752e-09,1.7627565185307503e-08
1938,1.2965214457594243e-09,2.5930428915188486e-09
1939,1.5294050470515685e-09,7.647025235257843e-09
1940,0.0,2.5357829169792012e-09
1941,8.854508237732261e-09,1.1806010391524069e-08
1942,3.034211770724937e-09,2.4273694165799498e-08
1943,0.0,8.709705845433291e-09
1944,0.0,1.927911696952833e-08
1945,0.0,1.089252066321933e-08
1946,0.0,1.6705325123211878e-08
1947,0.0,2.622591566137089e-08
1948,3.2615663503321457e-09,1.4133454406817236e-08
1949,9.817008317369869e-10,1.2762110479513922e-08
1950,5.317680518146517e-09,2.3397795700930146e-08
1951,0.0,1.5992101864981123e-08
1952,1.0544803918932644e-09,1.687168627029223e-08
1953,1.0773827385790469e-09,1.723812381726475e-08
1954,2.9317608341017376e-09,5.863521668203475e-09
