year,formes_NOUN in_ADJ,formes_NOUN fines_ADJ
1955,4.6928039232341234e-09,7.508486277174597e-09
1956,8.72114158667614e-10,2.616342476002842e-09
1957,2.6505113659425206e-09,7.951533653738352e-09
1958,1.6544486891589827e-09,1.1581140491045971e-08
1959,4.650448914844674e-09,7.750747599288843e-09
1960,1.3841666701708277e-09,7.612916519406099e-09
1961,3.47407969059077e-09,5.55852741612739e-09
1962,1.2683912808952869e-09,1.4586500007851555e-08
1963,1.2932106496776896e-09,1.3578711488548834e-08
1964,3.041984220075733e-09,1.8251904432275978e-09
1965,5.472043373977442e-10,1.586892572902343e-08
1966,1.1078149508847446e-09,3.8773522170743036e-09
1967,9.860671168482327e-10,6.409436092980059e-09
1968,3.1439910674890825e-09,1.6169096284102125e-08
1969,2.2708788183223305e-09,7.72098829315837e-09
1970,1.3796175313274261e-09,5.518470125309705e-09
1971,4.1107179882260425e-09,8.735275613958038e-09
1972,1.5390440033513642e-09,6.669190977248718e-09
1973,3.3079223804577396e-09,6.064523994098181e-09
1974,2.812785782069227e-09,2.812785782069227e-09
1975,2.8557400888473694e-09,2.2845920710778955e-09
1976,1.142705374768127e-09,8.570290255249802e-09
1977,3.526069214387917e-09,7.639816779203557e-09
1978,0.0,4.752473081737207e-09
1979,5.851973350345929e-10,8.192762912528906e-09
1980,5.116635559687666e-09,6.822181042309694e-09
1981,2.5302198114474095e-09,2.5302198114474095e-09
1982,9.311253101884631e-09,8.069752865935698e-09
1983,1.2630632095778083e-09,6.315316269933646e-09
1984,5.219107812592938e-09,5.219107812592938e-09
1985,1.2031116103372597e-09,9.02333674446254e-09
1986,2.997242676272549e-09,4.196139880008332e-09
1987,1.2221633705067347e-09,6.721898593298192e-09
1988,3.597932174415064e-09,2.398621523624911e-09
1989,1.6464366536794728e-09,6.585746614717891e-09
1990,1.6345953479657283e-09,4.358920779878872e-09
1991,0.0,6.4476117778156095e-09
1992,7.713921945651236e-09,6.61193322315512e-09
1993,1.1078414852150331e-09,6.647049133334804e-09
1994,0.0,1.1077346151466827e-08
1995,2.7112254663563817e-09,9.760411145975922e-09
1996,5.338092190498855e-10,4.804283193493575e-09
1997,1.917957792585412e-09,6.7128524960935465e-09
1998,4.7681290027412615e-09,7.629006759657386e-09
1999,4.113180906983871e-09,7.769341614505265e-09
2000,2.2090156370779823e-09,1.2812291672048559e-08
2001,8.762423564512289e-10,1.095302959441824e-08
2002,2.1906108038649563e-09,4.81934359086722e-09
2003,8.333845835650777e-10,6.250384210204629e-09
2004,2.642874807889939e-09,6.166707589017051e-09
2005,2.702249757291497e-09,6.7556245042510454e-09
2006,2.4707338397433887e-09,7.412201963319376e-09
2007,7.988958938831558e-10,5.592271090648637e-09
2008,3.405951742863067e-09,6.811903485726134e-09
2009,2.860915504498962e-09,4.76819250749827e-09
2010,0.0,5.196172381261022e-09
2011,1.529588788962144e-09,3.823971805871906e-09
2012,1.7021263287730903e-09,7.829781267787439e-09
2013,2.789125042035323e-10,6.414987652192394e-09
2014,8.661780737106994e-10,6.9294245896855955e-09
2015,8.866301581811342e-10,9.531274436369586e-09
2016,2.0713400439298368e-10,9.735297901158901e-09
2017,7.54683426862357e-10,4.2765391228272165e-09
2018,2.5814667070633845e-10,8.518839855753413e-09
2019,2.55098775436835e-10,7.652963596171958e-09
