year,seuls_ADJ acteurs_NOUN,seuls_ADJ facteurs_NOUN
1889,7.51816386923565e-09,3.696430539434914e-08
1890,1.1797895993481688e-08,3.998175657216052e-08
1891,7.0116419337296065e-09,4.780665108228277e-08
1892,8.775916882086676e-09,5.641661005029164e-08
1893,8.005941687372342e-09,6.158416709922676e-08
1894,1.5123694296903523e-08,4.663139208105349e-08
1895,1.5046536461227333e-08,4.4537745935713247e-08
1896,1.8280790214930676e-08,4.009979548413867e-08
1897,2.330685422435863e-09,4.603103676004139e-08
1898,1.6975064909274806e-08,4.0740154361174064e-08
1899,7.738609753005221e-09,4.477338677588705e-08
1900,7.786579381274805e-09,5.1391424449320766e-08
1901,1.1736351446245408e-08,4.694540578498163e-08
1902,1.6203935970793282e-08,7.267220070161784e-08
1903,5.940242076007962e-09,6.696273402440056e-08
1904,3.2247751136083025e-09,6.503296390292235e-08
1905,2.580379465655369e-09,5.1091515018697464e-08
1906,1.594697174311932e-08,5.812928449699939e-08
1907,4.114274698707732e-09,7.559980019777868e-08
1908,7.367083831866239e-09,6.041008759893884e-08
1909,1.870334465081669e-08,7.31630791506177e-08
1910,1.5498036631811374e-08,5.183825990684454e-08
1911,1.4365010514438836e-08,3.830669470517023e-08
1912,1.3544495303108306e-08,5.990834495150921e-08
1913,7.42418571064718e-09,8.219634395345565e-08
1914,8.705766774141921e-09,6.49584137590864e-08
1915,0.0,9.071186468645465e-08
1916,0.0,5.7134801778602196e-08
1917,1.0966424435210342e-09,4.7155623406069935e-08
1918,1.722956355365568e-08,7.236417332023848e-08
1919,2.762354434082681e-08,4.788081042761405e-08
1920,1.2115570768855832e-08,6.057785384427916e-08
1921,1.060184651180407e-08,7.421292735898533e-08
1922,4.426761179843197e-09,7.304156213194801e-08
1923,8.492758496458919e-09,7.537322943562685e-08
1924,1.4180787211159895e-08,6.187979550986711e-08
1925,1.0998177923937646e-09,9.788378463326808e-08
1926,5.57306911730393e-09,7.467912865877224e-08
1927,1.1149224654616319e-08,6.466550672712401e-08
1928,1.1426041446327417e-08,7.541186874959749e-08
1929,1.0026365515614089e-08,5.570203143179242e-08
1930,6.302162347537887e-09,8.40288265635536e-08
1931,4.5621426636444085e-09,6.729160162421977e-08
1932,1.4247397928102146e-08,6.13734059129456e-08
1933,8.02946331646126e-09,6.53827711971644e-08
1934,1.0783422155213884e-08,5.6313425034204556e-08
1935,1.6755597798123745e-08,7.061287732312849e-08
1936,8.487299751891442e-09,8.729794842565752e-08
1937,2.5182236296217297e-09,1.1961562051965302e-07
1938,1.1668692678767911e-08,1.0890779833516717e-07
1939,1.070583532936098e-08,1.2847002039961808e-07
1940,0.0,8.875240098404902e-08
1941,5.9030051957620344e-09,5.9030050181263505e-08
1942,1.8205270180260413e-08,1.3350532412914617e-07
1943,5.806470415592457e-09,1.3935529352693266e-07
1944,2.5705489292704442e-08,8.996921252446555e-08
1945,1.3071024262956144e-08,1.0021118868053236e-07
1946,1.2528993842408909e-08,1.0301616981678308e-07
1947,1.1920870957027319e-09,1.0847992371054715e-07
1948,1.195907639583993e-08,1.1524200971280152e-07
1949,2.6505922789965553e-08,1.0798709126902395e-07
1950,5.317680518146517e-09,1.1698897850465073e-07
1951,9.595261474260042e-09,1.0554787621686046e-07
1952,1.8980646387944944e-08,1.4235484968594392e-07
1953,7.54167928107563e-09,1.2389901371534506e-07
1954,7.818028890937967e-09,1.1824768364476768e-07
1955,9.385607846468247e-09,1.398455538037524e-07
1956,8.72114114258693e-09,9.593255612116991e-08
1957,1.1485549400447326e-08,1.5196265223949013e-07
1958,7.445019267748876e-09,1.331831214201884e-07
1959,1.3176271629333769e-08,1.3718823765884736e-07
1960,1.4533750203327145e-08,1.0865708333085422e-07
1961,6.94815938118154e-09,1.2298241358621453e-07
1962,1.331810839388936e-08,1.135210183633717e-07
1963,1.4225316924409981e-08,1.3837353662893292e-07
1964,6.6923653285755336e-09,1.2593814346928411e-07
1965,9.302473458205895e-09,1.1983775038970634e-07
1966,6.092982118843793e-09,1.2352136025128857e-07
1967,7.888536934785861e-09,1.0896041402475021e-07
1968,1.4821671889819754e-08,1.1183625758803828e-07
1969,2.1346261647181564e-08,9.628526242977387e-08
1970,2.207388050123882e-08,1.0852991039200788e-07
1971,2.3122789016838396e-08,1.0430947128270418e-07
1972,1.6416469961200164e-08,1.1132418364923069e-07
1973,1.4885650045926013e-08,1.295602913842231e-07
1974,2.6440186928766707e-08,1.0463563171470014e-07
1975,1.7134439644905797e-08,9.70951603562753e-08
1976,2.4568166168137395e-08,1.1427053436818824e-07
1977,2.7620874476497193e-08,1.0460671973078206e-07
1978,3.386137237271214e-08,1.0396034610948846e-07
1979,2.1652301285257636e-08,9.714275961414387e-08
1980,2.785723829390463e-08,9.266795331086541e-08
1981,3.795329561739891e-08,1.138598904049104e-07
1982,2.7933760193832313e-08,1.1483879092111238e-07
1983,3.789189761960188e-08,9.915046206288025e-08
1984,3.653375202361531e-08,1.0090274571439295e-07
1985,5.113224332831123e-08,1.1249093745391292e-07
1986,5.3350920126149504e-08,9.171562709298087e-08
1987,4.0942474299754394e-08,1.0571713460194587e-07
1988,5.037105310634615e-08,1.0853762688611823e-07
1989,6.64062795863174e-08,9.878620232939284e-08
1990,5.4486509526441296e-08,1.0188977483949202e-07
1991,5.6856212182765375e-08,9.788647048480925e-08
1992,7.052728534517883e-08,1.0579093157048192e-07
1993,6.702440913386454e-08,1.0302925801397578e-07
1994,7.384897315887429e-08,9.600366723816478e-08
1995,5.9104714011937176e-08,1.106179965404408e-07
1996,8.113899951922576e-08,1.094308927918064e-07
1997,1.0404921368944997e-07,1.045287021383956e-07
1998,1.1443510317121763e-07,9.917708609918918e-08
1999,1.1608310757083018e-07,8.363468140260011e-08
2000,1.1840324276590763e-07,1.0691636020965234e-07
2001,1.2223580370118725e-07,1.0076787049229097e-07
2002,1.0295870822574216e-07,8.105259752255733e-08
2003,1.4709237916576967e-07,1.2584106912072457e-07
2004,1.268579836732897e-07,1.0042924003528242e-07
2005,1.5267711717115162e-07,8.467048928650911e-08
2006,1.4412614746106556e-07,8.647568705555386e-08
2007,1.2422830764080572e-07,6.950394038085506e-08
2008,1.204855379910441e-07,9.408941537003557e-08
2009,1.144366166272448e-07,8.34433677709967e-08
2010,1.143157888350288e-07,7.369116872268933e-08
2011,9.139292700410806e-08,8.068580825693061e-08
2012,9.804247724787274e-08,7.659568268536532e-08
2013,7.949006430862937e-08,5.829271287893789e-08
2014,7.25424129655039e-08,4.6340527859456415e-08
2015,7.979671323710136e-08,4.8543000730205677e-08
2016,5.737611985523472e-08,3.9355459335865817e-08
2017,7.672614543707823e-08,3.723104669006716e-08
2018,6.143891084775532e-08,4.595010594243831e-08
2019,6.351959314088163e-08,3.826481531632453e-08
