year,diverses_ADJ oies_NOUN,diverses_ADJ fois_NOUN
1800,0.0,4.1188553723259247e-07
1801,0.0,4.02419857437053e-07
1802,0.0,3.423895407195232e-07
1803,0.0,2.945012340660469e-07
1804,0.0,2.644880510160874e-07
1805,0.0,5.68575558190787e-07
1806,0.0,4.495403800319764e-07
1807,0.0,3.843389322355506e-07
1808,0.0,3.104521510977065e-07
1809,0.0,2.778607495201868e-07
1810,0.0,3.650597761861718e-07
1811,0.0,1.0930854159596493e-06
1812,0.0,1.8137015445063298e-07
1813,0.0,2.530652523091703e-07
1814,0.0,4.845882699555659e-07
1815,0.0,2.7241958377999254e-07
1816,0.0,1.8772591658944293e-07
1817,0.0,4.795169843418989e-07
1818,1.3113295338484932e-08,4.136648499297735e-07
1819,0.0,5.113418524160807e-07
1820,0.0,9.018525588544435e-07
1821,0.0,5.907031663809903e-07
1822,0.0,1.0175999705097638e-06
1823,0.0,1.0347173429181566e-06
1824,0.0,1.2117981214032625e-06
1825,0.0,8.048174890973314e-07
1826,0.0,1.6576626649111859e-06
1827,0.0,9.161969387605495e-07
1828,0.0,5.897789492337324e-07
1829,0.0,6.189833356984309e-07
1830,0.0,4.0286187186211464e-07
1831,0.0,2.229542417353514e-07
1832,0.0,2.92247335664797e-07
1833,0.0,3.0001598361195647e-07
1834,0.0,3.724477721789299e-07
1835,0.0,8.780745019976166e-07
1836,0.0,1.199653866024164e-06
1837,0.0,1.4653318203272647e-06
1838,0.0,1.1986795698248898e-06
1839,0.0,7.87939256952086e-07
1840,0.0,4.942878604197176e-07
1841,0.0,4.969504630025767e-07
1842,0.0,5.876440241081582e-07
1843,0.0,5.316219926498889e-07
1844,0.0,4.1767950165194634e-07
1845,0.0,4.57020661315255e-07
1846,0.0,5.31003252035589e-07
1847,0.0,6.70377687583823e-07
1848,0.0,4.778861466547824e-07
1849,0.0,3.779116184432496e-07
1850,0.0,6.931564939804957e-07
1851,0.0,5.985079383208358e-07
1852,0.0,4.615976649802178e-07
1853,0.0,6.419826945602836e-07
1854,0.0,7.803888024682237e-07
1855,0.0,5.041590043219912e-07
1856,0.0,4.845849161938531e-07
1857,0.0,9.128422107096412e-07
1858,0.0,6.90987064899673e-07
1859,0.0,6.742037612639251e-07
1860,0.0,5.304956403051619e-07
1861,0.0,6.81928327139758e-07
1862,4.517986262886353e-10,4.911050837108633e-07
1863,4.994620828036034e-10,4.844782210966514e-07
1864,0.0,6.832487429164757e-07
1865,0.0,4.0055246586234716e-07
1866,0.0,5.395964990384527e-07
1867,2.426405742994575e-09,3.513435444801871e-07
1868,0.0,5.142408667779819e-07
1869,0.0,3.2035885055847757e-07
1870,0.0,4.621643370228412e-07
1871,6.37270636261178e-09,4.290955644137284e-07
1872,0.0,4.2754689388857514e-07
1873,0.0,4.160273192610475e-07
1874,5.974609140757536e-10,4.887230034000822e-07
1875,0.0,4.7088167320907814e-07
1876,6.04601479992084e-10,5.610701805380813e-07
1877,0.0,5.56014981611952e-07
1878,0.0,4.662176422698394e-07
1879,0.0,4.5453379016180406e-07
1880,0.0,4.017571768599737e-07
1881,6.972507571312292e-10,4.4135973098491377e-07
1882,0.0,3.613874071106693e-07
1883,0.0,5.004916374673485e-07
1884,0.0,3.525306055962574e-07
1885,0.0,3.9962941400517593e-07
1886,0.0,3.697834927152144e-07
1887,0.0,4.3090901158393535e-07
1888,0.0,3.690237804221397e-07
1889,1.8795409673089125e-09,3.903180072484247e-07
1890,0.0,3.087116056121886e-07
1891,0.0,2.6707982669904595e-07
1892,0.0,4.099607053831278e-07
1893,0.0,3.042257787910785e-07
1894,6.301539290376468e-10,3.3335143712065474e-07
1895,0.0,2.293092080662973e-07
1896,0.0,3.302336324395583e-07
1897,0.0,2.435566273106815e-07
1898,0.0,3.2818459771988273e-07
1899,0.0,2.7803719149233075e-07
1900,0.0,2.2529169996232667e-07
1901,0.0,3.20234732953395e-07
1902,0.0,2.71538709739616e-07
