year,diverses_ADJ oies_NOUN,diverses_ADJ fois_NOUN
1903,0.0,2.8405159469002683e-07
1904,0.0,1.623136824946414e-07
1905,0.0,2.8538997298710456e-07
1906,0.0,2.813868889006699e-07
1907,0.0,2.3862793341322686e-07
1908,4.911389073214423e-10,2.558833784860326e-07
1909,0.0,2.8110025596106425e-07
1910,5.344150677544235e-10,2.4850299951140187e-07
1911,0.0,2.739992623901344e-07
1912,0.0,2.3234018442508386e-07
1913,0.0,1.675744698559356e-07
1914,0.0,2.310376601144526e-07
1915,0.0,1.5314989809667168e-07
1916,0.0,1.4173825491070602e-07
1917,0.0,1.0527767813073297e-07
1918,0.0,1.297960494639483e-07
1919,0.0,1.3075144522645132e-07
1920,0.0,1.4235796186312655e-07
1921,0.0,1.794741137928213e-07
1922,0.0,1.8518618105645146e-07
1923,0.0,1.5711603396084683e-07
1924,0.0,1.5469949232738145e-07
1925,0.0,4.5862401520935236e-07
1926,0.0,1.5270209985374095e-07
1927,0.0,2.129501979197812e-07
1928,1.1426041224282812e-09,1.6910540523440432e-07
1929,0.0,1.6042184824982542e-07
1930,0.0,1.4810080983806984e-07
1931,0.0,1.2773999458204344e-07
1932,0.0,2.016554674355575e-07
1933,0.0,1.8582473160222435e-07
1934,0.0,1.0903237779302799e-07
1935,0.0,1.579813471153102e-07
1936,0.0,9.82101866497942e-08
1937,0.0,1.3220673622527102e-07
1938,1.2965214457594243e-09,1.1279736611413682e-07
1939,0.0,1.1929358834095183e-07
1940,0.0,1.4200384157447843e-07
1941,0.0,1.9184767552360427e-07
1942,0.0,2.730790527039062e-07
1943,0.0,1.335488235554294e-07
1944,0.0,8.354284375400312e-08
1945,0.0,6.753362669087437e-08
1946,0.0,1.4060314867947454e-07
1947,0.0,1.3470584292463172e-07
1948,0.0,9.458542393758762e-08
1949,0.0,6.871906066407973e-08
1950,0.0,9.252764243683487e-08
1951,0.0,7.143139413301469e-08
1952,0.0,6.221434034614504e-08
1953,0.0,7.326202933199966e-08
1954,0.0,1.0456613352971544e-07
1955,0.0,1.1075017170014689e-07
1956,0.0,8.633929837742471e-08
1957,0.0,7.421432002274742e-08
1958,0.0,8.934022588391599e-08
1959,0.0,1.3408794075076003e-07
1960,0.0,6.297958066170395e-08
1961,0.0,1.1256017984351274e-07
1962,0.0,1.6742764330501814e-07
1963,0.0,1.1121611720454894e-07
1964,0.0,1.2046257324982435e-07
1965,0.0,1.3625387396132282e-07
1966,5.539074754423723e-10,1.3515342800474173e-07
1967,0.0,1.7305477229001553e-07
1968,0.0,1.6752980513956572e-07
1969,0.0,1.7485767500602378e-07
1970,0.0,1.209464670637317e-07
1971,5.138397485282553e-10,1.8087159503465955e-07
1972,0.0,8.413440610866019e-08
1973,0.0,1.4058669250971434e-07
1974,0.0,1.0013517481866074e-07
1975,0.0,1.3421978906080767e-07
1976,0.0,1.3655329667017213e-07
1977,0.0,1.1577260039530302e-07
1978,0.0,1.0336628974982887e-07
1979,1.7555920051037788e-09,1.6034407224196912e-07
1980,0.0,9.55105292632652e-08
1981,6.325549528618524e-10,8.159958753140018e-08
1982,0.0,8.318053090761168e-08
1983,0.0,7.894144715692164e-08
1984,0.0,8.930473427426477e-08
1985,0.0,8.301470444393999e-08
1986,0.0,1.1389522569515975e-07
1987,0.0,6.966331511648605e-08
1988,0.0,9.594486272135327e-08
1989,0.0,7.738252350009134e-08
1990,5.44865097484859e-10,7.083246345018779e-08
1991,0.0,8.147436858507717e-08
1992,0.0,1.0083197565791124e-07
1993,0.0,6.75783340398084e-08
1994,5.274926606624319e-10,9.442118908964403e-08
1995,0.0,1.1441371583487125e-07
1996,0.0,8.380804672469822e-08
1997,0.0,8.151320685101382e-08
1998,4.768129224785866e-10,1.0632928137965791e-07
1999,4.570201161957499e-10,1.389341122148835e-07
2000,0.0,6.538686392332238e-08
2001,0.0,1.3099823092943552e-07
2002,0.0,1.1610237038439664e-07
2003,0.0,7.542130475712838e-08
2004,0.0,8.98577425800795e-08
2005,0.0,9.998323946547316e-08
2006,0.0,7.865169493470603e-08
2007,0.0,7.909069665856805e-08
2008,0.0,6.684179965077419e-08
2009,0.0,7.390698186782174e-08
2010,4.723793023408973e-10,4.771030859274106e-08
2011,0.0,2.2943831723409858e-08
2012,0.0,3.574465523570325e-08
2013,0.0,3.988448682434864e-08
2014,0.0,3.832838046946563e-08
2015,0.0,4.233659112173882e-08
2016,0.0,7.518964650898852e-08
2017,0.0,2.9432651871275084e-08
2018,0.0,3.5624239558273985e-08
2019,0.0,4.438718548271936e-08
