year,telles_ADJ âmes_NOUN,telles_ADJ ames_NOUN,telles_ADJ femmes_NOUN
1833,5.791814139399776e-09,1.1583628500844156e-08,4.51761508202253e-08
1834,9.334531370086552e-09,1.0267983796552471e-08,1.8669061851994684e-08
1835,2.949604294144592e-08,4.4622218808854086e-08,1.663879345414898e-08
1836,3.2259599436201825e-08,7.66165517696038e-08,5.5110151109261096e-08
1837,2.5744196108234974e-08,1.6698937344017395e-08,3.409366378104295e-08
1838,1.5149188570262595e-08,1.7674054220151447e-08,6.817134767800326e-08
1839,2.7965899818127582e-08,1.8177835681143506e-08,4.1249703208734445e-08
1840,3.184844388215424e-08,6.369688498875092e-09,7.452535433216667e-08
1841,2.8892468861840825e-08,1.2841097074556274e-09,5.971110006441904e-08
1842,3.085801836277824e-08,1.341653010911159e-08,4.695785493780136e-08
1843,2.0674189471492355e-08,5.316219964246471e-09,3.54414659842206e-08
1844,2.8540519281250454e-08,1.2074834465636286e-08,2.7442805805577564e-08
1845,6.082448322786149e-08,2.2320911785556063e-09,3.62714816515286e-08
1846,2.2832555401919308e-08,8.196302303531411e-09,6.322861167973315e-08
1847,1.833696039454935e-08,1.0786447290911383e-09,4.6921043939107676e-08
1848,1.769948809737798e-08,1.769948809737798e-08,1.045878850192139e-07
1849,2.513824526317876e-08,1.0893239199560867e-08,4.357295879664491e-08
1850,1.9009188889640427e-08,1.0183494048021657e-08,2.3761487000228954e-08
1851,2.644269869733762e-08,6.449438760824933e-09,2.7732586005413395e-08
1852,2.408901877970493e-08,4.557382027314816e-09,5.924596213624511e-08
1853,6.688563303214323e-08,7.1663179834757784e-09,4.240071715955196e-08
1854,4.416314780542052e-08,2.286092382064453e-08,3.117398572616281e-08
1855,3.767925349507095e-08,7.429711956774554e-09,5.1477289986223695e-08
1856,7.248065259091163e-08,6.730345780692204e-09,3.624032274274214e-08
1857,6.297146626366157e-08,3.4170564155999728e-09,8.835531595252633e-08
1858,4.061751113226819e-08,7.829881520926563e-09,8.172438681341987e-08
1859,4.1755821911237945e-08,1.018434669930457e-08,4.277425591503459e-08
1860,6.224970405810382e-08,2.7463103458025273e-09,3.936378173419186e-08
1861,7.356903353183952e-08,5.659156365744877e-09,3.065376441568901e-08
1862,6.189641510445654e-08,6.325180934574348e-09,4.563166244864192e-08
1863,6.093437576737415e-08,1.9978483312144135e-09,4.844782175439377e-08
1864,6.13725177345259e-08,3.739887965981126e-08,5.418042747784568e-08
1865,6.919061235066692e-08,5.17752879458655e-09,6.58958241306351e-08
1866,4.4277076227672296e-08,5.352174259343201e-09,1.605652261149615e-08
1867,6.017486242626546e-08,2.91168689159349e-09,3.882249366427004e-08
1868,5.680855252876427e-08,4.445886658821507e-09,4.791677943316586e-08
1869,5.860222884734867e-08,1.953407657850903e-09,4.4928376907726886e-08
1870,6.708837219093766e-08,1.0894693147633916e-08,4.3578770370089615e-08
1871,2.0180236148803488e-08,3.18635318130589e-09,3.186353270123732e-08
1872,7.01491345012073e-08,1.0885210954825197e-08,5.079765186266627e-08
1873,4.908523720814628e-08,4.788803575905831e-09,3.35216241431624e-08
1874,3.7042575229406793e-08,0.0,3.704257833803126e-08
1875,4.920513418937844e-08,1.6020275495076675e-08,2.7463330720678414e-08
1876,2.9020871039620033e-08,6.650616057868319e-09,1.330123264864369e-07
1877,3.3398006138440905e-08,4.9478527941460015e-09,4.94785271643039e-08
1878,4.650098262004576e-08,1.8117265465633636e-09,2.536417254006551e-08
1879,3.0546626561545054e-08,4.276527687530063e-09,3.482315313885209e-08
1880,3.529815373326528e-08,3.2089231272180996e-09,3.914886281819463e-08
1881,3.834879080955034e-08,1.3945015142624584e-09,3.834879080955034e-08
1882,5.257754409626614e-08,1.3310770263785798e-09,1.7969539634066223e-08
1883,3.5388296737437486e-08,0.0,3.349249677597754e-08
1884,3.8289840631478e-08,1.9805090900604227e-09,3.036780515941473e-08
1885,3.7384687345820566e-08,1.2891271383708158e-09,3.674012249987868e-08
1886,3.9366128135043255e-08,1.2906927748801422e-09,9.680195700578764e-09
1887,2.3504128421336645e-08,3.9173548849191775e-09,3.199172993184618e-08
1888,4.1848057463766963e-08,1.268122939990235e-09,4.057993563399975e-08
1889,2.1301465480405568e-08,2.506054641582267e-09,3.633779144252003e-08
1890,2.8839300725280737e-08,0.0,4.915789997284037e-08
1891,2.8046567734918426e-08,0.0,4.525696351009856e-08
1892,2.6327752422616868e-08,3.1342561879199593e-09,2.570090096298827e-08
1893,2.46336657738766e-08,1.847525021858587e-09,1.9091091485456957e-08
1894,3.591877373310126e-08,1.5123694296903523e-08,4.159016020466311e-08
1895,5.236194766666813e-08,4.814891596538473e-09,2.9491211250842753e-08
1896,3.3023361822870356e-08,5.89702897624278e-10,1.7101384086615212e-08
1897,3.8456310136325556e-08,5.2440420894583895e-09,3.029891093575543e-08
1898,5.092519472782442e-08,6.790025652847476e-09,2.8857609635224435e-08
1899,4.643165851803133e-08,0.0,2.8743407654019393e-08
1900,3.633737222230593e-08,4.671947717582725e-09,2.906989715611985e-08
1901,2.9620316865930363e-08,5.588738916095792e-10,4.526878438770865e-08
1902,3.2407871941586563e-08,0.0,3.388095781708955e-08
1903,6.156250975664079e-08,2.7001101354784396e-09,3.18613000427348e-08
1904,3.708491291831706e-08,3.2247751136083025e-09,4.5146852478694655e-08
1905,2.838417501038748e-08,0.0,2.9932401890420124e-08
1906,3.7038127231880935e-08,1.5432553013283723e-09,6.070137725799896e-08
1907,4.422845378826423e-08,3.08570607954195e-09,4.4742737514980035e-08
1908,4.469363901193901e-08,2.4556945366072114e-09,5.549869652732298e-08
1909,5.5009834909469646e-08,5.500983557560346e-10,5.611003128791481e-08
1910,5.611358133705835e-08,2.137660271017694e-09,4.80973554317643e-08
1911,6.065226187956796e-08,4.788336727123976e-09,5.426781690687221e-08
1912,5.157327009897017e-08,2.0837684910901544e-09,3.021464323182954e-08
1913,6.628737025948794e-08,2.6514948014977335e-09,2.2802856491921375e-08
1914,5.2904276515164383e-08,0.0,2.276892940855646e-08
1915,6.950649833470379e-08,4.712304768617059e-09,3.29861327141856e-08
1916,1.2525707404620334e-07,1.0987462051303964e-09,3.4061130804730055e-08
1917,5.15421945124217e-08,5.483212217605171e-09,4.496233962925089e-08
1918,5.858051821405752e-08,1.1486376294556067e-09,3.5607765624945387e-08
1919,3.775218004875569e-08,4.603924352863942e-09,1.1970203106503874e-08
1920,7.420786829470671e-08,1.514446346106979e-09,3.634671141838908e-08
1921,7.269837709600324e-08,0.0,4.4679210664533286e-08
1922,7.230377008227151e-08,0.0,4.426761224252118e-08
1923,7.006525493125082e-08,0.0,4.777176743075984e-08
1924,6.83256118350073e-08,1.289162443462999e-09,5.543398584606507e-08
1925,8.248633776020142e-08,4.399271169575059e-09,3.959344141435395e-08
1926,4.124071395494866e-08,2.229227691330493e-09,4.569916645102978e-08
1927,8.58490309951776e-08,8.919380012351041e-09,4.0137209111890115e-08
1928,7.426926629250374e-08,4.5704163786908225e-09,3.999114417396754e-08
1929,4.67897081080082e-08,4.4561625500705304e-09,4.456162572274991e-08
1930,2.10072066408884e-08,1.0503603542488804e-09,6.512234529409966e-08
1931,3.193499864551086e-08,1.0264820993199919e-08,2.8513392535955973e-08
1932,5.589363638591749e-08,5.479768305782784e-09,1.9727165678773417e-08
1933,3.555905436769535e-08,3.4411986593596566e-09,3.785318369864399e-08
1934,4.672816089623666e-08,4.7926320689839486e-09,2.875579241390369e-08
1935,4.308582290946106e-08,2.393656828303392e-09,7.420336523011883e-08
1936,4.243650053581405e-08,0.0,1.9399542861009422e-08
1937,4.406891207509034e-08,1.2591118148108649e-09,3.1477796369472344e-08
1938,3.1116513810047763e-08,0.0,1.9447821131279852e-08
1939,4.5882153187903896e-08,1.5294050470515685e-09,1.2235240376412548e-08
1940,6.085878823114399e-08,0.0,5.832300686847702e-08
1941,3.836953510472085e-08,0.0,3.5418032950929046e-08
1942,3.034211815133858e-08,0.0,5.76500234217292e-08
1943,3.774205836748479e-08,2.9032352077962287e-09,4.3548529227166455e-08
1944,3.855823393905666e-08,0.0,6.42637232317611e-08
1945,4.7927088075994106e-08,0.0,4.1391576388605245e-08
1946,6.26449718765798e-08,8.352662561605939e-09,2.5057987684817817e-08
1947,7.629357412497484e-08,4.7683483828109274e-09,2.5033829231801974e-08
1948,4.022598432129598e-08,0.0,2.935409759707852e-08
1949,2.6505922789965553e-08,0.0,2.7487622400457212e-08
1950,5.636741562398129e-08,2.1270722960764488e-09,3.722376362702562e-08
1951,5.970385075215745e-08,0.0,3.5182626589858046e-08
1952,2.8470971358274255e-08,2.1089607837865287e-09,2.5307528517259925e-08
1953,2.9089333608567358e-08,1.0773827385790469e-09,1.6160740301529586e-08
1954,4.397641362174909e-08,9.772536113672459e-10,4.202190595492539e-08
1955,4.6928040120519654e-08,8.447047505910632e-09,1.5016972554349195e-08
1956,5.407107650512444e-08,1.4825941141438648e-08,3.226822542501395e-08
1957,2.9155623693100097e-08,2.2087594697683954e-08,3.0922632010543794e-08
1958,4.053399393910695e-08,4.9633461784992505e-09,1.4890038535497752e-08
1959,3.8753739772801055e-08,1.5501495642666896e-09,2.2477168570844697e-08
1960,1.591791587429725e-08,6.920833350854139e-10,5.259833457671448e-08
1961,4.099414141478519e-08,4.16889545107324e-09,3.682524463144432e-08
1962,3.868593267952747e-08,1.0781326054143392e-08,4.883306559122502e-08
1963,3.297687101166957e-08,6.466053248388448e-10,3.685650185047962e-08
1964,4.562976130273455e-08,4.867174663303331e-09,2.4335873760605864e-08
1965,3.720989383282358e-08,6.0192477668863376e-09,2.7907422150974526e-08
1966,2.8249282024717104e-08,5.539074754423723e-10,3.877352161563152e-08
1967,3.5991448044114804e-08,2.9582012395223956e-09,2.6130779318123132e-08
1968,4.042274426296899e-08,6.287982079467014e-09,3.593132746892991e-08
1969,2.634219598007803e-08,6.358460841182634e-09,3.2246479264586014e-08
1970,1.839489982558007e-08,0.0,3.678980178833946e-08
1971,1.2332153964678128e-08,8.735275613958038e-09,3.699646100585596e-08
1972,1.3338381954497436e-08,1.5390440033513642e-09,2.6676763464905662e-08
1973,1.7642252103655665e-08,1.102640756478479e-09,2.7566018412361615e-08
1974,7.875800456247362e-09,1.1251143350321513e-09,2.1939730143749614e-08
1975,1.313640396460869e-08,1.4849848017917111e-08,3.198428899509054e-08
1976,1.428381679602353e-08,0.0,2.4568166057115093e-08
1977,3.526069214387917e-09,1.1753563677885381e-09,3.349765514970571e-08
1978,1.900989232694883e-08,4.158414057542359e-09,2.8514838934512454e-08
1979,1.580032815695631e-08,2.925986564150662e-09,3.569703610484254e-08
1980,1.9329512213062117e-08,1.7055452605774235e-09,3.4679419391725474e-08
1981,1.2651098835192442e-08,4.427884725544118e-09,5.9460166568214845e-08
1982,2.483000827169235e-08,2.483000915987077e-09,5.2143018791639406e-08
1983,2.9050454486423405e-08,2.5261264191556165e-09,4.23126186310796e-08
1984,2.8415142239168745e-08,5.799008495621649e-10,2.8995042811175153e-08
1985,1.2031115659283387e-08,3.0077789148208467e-09,3.549179372619449e-08
1986,2.2779044428489215e-08,5.3950369172106605e-09,3.656636260451762e-08
1987,1.0388388815840699e-08,3.6664902225425067e-09,3.422057376356591e-08
1988,1.8589316752581908e-08,0.0,3.897759981441595e-08
1989,1.4817929994137558e-08,2.7440609784434855e-09,2.3050112929468014e-08
1990,1.5256222951620657e-08,1.089730194969718e-09,2.8332985735346483e-08
1991,1.3481369798284959e-08,0.0,2.7548885839223658e-08
1992,1.8182815253453555e-08,3.30596661157756e-09,5.840540984181075e-08
1993,1.661762283333701e-08,8.308811416668505e-09,3.8220529519072954e-08
1994,1.9517228722065738e-08,2.6374633033121597e-09,3.112206670152773e-08
1995,2.277429267394382e-08,2.1689803286761844e-09,4.663307695551566e-08
1996,1.1743802375008272e-08,2.135236876199542e-09,3.84342655479486e-08
1997,2.013855748828064e-08,2.397447240731765e-09,3.9797624973303414e-08
1998,1.7642078020685403e-08,1.43043876743576e-09,4.7681291803769454e-08
1999,1.8737825513426287e-08,9.140402323914998e-10,3.153438754566196e-08
2000,4.859834756842929e-09,1.7672125984802278e-09,4.064588854379991e-08
2001,1.7524847351069184e-08,2.6287270971092624e-09,3.724029848384269e-08
2002,1.0953053575235572e-08,3.9430991805033955e-09,3.24210382984802e-08
2003,1.5417615628621206e-08,1.2500769308587678e-09,4.458607349988597e-08
2004,8.369103632333008e-09,8.809582507929292e-10,3.611928889313276e-08
2005,3.332774767272895e-08,9.007499190971657e-10,4.72893708636235e-08
2006,1.4412615101377924e-08,0.0,3.253133085134863e-08
2007,6.7906151812735516e-09,1.997239706952314e-09,3.7947554432093966e-08
2008,1.3198063086861112e-08,1.2772319035736501e-09,3.2356542334355254e-08
2009,9.059565542202108e-09,4.76819250749827e-10,3.147006921722095e-08
2010,9.919965293647692e-09,0.0,3.1177034121032676e-08
2011,9.942326961720482e-09,7.64794394481072e-10,3.2886160433731604e-08
2012,1.4978711604385353e-08,3.404252713057332e-10,4.663826086437339e-08
2013,3.430623962685786e-08,3.3469500504423877e-09,5.857162754807632e-08
2014,2.685152011849823e-08,2.1654451842767486e-10,4.807288239705443e-08
2015,4.3001563199140946e-08,2.2165753954528356e-10,5.16462053123945e-08
2016,3.8526923873405394e-08,1.4499380585064614e-09,5.302630645687145e-08
2017,1.7106156491308866e-08,2.515611330355938e-10,4.578412671207843e-08
2018,3.149389371515099e-08,0.0,3.949644211687087e-08
2019,8.061121548053052e-08,5.1019755087367e-10,3.3162840529232795e-08
