year,nouveaux_ADJ arts_NOUN,nouveaux_ADJ phares_NOUN
1800,6.60274537267469e-08,3.144164484325529e-09
1801,3.095537337571841e-08,0.0
1802,6.713520406265161e-08,0.0
1803,1.4627543976075685e-07,0.0
1804,7.662737999680758e-08,0.0
1805,4.264316544322355e-08,0.0
1806,1.152667650217154e-08,0.0
1807,8.54086508184082e-08,0.0
1808,4.078933102391602e-08,0.0
1809,4.969867006821005e-08,0.0
1810,2.3401267590372754e-09,7.020380277111826e-09
1811,5.0141535368197765e-09,0.0
1812,5.601137331723294e-08,0.0
1813,6.901780125190271e-08,0.0
1814,3.1466771410748606e-09,3.1466771410748606e-09
1815,6.74305908887618e-08,0.0
1816,2.7811246638975717e-08,2.3176038865813098e-09
1817,3.580808893843823e-08,6.227493631882908e-09
1818,2.98029441125891e-08,0.0
1819,6.417651121637391e-08,0.0
1820,6.40789963313182e-08,2.3732962262101864e-09
1821,9.072569184809254e-08,0.0
1822,3.909990198280866e-08,1.303330066093622e-08
1823,2.8659792761231984e-08,7.906149512848515e-09
1824,4.378978601948802e-08,1.6842225392110777e-09
1825,1.4969252504215547e-08,7.044354433105582e-09
1826,3.8755132436563144e-08,1.056958154332932e-08
1827,2.6730091917670507e-08,2.8573547083965423e-08
1828,3.944089499441361e-08,3.66892045633449e-08
1829,2.8291481157793896e-08,2.571952872898464e-09
1830,3.444155893816969e-08,1.7742621594152297e-08
1831,2.3386808933878456e-08,1.5591206103948707e-09
1832,1.6235963684607668e-08,1.352996914505411e-08
1833,1.9692167896323554e-08,2.0850531967653296e-08
1834,1.3068342852307069e-08,4.667265685043276e-09
1835,9.075705520444899e-09,3.327758690829796e-08
1836,1.4785650037651976e-08,6.048674894287842e-09
1837,3.478945487245255e-08,1.1828414581138702e-08
1838,2.3354999711955315e-08,5.04972974546547e-09
1839,2.4470162784950844e-08,1.4682098203877558e-08
1840,2.5478755105723394e-08,1.3376346252869098e-08
1841,1.0914932957462042e-08,3.852329122366882e-09
1842,2.884553929050071e-08,4.024959032733477e-09
1843,2.658109998776581e-08,5.31621990873532e-09
1844,1.920996517412732e-08,7.1351298203126134e-09
1845,1.897277535078956e-08,3.9061593959388574e-09
1846,1.1123552745573306e-08,1.1709002656346001e-08
1847,2.426950729272903e-08,6.47186837454683e-09
1848,3.298540818263973e-08,4.82713291560799e-09
1849,4.1897072478036534e-09,1.0893239199560867e-08
1850,4.073397619208663e-09,6.1100964288129944e-09
1851,1.9348316726564008e-08,1.096404567135778e-08
1852,5.208436348880241e-09,1.9531636308300904e-09
1853,8.957897534855874e-09,8.957897534855874e-09
1854,2.5978321716024766e-09,2.6497889216159365e-08
1855,9.552486801567284e-09,1.2205955357558196e-08
1856,4.141751386299575e-09,5.021873705768343e-08
1857,1.025116885822186e-08,2.4407544874094356e-09
1858,1.1744822003834088e-08,8.31924928945682e-09
1859,2.34239969643113e-08,1.2221216039165483e-08
1860,1.1442959468865865e-08,8.696649622663699e-09
1861,1.5091083938045813e-08,1.0375120318428799e-08
1862,1.7620147119146168e-08,1.581295272501393e-08
1863,1.0988165932701577e-08,2.5472566278494924e-08
1864,3.835782358407869e-09,1.4863656527808189e-08
1865,2.2122168985561075e-08,1.6473954644879996e-08
1866,4.865612801552288e-09,8.758102965078507e-09
1867,8.249779526181555e-09,1.94112459439566e-08
1868,2.9639244392143382e-09,9.385760613156435e-09
1869,2.441759683335931e-09,1.2208797528501236e-08
1870,1.7202146374017957e-09,4.0711746862598375e-08
1871,7.434824311758348e-09,7.434824311758348e-09
1872,6.652073114565837e-09,1.2094678591978436e-09
1873,8.380406590902112e-09,1.1972009161809183e-08
1874,8.961913877669758e-09,1.1949217948448165e-08
1875,3.432916173551348e-09,1.3159512146643237e-08
1876,4.957732002708326e-08,9.069021977836655e-09
1877,1.0514186854493346e-08,1.1132669008873108e-08
1878,2.8987624745013818e-08,3.6234530931267273e-09
1879,1.588424558551793e-08,8.553055375060126e-09
1880,2.0537108014195837e-08,1.4119262203848848e-08
1881,5.5780060570498335e-09,5.43855601664589e-08
1882,1.9966155395678697e-09,1.5972923872453748e-08
1883,3.159669414998234e-09,2.401348808689363e-08
1884,6.601696966868076e-10,2.8387297845711146e-08
1885,6.445635580831777e-09,1.8047780159236027e-08
1886,3.872078213618124e-09,1.0325542199041138e-08
1887,4.57024718070187e-09,1.9586774424595887e-09
1888,2.53624587998047e-09,3.804368819970705e-09
1889,5.6386229019267375e-09,6.265136853755848e-09
1890,1.3108772956016423e-09,6.554386366985909e-09
1891,5.736798147637501e-09,3.187110020341777e-09
1892,3.1342561879199593e-09,2.382034658410248e-08
1893,4.310891643655168e-09,3.079208221734575e-09
1894,5.041231432301174e-09,5.041231432301174e-09
1895,3.611168697403855e-09,5.416753268150387e-09
1896,8.255840455717589e-09,4.717623180994224e-09
1897,5.826713334045053e-09,1.1070755867592652e-08
1898,5.092519517191363e-09,5.6583546736987955e-09
1899,7.185851913504848e-09,1.9899282222013426e-08
1900,4.15284251431558e-09,6.748368974740515e-09
1901,5.029864968975062e-09,5.58873880507349e-09
1902,4.419255628107521e-09,2.0132163713881823e-08
1903,4.860198465905796e-09,1.2420506179111612e-08
1904,0.0,1.3436562973367927e-08
1905,0.0,1.2385821701599298e-08
1906,2.5720922058880547e-09,7.2018581098731715e-09
1907,3.0857059130084963e-09,9.257117739025489e-09
1908,3.929111258571538e-09,1.0313916831705683e-08
1909,4.950885035270858e-09,2.0903737407707013e-08
1910,2.137660271017694e-09,9.619471441624228e-09
1911,4.788336838146279e-09,1.0640748726586935e-08
1912,2.6047106693738442e-09,9.897900277167082e-09
1913,2.121195885607108e-09,3.181793939432964e-09
1914,6.6967438816512015e-09,5.357394972094198e-09
1915,1.1780761921542648e-09,3.534228465440492e-09
1916,0.0,0.0
1917,0.0,8.773139548168274e-09
1918,1.1486376294556067e-09,0.0
1919,3.6831393490643904e-09,0.0
1920,2.2716695191604686e-09,9.086678076641874e-09
1921,2.2718242842501013e-09,1.1359121254717053e-08
1922,1.4755870969551665e-09,1.1066902949607993e-08
1923,1.1677542488541803e-08,4.246379248229459e-09
1924,1.289162443462999e-09,7.734974438733389e-09
1925,1.0998177923937646e-09,2.1996355847875293e-09
1926,6.687683296036084e-09,6.687683296036084e-09
1927,1.1149224876660924e-09,3.3447675740205796e-09
1928,6.8556245125250825e-09,3.4278122562625413e-09
1929,5.570202965543558e-09,5.570202965543558e-09
1930,2.100720708497761e-09,5.2518016602221e-09
1931,5.7026783295555106e-09,4.5621426636444085e-09
1932,3.287861094491973e-09,9.863582839386709e-09
1933,3.4411986593596566e-09,1.8353059072495626e-08
1934,5.990790086229936e-09,1.0783422155213884e-08
1935,4.787313656606784e-09,2.393656828303392e-09
1936,8.487300195980652e-09,1.2124714565686645e-09
1937,6.295559185076627e-09,2.895957251780601e-08
1938,7.779128452511941e-09,7.779128452511941e-09
1939,1.5294050470515685e-09,3.058810094103137e-09
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,1.1806010391524069e-08,1.4757512545315876e-08
1942,3.034211770724937e-09,3.034211770724937e-09
1943,8.709705623388686e-09,0.0
1944,0.0,0.0
1945,1.089252066321933e-08,6.535512131478072e-09
1946,9.744772988540262e-09,4.1763312808029696e-09
1947,1.549713202209091e-08,0.0
1948,1.195907639583993e-08,0.0
1949,2.945102384188658e-09,1.9634016634739737e-09
1950,0.0,2.1270722960764488e-09
1951,6.396841278899501e-09,5.330700769690111e-09
1952,6.326882129314981e-09,3.1634410646574906e-09
1953,9.69644453618912e-09,5.386913581872932e-09
1954,1.9545072227344917e-09,9.772536113672459e-10
1955,9.385607846468247e-09,2.815682353940474e-09
1956,3.488456634670456e-09,8.72114114258693e-09
1957,1.5903067307476704e-08,1.501956425897788e-08
1958,3.3088973783179654e-09,8.272243445794913e-10
1959,5.425523363911111e-09,1.0851047393956037e-08
1960,2.0070416439921246e-08,6.920833350854139e-10
1961,4.16889545107324e-09,1.3896318540318475e-09
1962,1.9025869768540815e-09,2.5367825617905737e-09
1963,3.2330267352165265e-09,0.0
1964,7.909158605823308e-09,1.2167936658258327e-09
1965,6.5664522708175355e-09,7.660860390501512e-09
1966,6.6468897053084675e-09,3.3234448526542337e-09
1967,8.874604162656397e-09,3.451234853457663e-09
1968,1.616909670043576e-08,2.6948494546985557e-09
1969,1.2262746373892242e-08,5.450109252791435e-09
1970,9.19744974625658e-09,4.1388523719376735e-09
1971,1.1818313883082965e-08,2.569198631618974e-09
1972,1.2825366713098418e-08,7.69522046084603e-09
1973,1.1026407842340546e-08,8.269805285010534e-09
1974,4.5004573956397564e-09,3.3753429495853027e-09
1975,6.282628195464213e-09,6.282628195464213e-09
1976,6.28487961673585e-09,1.7140580066410394e-09
1977,1.2928920156696222e-08,2.938390863960194e-09
1978,5.940591130126904e-09,2.3762365408686037e-09
1979,1.4629933597909428e-08,1.1703946700691858e-09
1980,1.5349906234973787e-08,5.685150683554241e-10
1981,1.075343419865149e-08,1.8976649140967083e-09
1982,6.2075020679230875e-09,3.7245013739806154e-09
1983,1.0104505676622466e-08,0.0
1984,1.1598016769198694e-08,9.858314165001048e-09
1985,3.0077789148208467e-09,3.0077789148208467e-09
1986,4.196139880008332e-09,4.196139880008332e-09
1987,5.49973533381376e-09,6.721898593298192e-09
1988,1.679035044332977e-08,4.797243047249822e-09
1989,3.841685636274406e-09,1.6464366536794728e-09
1990,5.448650863826288e-09,5.448650863826288e-09
1991,7.033758298025106e-09,5.861465202094962e-10
1992,1.1019888612739948e-08,3.3059665005552574e-09
1993,1.0524494165053966e-08,2.2156830259412175e-09
1994,1.160483886764041e-08,1.0549853213248639e-09
1995,8.675921314704738e-09,3.795715741716776e-09
1996,8.007138063703678e-09,2.6690460952494277e-09
1997,1.1028256974299211e-08,2.3974471297094624e-09
1998,1.4781200818880791e-08,3.814503379828693e-09
1999,1.1882523409667556e-08,1.8280804647829996e-09
2000,5.3016375733960786e-09,3.5344251969604557e-09
2001,1.9715452381774412e-08,3.066848330846028e-09
2002,1.7086764003693133e-08,7.448076377869484e-09
2003,1.1667384614000298e-08,2.5001538617175356e-09
2004,7.047665923076707e-09,7.92862434040309e-09
2005,2.1167622543671882e-08,7.656374423348211e-09
2006,2.1824816787141543e-08,5.7650457740976435e-09
2007,1.917350189728495e-08,3.1955835755326234e-09
2008,1.6178271167177627e-08,2.554463751636149e-09
2009,1.0490023072406984e-08,2.860915504498962e-09
2010,8.975207077543956e-09,4.723793023408973e-10
2011,1.3383901958929911e-08,3.823971805871906e-09
2012,3.540422710557323e-08,2.7234021704458655e-09
2013,8.925200134513034e-09,3.3469500504423877e-09
2014,6.712880029624557e-09,2.165445156521173e-09
2015,9.97458915463767e-09,5.098123617708339e-09
2016,6.628288140575478e-09,2.899876117012923e-09
2017,5.534344982294215e-09,3.773417134311785e-09
2018,9.809573597863164e-09,2.323319980845895e-09
2019,7.908062094053037e-09,3.06118530524202e-09
