year,premières_ADJ âmes_NOUN,premières_ADJ ames_NOUN,premières_ADJ femmes_NOUN
1800,0.0,0.0,1.1004575384276905e-07
1801,0.0,0.0,1.4287095950749062e-08
1802,0.0,0.0,1.1189200677108602e-07
1803,0.0,0.0,6.436119548425268e-08
1804,0.0,4.943701892301533e-09,8.404293083685843e-08
1805,0.0,0.0,8.24434565060983e-08
1806,0.0,2.881669125542885e-09,9.797675204481493e-08
1807,0.0,5.693910232196231e-09,6.547996633798903e-08
1808,0.0,4.5321479902327155e-09,6.798222074166915e-08
1809,0.0,2.259030518203531e-09,8.132509776714869e-08
1810,0.0,0.0,9.828532654410083e-08
1811,2.5070767684098882e-09,0.0,3.259199843341776e-08
1812,0.0,0.0,1.9470620316042186e-07
1813,0.0,2.5881675469463516e-08,4.3136125782439194e-08
1814,3.1466771410748606e-09,0.0,5.349351184236184e-08
1815,0.0,0.0,7.012781111370714e-08
1816,0.0,0.0,3.0128852301913867e-08
1817,0.0,0.0,4.826307531402563e-08
1818,0.0,0.0,6.079800130009971e-08
1819,0.0,0.0,5.3825459644940565e-08
1820,0.0,3.5599443393152796e-09,8.662531314485022e-08
1821,9.86148829262845e-10,0.0,8.776724769177235e-08
1822,0.0,0.0,2.2056354964661296e-07
1823,9.882686891060644e-10,0.0,3.0932810091144347e-07
1824,8.421112696055388e-10,0.0,1.0694812857536817e-07
1825,0.0,0.0,7.748789698780456e-08
1826,0.0,0.0,1.1890779205714352e-07
1827,0.0,0.0,9.8624823863247e-08
1828,0.0,0.0,1.0548146178734896e-07
1829,0.0,0.0,1.0373543091191095e-07
1830,0.0,1.0436835840010872e-09,1.1376150865771706e-07
1831,3.1182412207897414e-09,0.0,4.365537620287796e-08
1832,0.0,0.0,1.0959275442701255e-07
1833,0.0,0.0,8.68772147555319e-08
1834,3.733812370398937e-09,0.0,4.573920264761e-08
1835,1.5126175867408165e-09,0.0,6.958040899007756e-08
1836,0.0,0.0,1.0417162599196672e-07
1837,0.0,0.0,7.166627824517491e-08
1838,3.1560809521380406e-09,0.0,7.700837301172214e-08
1839,6.9914751765765e-10,1.3982950353153e-09,4.824117993962318e-08
1840,9.554533164646273e-09,0.0,1.0764773605842493e-07
1841,5.1364388298225094e-09,3.2102742686390684e-09,5.3290552415319326e-08
1842,0.0,0.0,9.12324082946725e-08
1843,5.906911071384968e-10,0.0,5.2571508035725856e-08
1844,3.841992946007622e-09,0.0,7.135129465041246e-08
1845,0.0,0.0,7.589110140315825e-08
1846,7.610851504580296e-09,0.0,5.093416177714971e-08
1847,3.235934187273415e-09,4.853901280910122e-09,5.662884916546318e-08
1848,0.0,0.0,5.63165514222419e-08
1849,0.0,0.0,3.5193544078993e-08
1850,0.0,0.0,5.7706465383944305e-08
1851,4.514607354622058e-09,0.0,3.8696633453128015e-08
1852,1.3021090872200602e-09,0.0,4.101643469311966e-08
1853,5.971931837933653e-10,0.0,6.210809289086683e-08
1854,3.117398783558656e-09,0.0,6.910233452117609e-08
1855,4.776243400783642e-09,0.0,5.996838581268094e-08
1856,5.177189232874468e-10,0.0,6.678573782892272e-08
1857,1.4644527812635033e-09,0.0,4.930324237761852e-08
1858,3.9149408159744326e-09,0.0,8.417122643322728e-08
1859,3.5645213447565993e-09,0.0,4.68479939286226e-08
1860,2.746310290291376e-09,0.0,5.5841642421228244e-08
1861,6.13075279431996e-09,0.0,4.8574428035408346e-08
1862,9.035972525772706e-10,0.0,6.731799828685325e-08
1863,4.994620828036034e-10,0.0,6.393114659886123e-08
1864,6.233146443435089e-09,0.0,7.959248193856183e-08
1865,0.0,0.0,7.38974534897352e-08
1866,3.4059290943133647e-09,4.865612912574591e-10,6.811858099808887e-08
1867,3.396968040192405e-09,0.0,8.73506067478047e-08
1868,3.457911734727759e-09,0.0,7.014621417056333e-08
1869,2.441759683335931e-09,0.0,3.2231227464762924e-08
1870,2.8670243956696595e-09,0.0,5.791389412479475e-08
1871,1.0621177271019633e-09,0.0,4.0360472297606975e-08
1872,0.0,0.0,3.507456725060365e-08
1873,4.788803575905831e-09,0.0,4.669083608632718e-08
1874,1.7923826867161097e-09,0.0,8.603436896237326e-08
1875,5.721527140956084e-10,0.0,8.181783783811625e-08
1876,0.0,0.0,6.590155976482492e-08
1877,6.184815992682502e-10,0.0,5.133397351642088e-08
1878,6.039088673581716e-10,0.0,4.1065803202400275e-08
