year,autres_ADJ hôtes_NOUN,autres_ADJ fautes_NOUN
1890,2.3595791986963377e-08,1.1142456912693888e-07
1891,1.466070642663908e-08,9.306361192784607e-08
1892,3.2596265242545996e-08,1.0781841552898186e-07
1893,2.2170299374124625e-08,9.791882155107956e-08
1894,2.898708117982096e-08,8.822154740073529e-08
1895,3.009307292245467e-08,1.4023371575078158e-07
1896,3.774098544795379e-08,1.2029938933899587e-07
1897,3.379494017963225e-08,8.332200496230513e-08
1898,4.130599151608294e-08,1.0467956457205219e-07
1899,2.7085134135518274e-08,9.286331348334897e-08
1900,3.529916270395006e-08,1.0693569629793842e-07
1901,3.576792906301307e-08,1.0786266102513764e-07
1902,3.338993082024899e-08,9.23133374186591e-08
1903,5.8322378038155875e-08,1.2852524400308596e-07
1904,3.0097901060344157e-08,8.868131207151464e-08
1905,3.9221767167418875e-08,8.979720433899274e-08
1906,4.4754404626701216e-08,9.56818340114296e-08
1907,3.239991386294605e-08,9.154261237931394e-08
1908,3.1432890068572306e-08,8.152905883740402e-08
1909,3.5756393401698006e-08,1.1607075123265531e-07
1910,3.954671612405036e-08,9.298822334358192e-08
1911,3.2454281040372734e-08,1.1385600529045803e-07
1912,4.271725373428126e-08,9.376957876838787e-08
1913,4.666630815108874e-08,9.810530898768377e-08
1914,3.4153391226254826e-08,1.1987171433247568e-07
1915,2.8273827723523937e-08,1.3665684384100985e-07
1916,5.273981784625903e-08,1.7470064750391145e-07
1917,4.605898240583883e-08,1.1843738434436091e-07
1918,4.824278221349232e-08,1.2635014456918725e-07
1919,4.327688785110695e-08,8.931612960338953e-08
1920,3.256059599721084e-08,9.238122578025809e-08
1921,4.770830841493989e-08,1.0450391130234493e-07
1922,5.016996240669869e-08,8.410846308315456e-08
1923,5.520293200333981e-08,1.390689163827119e-07
1924,5.9301473953610184e-08,1.3407289145561663e-07
1925,5.609070896639423e-08,1.099817765748412e-07
1926,5.684530535177146e-08,9.251294807999244e-08
1927,5.5746124161260013e-08,9.142364376657497e-08
1928,6.969884935870141e-08,1.2797166326627973e-07
1929,7.352668518478822e-08,9.135133183235666e-08
1930,3.466189113510154e-08,1.1764036256245447e-07
1931,6.158892773555635e-08,1.0150767693062335e-07
1932,5.8085543486186e-08,8.54843842379438e-08
1933,4.588265056781893e-08,1.1126542331929556e-07
1934,4.313368862085554e-08,1.0783422510485252e-07
1935,8.138432860960165e-08,1.2925747228109685e-07
1936,9.33602990471627e-08,1.0184760412812466e-07
1937,4.280980192561401e-08,9.065605155456069e-08
1938,7.90878047496335e-08,1.5947213682920847e-07
1939,6.882322622914216e-08,9.482311469355409e-08
1940,4.3108308034334186e-08,9.63597486247636e-08
1941,8.559357667081713e-08,5.60785480274717e-08
1942,3.034211815133858e-08,1.4260795455633968e-07
1943,9.00002916637277e-08,1.4806499848418753e-07
1944,7.390327994016843e-08,1.0603514510876266e-07
1945,7.62476446425353e-08,1.0456819410364915e-07
1946,8.631084824628488e-08,1.1276094369350176e-07
1947,6.675687558299614e-08,7.629357412497484e-08
1948,7.284165093324191e-08,8.153915587172378e-08
1949,6.282885323116716e-08,1.0798708816039948e-07
1950,7.338399399259288e-08,1.0635361191724257e-07
1951,6.610068936652169e-08,1.0768015901163608e-07
1952,4.8506098693223976e-08,1.02284600345115e-07
1953,4.201792691560513e-08,7.326202322577302e-08
1954,4.88626810124515e-08,8.697556963532804e-08
1955,4.786659957289885e-08,1.3327562520260017e-07
1956,4.7094165012140365e-08,8.459507183644632e-08
1957,5.8311247386200193e-08,7.598132684139003e-08
1958,4.7979010986409776e-08,9.595802535899978e-08
1959,5.115493451057773e-08,5.8905683886223414e-08
1960,4.9137916846575536e-08,8.720249766724919e-08
1961,7.156604198144123e-08,9.935867950616739e-08
1962,4.3759499135376245e-08,1.014713002511769e-07
1963,6.660035012373555e-08,8.341208967976854e-08
1964,5.597251018230054e-08,1.1924577764110822e-07
1965,4.6512369067386317e-08,8.208065094272854e-08
1966,3.821961414018915e-08,9.693380775832594e-08
1967,2.3172576746333107e-08,1.6713836931137038e-07
1968,4.626158300879979e-08,1.2441222452252987e-07
1969,3.633406109315729e-08,8.175163990209455e-08
1970,2.9431840076199478e-08,8.875539103669894e-08
1971,3.596878173084406e-08,1.032817885660009e-07
1972,4.514529194921124e-08,9.84988202112902e-08
1973,3.914374602231874e-08,9.207049977977277e-08
1974,5.0630145409513716e-08,6.919453210407767e-08
1975,3.655347313724633e-08,6.111283701315529e-08
1976,3.6566571992580066e-08,7.5418553124873e-08
1977,4.0549796409550254e-08,8.05119109159591e-08
1978,4.633661276898238e-08,9.86138140035564e-08
1979,5.0326971035019596e-08,7.549045344390493e-08
1980,4.661823638230089e-08,6.026259624647423e-08
1981,3.28928564385933e-08,5.75625000998059e-08
1982,2.9796010991844923e-08,7.449002570325547e-08
1983,3.599730291625747e-08,5.7469376368857183e-08
1984,3.3054348591576854e-08,4.813177112428235e-08
1985,2.7671566371623157e-08,7.098358612012134e-08
1986,2.577628777089558e-08,8.03261068771377e-08
1987,2.9943002743948455e-08,7.821845304789576e-08
1988,3.358070088665954e-08,7.135898938415153e-08
1989,2.5245361356951435e-08,7.024796710997094e-08
1990,3.650596269721973e-08,5.2307051134903304e-08
1991,1.934283488935762e-08,5.685621273787689e-08
1992,3.250866953408149e-08,5.840540850954312e-08
1993,3.37891670199042e-08,6.647049133334804e-08
1994,2.2154692302933654e-08,5.591422075346131e-08
1995,2.1689803730851054e-08,6.34426727819104e-08
1996,2.6690461396583487e-08,6.032044153059246e-08
1997,2.7330898433319817e-08,5.5620777317244574e-08
1998,2.5747898035888284e-08,6.723062218050302e-08
1999,2.970630674781205e-08,5.895559596069688e-08
2000,2.87172046142814e-08,6.582867229099065e-08
2001,3.3735329196815655e-08,6.615629749573415e-08
2002,3.373540380380291e-08,6.44039548358677e-08
2003,2.9168459647621603e-08,8.37551477061993e-08
2004,2.334539317416784e-08,5.85837252597976e-08
2005,4.4136747590073355e-08,7.070886853810521e-08
2006,3.1295964930677656e-08,5.888582732538339e-08
2007,2.4366324069546863e-08,4.194203456764356e-08
2008,4.640609319039868e-08,4.72575801546693e-08
2009,5.006602066259802e-08,5.769512889663986e-08
2010,3.4011311100812236e-08,6.566072441316351e-08
2011,5.162362270993981e-08,3.938691151006424e-08
2012,5.54893198057016e-08,4.4936135146222966e-08
2013,4.99253367536312e-08,4.323143681927988e-08
2014,4.655707286360666e-08,4.785633836434933e-08
2015,5.6301015405324506e-08,3.7016807952205966e-08
2016,6.172593458586562e-08,6.04831319472865e-08
2017,4.201070780140981e-08,4.1507588477429636e-08
2018,5.730856145191865e-08,4.4917520813925194e-08
2019,5.255034807305492e-08,3.571382722888927e-08
