year,autres_ADJ os_NOUN,autres_ADJ fosses_NOUN
1889,1.7730336310251005e-07,8.771191772893872e-09
1890,1.5664983266105992e-07,1.1797895993481688e-08
1891,1.434199532468483e-07,2.932141285327816e-08
1892,1.0781841552898186e-07,2.193979398157353e-08
1893,1.558079389951672e-07,9.853466487186324e-09
1894,1.5375755424429371e-07,1.3863386882917439e-08
1895,1.2458532694381574e-07,1.5648398132839247e-08
1896,1.2206849930862518e-07,9.435246361988447e-09
1897,1.299357137440893e-07,4.078699600285063e-09
1898,1.1316709702668959e-07,9.619203211741478e-09
1899,1.1829017410036613e-07,2.984892333302014e-08
1900,9.759180130686218e-08,1.7130474816440255e-08
1901,9.27730638977664e-08,7.265360757457984e-09
1902,1.2177504515875626e-07,1.4239823542538943e-08
1903,1.425658098241911e-07,3.0781254878320397e-08
1904,1.289910045443321e-07,2.418581246388385e-08
1905,1.0785986148675875e-07,1.7546581076999246e-08
1906,1.1008555134139897e-07,2.572092228092515e-08
1907,1.1057112914159006e-07,2.7771354993433306e-08
1908,1.11488532184012e-07,1.7189861978295085e-08
1909,1.1111986708556287e-07,2.8055016088046614e-08
1910,9.40570501484217e-08,1.9238942883248455e-08
1911,8.565802289695057e-08,2.926205766584644e-08
1912,1.0106277414934084e-07,1.1981668990301841e-08
1913,1.283323456391372e-07,1.2727175757731857e-08
1914,1.9420556895966e-07,1.4063162190325329e-08
1915,1.5197183245163615e-07,3.652036184575991e-08
1916,5.493730981243061e-08,1.8678685265172135e-08
1917,9.760118047097421e-08,2.1932848426331475e-08
1918,9.074237539152818e-08,5.743188147278033e-09
1919,7.918749389546065e-08,1.2890987832747669e-08
1920,1.226701584755574e-07,5.300562211374427e-09
1921,1.0450391130234493e-07,5.300923255902035e-09
1922,9.07486068513208e-08,1.0329110011753073e-08
1923,1.0509788950230359e-07,1.1677542488541803e-08
1924,7.477142105472012e-08,1.0313299547703991e-08
1925,1.0448268739082778e-07,4.399271169575059e-09
1926,9.028372005559504e-08,2.0063049888108253e-08
1927,1.3825038536197098e-07,1.1149224654616319e-08
1928,6.741364444451392e-08,2.170947865920425e-08
1929,4.790374674712439e-08,2.2280811862174232e-08
1930,6.722306267192835e-08,1.1553964007759987e-08
1931,1.243183902488454e-07,5.7026783295555106e-09
1932,7.890866271509367e-08,1.53433514782364e-08
1933,7.570636739728798e-08,1.0323596200123575e-08
1934,1.066360653112497e-07,2.036868629318178e-08
1935,1.1489552775856282e-07,4.308582290946106e-08
1936,7.274828561776303e-08,4.4861444337129797e-08
1937,8.310137644684801e-08,1.1332006444320086e-08
1938,8.168085230408906e-08,6.482607339819424e-09
1939,7.188203454688846e-08,1.8352860564618823e-08
1940,4.81798743123818e-08,1.2678914806940611e-08
1941,1.9479917057196872e-07,2.066051862925633e-08
1942,1.0012898599143227e-07,3.034211770724937e-09
1943,1.451617634984359e-07,1.1612940831184915e-08
1944,7.711646787811333e-08,6.4263723231761105e-09
1945,8.714016530575464e-08,1.5249527862692958e-08
1946,7.517396483081029e-08,1.2528993842408909e-08
1947,7.033313664805974e-08,1.3112957830685446e-08
1948,1.0437012321062866e-07,1.7395020535104777e-08
1949,4.319483792869505e-08,3.043272656100271e-08
1950,1.0209947021166954e-07,9.571825110299415e-09
1951,1.0554787621686046e-07,1.5992101864981123e-08
1952,1.6449894246761687e-07,2.2144087452602434e-08
1953,1.3144070010184805e-07,1.4005975934594517e-08
1954,8.502106396690579e-08,1.7590565448699635e-08
1955,1.3139850807419862e-07,1.595553378308523e-08
1956,1.0727003996180429e-07,7.849027205963921e-09
1957,7.598132611974506e-08,9.718541527092839e-09
1958,1.3152866529253515e-07,1.3235589513271862e-08
1959,6.278105502133258e-08,2.0927018340444192e-08
1960,6.574791910907152e-08,3.114374891310945e-08
1961,5.83645380913822e-08,1.459113452284555e-08
1962,7.54692806026469e-08,1.3952304200870458e-08
1963,4.590897972889252e-08,1.2285501505004959e-08
1964,4.319617374903828e-08,1.5818317322668918e-08
1965,5.307882133820385e-08,1.860494691641179e-08
1966,6.813061759203265e-08,2.4925835617750636e-08
1967,5.916402656680475e-08,1.4791006641701188e-08
1968,6.108325578679796e-08,1.5719955115400808e-08
1969,1.326193341810722e-07,1.2262746373892242e-08
1970,4.966623023960892e-08,1.6555409487750694e-08
1971,4.8300936583700604e-08,1.9012070140433934e-08
1972,4.2580218462262565e-08,2.8215808356435446e-08
1973,3.583582497412863e-08,2.3706776985932265e-08
1974,6.300640364997889e-08,1.8564387360697765e-08
1975,4.9118728639996334e-08,2.627280792921738e-08
1976,6.856232204199841e-08,2.1140049710766107e-08
1977,5.818014159331142e-08,1.9393379346865913e-08
1978,6.059403290237242e-08,2.7920778578049976e-08
1979,4.271940667877061e-08,2.63338808537128e-08
1980,6.196814439363152e-08,2.8425754194927322e-08
1981,5.819505588533502e-08,3.0995192190630405e-08
1982,4.6556266397601576e-08,1.9864007327896616e-08
1983,4.673333720006667e-08,2.9050454486423405e-08
1984,3.7113654371978555e-08,3.36342509399401e-08
1985,3.9702683807263384e-08,3.849957153079231e-08
1986,6.474044056403727e-08,3.11713250766843e-08
1987,3.422057304192094e-08,3.5442738521851425e-08
1988,5.157036397918091e-08,2.4585871116755698e-08
1989,3.5123981945162086e-08,2.1952487827547884e-08
1990,3.0512445903241314e-08,1.961514328741032e-08
1991,3.3996499837485317e-08,2.2859714121636898e-08
1992,3.250866953408149e-08,3.636563050690711e-08
1993,3.822053074031828e-08,3.489700617365088e-08
1994,2.5847139539791897e-08,2.637463225596548e-08
1995,3.036572593373421e-08,2.4943274112843028e-08
1996,3.790045610685411e-08,2.93595068256991e-08
1997,3.5961708277909565e-08,2.4453962410575514e-08
1998,3.5284156041370807e-08,2.860877579280441e-08
1999,6.306877509132391e-08,3.153438754566196e-08
2000,2.7391795498488136e-08,3.49024489310068e-08
2001,3.7240301509200435e-08,2.9792239786274877e-08
2002,3.680225901803169e-08,2.1906107150471144e-08
2003,4.750292248445476e-08,4.458607349988597e-08
2004,2.070251881036711e-08,2.422635247967264e-08
2005,4.68389949048742e-08,1.9816498664226856e-08
2006,4.200247616381603e-08,1.6471560115860484e-08
2007,4.2740929018236784e-08,3.475197019042753e-08
2008,4.0871420026178384e-08,1.958422224390688e-08
2009,4.196009228962794e-08,2.4317781566196572e-08
2010,3.920748170571642e-08,2.4091344030807704e-08
2011,6.080115610984649e-08,1.3766299211681599e-08
2012,5.27659160809435e-08,1.2255309655984092e-08
2013,4.016339971713023e-08,1.6455837581474952e-08
2014,3.39974910446017e-08,1.537466154388767e-08
2015,3.56868632422902e-08,9.087958829923082e-09
2016,4.0391132216655024e-08,1.0149566520567532e-08
2017,3.270294612889302e-08,1.2326495379966218e-08
2018,2.9945013579890656e-08,1.161660012627408e-08
2019,3.061185438468783e-08,8.16316081397872e-09
