year,cendres_NOUN in_ADJ,cendres_NOUN fines_ADJ
1944,0.0,2.2492303131116387e-08
1945,0.0,1.3071024262956144e-08
1946,0.0,2.645009899993056e-08
1947,0.0,1.3112957830685446e-08
1948,0.0,2.717971980814582e-08
1949,0.0,6.282885323116716e-08
1950,2.1270722960764488e-09,1.0635361036293034e-08
1951,1.0661401761424827e-09,2.4521224162299404e-08
1952,1.0544803918932644e-09,2.5307528517259925e-08
1953,0.0,1.1851209791302608e-08
1954,0.0,1.172704333640695e-08
1955,0.0,1.6894095011821264e-08
1956,0.0,7.849027205963921e-09
1957,8.835037701437898e-10,2.9155623693100097e-08
1958,8.272243445794913e-10,6.121459961150322e-08
1959,0.0,1.705164542897819e-08
1960,0.0,1.6610000486139143e-08
1961,0.0,1.667558180429296e-08
1962,0.0,1.77574772664002e-08
1963,0.0,1.3578711488548834e-08
1964,0.0,1.034274621503073e-08
1965,0.0,1.3680108601477059e-08
1966,0.0,1.7725039214155913e-08
1967,0.0,1.7749208325312793e-08
1968,0.0,4.042274071025531e-09
1969,0.0,1.4533624970169967e-08
1970,1.3796175313274261e-09,7.817832603507213e-09
1971,0.0,1.7470551227916076e-08
1972,0.0,2.5137719461554298e-08
1973,0.0,1.0475087464101307e-08
1974,0.0,1.3501372464475025e-08
1975,0.0,8.567219822452898e-09
1976,0.0,1.199840671262109e-08
1977,0.0,2.938390863960194e-09
1978,0.0,1.1881182260253809e-08
1979,0.0,9.948355028654987e-09
1980,0.0,1.3075846183596695e-08
1981,0.0,1.0753434587229549e-08
1982,0.0,1.0552754226011984e-08
1983,0.0,1.7682884490000106e-08
1984,0.0,1.1018116197192285e-08
1985,0.0,8.421781494405423e-09
1986,0.0,1.2588419195935785e-08
1987,0.0,2.3221103262471843e-08
1988,0.0,1.5591039570495013e-08
1989,5.488122178931576e-10,9.878619700032232e-09
1990,5.44865097484859e-10,1.4166492867673242e-08
1991,5.861465202094962e-10,7.6199047072123e-09
1992,0.0,2.4243753671271406e-08
1993,5.539207426075166e-10,4.4313659408601325e-09
1994,0.0,7.912389854425328e-09
1995,0.0,5.964695848348356e-09
1996,0.0,1.1743802375008272e-08
1997,0.0,5.753873377756236e-09
1998,0.0,9.059445638115449e-09
1999,0.0,1.0054442611817649e-08
2000,0.0,9.277866475088103e-09
2001,0.0,1.095302959441824e-08
2002,0.0,1.0076809608960957e-08
2003,4.1669229178253886e-10,7.91715315529018e-09
2004,0.0,6.166707589017051e-09
2005,0.0,3.602999676388663e-09
2006,0.0,2.8825228870488218e-09
2007,0.0,2.3966877371606188e-09
2008,4.257439678578834e-10,1.2346575317678798e-08
2009,0.0,1.907277002999308e-09
2010,0.0,3.7790344187271785e-09
2011,3.82397197240536e-10,4.5887662558641296e-09
2012,0.0,3.744677901096338e-09
2013,0.0,8.367375237128272e-09
2014,0.0,9.744502982300673e-09
2015,0.0,7.979671146074452e-09
2016,0.0,7.45682449121432e-09
2017,0.0,6.5405894034142875e-09
2018,0.0,2.581466596041082e-09
2019,0.0,3.06118530524202e-09
