year,vingt - deux fils
1800,0.0
1801,0.0
1802,9.854017157806538e-09
1803,0.0
1804,8.155216946192922e-09
1805,2.8100116011842147e-08
1806,0.0
1807,2.8034536470045168e-08
1808,2.490148087730404e-09
1809,0.0
1810,2.5642903356271063e-09
1811,0.0
1812,1.460458420865507e-08
1813,0.0
1814,0.0
1815,0.0
1816,1.2665704041125991e-08
1817,3.4122471515019015e-09
1818,1.303322894052883e-09
1819,2.487339934020838e-08
1820,6.474363267727767e-09
1821,1.6200482733097488e-08
1822,8.771809945073983e-09
1823,1.943256933145676e-08
1824,7.350030806207997e-09
1825,9.610704232443368e-09
1826,1.922118242347892e-09
1827,8.048523625348025e-09
1828,3.0069324807868725e-09
1829,6.5558456441294766e-09
1830,3.424176275856894e-09
1831,0.0
1832,4.151356236548054e-08
1833,1.2673779803407115e-09
1834,5.11437159289585e-09
1835,3.319842178939325e-09
1836,9.546536894333713e-09
1837,4.5545927029877475e-09
1838,1.238803726266724e-08
1839,4.5855470531819265e-09
1840,3.4792697611862877e-09
1841,4.913853324239881e-09
1842,0.0
1843,1.9362533798528148e-09
1844,1.795192217102226e-09
1845,6.100404625897227e-10
1846,6.406604691200357e-10
1847,1.7671799579233038e-09
1848,8.809016294186733e-10
1849,2.752263306149416e-09
1850,0.0
1851,1.3411280974651163e-08
1852,4.993472302317059e-09
1853,5.229633615044804e-09
1854,1.7049551770398352e-09
1855,5.236008959741412e-09
1856,5.104026090663183e-09
1857,2.6748487869099336e-09
1858,5.360987764824188e-10
1859,1.1148520995263311e-09
1860,0.0
1861,6.712996825086748e-09
1862,8.911952953383206e-09
1863,3.837829165576068e-09
1864,1.0499079383663457e-09
1865,2.063842208244182e-09
1866,6.407167241206935e-09
1867,5.323331997431069e-09
1868,5.409911407738832e-10
1869,5.357312371501166e-10
1870,6.283288334074655e-10
1871,0.0
1872,5.3068092142893875e-09
1873,3.2802121019415154e-09
1874,3.933098291497572e-09
1875,3.772182122219192e-09
1876,9.297163927612928e-09
1877,3.4037799245822953e-09
1878,0.0
1879,3.3602645110875073e-09
1880,4.946888232382207e-09
1881,1.5368785133418328e-09
1882,7.327633499976116e-10
1883,1.3933219022987942e-09
1884,0.0
1885,9.942917600369583e-09
1886,0.0
1887,7.20262405273786e-10
1888,2.0967059199961113e-09
1889,1.38281242012539e-09
1890,7.228974641115826e-10
1891,7.027207149512549e-10
1892,6.917188488664294e-10
1893,0.0
1894,2.0876429474014913e-09
1895,6.64195753952157e-10
1896,0.0
1897,7.730209361511697e-09
1898,0.0
1899,0.0
1900,4.015203280971491e-09
1901,2.466938431311405e-09
1902,2.7035762517613193e-09
1903,2.980496072169103e-09
1904,1.187045350903304e-09
1905,5.697896043876938e-10
1906,1.1351314332941342e-09
1907,1.7051069445273015e-09
1908,0.0
1909,0.0
1910,0.0
1911,5.284629178703426e-09
1912,5.74772174299909e-10
1913,1.7553301034922697e-09
1914,0.0
1915,0.0
1916,0.0
1917,0.0
1918,2.5275392889767545e-09
1919,0.0
1920,5.840363748177424e-09
1921,0.0
1922,0.0
1923,0.0
1924,0.0
1925,0.0
1926,3.70371111557688e-09
1927,4.9370720844876814e-09
1928,3.795495473468691e-09
1929,0.0
1930,4.650317464438558e-09
1931,0.0
1932,0.0
1933,1.2687977335446021e-09
1934,0.0
1935,2.6527477992033255e-09
1936,1.342229327683242e-09
1937,2.789518172008343e-09
1938,1.4344111454178687e-09
1939,1.6942175440348706e-09
1940,5.629229971049199e-09
1941,0.0
1942,0.0
1943,0.0
1944,3.5494505112865227e-09
1945,2.4029620515619854e-09
1946,0.0
1947,0.0
1948,0.0
1949,0.0
1950,0.0
1951,3.5397178521634487e-09
1952,0.0
1953,1.1908261043913626e-09
1954,3.242016877180731e-09
1955,1.0387826154811819e-09
1956,0.0
1957,2.9336328921658605e-09
1958,0.0
1959,0.0
1960,0.0
1961,0.0
1962,6.994257950587723e-10
1963,0.0
1964,0.0
1965,0.0
1966,6.110574823914305e-10
1967,5.43188660717675e-10
1968,4.940934328345747e-10
1969,3.4949185767629842e-09
1970,5.057877450198589e-10
1971,5.666332403286845e-10
1972,0.0
1973,2.4373125739884927e-09
1974,6.21929008293165e-10
1975,3.789340397020169e-09
1976,6.311368094813474e-10
1977,6.494660920175477e-10
1978,1.9630408409909705e-09
1979,0.0
1980,1.2523334591563184e-09
1981,6.962825871426048e-10
1982,0.0
1983,0.0
1984,0.0
1985,0.0
1986,0.0
1987,0.0
1988,1.3171627122332552e-09
1989,6.027806587205475e-10
1990,5.969995608978707e-10
1991,2.5719699703330434e-09
1992,1.2070071608860644e-09
1993,6.066071533972206e-10
1994,1.732010979083043e-09
1995,2.3715431840543033e-09
1996,5.833531990795393e-10
1997,2.6171200762092894e-09
1998,5.202560049433202e-10
1999,0.0
2000,2.8904114657279933e-09
2001,1.4332399711491917e-09
2002,3.341342313945006e-09
2003,9.075864504382025e-10
2004,9.593307259692097e-10
2005,4.904935346772277e-10
2006,0.0
2007,8.726048217333471e-10
2008,0.0
2009,3.129418058023248e-09
2010,5.176862827305229e-10
2011,1.678570615837316e-09
2012,2.9996520822805905e-09
2013,2.7721749340514634e-09
2014,1.1975775926487131e-09
2015,1.9611332557900596e-09
2016,2.0632391350972057e-09
2017,2.3148864158883953e-08
2018,2.291995038206096e-09
2019,5.665002356103344e-10
