year,suis_VERB utile_ADJ,suis_VERB futile_ADJ
1856,2.2261913201759853e-08,0.0
1857,1.3668225662399891e-08,0.0
1858,2.5447114637699997e-08,0.0
1859,2.8516170758052795e-08,0.0
1860,4.531412045594152e-08,0.0
1861,2.0750240636857598e-08,0.0
1862,2.801151488540654e-08,0.0
1863,2.4973104473247076e-08,0.0
1864,2.8768367243969806e-08,0.0
1865,3.012380389577629e-08,9.41368871743009e-10
1866,2.092213513549268e-08,0.0
1867,2.0867089389753346e-08,0.0
1868,1.7289560005906424e-08,1.975949626142892e-09
1869,3.2231227464762924e-08,6.8369265804335555e-09
1870,2.0069171213776826e-08,2.2936195165357276e-09
1871,3.9298356568906456e-08,0.0
1872,5.503078881474721e-08,0.0
1873,2.573981916498269e-08,0.0
1874,6.572069999322139e-09,0.0
1875,2.0025344937835143e-08,0.0
1876,2.5997863417615008e-08,6.04601479992084e-10
1877,1.6699003069220453e-08,0.0
1878,1.2078177569208037e-08,0.0
1879,1.649517855639715e-08,0.0
1880,5.776061406947974e-09,0.0
1881,2.091752193678076e-08,0.0
1882,1.2645231528551903e-08,6.655385131892899e-10
1883,1.516641390253426e-08,0.0
1884,2.1125430293977843e-08,0.0
1885,9.023890079618013e-09,0.0
1886,1.4197620856748472e-08,0.0
1887,2.0239665943222462e-08,6.528924623161458e-10
1888,5.07249175996094e-09,0.0
1889,1.3783300722991498e-08,0.0
1890,2.6872983838188702e-08,0.0
1891,1.784781566982474e-08,0.0
1892,1.3790726782758611e-08,6.268512375839919e-10
1893,9.23762488724833e-09,0.0
1894,2.7726773765834878e-08,0.0
1895,1.2639090662958097e-08,0.0
1896,1.9460195233023114e-08,0.0
1897,2.155884004650943e-08,0.0
1898,1.0750873968845553e-08,0.0
1899,2.7085134135518274e-08,0.0
1900,5.710158568206225e-09,0.0
1901,1.397184767881754e-08,0.0
1902,2.258730624760119e-08,0.0
1903,2.052083658554693e-08,0.0
1904,9.674325340824907e-09,0.0
1905,9.28936660926638e-09,2.580379465655369e-09
1906,1.6461390472954918e-08,0.0
1907,1.6457098794830927e-08,5.142843373384665e-10
1908,2.2101250607420297e-08,0.0
1909,1.320236009405562e-08,0.0
1910,1.1757131268552712e-08,0.0
1911,2.553779587799454e-08,0.0
1912,2.2921453179947093e-08,0.0
1913,2.5454351515463713e-08,0.0
1914,6.696743604095445e-09,0.0
1915,4.712304768617059e-09,0.0
1916,1.9777431248257926e-08,0.0
1917,2.52227767560953e-08,0.0
1918,8.040463406189247e-09,0.0
1919,1.3811772170413406e-08,0.0
1920,1.2872794385998532e-08,0.0
1921,9.087297137000405e-09,0.0
1922,1.1804696775641332e-08,0.0
1923,1.2739137744688378e-08,0.0
1924,1.4180787211159895e-08,0.0
1925,2.3096173862313663e-08,0.0
1926,1.3375366592072169e-08,0.0
1927,8.919379901328739e-09,0.0
1928,1.4853853258500749e-08,0.0
1929,1.3368487650211591e-08,0.0
1930,6.302162347537887e-09,0.0
1931,1.1405356659111021e-08,0.0
1932,8.767629289252454e-09,0.0
1933,1.8353059516584835e-08,0.0
1934,2.156684431042777e-08,0.0
1935,8.377798899061872e-09,0.0
1936,1.4549657478823974e-08,0.0
1937,2.5182236296217297e-09,0.0
1938,2.7226949583791793e-08,0.0
1939,9.176430282309411e-09,0.0
1940,7.607348528892999e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,1.517105907566929e-08,0.0
1943,2.322588166236983e-08,0.0
1944,9.639558484764166e-09,0.0
1945,2.6142048525912287e-08,0.0
1946,1.2528993842408909e-08,0.0
1947,2.26496545963073e-08,0.0
1948,5.435944139264848e-09,0.0
1949,2.0615717133409817e-08,0.0
1950,2.3397795700930146e-08,0.0
1951,2.7719645245838365e-08,0.0
1952,1.370824520563474e-08,0.0
1953,1.1851209791302608e-08,0.0
1954,1.07497895029951e-08,9.772536113672459e-10
1955,7.508486277174597e-09,0.0
1956,1.0465369904011368e-08,0.0
1957,7.951533653738352e-09,0.0
1958,1.0753916868111446e-08,0.0
1959,1.3176271629333769e-08,0.0
1960,1.3841666479663672e-08,0.0
1961,4.86371165564492e-09,0.0
1962,1.331810839388936e-08,0.0
1963,1.2285501505004959e-08,0.0
1964,1.0951143103454797e-08,0.0
1965,4.924839203113152e-09,0.0
1966,8.308612464702492e-09,1.1078149508847446e-09
1967,1.7749208325312793e-08,0.0
1968,1.392338955241712e-08,4.4914158503495116e-10
1969,1.8167030546578644e-08,4.087581828571274e-09
1970,1.5175793066646293e-08,0.0
1971,7.707596338946132e-09,5.138397485282553e-10
1972,7.69522046084603e-09,1.0260293725750103e-09
1973,2.1501493918663073e-08,1.102640756478479e-09
1974,1.012602890426706e-08,1.6876715580593782e-09
1975,9.709516746170266e-09,5.711480177694739e-10
1976,1.1427053969725876e-08,5.713526873840635e-10
1977,9.990529292736028e-09,0.0
1978,1.0693064211864112e-08,2.970295565063452e-09
1979,1.6385525825057812e-08,3.5111840102075575e-09
1980,1.0233271119375331e-08,3.97960553399912e-09
1981,1.2651098835192442e-08,1.8976649140967083e-09
1982,1.3656505259973528e-08,1.8622506869903077e-09
1983,1.0736036948344463e-08,0.0
1984,7.538710988796993e-09,5.799008495621649e-10
1985,1.0226449020933615e-08,1.2031116103372597e-09
1986,2.3977941410180392e-08,1.7983456945813714e-09
1987,1.1610551631235921e-08,1.2221633705067347e-09
1988,7.195864348830128e-09,5.996553809062277e-10
1989,1.5366742545097622e-08,1.6464366536794728e-09
1990,9.262707045820662e-09,0.0
1991,1.1136783939491579e-08,0.0
1992,6.060938417817852e-09,0.0
1993,1.2740176913439427e-08,2.2156829704300662e-09
1994,1.6879765141197822e-08,2.1099706426497278e-09
1995,8.133675954979935e-09,1.0844901643380922e-09
1996,1.5480466686312866e-08,2.135236876199542e-09
1997,7.671831170341648e-09,4.79489448146353e-10
1998,9.536258005482523e-09,0.0
1999,1.7823785114501334e-08,1.8280804647829996e-09
2000,1.192868470667463e-08,1.3254094488601709e-09
2001,7.886181485616817e-09,0.0
2002,8.762443215459825e-09,8.76244299341522e-10
2003,1.8334461060476315e-08,8.333845835650777e-10
2004,1.2773894830786503e-08,4.404791253964646e-10
2005,1.8465373230469595e-08,2.251874686720612e-09
2006,1.4000825387938676e-08,2.0589450144825605e-09
2007,2.157018919035636e-08,7.988958938831558e-10
2008,2.0435710013089192e-08,1.2772318758180745e-09
2009,2.336414262060771e-08,9.53638501499654e-10
2010,2.3146585093059002e-08,9.447586046817946e-10
2011,3.518054114692859e-08,1.1471915639660324e-09
2012,4.731911218414098e-08,1.3617010852229328e-09
2013,3.3190588055731496e-08,1.6734750252211938e-09
2014,3.8978011929202694e-08,1.5158115873603606e-09
2015,4.034167133681876e-08,4.433150790905671e-10
2016,4.32910063352665e-08,2.6927420293532123e-09
2017,3.09420187249998e-08,7.54683426862357e-10
2018,5.008045533827499e-08,1.290733298020541e-09
2019,5.1274852808091964e-08,1.7856913725466939e-09
