year,des_DET eaux_NOUN,des_DET faux_ADJ
1875,7.623934770606411e-06,2.5975734274652496e-07
1876,7.904559844007508e-06,3.143927642668132e-07
1877,7.546712389228105e-06,2.6656557849946694e-07
1878,7.1859116275163615e-06,3.1403262568119317e-07
1879,7.152798069398614e-06,3.018006626831493e-07
1880,7.279762776590815e-06,2.7596737517399106e-07
1881,7.238857200775328e-06,2.761112964932977e-07
1882,7.0413976160921266e-06,2.935024818739862e-07
1883,7.053014144275949e-06,2.93217320646022e-07
1884,6.847280161537128e-06,2.5878651932487173e-07
1885,7.208154563898006e-06,2.6749386883295756e-07
1886,6.695468691475526e-06,3.0847557930258063e-07
1887,7.375726312375264e-06,2.781322017142429e-07
1888,6.678569661744405e-06,2.555267695214525e-07
1889,6.352222271743813e-06,2.8569022525459786e-07
1890,6.851300383914349e-06,2.726624828142121e-07
1891,6.857385699277074e-06,3.1361163976839634e-07
1892,7.3040705999005695e-06,2.770682332453589e-07
1893,6.971327501048563e-06,3.042257796792569e-07
1894,7.339402820605301e-06,2.533218834699369e-07
1895,6.161255665659837e-06,2.208831535455147e-07
1896,6.510909507539964e-06,2.5180313389938647e-07
1897,6.841144177371916e-06,2.167537456188029e-07
1898,6.608392482121417e-06,4.0570405701600976e-07
1899,6.924950255893236e-06,3.9079978719769315e-07
1900,6.856861965331973e-06,3.2547902950597063e-07
1901,6.472318631267626e-06,3.6829788108150296e-07
1902,6.062236636239504e-06,3.1327609573139625e-07
1903,7.404242083453028e-06,3.6397483604844183e-07
1904,6.919829928619947e-06,3.316143777354341e-07
1905,6.729629639323775e-06,3.1274199763231536e-07
1906,6.96574034719788e-06,3.600929154856658e-07
1907,6.356554379749468e-06,2.9674206025731564e-07
1908,6.3288159140029165e-06,3.983136416252364e-07
1909,6.2133607130476776e-06,3.399607759746459e-07
1910,7.122683996385604e-06,3.0942633166830547e-07
1911,6.413179164610483e-06,3.452922747726461e-07
1912,6.157015072005834e-06,3.5945005727455737e-07
1913,5.958439423636719e-06,3.102248999908852e-07
1914,5.755851248068211e-06,2.6318202905883936e-07
1915,5.268356662924134e-06,2.8038213484293806e-07
1916,4.6861523514962755e-06,3.3621634010216894e-07
1917,4.420565666407583e-06,2.796438360874731e-07
1918,4.654279464944011e-06,3.135780772822727e-07
1919,4.755853723281689e-06,2.1914679537715642e-07
1920,5.151389402158202e-06,2.9607426732525255e-07
1921,5.319097759581837e-06,3.1502630193358527e-07
1922,5.0915132021600584e-06,2.980685969156127e-07
1923,5.053191209469787e-06,3.216632293856492e-07
1924,5.75997785290383e-06,3.558088468302856e-07
1925,5.5727766365976095e-06,2.914517038821174e-07
1926,5.224195156472433e-06,3.0986265375787525e-07
1927,5.202228344103332e-06,3.1329323135764753e-07
1928,5.289114298534514e-06,3.884853967406343e-07
1929,5.342938777630479e-06,2.640276171028688e-07
1930,4.97450676562039e-06,3.613239680788638e-07
1931,4.785687728769972e-06,3.5014445387560045e-07
1932,5.736221488916726e-06,3.0467511713538897e-07
1933,4.8887962478261215e-06,2.9364896469985524e-07
1934,4.89088120048109e-06,2.815671429345912e-07
1935,4.832793294440307e-06,3.3511194885704754e-07
1936,5.008719377030957e-06,3.722287420515613e-07
1937,4.882835717978651e-06,3.550695284459948e-07
1938,5.153672823610123e-06,2.593042864873496e-07
1939,5.677151669658542e-06,2.6152826926306716e-07
1940,5.773977530765251e-06,2.6625720739303915e-07
1941,5.776090482356722e-06,4.0730737183025667e-07
1942,5.291665118534183e-06,3.0948959306442703e-07
1943,6.21001997913595e-06,3.658076226376039e-07
1944,4.4920344279830715e-06,3.084658679597396e-07
1945,4.028054089388888e-06,3.550961640286232e-07
1946,4.195820942243245e-06,3.6890926313759564e-07
1947,3.857593902978351e-06,3.9338875623684544e-07
1948,4.4379048134146615e-06,4.2074204742448273e-07
1949,4.915376095482316e-06,3.4359529132999e-07
1950,4.415802159485338e-06,4.1584262078231404e-07
1951,4.885054256220656e-06,3.102467980298229e-07
1952,5.54867567714723e-06,3.3848820990556305e-07
1953,5.548521041731647e-06,3.2429221086260895e-07
1954,5.312350786823572e-06,3.0881215185019073e-07
1955,5.132050361567053e-06,3.2755770185133315e-07
1956,4.85767606051013e-06,3.409966229384054e-07
1957,5.200303036190235e-06,3.622365500888236e-07
1958,5.048550388409012e-06,3.2758083001738214e-07
1959,4.817864891037971e-06,3.247563267194664e-07
1960,4.924864803967921e-06,3.467337377216495e-07
1961,4.858153069164928e-06,3.376805342014677e-07
1962,4.328385351470843e-06,3.411972642197725e-07
1963,4.393036736161093e-06,3.0972393716410807e-07
1964,4.560542503639908e-06,3.346182619878846e-07
1965,4.31798943267836e-06,3.660796998872229e-07
1966,5.06160660762589e-06,3.279132254618844e-07
1967,5.0047836275268764e-06,3.6090057342619275e-07
1968,4.77662083397945e-06,3.5886412419472435e-07
1969,4.685277286142764e-06,3.8695777249131424e-07
1970,4.679662534812223e-06,3.8675277203026326e-07
1971,4.647680352576344e-06,3.751030224208307e-07
1972,4.618158200742073e-06,3.473109408957953e-07
1973,4.508698193461669e-06,3.748978496531663e-07
1974,4.984256406714849e-06,3.364091760715837e-07
1975,4.726249731135113e-06,3.7010391373826224e-07
1976,4.724515587639644e-06,3.433829585119952e-07
1977,4.3552831421322935e-06,3.496685305748315e-07
1978,3.976631784752271e-06,3.469305429604219e-07
1979,4.152560173054098e-06,3.5579997259560514e-07
1980,4.253629711570284e-06,3.6782925327827343e-07
1981,3.919943097230316e-06,3.5106799955997303e-07
1982,4.038600888378596e-06,4.134196647243016e-07
1983,3.4879489696493238e-06,4.1491625779599417e-07
1984,3.709045756750129e-06,4.29126616907638e-07
1985,4.073134419968483e-06,3.8680037128813183e-07
1986,3.33952788267311e-06,3.7945093112057293e-07
1987,3.661601468252229e-06,4.1125798500019073e-07
1988,3.44262155849151e-06,4.2155774160335113e-07
1989,3.4772741805966234e-06,4.5112365221200434e-07
1990,3.6582242799454434e-06,4.24994766490272e-07
1991,3.1874648271923434e-06,4.6188345947939524e-07
1992,3.114220390898481e-06,5.014049140328325e-07
1993,3.0160983719440537e-06,4.857884832176751e-07
1994,3.1296139688663516e-06,5.433174514735128e-07
1995,3.113028970602727e-06,4.977809773265562e-07
1996,3.033103904925838e-06,4.147697687528762e-07
1997,2.9220088073600436e-06,4.507200870307315e-07
1998,2.8899631168144424e-06,4.7347522347251925e-07
1999,3.118248304900817e-06,4.935817266016329e-07
2000,2.7762909446948925e-06,4.908433126615819e-07
2001,2.794336861455804e-06,4.93324451511512e-07
2002,2.485466890078669e-06,5.485289182871611e-07
2003,2.755586173464053e-06,5.458669267710548e-07
2004,2.3332178891166677e-06,5.576465760270821e-07
2005,2.4833675205115924e-06,5.296409462118845e-07
2006,2.58891749460588e-06,5.723866891571561e-07
2007,2.371921908661534e-06,5.472436974685024e-07
2008,2.570216256714275e-06,5.572988399649148e-07
2009,2.640624948924142e-06,5.836267398251493e-07
2010,2.650992591668455e-06,6.145654847244941e-07
2011,3.1027709646025414e-06,6.347793508609811e-07
2012,2.6028916657594436e-06,7.039994329716137e-07
2013,2.386096483064648e-06,6.359205286798897e-07
2014,2.5058532671096145e-06,7.193608659861184e-07
2015,2.4663834317095734e-06,6.252959252606161e-07
2016,2.929910493776333e-06,5.913676091040543e-07
2017,2.845408030083263e-06,5.818609203345204e-07
2018,2.4431000227309596e-06,6.226497824002308e-07
2019,2.2912971751054556e-06,5.905536468731043e-07
