year,lèvres_NOUN in_ADJ,lèvres_NOUN fines_ADJ
1800,0.0,1.2576657937302116e-08
1801,0.0,0.0
1802,0.0,1.7902721083373763e-08
1803,0.0,7.801356893821776e-09
1804,0.0,9.887403784603066e-09
1805,0.0,0.0
1806,0.0,1.729001475325731e-08
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,6.7770917766551975e-09
1810,0.0,2.3401267590372754e-09
1811,0.0,0.0
1812,0.0,4.800974906515876e-08
1813,0.0,5.751483289628823e-09
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,4.6352077731626196e-09
1817,0.0,1.2454987263765815e-08
1818,0.0,4.768470951432846e-09
1819,0.0,1.0351049795076506e-08
1820,0.0,1.898636980968149e-08
1821,1.97229765852569e-09,7.88919063410276e-09
1822,0.0,2.0051231786055723e-09
1823,9.882686891060644e-10,7.906149512848515e-09
1824,0.0,5.894778887238772e-09
1825,0.0,7.924898959288385e-09
1826,0.0,4.403992281964975e-09
1827,0.0,1.8434546111834038e-09
1828,0.0,6.420610709767516e-09
1829,0.0,4.286587973467704e-09
1830,2.0873671680021744e-09,1.0436835395921662e-08
1831,0.0,0.0
1832,0.0,8.117981842303834e-09
1833,0.0,6.950177322551099e-09
1834,0.0,1.9602515166639023e-08
1835,0.0,6.806779140333674e-09
1836,0.0,6.048674894287842e-09
1837,6.957890930081589e-10,9.045257876039159e-09
1838,0.0,1.199310784016916e-08
1839,0.0,6.9914749545318955e-09
1840,0.0,4.649872664685972e-08
1841,6.420548537278137e-10,1.733548060656176e-08
1842,0.0,2.95163662400455e-08
1843,0.0,1.2404512972352677e-08
1844,0.0,3.3480223038395707e-08
1845,5.580227946389016e-10,1.2834524554250493e-08
1846,0.0,1.7563504428608212e-08
1847,0.0,1.1865092020002521e-08
1848,0.0,1.528592186161859e-08
1849,0.0,8.379414495607307e-09
1850,0.0,3.59816780814981e-08
1851,0.0,2.0638204034639784e-08
1852,0.0,3.385483537954315e-08
1853,0.0,2.9262466227919504e-08
1854,0.0,2.4939190268469247e-08
1855,0.0,6.156047049898916e-08
1856,0.0,2.7439103433835044e-08
1857,0.0,3.5635014938861787e-08
1858,4.893676019968041e-10,2.202154192332273e-08
1859,1.5276520048956854e-09,4.99032992706816e-08
1860,4.577183909670879e-10,4.897586691754441e-08
1861,4.715963730639317e-10,2.782418562219391e-08
1862,0.0,4.201727321628823e-08
1863,4.994620828036034e-10,6.193329937786984e-08
1864,0.0,5.130359070903978e-08
1865,0.0,4.3773653146672586e-08
1866,0.0,4.135770836910524e-08
1867,0.0,2.0867089389753346e-08
1868,0.0,5.5820578381826635e-08
1869,0.0,4.5905078849273195e-08
1870,0.0,2.5229814681893004e-08
1871,0.0,1.5931766128574054e-08
1872,1.2094678591978436e-09,7.982487915114689e-08
1873,1.1972008939764578e-09,2.8134220286801792e-08
1874,0.0,4.600449088343339e-08
1875,1.1443054281912168e-09,5.778742462325681e-08
1876,6.04601479992084e-10,7.436598536969541e-08
1877,0.0,4.391219476929109e-08
1878,0.0,3.4422804162659304e-08
1879,0.0,2.7491964260661916e-08
1880,0.0,2.631317030932223e-08
1881,6.972507571312292e-10,3.346803723047742e-08
1882,0.0,4.1263387373646765e-08
1883,6.319338941018771e-10,4.613117354779206e-08
1884,0.0,6.997798607244476e-08
1885,6.445635691854079e-10,3.996294140051759e-08
1886,0.0,3.613939725255477e-08
1887,0.0,4.83140425444617e-08
1888,0.0,5.2627100899371726e-08
1889,1.2530273485467092e-09,4.698852507090123e-08
1890,1.9663159989136147e-09,6.226667181863377e-08
1891,0.0,3.7607897240832244e-08
1892,6.268512375839919e-10,5.578975859066304e-08
1893,0.0,4.3724757148311255e-08
1894,0.0,6.931693263823036e-08
1895,0.0,4.513960760732516e-08
1896,0.0,7.13540515562272e-08
1897,0.0,6.409384667449558e-08
1898,0.0,5.2056865484928494e-08
1899,0.0,4.8089930260175606e-08
1900,5.191053142894475e-10,4.152842336679896e-08
1901,0.0,4.135666742399735e-08
1902,4.910283846193408e-10,4.6647695484125506e-08
1903,5.400220270956879e-10,4.968202560462487e-08
1904,0.0,5.750849041419315e-08
1905,0.0,5.5736197879241445e-08
1906,0.0,7.304741700409068e-08
1907,5.142843373384665e-10,2.7771354993433306e-08
1908,0.0,6.139236319313568e-08
1909,0.0,3.850688656825696e-08
1910,0.0,5.451033757708501e-08
1911,0.0,8.991432309812808e-08
1912,0.0,5.365703970028335e-08
1913,5.30298971401777e-10,3.340883480973389e-08
1914,0.0,5.893134513712539e-08
1915,0.0,3.652036184575991e-08
1916,0.0,5.7134801778602196e-08
1917,2.1932848870420685e-09,5.3735480065597585e-08
1918,0.0,6.317507228459363e-08
1919,0.0,5.1563951330990676e-08
1920,0.0,4.164727585020955e-08
1921,7.572747429129834e-10,6.739745117556595e-08
1922,0.0,8.115728888924423e-08
1923,0.0,7.431163595583712e-08
1924,0.0,5.285566118118368e-08
1925,0.0,5.609070896639423e-08
1926,0.0,6.35329868714507e-08
1927,0.0,6.578042643923254e-08
1928,0.0,1.028343703524115e-07
1929,0.0,4.121950425428622e-08
1930,0.0,4.936693542845205e-08
1931,0.0,4.334035708097872e-08
1932,0.0,5.370172928564898e-08
1933,0.0,3.785318369864399e-08
1934,0.0,6.230421689679133e-08
1935,0.0,4.6676309040094566e-08
1936,0.0,5.698615979099486e-08
1937,0.0,8.436049370175169e-08
1938,0.0,4.408173026604345e-08
1939,0.0,5.352917753498332e-08
1940,0.0,3.296517903095264e-08
1941,0.0,5.312704587367989e-08
1942,0.0,5.76500234217292e-08
1943,0.0,6.387117679196308e-08
1944,3.2131861615880553e-09,9.960876923287287e-08
1945,0.0,5.2284097051824574e-08
1946,0.0,4.037120149291695e-08
1947,0.0,4.172304812755101e-08
1948,0.0,4.566192757238241e-08
1949,0.0,2.846932467548413e-08
1950,0.0,3.616023036556726e-08
1951,0.0,4.691016641800161e-08
1952,0.0,4.74516177462192e-08
1953,0.0,3.878577814475648e-08
1954,0.0,4.0067398288101685e-08
1955,1.8771215692936494e-09,4.5050917663047585e-08
1956,0.0,4.098936656760088e-08
1957,0.0,3.268964121616591e-08
1958,0.0,3.9706769427994004e-08
1959,0.0,3.720359131875739e-08
1960,0.0,4.15249985508126e-08
1961,0.0,5.002674541287888e-08
1962,6.341956404476434e-10,3.868593267952747e-08
1963,0.0,4.073613624200334e-08
1964,0.0,3.9545792418493875e-08
1965,0.0,4.4323552828018364e-08
1966,0.0,5.1513396215341345e-08
1967,0.0,5.571279260152551e-08
1968,0.0,4.087188543167031e-08
1969,0.0,3.451735963722058e-08
1970,0.0,2.851209579546321e-08
1971,0.0,2.928886644326667e-08
1972,5.130146862875051e-10,2.7189777540570503e-08
1973,0.0,2.866866033457427e-08
1974,0.0,3.206575982517279e-08
1975,0.0,2.5701661243715535e-08
1976,0.0,2.399681342524218e-08
1977,0.0,1.880570188461661e-08
1978,0.0,2.970295653881294e-08
1979,0.0,2.5163485517509798e-08
1980,0.0,3.638496437474714e-08
1981,0.0,3.415796712147312e-08
1982,0.0,3.47620137119975e-08
1983,0.0,5.431171956615799e-08
1984,0.0,3.073474630355122e-08
1985,0.0,4.331201708396293e-08
1986,0.0,4.435919365164409e-08
1987,6.110816852533674e-10,3.788706592899871e-08
1988,0.0,4.3175187869337606e-08
1989,0.0,5.049072271390287e-08
1990,0.0,4.794812724639996e-08
1991,0.0,3.634108480810028e-08
1992,0.0,3.0855687782604946e-08
1993,1.1078414852150331e-09,3.43430848204207e-08
1994,0.0,3.850696472795789e-08
1995,0.0,4.12106260228029e-08
1996,0.0,4.3772356406179824e-08
1997,0.0,4.5072006571444945e-08
1998,0.0,4.72044803245808e-08
1999,0.0,4.387393204297041e-08
2000,0.0,4.1087691471375365e-08
2001,4.3812117822561447e-10,5.5641390162008975e-08
2002,0.0,6.659456630586646e-08
2003,0.0,6.375392302970795e-08
2004,4.404791253964646e-10,5.373845368694674e-08
2005,0.0,4.728937241793574e-08
2006,0.0,6.01211951334335e-08
2007,0.0,9.506861431418656e-08
2008,0.0,1.0601024769130163e-07
2009,0.0,1.0156249885540092e-07
2010,0.0,1.5446802592578024e-07
2011,0.0,1.8852182392947725e-07
2012,0.0,2.1719132803355023e-07
2013,0.0,2.596675301447249e-07
2014,0.0,2.927681919118186e-07
2015,0.0,2.73303754738663e-07
2016,0.0,3.001371737809677e-07
2017,0.0,3.443871889885486e-07
2018,0.0,3.694078998250916e-07
2019,2.55098775436835e-10,3.6938303082934e-07
