year,figures_NOUN in_ADJ,figures_NOUN fines_ADJ
1800,2.829747991484055e-08,3.144164484325529e-09
1801,2.3811825844433088e-09,0.0
1802,4.475680270843441e-09,0.0
1803,0.0,0.0
1804,2.4718509461507665e-09,2.4718509461507665e-09
1805,2.842877711017877e-09,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,5.693910232196231e-09
1808,2.2660739951163578e-09,0.0
1809,0.0,0.0
1810,4.680253518074551e-09,0.0
1811,5.0141535368197765e-09,0.0
1812,0.0,0.0
1813,5.751483289628823e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,4.6352077731626196e-09,0.0
1817,0.0,0.0
1818,1.668964877410417e-08,0.0
1819,1.8631890252862604e-08,0.0
1820,8.306536791735653e-09,4.746592452420373e-09
1821,2.5639868894700157e-08,0.0
1822,8.02049271442229e-09,0.0
1823,9.882686669016039e-09,0.0
1824,2.7789671008804362e-08,0.0
1825,1.7610886082763955e-09,0.0
1826,7.927186018719112e-09,0.0
1827,8.295545583791863e-09,0.0
1828,5.503380862137419e-09,0.0
1829,1.714635211591542e-09,0.0
1830,0.0,0.0
1831,1.5591206103948707e-09,1.870944643656003e-08
1832,1.3529969367098715e-09,0.0
1833,4.6334514003376626e-09,0.0
1834,9.334530925997342e-10,0.0
1835,7.563087933704082e-10,4.5378527602224494e-09
1836,2.688300027031687e-09,0.0
1837,6.957890930081589e-10,0.0
1838,0.0,0.0
1839,2.0974426639952526e-09,6.9914751765765e-10
1840,1.2739377330817092e-09,0.0
1841,6.420548537278137e-10,7.704658244733764e-09
1842,0.0,0.0
1843,5.906911071384968e-10,0.0
1844,1.6465684371524958e-09,0.0
1845,0.0,0.0
1846,4.0981511517657054e-09,0.0
1847,5.393223645455691e-10,1.0786447290911383e-09
1848,2.413566457803995e-09,0.0
1849,0.0,8.379414939696517e-10
1850,0.0,2.0366988096043315e-09
1851,8.384270167027807e-09,3.8696632564949596e-09
1852,1.9531636308300904e-09,1.3021090872200602e-09
1853,8.957897534855874e-09,1.7915795513800958e-09
1854,2.1302224428865202e-08,5.195664454227256e-10
1855,0.0,4.776243400783642e-09
1856,0.0,5.177189232874468e-10
1857,0.0,4.881509085841174e-10
1858,1.9574704079872163e-09,1.9574704079872163e-09
1859,0.0,2.5460866748261424e-09
1860,6.865775947773045e-09,6.865775947773045e-09
1861,8.960331143725853e-09,1.4147891747029462e-09
1862,4.517986262886353e-10,1.0391368654438793e-08
1863,9.989241656072068e-10,6.493007020935693e-09
1864,1.9178911792039344e-09,0.0
1865,6.118897832863013e-09,1.4591217123438582e-08
1866,2.432806400776144e-09,4.379051787850585e-09
1867,3.396968040192405e-09,2.426405742994575e-09
1868,3.457911734727759e-09,0.0
1869,9.767038289254515e-10,8.790334682373668e-09
1870,5.160643912205387e-09,0.0
1871,1.0621177271019633e-09,2.1242354542039266e-09
1872,0.0,6.047339295989218e-10
1873,2.3944017879529156e-09,5.9860045809045914e-09
1874,4.779687312606029e-09,8.961913877669758e-09
1875,4.577221601742565e-09,3.432916173551348e-09
1876,3.627608879952504e-09,0.0
1877,1.0514186854493346e-08,0.0
1878,6.039088784604019e-09,1.8117265465633636e-09
1879,4.887460214320072e-09,1.832797580370027e-09
1880,3.786529356730739e-08,6.417846254436199e-09
1881,7.669758161910067e-09,2.7890030285249168e-09
1882,4.6587693702804245e-09,5.989846840748214e-09
1883,0.0,7.58320695126713e-09
1884,2.3105940272216685e-08,1.2543224237049344e-08
1885,1.933690763067375e-09,6.445635691854079e-10
1886,2.6459201052375647e-08,3.872078213618124e-09
1887,1.697520346510828e-08,0.0
1888,3.233713385952797e-08,6.340614699951175e-10
1889,5.0121094830046786e-08,2.5060546970934183e-09
1890,3.9326319978272295e-09,1.0487018364813139e-08
1891,1.2939666760303226e-07,6.374220040683554e-10
1892,5.641661360300532e-09,5.014809900671935e-09
1893,1.847525021858587e-09,5.542574843531156e-09
1894,5.671385139294216e-09,8.192000855444803e-09
1895,2.4074457982692365e-09,5.416753268150387e-09
1896,7.666137447071009e-09,6.486732040400511e-09
1897,1.7480140668268973e-09,8.740070001067579e-09
1898,1.1316709347397591e-08,6.224190496340043e-09
1899,4.4220627160029835e-09,1.1055156790007459e-09
1900,1.038210628578895e-09,2.07642125715779e-09
1901,8.38310842965484e-09,1.1177477832191585e-09
1902,5.4013122863239005e-09,4.419255628107521e-09
1903,3.7801539676252105e-09,6.480264325148255e-09
1904,4.837162670412454e-09,5.374625189347171e-09
1905,3.096455536422127e-09,0.0
1906,3.0865106026567446e-09,3.600929110447737e-09
1907,1.5428529565042481e-09,2.5714217422034835e-09
1908,0.0,4.4202499438483756e-09
1909,6.0510818578052294e-09,2.7504918342913243e-09
1910,0.0,1.6032452032632705e-09
1911,2.6601871816467337e-09,7.980561100850991e-09
1912,5.730363294986773e-09,2.0837684910901544e-09
1913,4.242391771214216e-09,4.242391771214216e-09
1914,3.3483718020477227e-09,1.0714789944188396e-08
1915,3.534228465440492e-09,9.424609537234119e-09
1916,5.493730803607377e-09,2.197492410260793e-09
1917,8.773139548168274e-09,1.0966424435210342e-09
1918,2.067547733020092e-08,0.0
1919,1.8415696745321952e-09,3.6831393490643904e-09
1920,4.543339038320937e-09,4.543339038320937e-09
1921,7.572747429129834e-10,1.5145494858259667e-09
1922,3.6889677978990676e-09,4.426761179843197e-09
1923,0.0,3.1847844361720945e-09
1924,0.0,1.4180787211159895e-08
1925,1.0998177923937646e-09,6.598906754362588e-09
1926,5.57306911730393e-09,8.916910765321973e-09
1927,0.0,4.4596899506643695e-09
1928,4.570416489713125e-09,0.0
1929,5.570202965543558e-09,2.2280812750352652e-09
1930,2.100720708497761e-09,2.100720708497761e-09
1931,0.0,1.1405356659111021e-09
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,5.735331320977366e-09,1.261772819560747e-08
1934,3.5944740517379614e-09,2.3963160344919743e-09
1935,0.0,2.393656828303392e-09
1936,2.424942913137329e-09,6.0623572828433225e-09
1937,2.5182236296217297e-09,5.0364472592434595e-09
1938,2.5930428915188486e-09,2.5930428915188486e-09
1939,0.0,0.0
1940,1.0143131667916805e-08,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,0.0,0.0
1945,8.714016175304096e-09,0.0
1946,4.1763312808029696e-09,2.7842208538686464e-09
1947,0.0,0.0
1948,1.0871887834440486e-09,0.0
1949,2.945102384188658e-09,0.0
1950,5.317680518146517e-09,0.0
1951,7.462981344019681e-09,3.1984206394497505e-09
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,3.232148326759443e-09
1954,1.9545072227344917e-09,1.9545072227344917e-09
1955,9.385608290557457e-09,0.0
1956,4.360570571293465e-09,1.744228317335228e-09
1957,1.7670075402875796e-09,2.6505113659425206e-09
1958,6.617794756635931e-09,3.3088973783179654e-09
1959,6.200598257066758e-09,1.3951345856355601e-08
1960,7.612916519406099e-09,0.0
1961,5.55852741612739e-09,6.948159270159238e-10
1962,6.341956293454132e-09,1.9025869768540815e-09
1963,9.69907976156037e-09,6.466053248388448e-10
1964,1.034274621503073e-08,6.083968329129164e-10
1965,1.1491290863308024e-08,0.0
1966,4.985167390003653e-09,1.6617224263271169e-09
1967,6.409436092980059e-09,0.0
1968,7.186265332803643e-09,8.982831700699023e-10
1969,1.3625273298512042e-08,1.8167031212712459e-09
1970,2.483311511980446e-08,3.6789800095249348e-09
1971,2.0039749526468142e-08,5.138397485282553e-10
1972,6.15617617993891e-09,5.130146862875051e-10
1973,2.205281468548037e-08,2.205281512956958e-09
1974,6.750685843659454e-09,0.0
1975,1.1422959911300268e-08,1.7134440533084216e-09
1976,6.284879672247001e-09,5.713526873840635e-10
1977,1.7630346071939584e-09,0.0
1978,5.346532105932056e-09,1.1881182704343018e-09
1979,1.053355236368958e-08,0.0
1980,5.116635615198817e-09,1.1370301367108482e-09
1981,2.0241758491579276e-08,6.325549528618524e-10
1982,1.3035754697909852e-08,0.0
1983,1.6419821946556112e-08,6.315316047889041e-10
1984,1.6295213356443128e-07,1.1598016991243298e-09
1985,9.624892660653472e-09,1.2031116103372597e-09
1986,9.591176741707841e-09,1.1988970927134801e-09
1987,1.711028696504968e-08,6.110816852533674e-10
1988,1.0793796745289796e-08,1.1993107618124554e-09
1989,1.481792966107065e-08,1.0976244357863152e-09
1990,2.1794603677349755e-08,1.089730194969718e-09
1991,1.4653663171770859e-08,2.9307325455363298e-09
1992,1.8733809392657008e-08,2.7549720282848966e-09
1993,1.1078414630105726e-08,1.661762283333701e-09
1994,2.004472138272817e-08,5.274926606624319e-10
1995,1.0844901643380922e-09,2.1689803286761844e-09
1996,5.071187691996215e-08,5.338092190498855e-10
1997,9.110299181713799e-09,1.438468344439059e-09
1998,1.1443510028463777e-08,1.43043876743576e-09
1999,4.570201161957499e-10,0.0
2000,8.836062992401139e-10,1.3254094488601709e-09
2001,5.257454110951798e-09,2.190605918883648e-09
2002,0.0,3.066854992184176e-09
2003,4.1669229178253886e-10,1.6667691671301554e-09
2004,4.404791253964646e-10,8.809582507929292e-10
2005,9.007499190971657e-10,9.007499190971657e-10
2006,1.6471559116659762e-09,4.1178899179428186e-10
2007,1.1983438685803094e-09,2.7961355453243186e-09
2008,1.2772318758180745e-09,4.257439678578834e-10
2009,0.0,9.53638501499654e-10
2010,9.447586046817946e-10,1.8895172093635892e-09
2011,3.82397197240536e-10,3.82397197240536e-10
2012,3.404252713057332e-10,0.0
2013,2.789125042035323e-10,8.367375126105969e-10
2014,0.0,2.165445156521173e-09
2015,8.86630172058922e-10,3.546520632724537e-09
2016,4.1426800878596737e-10,2.899876117012923e-09
2017,7.546833991067814e-10,1.2578056374223934e-09
2018,0.0,2.0651733656507076e-09
2019,2.55098775436835e-10,1.02039510174734e-09
