year,pièces_NOUN in_ADJ,pièces_NOUN fines_ADJ
1904,1.343656350627498e-07,8.599400302955473e-09
1905,5.88326523609517e-08,4.64468330463319e-09
1906,1.4712367146785255e-07,2.82930141537463e-08
1907,1.6457098239719414e-08,2.2114226894132116e-08
1908,2.0087581731331738e-07,1.9154416719402434e-08
1909,2.6404721686912325e-08,3.850688656825696e-09
1910,1.60324518105881e-08,3.206490406526541e-09
1911,6.3312453946196e-08,6.384448969498635e-09
1912,4.5321965458366975e-08,9.897900277167082e-09
1913,3.3939134169713725e-08,1.0075680734189518e-08
1914,2.2099254259888568e-08,4.68772043404897e-09
1915,0.0,0.0
1916,2.0876177231343718e-08,8.789969641043172e-09
1917,2.829337404364196e-07,6.57985488317081e-09
1918,2.986458014220261e-08,4.594550517822427e-09
1919,1.4732557396257562e-08,3.6831393490643904e-09
1920,2.0445025228355007e-08,3.786115865267448e-09
1921,3.7863738810983705e-09,3.0290989716519334e-09
1922,7.377935595798135e-09,1.8444838545406128e-08
1923,1.2739137744688378e-08,8.492758496458919e-09
1924,2.5783249313349188e-08,7.734974438733389e-09
1925,4.399271169575059e-09,4.399271169575059e-09
1926,1.7833821530643945e-08,1.114613823460786e-08
1927,1.1149224654616319e-08,5.574612327308159e-09
1928,1.4853853147478446e-08,4.570416489713125e-09
1929,7.798284684668033e-09,2.2280812750352652e-09
1930,5.566909777598994e-08,7.352522590764465e-09
1931,7.983749661377715e-09,6.843213995466613e-09
1932,1.0959536389520963e-08,4.383814644626227e-09
1933,8.02946331646126e-09,2.2941324395731044e-09
1934,3.5944740517379614e-09,5.990790086229936e-09
1935,1.196828414151696e-08,1.6755597798123745e-08
1936,1.8187071404440758e-08,2.424942913137329e-09
1937,8.813782814698357e-09,1.0072894518486919e-08
1938,6.482607117774819e-09,5.186085783037697e-09
1939,7.647025235257843e-09,1.070583532936098e-08
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,3.944475324146879e-08,1.2136847082899749e-08
1943,0.0,5.806470415592457e-09
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,0.0,6.535512131478072e-09
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,1.1920871401116528e-08,8.344609447874518e-09
1948,5.435944139264848e-09,0.0
1949,5.890204768377316e-09,5.890204768377316e-09
1950,2.1270722960764488e-09,7.444753258312176e-09
1951,1.5992101864981123e-08,3.1984206394497505e-09
1952,8.435843135146115e-09,6.326882129314981e-09
1953,1.939288907237824e-08,9.69644453618912e-09
1954,1.4658803948464083e-08,3.9090144454689835e-09
1955,8.447047505910632e-09,1.3139850985055546e-08
1956,2.3547082506070183e-08,6.104799332717903e-09
1957,1.4136060322300636e-08,5.301022731885041e-09
1958,9.926692356998501e-09,3.3088973783179654e-09
1959,8.525822714489095e-09,7.750747821333448e-10
1960,6.2287499602575735e-09,8.305000243069571e-09
1961,6.25334317660986e-09,6.25334317660986e-09
1962,6.341956293454132e-09,4.43936931660005e-09
1963,7.1126584622049904e-09,7.1126584622049904e-09
1964,1.1559539991878864e-08,7.300761772910391e-09
1965,2.4624196015565758e-08,3.830430195250756e-09
1966,2.7695373772118614e-09,4.431259803538978e-09
1967,8.874604162656397e-09,2.9582012395223956e-09
1968,1.1228539403829174e-08,4.940557296606585e-09
1969,1.7712855182594467e-08,7.2668124850849836e-09
1970,5.5644574115110146e-08,3.6789800095249348e-09
1971,9.24911525146399e-09,3.083038491169532e-09
1972,4.1554190477466335e-08,3.0780880067027283e-09
1973,6.6158443723374205e-09,7.718485406371656e-09
1974,1.0688586460361194e-08,1.6876715580593782e-09
1975,6.8537762132336866e-09,2.2845920710778955e-09
1976,1.3198247106327443e-07,4.570821499072508e-09
1977,1.763034590540613e-08,7.639816779203557e-09
1978,1.7821774056514528e-09,5.346532105932056e-09
1979,6.437170685380522e-09,6.437170796402825e-09
1980,1.193881615790815e-08,3.411090521154847e-09
1981,1.644642921849737e-08,3.1627747087981106e-09
1982,3.103751144983846e-09,1.2415004579935385e-09
1983,1.2630632095778083e-09,2.5261264191556165e-09
1984,8.698512410365566e-09,5.799008384599347e-09
1985,1.8046674155058895e-09,7.820225356169885e-09
1986,4.196139880008332e-09,1.1988970927134801e-09
1987,1.2221633705067347e-09,1.2221633705067347e-09
1988,2.398621523624911e-09,7.795519785247507e-09
1989,3.2928733073589456e-09,2.7440609784434855e-09
1990,4.903785932874882e-09,4.90378582185258e-09
1991,2.344586080837985e-09,1.1722930404189924e-09
1992,1.1019888335184191e-09,5.509944167592096e-10
1993,2.2156829704300662e-09,5.539207426075166e-10
1994,1.0549853213248639e-09,3.6924485691258724e-09
1995,4.337960546330066e-09,3.795715741716776e-09
1996,8.007138063703678e-09,3.2028553142993132e-09
1997,4.794894370441227e-09,5.274384040632185e-09
1998,0.0,1.9072516899143466e-09
1999,2.285100553223174e-09,9.140402323914998e-10
2000,1.3254094488601709e-09,8.836062992401139e-10
2001,5.257454249729676e-09,5.257454027685071e-09
2002,7.00995456126563e-09,2.1906108038649563e-09
2003,4.166922806803086e-09,5.8336921959778465e-09
2004,5.726228824443069e-09,4.404791253964646e-10
2005,1.8014998381943315e-09,2.702249757291497e-09
2006,1.6471559671771274e-09,3.294311934354255e-09
2007,7.589510908623254e-09,1.997239706952314e-09
2008,1.2772319035736501e-09,4.257439734089985e-09
2009,9.53638501499654e-10,3.337734755248789e-09
2010,4.723793023408973e-10,6.140930874920514e-09
2011,1.1471915639660324e-09,3.4415748029203996e-09
2012,3.404252713057332e-10,4.085103366691101e-09
2013,8.367375126105969e-10,3.0680376017500066e-09
2014,8.661780737106994e-10,2.815078836704288e-09
2015,6.649726325136385e-10,2.659890530054554e-09
2016,6.214020409345267e-10,2.6927420293532123e-09
2017,2.515611330355938e-10,2.0124890642847504e-09
2018,1.0325866828253538e-09,1.0325866828253538e-09
2019,2.04079020349468e-09,2.04079020349468e-09
