year,vos_DET eaux_NOUN,vos_DET faux_ADJ
1923,1.2739137744688378e-08,6.369568872344189e-09
1924,2.5783249313349188e-08,2.578324886925998e-09
1925,2.74954441437103e-08,3.299453377181294e-09
1926,4.12407112904134e-08,1.5604594061358057e-08
1927,3.6792442870137165e-08,1.3379070296082318e-08
1928,9.14083297942625e-09,9.140832868403947e-09
1929,3.230717737778832e-08,2.2280812750352652e-09
1930,3.7812974085227324e-08,8.402882833991043e-09
1931,1.596749932275543e-08,2.2810713318222042e-09
1932,1.643930525041526e-08,8.767629400274757e-09
1933,1.3764794637438627e-08,4.588264879146209e-09
1934,2.7557634396657704e-08,5.990790086229936e-09
1935,3.949533677882755e-08,5.98414207075848e-09
1936,1.9399542861009422e-08,7.274828739411987e-09
1937,8.813782592653752e-09,6.295559185076627e-09
1938,2.8523471029551217e-08,1.4261735792331365e-08
1939,1.8352860564618823e-08,1.3764645423464117e-08
1940,2.028626333583361e-08,7.607348528892999e-09
1941,2.3612020783048138e-08,2.9515025978810172e-09
1942,2.7307905936524435e-08,1.8205270180260413e-08
1943,3.193558839598154e-08,1.1612940831184915e-08
1944,2.8918675454292497e-08,0.0
1945,1.089252021913012e-08,1.5249528306782167e-08
1946,4.5939644977011085e-08,1.5313215584455975e-08
1947,2.622591654954931e-08,9.53669654357725e-09
1948,2.391815279167986e-08,1.0871888278529696e-08
1949,1.9634016634739737e-08,7.853606653895895e-09
1950,4.1477910883713776e-08,4.2541445921528975e-09
1951,1.8124382994422206e-08,1.9190523947720806e-08
1952,2.4253049346611988e-08,1.4762725264461096e-08
1953,3.555363137230927e-08,8.619062019654677e-09
1954,2.73631017844167e-08,1.9545072227344917e-09
1955,2.0648337706319353e-08,1.8771215692936494e-09
1956,2.5291310157271596e-08,5.232684729961079e-09
1957,2.2087593976038988e-08,1.7670075402875796e-09
1958,1.9026160202884057e-08,4.9633461784992505e-09
1959,1.9376869886400527e-08,1.2401196736178122e-08
1960,2.2838749558218296e-08,4.844583401109048e-09
1961,2.36237411854745e-08,1.389631876236308e-08
1962,2.1562652108286784e-08,6.341956404476434e-09
1963,1.8104948651398445e-08,7.759263787043835e-09
1964,2.6161064370366915e-08,1.2776333768727e-08
1965,3.0643441562006046e-08,7.660860668057268e-09
1966,1.9386760974349215e-08,7.754704434148607e-09
1967,2.8102911997507363e-08,1.824224149515885e-08
1968,2.2007937222623397e-08,1.3474247495537384e-08
1969,1.9075382495792326e-08,1.6350327314285096e-08
1970,2.0234390524231927e-08,8.277704743875347e-09
1971,2.9288864888954436e-08,1.3359833350712336e-08
1972,3.334595388704287e-08,7.695220183290274e-09
1973,2.4258095976392724e-08,3.3079223804577396e-09
1974,1.2938814464291681e-08,7.31324301117553e-09
1975,2.1132476213381324e-08,1.1994108373158952e-08
1976,5.713526984862938e-09,6.8562320265641574e-09
1977,1.8805701551549703e-08,1.2928920156696222e-08
1978,2.792077880009458e-08,6.534650598410963e-09
1979,2.4578287849408298e-08,4.681578680276743e-09
1980,1.193881615790815e-08,2.8425752862659692e-09
1981,1.0120879023745033e-08,6.325549417596221e-09
1982,9.9320033308814e-09,5.586752060970923e-09
1983,1.1999100824056086e-08,5.052252727288931e-09
1984,1.2177917618760858e-08,1.333771937339634e-08
1985,2.3460676956688076e-08,4.812446552371341e-09
1986,2.2779045372178786e-08,5.994485352545098e-09
1987,1.6499206278997036e-08,8.555143260480236e-09
1988,5.396898483667201e-09,1.139345240375178e-08
1989,1.3171493229435782e-08,1.3720305780395847e-08
1990,9.262707045820662e-09,9.262706657242603e-09
1991,6.4476117778156095e-09,5.275318681885466e-09
1992,1.2121877057680308e-08,1.3223865669154122e-08
1993,8.308811083601597e-09,1.827938511667071e-08
1994,1.635227242502424e-08,5.274926717646622e-09
1995,1.4640617329586547e-08,1.4640617329586547e-08
1996,1.7615704006601618e-08,1.014237493990322e-08
1997,1.5823152565985765e-08,7.1923419442398995e-09
1998,8.58263260461456e-09,7.1521940592234046e-09
1999,1.4624643496219392e-08,6.398281821029528e-09
2000,1.0603275590881367e-08,1.1045078629479121e-08
2001,1.8839211080035057e-08,5.695575122643959e-09
2002,1.0076809608960957e-08,7.448076544402937e-09
2003,1.6250998768896352e-08,2.416815236827574e-08
2004,1.9381080740288326e-08,1.0131019578807354e-08
2005,1.6213498099659773e-08,7.656374201303606e-09
2006,1.8942294399693083e-08,1.6471559671771274e-08
2007,1.3181781888249589e-08,7.988959188631739e-09
2008,1.7029759102893394e-08,6.811903485726134e-09
2009,9.53638501499654e-09,1.3827758493789588e-08
2010,1.5588517143783065e-08,1.6533276081531767e-08
2011,1.3383901764640882e-08,1.2236710283941576e-08
2012,1.838296448397614e-08,1.8382965150109953e-08
2013,1.506127500494614e-08,2.008170085776584e-08
2014,2.2087541018400714e-08,2.1221363555312678e-08
2015,1.5516028128992332e-08,2.1279124601258914e-08
2016,2.7963090620808373e-08,2.3199007714858055e-08
2017,2.591079645286598e-08,2.1382697057426014e-08
2018,1.4972507067501084e-08,2.116802727547551e-08
2019,1.8367111442874062e-08,2.015280298195421e-08
