year,mes_DET airs_NOUN,mes_DET fers_NOUN
2007,2.5964116190380082e-08,3.235528256428921e-08
2008,2.256442965808958e-08,2.2990173487169585e-08
2009,2.8132335794239793e-08,2.2410505451375684e-08
2010,3.5900827866086615e-08,2.5508482270897304e-08
2011,3.862211614413802e-08,1.988465478386381e-08
2012,3.7106354211502435e-08,4.936166531077646e-08
2013,3.988448804559397e-08,4.072122672393874e-08
2014,5.954974247046607e-08,4.9155605474915376e-08
2015,4.832134492538387e-08,6.272908026350166e-08
2016,5.054069562859809e-08,6.897562143670655e-08
2017,4.578412787781261e-08,4.1759149582709654e-08
2018,4.904786887749424e-08,5.137118863629553e-08
2019,4.336679171323965e-08,5.612172904179147e-08
