year,mes_DET airs_NOUN,mes_DET fers_NOUN
1800,9.432493452976587e-09,2.924072930454713e-07
1801,3.333655596016172e-08,5.286225477352247e-07
1802,2.2378401354217203e-08,1.2531904758361634e-07
1803,3.1205427575287104e-08,4.856344641979149e-07
1804,5.19088700912107e-08,3.757213438149165e-07
1805,1.7057266488151868e-08,6.282759841269581e-07
1806,8.068673551520078e-08,4.0631533693158417e-07
1807,0.0,1.7366426163789583e-07
1808,6.798222074166915e-08,2.4020383992962024e-07
1809,1.1295152813062259e-08,1.1521055598429086e-07
1810,6.552354792077608e-08,2.34012679012352e-07
1811,5.515568801683912e-08,2.908209069119039e-07
1812,1.0668832928217853e-08,1.1735716043403954e-07
1813,4.313612333994854e-08,3.565919635128978e-07
1814,2.5173417128598885e-08,1.9194729983240677e-07
1815,1.0788894222457657e-08,1.6992508733437717e-07
1816,1.8540831092650478e-08,1.7150268760701692e-07
1817,1.5568733857662664e-08,5.137682173028679e-07
1818,0.0,1.835861285215401e-07
1819,4.140420006848444e-09,3.9644520255510685e-07
1820,3.678609061807947e-08,7.226687088746075e-07
1821,2.465372084259343e-08,2.7217706444204737e-07
1822,1.0025615893027862e-08,3.920015814173894e-07
1823,2.9648061450338048e-08,3.409526847519828e-07
1824,2.6105450245950124e-08,4.0505552334479944e-07
1825,1.496925317034936e-08,3.39009568417481e-07
1826,1.76159691278599e-08,2.5631234024103833e-07
1827,1.3825909916942436e-08,1.7789337469764632e-07
1828,2.2013523448549677e-08,1.9078386986892681e-07
1829,2.0575622983187714e-08,2.1432940267018807e-07
1830,2.2961039292113128e-08,2.8910036187212995e-07
1831,9.354723218280014e-09,2.0580391524305242e-07
1832,2.5706942574643676e-08,2.543634360918645e-07
1833,2.548398292390175e-08,1.6448752582221005e-07
1834,5.600718555598405e-09,1.8295681236679684e-07
1835,1.663879345414898e-08,1.7168209609508267e-07
1836,2.419469957715137e-08,1.6869083196979773e-07
1837,7.653680356156656e-09,1.1410941347378412e-07
1838,1.7042836475411605e-08,1.7547810360341032e-07
1839,6.9914749545318955e-09,1.1535933674977628e-07
1840,3.184844388215424e-08,1.3694830425237114e-07
1841,1.733548060656176e-08,1.1878014438693185e-07
1842,7.379091560011375e-09,8.854910049649334e-08
1843,2.4218335781256428e-08,1.3349618877001035e-07
1844,4.390849017710252e-09,1.306277629398167e-07
1845,1.0602432709561072e-08,8.481946811578212e-08
1846,9.367202125076801e-09,1.1767547736241113e-07
1847,6.47186837454683e-09,1.035498948809277e-07
1848,1.528592186161859e-08,6.033916322145672e-08
1849,6.703531951757213e-09,1.0139092410099693e-07
1850,2.1045888587423178e-08,8.146795149599484e-08
1851,5.804494884742439e-09,6.3204502298575e-08
1852,1.3021090872200602e-08,1.0481977996690262e-07
1853,2.20961471342207e-08,7.52463402697856e-08
1854,3.013485283531736e-08,1.288524771325683e-07
1855,2.812676669350367e-08,1.3851105151729826e-07
1856,2.8992259260007813e-08,8.024643149973087e-08
1857,1.6597130780837688e-08,8.737901424638039e-08
1858,7.829881809584549e-08,1.4093786404600905e-07
1859,3.360834455179429e-08,7.994711936909482e-08
1860,1.876645361331697e-08,8.696649511641397e-08
1861,1.7920661843362495e-08,1.0186481369522937e-07
1862,2.5300723294208183e-08,2.435194597083523e-07
1863,1.9479021062807078e-08,1.3685260569218372e-07
1864,8.151037178549814e-09,1.2514240377292651e-07
1865,1.3179164537469035e-08,7.625087722340496e-08
1866,3.503241252644784e-08,1.4937432002426476e-07
1867,1.5043715606566366e-08,8.249779526181555e-08
1868,1.2349684830326169e-08,6.125443652305052e-08
1869,1.6115613732381462e-08,1.0548401441212718e-07
1870,1.490852596930381e-08,1.324565239713138e-07
1871,1.5931766128574054e-08,8.81557733478644e-08
1872,1.8746751706544273e-08,8.284855024243143e-08
1873,3.112722185560912e-08,8.021246261646908e-08
1874,2.3898437007119355e-08,7.886484065799948e-08
1875,2.7463329999033448e-08,1.0413179563073527e-07
1876,4.353130833578689e-08,6.469235946937602e-08
1877,8.040260901509555e-09,1.4534316961078986e-07
1878,2.355244521634603e-08,8.937850992651875e-08
1879,2.077170613290491e-08,8.91961482452075e-08
1880,2.6954953824542827e-08,8.150664809747354e-08
1881,2.9284532132578533e-08,7.809208568687609e-08
1882,2.6621540527571597e-08,7.720246486542237e-08
1883,1.895801765572358e-08,5.0554710639971745e-08
1884,2.3105939384038265e-08,9.110341725460103e-08
1885,2.6427105892512515e-08,5.220965004770761e-08
1886,1.677900662855336e-08,6.776136884933948e-08
1887,2.154545164501087e-08,3.52561941863172e-08
1888,1.9021844543942734e-08,5.6431472161833085e-08
1889,1.3156787381785051e-08,5.45066898283153e-08
1890,1.2453334363726754e-08,5.3090529583688095e-08
1891,2.6771723837804018e-08,3.5695633782140135e-08
1892,1.6298132621272998e-08,3.761107314481649e-08
1893,1.23168328869383e-08,2.586534897375259e-08
1894,1.827446460822557e-08,4.537108111435373e-08
1895,2.7083764564395096e-08,3.18986574932012e-08
1896,9.435246361988447e-09,3.420276761811891e-08
1897,9.322741689743452e-09,2.505486840220783e-08
1898,1.5277558773618694e-08,3.3384292663640736e-08
1899,1.9346524382513053e-08,4.69844163575317e-08
1900,1.9206896184620348e-08,3.166542383858939e-08
1901,6.147612641171918e-09,2.738482152153665e-08
1902,7.365425880312415e-09,2.8479647085077886e-08
1903,1.0800440541913758e-08,2.2680924693929683e-08
1904,1.2361637935498493e-08,3.6009989656804464e-08
1905,9.28936660926638e-09,3.4061011344732606e-08
1906,9.259531807970234e-09,3.343719967574543e-08
1907,1.7485666858885196e-08,6.942838837176168e-08
1908,1.7680999775393502e-08,3.487086286391161e-08
1909,1.9803540807217246e-08,5.831042615422888e-08
1910,1.6566866878342523e-08,3.740905329951971e-08
1911,2.2877608141236294e-08,3.5646507523523496e-08
1912,1.2502610502451716e-08,8.491356595641264e-08
1913,3.712092677687906e-08,4.9848104310967756e-08
1914,1.1384464038144415e-08,6.428874144148722e-08
1915,2.1205371680821372e-08,2.8273829388858474e-08
1916,1.2086208478478966e-08,2.746865557234912e-08
1917,1.864292187292449e-08,2.9609346086090227e-08
1918,1.8378202071289707e-08,1.722956355365568e-08
1919,1.2890987832747669e-08,4.235610262526279e-08
1920,1.2872794385998532e-08,3.634671186247829e-08
1921,3.634918854800162e-08,4.6951032506292734e-08
1922,2.87739485571592e-08,3.762747063928984e-08
1923,2.7601466001669905e-08,3.927900849021171e-08
1924,1.675911143195208e-08,5.1566498182609166e-08
1925,2.859526304632709e-08,6.048998013596929e-08
1926,3.343841470382358e-08,5.350146570215486e-08
1927,3.4562596340492746e-08,5.3516280407173156e-08
1928,2.5137291359556002e-08,3.1992914983902665e-08
1929,2.4508894691521732e-08,3.4535258208734376e-08
1930,2.6259009189288918e-08,5.0417296337812445e-08
1931,1.8248570654577634e-08,3.649714130915527e-08
1932,2.082311922890767e-08,3.0686703178517405e-08
1933,1.261772819560747e-08,2.0647192178202545e-08
1934,1.1981580172459871e-09,4.073737258636356e-08
1935,1.196828414151696e-08,3.2314365405738954e-08
1936,1.8187071404440758e-08,2.0612014761667297e-08
1937,1.510934133364117e-08,2.5182236740306507e-08
1938,1.5558256905023882e-08,3.241303758727554e-08
1939,6.117620188206274e-09,4.282334220562234e-08
1940,2.028626333583361e-08,2.7893612752905028e-08
1941,5.9030051957620344e-09,5.312704587367989e-08
1942,6.37184480734021e-08,8.49579322448335e-08
1943,1.1612940831184915e-08,3.193558839598154e-08
1944,1.927911696952833e-08,3.213186161588055e-08
1945,1.3071024262956144e-08,1.089252066321933e-08
1946,9.744772988540262e-09,5.0115975369635635e-08
1947,2.3841741692010032e-08,4.291513655552137e-08
1948,2.2830963786191205e-08,4.022598587560822e-08
1949,1.2762110479513922e-08,3.239612800243208e-08
1950,2.3397795700930146e-08,5.8494489252325366e-08
1951,1.2793681780642885e-08,6.290227205774102e-08
1952,1.7926166329118587e-08,4.2179214343462945e-08
1953,2.693456835345387e-08,2.0470271810957286e-08
1954,2.14995790059902e-08,2.73631017844167e-08
1955,1.595553333899602e-08,1.407841132561316e-08
1956,2.0058624983221307e-08,5.232684907596763e-08
1957,1.9437083054185678e-08,5.301022626413854e-08
1958,2.7298403371123214e-08,4.1361218006130684e-08
1959,2.1702094343822864e-08,2.945284249822322e-08
1960,3.114374991231017e-08,5.259833202320152e-08
1961,1.9454845512356655e-08,4.377340445671507e-08
1962,3.044139235131027e-08,6.088278325933061e-08
1963,2.0044765847160306e-08,4.849539947393566e-08
1964,2.068549243006146e-08,3.5287017530194476e-08
1965,2.2435377389218303e-08,3.173785262378104e-08
1966,1.2185964348709888e-08,5.095948940603279e-08
1967,1.5284040699725665e-08,7.39550314321491e-08
1968,2.290622133638287e-08,8.398947914933785e-08
1969,1.7712854627482955e-08,3.179230431693547e-08
1970,2.299362514279757e-08,4.5987251701129495e-08
1971,2.9288864888954436e-08,5.549469184185085e-08
1972,2.3598675014113724e-08,4.873639480873493e-08
1973,1.5436970424165253e-08,3.418186467207818e-08
1974,1.1813700295792984e-08,2.0814615142583648e-08
1975,1.4278700888326057e-08,4.0551510149811065e-08
1976,1.8854638628162945e-08,2.8567633481024757e-08
1977,1.410427652448476e-08,2.527016151887551e-08
1978,2.1386128423728223e-08,3.0297016673230814e-08
1979,2.6919078188747392e-08,3.2771050317847994e-08
1980,1.762396628635088e-08,3.52479344600809e-08
1981,1.771153890217647e-08,2.783241725978769e-08
1982,1.7381006189864934e-08,1.6760255405756652e-08
1983,1.3893695083311286e-08,1.4525227243211702e-08
1984,9.278413259927731e-09,4.1752862500743504e-08
1985,2.045289804186723e-08,1.6843562655743938e-08
1986,1.8582905048081244e-08,3.356911904006665e-08
1987,1.8332450224534114e-08,4.6442208745389735e-08
1988,1.2592763276586538e-08,2.5185526442150774e-08
1989,1.481792966107065e-08,3.292873462790169e-08
1990,1.7435683119515488e-08,3.3236769780842224e-08
1991,1.4653663449326615e-08,1.875668864670388e-08
1992,2.4794748032519465e-08,2.148878208707572e-08
1993,1.2186256725943423e-08,2.4926434250005514e-08
1994,1.4242301560329906e-08,2.5847139539791897e-08
1995,1.3013881861034804e-08,2.6570008415660595e-08
1996,1.4946657245218375e-08,2.6690461396583487e-08
1997,1.2466725429760572e-08,2.1097535385372623e-08
1998,1.5734826774860267e-08,4.291316235693898e-08
1999,1.919484465817689e-08,3.2448428749498603e-08
2000,2.2973763780242962e-08,2.209015759202515e-08
2001,1.3581756164171566e-08,2.1906059716192416e-08
2002,1.6648641576466616e-08,3.943099302627928e-08
2003,2.333476845084448e-08,2.6251614215766494e-08
2004,1.805964444656638e-08,3.2154974516362955e-08
2005,1.7114248795913056e-08,2.5671373582447643e-08
2006,1.4824404093172205e-08,3.582564395143706e-08
