year,ces_DET eaux_NOUN,ces_DET faux_ADJ
1912,2.426548405765061e-06,4.240468776117723e-07
1913,2.496117161854272e-06,4.857538691283025e-07
1914,2.4161852252291283e-06,4.2725224602691014e-07
1915,2.4197685775106947e-06,4.830112416698285e-07
1916,1.8436961539691765e-06,4.482884641276996e-07
1917,1.8083634216736755e-06,3.728584196949214e-07
1918,1.6138358915895878e-06,3.8249632794418176e-07
1919,1.8047382468466822e-06,4.060661034088753e-07
1920,1.7431277967716596e-06,4.111721914057398e-07
1921,1.7886829937197035e-06,3.7712282718871393e-07
1922,1.8894892406251529e-06,3.9103056792555435e-07
1923,2.1380519683589227e-06,4.172067704644178e-07
1924,2.1993111829488043e-06,3.957728615944234e-07
1925,2.2469277496384166e-06,4.465260126096382e-07
1926,1.992929526295484e-06,3.9345868430018527e-07
1927,2.012435089682185e-06,4.32589931875782e-07
1928,1.9767051071539754e-06,4.3761736634451154e-07
1929,1.8615619410411455e-06,3.7765977545234364e-07
1930,1.9463176670342364e-06,3.592232538096596e-07
1931,1.933207926185787e-06,3.80938924848806e-07
1932,2.095463457862934e-06,3.4303349849551523e-07
1933,2.1289549181346956e-06,2.982372038218273e-07
1934,1.7157622664853989e-06,3.055302943977267e-07
1935,1.6827407449682141e-06,3.7341045100447445e-07
1936,1.7495963220426347e-06,3.528291898646785e-07
1937,1.7186875993502326e-06,3.890655406735277e-07
1938,1.7127047868825684e-06,3.163512314330319e-07
1939,1.9224621610192116e-06,3.3493972040332665e-07
1940,1.856193136973161e-06,3.1190128879643453e-07
1941,1.6705504322089837e-06,4.3387088766166926e-07
1942,1.7325349119801103e-06,4.460291265218075e-07
1943,1.6083923242149467e-06,4.064529282032936e-07
1944,1.542329385983976e-06,3.823691585580491e-07
1945,1.1959987205045763e-06,3.9648774574629897e-07
1946,1.364268172210359e-06,4.774938737739376e-07
1947,1.2528835497960245e-06,4.863715350467146e-07
1948,1.5111924085431383e-06,4.620552438439063e-07
1949,1.4607708038738565e-06,3.642110115720243e-07
1950,1.54531807083913e-06,4.264779818186071e-07
1951,1.6077394207059115e-06,3.5715695290150506e-07
1952,1.7936711174115771e-06,3.574688420826533e-07
1953,1.7475147728873708e-06,3.3614340289034317e-07
1954,1.6183320070695117e-06,3.6256109225973887e-07
1955,1.7269518082230206e-06,4.4018501199616367e-07
1956,1.370091368357862e-06,3.7675331654440924e-07
1957,1.803231185704135e-06,3.268963979508044e-07
1958,1.6221869429955404e-06,3.5239756357441365e-07
1959,1.6276570136142254e-06,3.3018187295397183e-07
1960,1.5073575383439675e-06,3.3566040258392604e-07
1961,1.483432058080325e-06,4.0438287030042375e-07
1962,1.490993952302233e-06,4.5027891459881175e-07
1963,1.3889081884599364e-06,3.9572245569274855e-07
1964,1.3494241386524664e-06,4.897594614305945e-07
1965,1.313837643124316e-06,3.6991013985243626e-07
1966,1.270663730679189e-06,3.8385788769801366e-07
1967,1.4095829925508951e-06,5.088106433959183e-07
1968,1.3034089221264367e-06,4.428535902434305e-07
1969,1.3575314454783438e-06,4.950515872792494e-07
1970,1.6265690021555201e-06,3.9778971938631e-07
1971,1.172582244635123e-06,3.910320387490174e-07
1972,1.2240530224971735e-06,3.7552674214680337e-07
1973,1.139579254072487e-06,3.715899374867604e-07
1974,1.3748897487175782e-06,3.1784481180352486e-07
1975,1.2885099351933604e-06,3.175582889980433e-07
1976,1.20098334832619e-06,3.142439624070903e-07
1977,1.1935744339552912e-06,3.1852158954848164e-07
1978,1.1625737812437364e-06,3.891087274610072e-07
1979,1.0919782198470784e-06,3.4760721590032517e-07
1980,1.2041149375363602e-06,3.274646758200106e-07
1981,1.1234175900654009e-06,3.093193612357936e-07
1982,1.1937027153408053e-06,2.973393655736345e-07
1983,9.997145085094417e-07,3.081874275778773e-07
1984,1.1151493026773096e-06,3.589586281549373e-07
1985,1.13333112494729e-06,3.1220746166127356e-07
1986,9.878911768623766e-07,3.320944941265225e-07
1987,9.820082667033603e-07,2.9759678987772986e-07
1988,8.239265198994872e-07,3.483997907949288e-07
1989,1.0564635175569492e-06,3.490445692477806e-07
1990,1.007455573187599e-06,3.0076552448576876e-07
1991,8.674968583477494e-07,3.7161689192544145e-07
1992,9.080387783910737e-07,3.708192330975635e-07
1993,8.818418422151808e-07,3.5395536812643513e-07
1994,9.632016144678346e-07,3.360128282281494e-07
1995,8.50782512884507e-07,3.5788174201911715e-07
1996,8.220661911195748e-07,2.9946698276717143e-07
1997,7.216316006974921e-07,2.9632447429150943e-07
1998,7.776818620186532e-07,3.042066509806318e-07
1999,8.628539731603269e-07,2.988911482759704e-07
2000,9.255775808014732e-07,3.269343231693256e-07
2001,7.272811615166574e-07,3.566306325808455e-07
2002,7.29911484143031e-07,3.2727725951531283e-07
2003,7.550464431460568e-07,3.633556708848573e-07
2004,6.87587913716925e-07,3.5150234012348847e-07
2005,7.305082050379497e-07,3.3868195714603644e-07
2006,7.655157219232933e-07,3.47138108480749e-07
2007,7.014305865027382e-07,3.11569394284561e-07
2008,7.518638440728864e-07,2.9631778986072277e-07
2009,7.762617286743989e-07,3.5761443228921053e-07
2010,9.041339552595673e-07,3.8262724544324556e-07
2011,8.932798465366432e-07,3.2733201038581683e-07
2012,9.821269344456596e-07,3.7753161308273775e-07
2013,8.863839155992537e-07,3.4752498834222934e-07
2014,1.0214405179453934e-06,4.18797096557455e-07
2015,9.730766024063087e-07,3.945504225555396e-07
2016,1.2668315463315594e-06,4.254532441905212e-07
2017,9.199590635944332e-07,3.4086534839161686e-07
2018,9.626289099173846e-07,3.459165291985755e-07
2019,9.295799188180354e-07,3.862195541159963e-07
