year,dents_NOUN in_ADJ,dents_NOUN fines_ADJ
1851,6.449438760824933e-10,2.0638204034639784e-08
1852,1.9531636308300904e-09,4.8829090104618444e-08
1853,3.5831591027601917e-09,3.2845626662947325e-08
1854,1.558699391779328e-09,3.16935526711859e-08
1855,1.5920811335945473e-09,2.4411910715116392e-08
1856,0.0,3.675804194358534e-08
1857,9.763018171682347e-10,4.8326938895115745e-08
1858,0.0,2.1532174210303623e-08
1859,0.0,2.34239969643113e-08
1860,4.577183909670879e-10,5.6757080812985805e-08
1861,4.715963730639317e-10,3.678451676591976e-08
1862,0.0,3.7499287230957634e-08
1863,0.0,3.296449690992631e-08
1864,5.274200631788517e-09,2.6371003158942585e-08
1865,4.706844358715045e-10,2.4475590554295934e-08
1866,0.0,2.7247432143884254e-08
1867,4.85281148598915e-10,7.76449837758264e-08
1868,4.93987406535723e-10,6.668830110356794e-08
1869,0.0,2.9789466893248573e-08
1870,5.734048791339319e-10,4.472558234880353e-08
1871,2.1242354542039266e-09,5.2043770182308435e-08
1872,0.0,4.475031190054324e-08
1873,0.0,7.542365326740352e-08
1874,1.7923826867161097e-09,4.540702791544504e-08
1875,5.721527140956084e-10,6.694186538425129e-08
1876,1.813804439976252e-09,3.9903696347209916e-08
1877,6.184815992682502e-10,9.895705943563371e-08
1878,2.4156354694326865e-09,8.333942314031617e-08
1879,0.0,9.286174196265762e-08
1880,0.0,1.9189360589422222e-07
1881,0.0,2.0150547186403855e-07
1882,0.0,1.9899601966244518e-07
1883,0.0,2.034827129016037e-07
1884,0.0,8.582205879292815e-08
1885,1.2891271383708158e-09,3.93183761104865e-08
1886,0.0,3.4203360144147155e-08
1887,0.0,4.439668860323209e-08
1888,0.0,6.40402100238191e-08
1889,6.265136742733546e-10,5.074760656142985e-08
1890,0.0,2.3595791986963377e-08
1891,6.374220040683554e-10,5.5455716019281454e-08
1892,0.0,7.898325882216284e-08
1893,0.0,3.263960834942736e-08
1894,6.301539290376468e-10,4.2850468284783005e-08
1895,6.018614495673091e-10,2.347259631108045e-08
1896,0.0,3.833068973335685e-08
1897,0.0,6.467652013952829e-08
1898,1.13167097914868e-09,4.9793522638452714e-08
1899,5.527578395003729e-10,2.8743407654019393e-08
1900,0.0,4.7238585043629655e-08
1901,5.588738916095792e-10,5.86817600067846e-08
1902,4.910283846193408e-10,4.95938657363304e-08
1903,0.0,4.37417833065723e-08
1904,5.374625189347171e-10,4.83716249277677e-08
1905,0.0,3.612531163099675e-08
1906,0.0,3.961022088105892e-08
1907,0.0,3.5485619775954547e-08
1908,0.0,2.8486056180554442e-08
1909,5.500983557560346e-10,5.555993354278144e-08
1910,0.0,3.0461659639158256e-08
1911,0.0,3.192224518056008e-08
1912,2.6047106693738442e-09,2.3442395302719632e-08
1913,1.590896969716482e-09,1.378777320093505e-08
1914,6.696743715117748e-10,2.8795998474606677e-08
1915,0.0,5.183535378705528e-08
1916,0.0,1.538244731591476e-08
1917,0.0,1.0966424213165737e-08
1918,0.0,8.040463406189247e-09
1919,0.0,1.6574126959767455e-08
1920,7.572231730534895e-10,4.619061400035207e-08
1921,0.0,2.4232791773215467e-08
1922,0.0,1.770704471937279e-08
1923,0.0,3.078624999375279e-08
1924,0.0,3.9964035636330664e-08
1925,0.0,2.4195990988573612e-08
1926,0.0,4.56991671171636e-08
1927,0.0,6.243566019747959e-08
1928,0.0,2.2852082892654835e-08
1929,0.0,4.121950203384017e-08
1930,0.0,1.995684684175103e-08
1931,1.1405356659111021e-09,3.079446297959976e-08
1932,0.0,2.739884241709234e-08
1933,0.0,1.9500125958415992e-08
1934,0.0,5.511526879331541e-08
1935,0.0,4.0692164304800826e-08
1936,0.0,3.6374142808881516e-08
1937,0.0,1.6368453259474336e-08
1938,0.0,2.463390735840676e-08
1939,0.0,1.988226472349197e-08
1940,0.0,5.325144059042941e-08
1941,0.0,4.132103725851266e-08
1942,0.0,4.5513175450651033e-08
1943,0.0,5.8064703267746154e-08
1944,0.0,7.390327994016843e-08
1945,0.0,6.317661549459785e-08
1946,0.0,3.480276067335808e-08
1947,0.0,3.457052732969146e-08
1948,0.0,1.108932536908469e-07
1949,0.0,5.0066742640630935e-08
1950,0.0,3.616023036556726e-08
1951,0.0,7.78282358560034e-08
1952,0.0,7.697706827514139e-08
1953,1.0773827385790469e-09,1.0235136072012097e-07
1954,0.0,7.036226090662012e-08
1955,9.385607846468247e-10,4.3173794317397096e-08
1956,0.0,3.401245152190313e-08
1957,8.835037701437898e-10,7.156380377182359e-08
1958,8.272243445794913e-10,8.603133139217789e-08
1959,7.750747821333448e-10,3.487836619520124e-08
1960,6.920833350854139e-10,2.9759583242139342e-08
1961,0.0,4.0299324044479334e-08
1962,1.2683912808952869e-09,2.4733629921946942e-08
1963,0.0,2.8450633848819962e-08
1964,0.0,3.1028239311226e-08
1965,5.472043373977442e-10,3.775710055720083e-08
1966,5.539074754423723e-10,5.2621210500092275e-08
1967,0.0,2.3665609916179164e-08
1968,0.0,2.8295920689869192e-08
1969,4.5417578031781147e-10,3.996746877898971e-08
1970,9.197450023812337e-10,2.0234390163409444e-08
1971,5.138397485282553e-10,4.5731738618215445e-08
1972,1.0260293725750103e-09,4.5658306635498747e-08
1973,1.6539611902288698e-09,3.087394162548662e-08
1974,0.0,2.025205780853412e-08
1975,0.0,2.4559365652265797e-08
1976,0.0,1.0284348372913144e-08
1977,0.0,2.1156414231615628e-08
1978,5.940591352171509e-10,1.544553740462362e-08
1979,5.851973350345929e-10,1.5800328379000916e-08
1980,5.685150683554241e-10,1.591842213599648e-08
1981,0.0,2.2771977692404022e-08
1982,0.0,1.3656505259973528e-08
1983,0.0,2.0209012019378747e-08
1984,2.8995041922996734e-09,3.015484395518797e-08
1985,0.0,1.4437339324047116e-08
1986,0.0,4.076250281759286e-08
1987,6.110816852533674e-10,6.233033156277656e-08
1988,0.0,1.9788627569905515e-08
1989,0.0,2.0854864501984594e-08
1990,0.0,1.7980548217000347e-08
1991,0.0,1.875668864670388e-08
1992,5.509944167592096e-10,2.5896737865238606e-08
1993,0.0,3.046564184261413e-08
1994,0.0,1.6352272369513088e-08
1995,0.0,1.5616658544104212e-07
1996,0.0,4.644140094711702e-08
1997,0.0,2.4453961078307884e-08
1998,0.0,1.0489884516573511e-08
1999,4.570201161957499e-10,1.4167623740846125e-08
2000,4.4180314962005696e-10,1.54631105697689e-08
2001,4.3812117822561447e-10,8.762423675534592e-09
2002,0.0,1.7086763559603924e-08
2003,0.0,1.833446089394286e-08
2004,0.0,9.690540814233373e-09
2005,0.0,6.7556245042510454e-09
2006,0.0,1.1530091548195287e-08
2007,3.994479469415779e-10,1.3581230362547103e-08
2008,0.0,1.4475294740634581e-08
2009,9.53638501499654e-10,1.3350939020995156e-08
2010,0.0,1.795041271179798e-08
2011,0.0,1.6825476123472072e-08
2012,0.0,2.519147024315771e-08
2013,0.0,2.0639525644128298e-08
2014,0.0,2.381989668009954e-08
2015,0.0,2.21657536769726e-08
2016,0.0,2.6720286427917017e-08
2017,0.0,1.8363962794865074e-08
2018,0.0,2.220061290358899e-08
2019,0.0,2.602007498353487e-08
