year,mes_DET oies_NOUN,mes_DET foies_NOUN
1990,3.269190529398003e-09,3.2691906959314565e-09
1991,1.0550637363770932e-08,5.861465202094962e-10
1992,7.713921945651236e-09,2.2039776670368383e-09
1993,2.7696036575264316e-09,0.0
1994,6.85740436656701e-09,0.0
1995,3.79571546416102e-09,0.0
1996,1.6014276571496566e-09,0.0
1997,2.3974471297094624e-09,9.58978896292706e-10
1998,2.3840646123929332e-09,0.0
1999,3.656160929565999e-09,1.3710603763428253e-09
2000,4.418031274155965e-09,4.4180314962005696e-10
2001,1.2267393101339508e-08,0.0
2002,8.324320788233308e-09,0.0
2003,9.583922655487243e-09,8.333845835650777e-10
2004,2.642874807889939e-09,8.809582507929292e-10
2005,6.305249211635555e-09,0.0
2006,7.000412693969338e-09,4.1178899179428186e-10
2007,2.7961355453243186e-09,7.988958938831558e-10
2008,2.554463751636149e-09,1.2772318758180745e-09
2009,5.721830786953319e-09,4.76819250749827e-10
2010,6.140930985942816e-09,0.0
2011,8.41273803398046e-09,1.529588788962144e-09
2012,9.531907513293802e-09,1.3617010852229328e-09
2013,1.3945625543243523e-08,5.578250084070646e-10
2014,1.6240839117998007e-08,2.165445156521173e-09
2015,8.866302025900552e-09,8.866301581811342e-10
2016,8.07822619908194e-09,1.4499380585064614e-09
2017,7.043711836018929e-09,1.509366853724714e-09
2018,1.523065362718512e-08,1.5488800242380307e-09
2019,1.122434611922074e-08,7.65296326310505e-10
