year,planches_NOUN in_ADJ,planches_NOUN fines_ADJ
1910,7.21460309272004e-08,0.0
1911,6.118430206925041e-08,5.320374141248863e-10
1912,6.459682211357176e-08,5.209421227725386e-10
1913,6.628737025948794e-08,1.590896969716482e-09
1914,4.68772043404897e-08,0.0
1915,5.301343009023185e-08,0.0
1916,2.0876177231343718e-08,0.0
1917,3.5092558192673096e-08,0.0
1918,5.972916028440522e-08,0.0
1919,4.327688785110695e-08,0.0
1920,5.1491177543994127e-08,7.572231730534895e-10
1921,3.0290991048786964e-08,7.572747429129834e-10
1922,3.32007097370024e-08,0.0
1923,3.3971035318103304e-08,0.0
1924,3.2229060309418855e-08,1.289162443462999e-09
1925,4.399271191779519e-08,0.0
1926,5.795991953050361e-08,1.1146138456652466e-09
1927,6.466550672712401e-08,0.0
1928,5.370239342106231e-08,0.0
1929,1.4148315585771343e-07,1.1140406375176326e-09
1930,1.460000902397951e-07,2.100720708497761e-09
1931,3.763767608688795e-08,2.2810713318222042e-09
1932,6.02774505864545e-08,0.0
1933,6.997103696448903e-08,0.0
1934,6.470052937856963e-08,0.0
1935,4.308582290946106e-08,0.0
1936,5.334874497719966e-08,0.0
1937,5.0364471260166965e-08,0.0
1938,3.759912203804561e-08,1.2965214457594243e-09
1939,1.6823456405745674e-08,0.0
1940,1.2678914584896006e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,3.193558839598154e-08,0.0
1944,3.855823393905666e-08,0.0
1945,2.3963544037997053e-08,2.178504043826024e-09
1946,2.0881657292193267e-08,1.3921104269343232e-09
1947,1.6689218895749036e-08,3.5762612871081956e-09
1948,2.717971980814582e-08,0.0
1949,1.47255123650325e-08,0.0
1950,2.5524867552917385e-08,1.0635361480382244e-09
1951,3.6248767543156646e-08,0.0
1952,1.5817205323287453e-08,1.0544803918932644e-09
1953,1.939288907237824e-08,0.0
1954,2.247683283940205e-08,1.9545072227344917e-09
1955,2.5341142073642686e-08,0.0
1956,2.52913103793162e-08,0.0
1957,1.6786572132332367e-08,3.534015080575159e-09
1958,3.14345241503311e-08,0.0
1959,2.6352543258667538e-08,7.750747821333448e-10
1960,2.906750090625465e-08,3.460416619915918e-09
1961,1.1811870925804158e-08,0.0
1962,5.644341172228451e-08,0.0
1963,4.46157678579695e-08,0.0
1964,3.954579586018525e-08,1.8251904432275978e-09
1965,3.9945915575323454e-08,0.0
1966,3.988133945309613e-08,1.1078149508847446e-09
1967,2.613077793034435e-08,0.0
1968,2.4702787787544978e-08,0.0
1969,2.2254612375149918e-08,0.0
1970,4.460763136648893e-08,0.0
1971,1.490135304038631e-08,0.0
1972,2.7189778595282377e-08,0.0
1973,2.536073751002732e-08,0.0
1974,2.418995848074701e-08,0.0
1975,1.31364044086979e-08,5.711480177694739e-10
1976,3.142439725101198e-08,0.0
1977,1.8805701551549703e-08,0.0
1978,1.6633656230169436e-08,5.940591352171509e-10
1979,2.63338808537128e-08,2.3407893401383717e-09
1980,1.0801786132219604e-08,0.0
1981,2.71998629175485e-08,0.0
1982,1.1173503899897241e-08,1.2415004579935385e-09
1983,8.209910973278056e-09,1.2630632095778083e-09
1984,1.0438215625185876e-08,0.0
1985,1.2632671464452017e-08,0.0
1986,1.1389522214244607e-08,1.1988970927134801e-09
1987,2.688759437319277e-08,0.0
1988,1.139345240375178e-08,0.0
1989,5.488121956886971e-09,5.488122178931576e-10
1990,7.083246433836621e-09,0.0
1991,5.861465368628416e-09,5.861465202094962e-10
1992,3.856960972825618e-09,0.0
1993,5.539207315052863e-09,0.0
1994,2.637463358823311e-09,5.274926606624319e-10
1995,1.2471637056421514e-08,0.0
1996,1.3345230698291743e-08,0.0
1997,5.274384040632185e-09,0.0
1998,4.291316191284977e-09,2.3840645013706308e-09
1999,1.1425503126938352e-08,9.140402323914998e-10
2000,7.95245647111642e-09,4.4180314962005696e-10
2001,4.8193330159929104e-09,1.7524847129024579e-09
2002,7.009954394732176e-09,4.38122149670761e-10
2003,5.0003075569016175e-09,2.9168460979889232e-09
2004,6.607186797680242e-09,2.2023955992267474e-09
2005,2.702249757291497e-09,9.007499190971657e-10
2006,8.647569216257978e-09,1.6471559671771274e-09
2007,5.991719120856942e-09,2.7961355453243186e-09
2008,3.8316958494988285e-09,1.2772318758180745e-09
2009,6.198650259747751e-09,1.430457752249481e-09
2010,2.3618964561933353e-09,1.4171379625338432e-09
2011,2.2943831279320648e-09,3.4415748029203996e-09
2012,2.0425516833455504e-09,1.3617010852229328e-09
2013,1.3945624655065103e-09,3.3469500504423877e-09
2014,1.0827225782605865e-09,1.2992671383216248e-09
2015,8.866301581811342e-10,1.329945265027277e-09
2016,5.3854840587064245e-09,1.2428040818690533e-09
2017,1.0062445321423752e-09,2.264050280587071e-09
2018,2.8396134332808742e-09,2.323319980845895e-09
2019,3.06118530524202e-09,2.2958890344426663e-09
