year,beaux_ADJ oeufs_NOUN,beaux_ADJ feux_NOUN
1800,0.0,4.7162465932615305e-08
1801,0.0,2.3573707608193217e-07
1802,0.0,2.4616241489638924e-08
1803,0.0,7.801356893821776e-09
1804,0.0,1.9774807569206132e-08
1805,2.842877711017877e-09,1.7057265822018053e-08
1806,0.0,7.780506905419315e-08
1807,0.0,6.263301344233696e-08
1808,0.0,3.3991110370834576e-08
1809,0.0,1.8072244145628247e-08
1810,0.0,2.3401266702194334e-08
1811,0.0,3.760615285841595e-08
1812,0.0,1.3336041604361526e-08
1813,0.0,6.614205716459765e-08
1814,0.0,9.440030979135372e-09
1815,0.0,1.3486118000116676e-08
1816,0.0,9.270415546325239e-09
1817,0.0,1.2454987086130132e-07
1818,0.0,7.27191817873063e-08
1819,0.0,6.107119787657211e-08
1820,0.0,3.797273961936298e-08
1821,0.0,7.297501269931672e-08
1822,0.0,6.416394171537831e-08
1823,0.0,1.087095569118901e-07
1824,0.0,9.515857612996115e-08
1825,0.0,4.0505039322624725e-08
1826,0.0,9.336463335785083e-08
1827,0.0,3.410390903013649e-08
1828,0.0,3.8523666034961934e-08
1829,0.0,1.0459275046059702e-07
1830,0.0,4.174734158368665e-08
1831,0.0,2.494592976631793e-08
1832,0.0,4.058990654698391e-08
1833,0.0,3.59092489077284e-08
1834,0.0,2.240287422239362e-08
1835,7.563087933704082e-10,3.554651328840919e-08
1836,0.0,2.688300071440608e-08
1837,0.0,5.914207434898344e-08
1838,0.0,6.754013526233393e-08
1839,0.0,1.8177836125232716e-08
1840,0.0,2.93005673057678e-08
1841,1.2841097074556274e-09,3.0818632978935057e-08
1842,0.0,2.750388716776797e-08
1843,0.0,3.2488010504039266e-08
1844,0.0,2.9089374464774664e-08
1845,0.0,4.631589334280761e-08
1846,0.0,2.4588905134237393e-08
1847,0.0,2.9123407685460734e-08
1848,0.0,3.137636639394259e-08
1849,0.0,1.1731181359664333e-08
1850,0.0,3.530277936647508e-08
1851,0.0,1.9348316726564008e-08
1852,0.0,2.929745512858517e-08
1853,5.971931837933653e-10,4.001194398028929e-08
1854,5.195664454227256e-10,5.5593609715742787e-08
1855,0.0,4.086341576226005e-08
1856,0.0,1.4496129630003907e-08
1857,4.881509085841174e-10,3.417056504417815e-08
1858,4.893676019968041e-10,4.159624467092726e-08
1859,5.092173349652285e-10,3.666364989385329e-08
1860,0.0,3.249800428761773e-08
1861,4.715963730639317e-10,2.4994607272788016e-08
1862,0.0,9.71367057900352e-08
1863,9.989241656072068e-10,3.3963420520422005e-08
1864,9.589455896019672e-10,3.5960461275408306e-08
1865,0.0,2.2592853810010638e-08
1866,0.0,2.2868380966656332e-08
1867,0.0,2.91168689159349e-08
1868,0.0,2.9639243948054173e-08
1869,0.0,3.7603097524652185e-08
1870,0.0,2.695002976338401e-08
1871,0.0,2.0180236148803488e-08
1872,0.0,1.8746751706544273e-08
1873,0.0,4.549363552541763e-08
1874,1.1949218281515073e-09,2.3898437007119355e-08
1875,0.0,2.4030413214859436e-08
1876,0.0,3.808989390563511e-08
1877,0.0,2.6594708657512456e-08
1878,0.0,2.1740719446938783e-08
1879,0.0,4.581993806596074e-08
1880,0.0,3.8507078414795615e-08
1881,0.0,2.3009274485730202e-08
1882,0.0,3.0614771162618126e-08
1883,6.319338941018771e-10,3.349249766415596e-08
1884,6.601696966868076e-10,1.9805090900604227e-08
1885,0.0,1.5469526104539e-08
1886,0.0,5.743582676132064e-08
1887,6.528924623161458e-10,1.3057849024278312e-08
1888,0.0,2.9166827175686194e-08
1889,6.265136742733546e-10,1.8795409673089125e-08
1890,1.3108772956016423e-09,2.6217545467943637e-08
1891,0.0,3.569563133964948e-08
1892,6.268512375839919e-10,1.0656471260972467e-08
1893,0.0,1.847524977449666e-08
1894,0.0,3.0247388593807045e-08
1895,0.0,1.9259566386153892e-08
1896,0.0,2.94851449922362e-08
1897,0.0,3.088158351260972e-08
1898,0.0,9.05336783318944e-09
1899,0.0,1.6582735185011188e-08
1900,0.0,2.3359739032002835e-08
1901,5.588738916095792e-10,1.5648469187112823e-08
1902,0.0,2.1605249145295602e-08
1903,0.0,1.4040573148577096e-08
1904,1.0749250378694342e-09,1.827372564378038e-08
1905,0.0,1.186974607492175e-08
1906,0.0,2.623534101076075e-08
1907,1.5428529565042481e-09,1.2342823652033985e-08
1908,9.822778146428846e-10,2.6030361865991836e-08
1909,1.6502950117569526e-09,1.8153246017504898e-08
1910,0.0,3.90122991689168e-08
1911,5.320374141248863e-10,1.4365010514438836e-08
1912,5.209421227725386e-10,2.7609932118366487e-08
1913,0.0,2.5454351515463713e-08
1914,6.696743715117748e-10,1.7411533548283842e-08
1915,1.1780761921542648e-09,2.3561524287174507e-08
1916,0.0,1.3184954461564757e-08
1917,0.0,1.2063066989753679e-08
1918,0.0,1.4932290071101306e-08
1919,1.8415696745321952e-09,2.4861190439651182e-08
1920,0.0,3.558949046578164e-08
1921,0.0,3.862101038976107e-08
1922,2.2133805899215986e-09,3.541408943874558e-08
1923,1.0615948120573648e-09,2.653987074552333e-08
1924,0.0,3.480738541838946e-08
1925,0.0,3.519416935660047e-08
1926,2.229227691330493e-09,3.1209186346359274e-08
1927,1.1149224876660924e-09,3.0102906833917586e-08
1928,1.1426041224282812e-09,3.5420729460611255e-08
1929,0.0,1.893869061575515e-08
1930,2.100720708497761e-09,2.2057568216382606e-08
1931,1.1405356659111021e-09,3.649714130915527e-08
1932,0.0,2.9590749406338546e-08
1933,1.1470662197865522e-09,1.8353059516584835e-08
1934,4.7926320689839486e-09,2.036868629318178e-08
1935,2.393656828303392e-09,1.555876849579363e-08
1936,0.0,1.4549657478823974e-08
1937,2.5182236296217297e-09,2.6441348666139675e-08
1938,0.0,2.2040865133021725e-08
1939,0.0,3.8235125288110794e-08
1940,0.0,2.028626333583361e-08
1941,0.0,3.5418032950929046e-08
1942,0.0,2.730790527039062e-08
1943,2.9032352077962287e-09,2.0322646676618206e-08
1944,3.2131861615880553e-09,2.2492303131116387e-08
1945,0.0,4.1391576388605245e-08
1946,0.0,1.9489545977080525e-08
1947,0.0,3.9338875268413176e-08
1948,1.0871887834440486e-09,2.5005341797168512e-08
1949,9.817008317369869e-10,7.853606653895895e-09
1950,0.0,4.4668517773516214e-08
1951,1.0661401761424827e-09,1.7058242818279723e-08
