year,beaux_ADJ oeufs_NOUN,beaux_ADJ feux_NOUN
1952,2.1089607837865287e-09,3.690681538159879e-08
1953,0.0,1.939288907237824e-08
1954,9.772536113672459e-10,3.8112890621277984e-08
1955,9.385607846468247e-10,1.783265446420046e-08
1956,2.616342476002842e-09,2.441919733087161e-08
1957,8.835037701437898e-10,2.9155623693100097e-08
1958,0.0,1.9026160202884057e-08
1959,3.100299128533379e-09,1.5501495198577686e-08
1960,2.076250060767393e-09,3.668041514970355e-08
1961,2.779263708063695e-09,3.404598203360365e-08
1962,6.341956404476434e-10,2.1562652108286784e-08
1963,0.0,2.9743844720542256e-08
1964,6.083968329129164e-10,2.007709554163739e-08
1965,0.0,3.0643441562006046e-08
1966,4.985167390003653e-09,1.4401594583546284e-08
1967,0.0,1.824224149515885e-08
1968,1.3474247273492779e-09,4.2668450106475575e-08
1969,4.5417578031781147e-10,1.7712855182594467e-08
1970,9.197450023812337e-10,2.0694262303777577e-08
1971,0.0,2.8261185391897925e-08
1972,5.130146862875051e-10,2.3085661382538092e-08
1973,1.102640756478479e-09,2.260413545229767e-08
1974,0.0,1.3501372464475025e-08
1975,5.711480177694739e-10,1.770558810676448e-08
1976,0.0,1.542652228181396e-08
1977,5.876781838942691e-10,1.23412418062685e-08
1978,5.940591352171509e-10,2.198018833610149e-08
1979,5.851973350345929e-10,1.0533551808578068e-08
1980,5.685150683554241e-10,2.38776323158163e-08
1981,0.0,2.0874313833019187e-08
1982,0.0,1.6139505731871395e-08
1983,6.315316047889041e-10,1.8314416649900522e-08
1984,5.799008495621649e-10,1.5657322549600394e-08
1985,3.609334831011779e-09,9.02333674446254e-09
1986,0.0,2.3977941410180392e-08
1987,0.0,2.749867533680117e-08
1988,2.99827696004229e-09,3.358070088665954e-08
1989,1.6464366536794728e-09,1.3720305780395847e-08
1990,5.44865097484859e-10,1.8525414091641323e-08
1991,2.344586080837985e-09,8.20605094986604e-09
1992,0.0,2.2039776226279173e-08
1993,0.0,1.4955860550003308e-08
1994,5.274926606624319e-10,1.0549853435293244e-08
1995,2.1689803286761844e-09,1.572510655023507e-08
1996,1.6014276571496566e-09,7.473328622609188e-09
1997,4.79489448146353e-10,1.6302641014931396e-08
1998,9.536258449571733e-10,7.629006759657386e-09
1999,9.140402323914998e-10,1.553868322901053e-08
2000,4.4180314962005696e-10,1.192868470667463e-08
2001,1.3143635069212678e-09,6.571817756650944e-09
2002,0.0,1.4019908789464353e-08
2003,0.0,1.0417307017007715e-08
2004,1.3214374039449694e-09,1.1011977996133737e-08
2005,0.0,1.7564623533417034e-08
2006,4.1178899179428186e-10,1.4000825387938676e-08
2007,0.0,1.4380126422963713e-08
2008,8.514879357157668e-10,1.4475294740634581e-08
2009,0.0,1.192048149079028e-08
2010,4.723793023408973e-10,1.1337103700270745e-08
2011,0.0,8.030340836739924e-09
2012,0.0,1.0893608681783462e-08
2013,2.789125042035323e-10,1.3666713094551142e-08
2014,0.0,2.013864097705209e-08
2015,4.433150790905671e-10,2.8593822420930337e-08
2016,2.0713400439298368e-10,2.1541936234825698e-08
2017,2.515611330355938e-10,1.1320251402935355e-08
2018,1.0325866828253538e-09,1.3423626654684995e-08
2019,2.55098775436835e-10,1.9642605764147447e-08
