year,leurs_DET âmes_NOUN,leurs_DET ames_NOUN,leurs_DET femmes_NOUN
1859,2.002751784857537e-06,1.3137807153285053e-07,5.249521365158216e-06
1860,1.8070721843344018e-06,1.0252891699535915e-07,5.062365303842853e-06
1861,1.9146812668680013e-06,1.4572327922124373e-07,4.646167667488044e-06
1862,1.8840003122022608e-06,1.4909355372516586e-07,4.678374807554064e-06
1863,1.8430151023096641e-06,1.578300213300743e-07,4.571576610601369e-06
1864,1.8555597591785045e-06,1.6302075156460205e-07,4.464371315293647e-06
1865,1.873794737150547e-06,1.7791871886885247e-07,4.4973897104227945e-06
1866,1.947218194686684e-06,1.153150238630829e-07,4.459334121520442e-06
1867,1.6358827856777225e-06,8.346835578265654e-08,4.147698049905557e-06
1868,1.599531174178992e-06,1.2399084114989023e-07,4.23446006436734e-06
1869,1.7087433015205988e-06,8.204312462734009e-08,4.337053326253226e-06
1870,1.5997995674865706e-06,8.142349461337517e-08,4.324619695239562e-06
1871,1.100353969718526e-06,7.328612317003547e-08,3.9415188126668e-06
1872,1.4332194666621945e-06,9.978110149244657e-08,4.249465092698301e-06
1873,1.3947390016255667e-06,1.0774808351099452e-07,3.971115432932493e-06
1874,1.4327112332068737e-06,9.559374530843101e-08,3.988051531678138e-06
1875,1.360579162223985e-06,1.602027601133038e-07,4.078304485233275e-06
1876,1.2684538646112742e-06,1.052006610713363e-07,4.645757783805493e-06
1877,1.4138489596859927e-06,1.4905406864329507e-07,4.1834096435877655e-06
1878,1.162524533526721e-06,1.4856158414566778e-07,4.1410032167732425e-06
1879,1.438746085824505e-06,1.539549978613053e-07,4.955273638529434e-06
1880,1.2578978498822835e-06,8.40737852669804e-08,3.937990484814691e-06
1881,1.156738974827931e-06,1.0528486044103502e-07,3.87113614408463e-06
1882,1.317766272990184e-06,9.117877586284351e-08,3.920687390746025e-06
1883,1.2347988729288772e-06,9.036654724514648e-08,3.5470449617491795e-06
1884,1.2239546443026939e-06,1.0694749263961967e-07,3.867274145363808e-06
1885,1.101559185201495e-06,5.736615876772433e-08,3.7139751896120288e-06
1886,1.2093791070810767e-06,7.937760482246148e-08,3.668794263944619e-06
1887,1.216338628040603e-06,7.051238765098944e-08,3.4779582023247713e-06
1888,1.3315290807724978e-06,8.179392674279029e-08,3.1848908506049156e-06
1889,1.3238233407264488e-06,1.209171417992927e-07,3.458355422480963e-06
1890,1.2086288343482465e-06,1.1011369310809371e-07,3.2627735464529906e-06
1891,1.237236137541231e-06,1.038997901048333e-07,3.3796115559425743e-06
1892,1.244926615129316e-06,7.208789098989143e-08,3.255238425481366e-06
1893,1.2649387635121911e-06,8.991288336090975e-08,3.16850537984692e-06
1894,1.270390320939896e-06,1.329624805812557e-07,2.8243499556879215e-06
1895,1.590117982175343e-06,1.3421510480782217e-07,3.302413759342926e-06
1896,1.3398049603097206e-06,9.022454150464654e-08,2.9278749877903465e-06
1897,1.38442716490772e-06,7.050323302948414e-08,2.9407423483007733e-06
1898,1.320660025783127e-06,8.883617352850592e-08,2.891985140252018e-06
1899,1.3846583613030816e-06,7.793885536955258e-08,2.9108227082019766e-06
1900,1.5920959484105879e-06,5.0353213154608056e-08,3.1037306484904548e-06
1901,1.3502393230169218e-06,6.81826142767683e-08,2.8519335586452144e-06
1902,1.3719333580297643e-06,6.137854857701797e-08,2.5037536772742897e-06
1903,1.4856005527974503e-06,7.236295007650995e-08,2.772473180812085e-06
1904,1.318933072980144e-06,5.96583396017536e-08,2.753957986101341e-06
1905,1.4914593222670192e-06,4.8511136441220515e-08,2.7677151734906147e-06
1906,1.46866468142548e-06,5.761486576716379e-08,2.9918577482135333e-06
1907,1.4219961812500514e-06,5.8628414900674386e-08,2.653707092292734e-06
1908,1.3540699299596781e-06,7.317969785702871e-08,2.868742470241159e-06
1909,1.5039689387208455e-06,4.290767208203761e-08,2.560157724929013e-06
1910,1.5027751949503454e-06,6.519863859910657e-08,2.6159617831922333e-06
1911,1.423200096439814e-06,7.608134722225657e-08,2.9251417714704075e-06
1912,1.3367375188977348e-06,5.209421310992113e-08,2.4932288908985356e-06
1913,1.411125563066662e-06,3.977242246655521e-08,2.437254046583348e-06
1914,1.5389117606900982e-06,1.0513887893637275e-07,2.6057030524384572e-06
1915,1.7317720413245752e-06,3.180805707714285e-08,3.092449908592698e-06
1916,1.8909422436763634e-06,3.186364039287071e-08,2.696323164741443e-06
1917,1.768884231978518e-06,5.2638837289009643e-08,2.750379337612685e-06
1918,1.7275510231229418e-06,2.9864577477667353e-08,2.4029500167443985e-06
1919,1.6537295124408047e-06,1.8415696523277347e-08,2.2899919400742874e-06
1920,1.372088334505861e-06,5.4520069348029665e-08,2.304230186211953e-06
1921,1.4925885345462575e-06,2.877644034171567e-08,2.1324856263049696e-06
1922,1.4372217869151882e-06,4.3529819471199716e-08,2.4214384666265687e-06
1923,1.347163774312321e-06,7.00652584839645e-08,2.44272963811909e-06
1924,1.5276574885092487e-06,5.156649751647535e-08,2.3720589368281253e-06
1925,1.6508265474612926e-06,7.698724391325129e-08,2.3206154722288375e-06
1926,1.3353074024280431e-06,6.018914844307943e-08,2.3752421896006126e-06
1927,1.3602054096395477e-06,3.567751982735956e-08,2.7493987744264814e-06
1928,1.118609439743068e-06,6.170062416543942e-08,2.088680318479419e-06
1929,1.0939878869464792e-06,5.013182802215965e-08,2.506591513906642e-06
1930,1.0629646922666325e-06,4.306477274784726e-08,2.488303735503905e-06
1931,1.0789467843608236e-06,7.641589050422226e-08,2.3974058578346558e-06
1932,1.0564993857542504e-06,7.12369884192654e-08,2.071352447785557e-06
1933,9.704179966263382e-07,5.5059179437932926e-08,1.9282183387758778e-06
1934,1.0423974856621498e-06,4.7926320689839486e-08,2.2393573857470983e-06
1935,9.658405133450287e-07,6.821921960664667e-08,2.2763677165471563e-06
1936,9.323905452163217e-07,3.8799086166108054e-08,1.971478575057972e-06
1937,8.763418044566151e-07,2.266401233352866e-08,2.3029155613585317e-06
1938,9.581293554106196e-07,4.148868781861381e-08,2.0342420583574494e-06
1939,9.130548264124627e-07,4.7411557346777045e-08,1.9622266691499135e-06
1940,6.643751166990342e-07,5.3251442144741645e-08,2.180773357451926e-06
1941,9.326748333648993e-07,9.149658275475758e-08,2.4231835737964502e-06
1942,1.1196242013511437e-06,1.517105863158008e-08,2.084503393007253e-06
1943,1.1700038164974558e-06,3.4838822493554744e-08,2.0758130645504025e-06
1944,8.675602600760612e-07,1.927911696952833e-08,2.107850036736636e-06
1945,8.801156319293568e-07,3.267756065739036e-08,2.3658554368921614e-06
1946,9.24361330589818e-07,3.3410651134602176e-08,2.205103015739951e-06
1947,1.0204266089886005e-06,3.695469952269548e-08,2.1242992218617474e-06
1948,8.882332132031934e-07,2.5005342907391537e-08,1.9504166743899987e-06
1949,7.735802594055485e-07,1.865231580300275e-08,1.9604565792974427e-06
1950,8.497653922745485e-07,3.6160228367165814e-08,2.3621136762130845e-06
1951,7.889437085850659e-07,3.411648408224721e-08,2.1312141242901816e-06
1952,7.065018863272599e-07,2.4253048791500476e-08,2.050964432953606e-06
1953,7.423167271980446e-07,2.5857184948741008e-08,2.1407594061884083e-06
1954,6.821230424947089e-07,5.472620490110103e-08,1.8313732184083165e-06
1955,6.429141148345252e-07,2.62797024142003e-08,1.836763445339784e-06
1956,7.186220827293255e-07,4.883839266334178e-08,1.937837666332598e-06
1957,6.723463688018683e-07,4.240817974565658e-08,1.7299003545190317e-06
1958,6.055282444350496e-07,2.233505791426893e-08,1.8695269687896143e-06
1959,5.91382057990586e-07,5.1154935620800757e-08,1.7904227505027848e-06
1960,6.304878965579519e-07,4.6369582840100065e-08,2.0298804983553964e-06
1961,6.878677591970472e-07,7.295567339138387e-08,2.0768047264141387e-06
1962,6.792235573982452e-07,5.707760736273215e-08,1.9628355545364684e-06
1963,6.453121201843715e-07,2.9743844720542256e-08,1.9094255634399815e-06
1964,7.562372505987014e-07,9.673509765439903e-08,1.8902889387106825e-06
1965,7.9837111144343e-07,7.441978983058206e-08,2.104547910164456e-06
1966,6.873991509337429e-07,6.81306198124787e-08,2.1386366881870345e-06
1967,6.744698826111062e-07,1.562916367436884e-07,2.2536564046049534e-06
1968,8.466318739408507e-07,1.0959054630443887e-07,2.4842021772997214e-06
1969,6.540131511911795e-07,1.1626899665273527e-07,2.2736039397841523e-06
1970,6.962469640825475e-07,8.829552111677685e-08,1.939282391560937e-06
1971,7.466091354046966e-07,1.1612778028080584e-07,1.9068593246629462e-06
1972,5.612380835628983e-07,1.1029815810692511e-07,1.7729787060716262e-06
1973,4.427102773263414e-07,6.22992017973445e-08,1.7195682673332158e-06
1974,4.871745176160402e-07,7.144475955289664e-08,1.955448745150079e-06
1975,4.774797357498528e-07,3.484002819575949e-08,1.7265804572730303e-06
1976,4.88506557871915e-07,6.056338452964383e-08,1.6449243602778552e-06
1977,4.2312829329205215e-07,5.1715678683894595e-08,1.7883046794509028e-06
1978,5.049502735943179e-07,4.930690877813504e-08,1.9508902298071007e-06
1979,5.184848532735487e-07,4.6815787246856644e-08,1.9615815176621254e-06
1980,5.11095027633246e-07,4.54812042471886e-08,1.7669447913704062e-06
1981,4.826394341961304e-07,4.870673031565076e-08,1.8451627923354863e-06
1982,4.92254942585646e-07,5.2143018680617104e-08,1.8194188697862046e-06
1983,4.13021682632575e-07,2.5892795019188952e-08,1.6495605805744162e-06
1984,5.166916317023151e-07,3.8853355421863967e-08,1.7141869435022272e-06
1985,4.860570808062903e-07,3.007778959229768e-08,1.7914332062218818e-06
1986,5.790672972239008e-07,3.356911842944399e-08,1.6340966837447013e-06
1987,4.564780233806687e-07,3.360949296649096e-08,1.7861917882555645e-06
1988,4.6113498708422185e-07,3.298104522819756e-08,1.5135301865143447e-06
1989,5.043584447861349e-07,5.872290853581319e-08,1.6305211190115187e-06
1990,4.778466884403088e-07,4.086488392118781e-08,1.6422234523361112e-06
1991,4.185086064367738e-07,6.037309213668962e-08,1.7308906166135785e-06
1992,4.799161423818532e-07,3.1957675727944945e-08,1.7097356845852119e-06
1993,4.802492927780122e-07,3.766661171855645e-08,1.78750220669599e-06
1994,5.53339800646313e-07,6.540908836782933e-08,1.7792327682286668e-06
1995,5.194707686229094e-07,3.8499400001335005e-08,1.7221704240455438e-06
1996,4.766916461562687e-07,8.00713857440627e-08,1.6361252335173049e-06
1997,5.226434822702686e-07,2.5892430310925363e-08,1.697872178851867e-06
1998,5.144811332513655e-07,5.5787111374883125e-08,1.8662458245444213e-06
1999,5.328854602026922e-07,4.06747895920212e-08,1.6813769789791877e-06
2000,5.085154537454173e-07,5.257457635909901e-08,1.7040347017882596e-06
2001,5.012106498725188e-07,4.3373996810869286e-08,1.7559897287355852e-06
2002,5.520339207976122e-07,3.548789445639855e-08,1.9071457657560131e-06
2003,5.950366084306324e-07,3.7085613413534446e-08,1.9351190019278874e-06
2004,5.087534056258392e-07,2.8631143872415166e-08,1.7557497500320096e-06
2005,5.548619448347836e-07,3.648037250059133e-08,1.7857366572116007e-06
2006,5.283252768606417e-07,2.8825229980711242e-08,1.8423439200887515e-06
2007,6.195437798339753e-07,4.833320232933147e-08,1.8885898356302278e-06
2008,5.862494631969639e-07,4.683183491005494e-08,1.6391142665383995e-06
2009,6.675469421679736e-07,3.9099177895352e-08,1.9196743181737475e-06
2010,6.04645524759917e-07,2.125706816125117e-08,1.6537999201204912e-06
2011,5.961572036028429e-07,1.797266777070483e-08,1.641631172333291e-06
2012,7.557441179528723e-07,1.4297861811174428e-08,2.0541260354889346e-06
2013,8.42315770910318e-07,7.251725164802991e-09,2.1638032592363743e-06
2014,8.999590122016343e-07,4.5474349286145355e-09,2.3375980546802566e-06
2015,9.775097495889895e-07,5.098123367908158e-09,2.226328213339457e-06
2016,1.1220449422921774e-06,1.615645275898636e-08,2.5873108384644183e-06
2017,8.532953508222363e-07,1.031400623241474e-08,2.108585391624729e-06
2018,9.618544893896797e-07,5.937373537268087e-09,1.874144842872738e-06
2019,1.055088588941544e-06,3.06118530524202e-09,1.9805869371225526e-06
