year,maintes_DET âmes_NOUN,maintes_DET ames_NOUN,maintes_DET femmes_NOUN
1973,1.6539611902288698e-09,0.0,3.859242703185828e-09
1974,0.0,0.0,5.063014507644681e-09
1975,5.711480177694739e-10,0.0,5.711480177694739e-09
1976,5.713526873840635e-10,0.0,2.8567633814091664e-09
1977,1.7630346071939584e-09,0.0,3.526069047854463e-09
1978,5.940591352171509e-10,0.0,2.970295565063452e-09
1979,0.0,0.0,2.3407893401383717e-09
1980,0.0,0.0,5.68515062804309e-09
1981,0.0,0.0,1.8976649140967083e-09
1982,0.0,1.8622506869903077e-09,3.724501262958313e-09
1983,0.0,0.0,2.5261264191556165e-09
1984,1.739702604197646e-09,1.1598016991243298e-09,2.319603453759811e-09
1985,2.4062232206745193e-09,0.0,3.6093347199894765e-09
1986,1.7983456945813714e-09,0.0,1.7983456945813714e-09
1987,0.0,0.0,1.1610552186347434e-08
1988,0.0,1.798966087207532e-09,5.396898483667201e-09
1989,0.0,0.0,3.2928733073589456e-09
1990,0.0,0.0,8.172976073694826e-09
1991,1.1722930404189924e-09,0.0,1.7584395606284886e-09
1992,5.509944167592096e-10,0.0,1.6529832502776287e-09
1993,0.0,1.1078414852150331e-09,4.431365774326679e-09
1994,1.0549853213248639e-09,0.0,7.384897138251745e-09
1995,5.422450821690461e-10,0.0,8.675921647771645e-09
1996,2.135236876199542e-09,0.0,4.80428297144897e-09
1997,1.438468344439059e-09,0.0,1.3905193885221934e-08
1998,4.768129224785866e-10,0.0,6.198568103243929e-09
1999,1.3710603763428253e-09,0.0,3.6561608462992723e-09
2000,4.4180314962005696e-10,0.0,5.3016377954406835e-09
2001,8.762423564512289e-10,0.0,4.8193330159929104e-09
2002,4.38122149670761e-10,0.0,3.9430991805033955e-09
2003,8.333845835650777e-10,0.0,3.333538334260311e-09
2004,4.404791253964646e-10,0.0,7.928623979580607e-09
2005,0.0,0.0,5.85487458515388e-09
2006,8.235779835885637e-10,0.0,7.000412693969338e-09
2007,1.1983438685803094e-09,0.0,1.0785094428644726e-08
2008,4.257439678578834e-10,0.0,8.089135306033057e-09
2009,0.0,0.0,3.337734755248789e-09
2010,0.0,0.0,4.2514138876015295e-09
2011,0.0,0.0,5.7359579308524644e-09
2012,3.404252713057332e-10,0.0,5.106379125097149e-09
2013,0.0,0.0,5.020424964641279e-09
2014,6.496335691608124e-10,0.0,6.063246349441442e-09
2015,1.10828768384863e-09,0.0,4.87646573121836e-09
2016,2.899876117012923e-09,0.0,7.871092333466834e-09
2017,2.515611330355938e-10,0.0,3.018733707449428e-09
2018,0.0,0.0,4.130346731301415e-09
2019,0.0,0.0,5.3570741176400816e-09
