year,petits_ADJ acteurs_NOUN,petits_ADJ facteurs_NOUN
1977,8.22749424145286e-09,1.1753563677885381e-09
1978,8.316827893040113e-09,2.970295565063452e-09
1979,8.777959692451986e-09,1.7555920051037788e-09
1980,1.3075846294618998e-08,1.1370301367108482e-09
1981,2.3404533644466596e-08,1.2651099057237047e-09
1982,9.311253101884631e-09,3.1037510339615437e-09
1983,1.326216381158929e-08,3.78918940668882e-09
1984,1.159801704675445e-08,1.739702604197646e-09
1985,1.4437338990980209e-08,1.0828004270990732e-08
1986,1.6784559520033326e-08,2.3977941854269602e-09
1987,5.49973533381376e-09,1.2221633705067347e-09
1988,6.596209300990807e-09,2.398621523624911e-09
1989,8.780995153223614e-09,1.0976244357863152e-09
1990,1.3076762006569709e-08,4.358920779878872e-09
1991,1.6998249918742658e-08,7.033758464558559e-09
1992,2.7549721226538537e-08,2.7549720282848966e-09
1993,1.0524494165053966e-08,1.1078414852150331e-09
1994,1.3714808788645172e-08,2.637463358823311e-09
1995,2.114755837112625e-08,4.880205572987961e-09
1996,1.6548085568501847e-08,0.0
1997,1.6302641347998303e-08,4.315404922294874e-09
1998,1.2873949017944142e-08,4.291316191284977e-09
1999,1.6452723627935484e-08,2.285100553223174e-09
2000,2.827540179772825e-08,5.3016377954406835e-09
2001,2.6287271026603776e-08,3.5049694258049158e-09
2002,1.927737436346888e-08,3.9430991805033955e-09
2003,2.4168153534009917e-08,5.000307723435071e-09
2004,2.2023955464911538e-08,3.523833003171717e-09
2005,1.8465373230469595e-08,2.702249757291497e-09
2006,3.1295964930677656e-08,2.8825228870488218e-09
2007,2.7561908672035784e-08,3.595031605740928e-09
2008,3.746546894944913e-08,1.2772318758180745e-09
2009,3.9099177229218185e-08,1.430457752249481e-09
2010,3.7790343299093365e-08,2.8342759250676863e-09
2011,5.468279867804071e-08,3.4415748029203996e-09
2012,2.791487219155897e-08,3.063827413996023e-09
2013,3.2353848988808664e-08,2.5102124823206395e-09
2014,3.18320445558129e-08,3.681256854903836e-09
2015,2.5047301122071985e-08,2.21657536769726e-09
2016,3.604131815215794e-08,2.899876117012923e-09
2017,2.9935776524325775e-08,2.7671724911471074e-09
2018,3.2268335559137995e-08,4.130346731301415e-09
2019,3.4183237018758916e-08,2.806086474294034e-09
