year,ces_DET ânes_NOUN,ces_DET anes_NOUN,ces_DET fans_NOUN
1800,9.432493897065797e-08,3.144164484325529e-09,3.144164484325529e-09
1801,6.667311414076948e-08,4.524246932646747e-08,4.7623651688866175e-09
1802,5.594600338554301e-08,2.2378401354217203e-09,2.2378401354217203e-09
1803,1.404244258651488e-07,1.1702034896643454e-08,0.0
1804,6.426812282356309e-08,2.4718509461507665e-09,0.0
1805,2.558589873302708e-08,0.0,0.0
1806,1.4408345627714425e-08,2.881669125542885e-09,2.881669125542885e-09
1807,3.9857373401730456e-08,2.8469551160981155e-09,2.8469551160981155e-09
1808,6.345007363961486e-08,2.2660739951163578e-09,0.0
1809,4.518060991998141e-08,0.0,2.259030518203531e-09
1810,4.446240797761902e-08,7.020380277111826e-09,0.0
1811,1.2535383397960231e-08,0.0,0.0
1812,5.3344164641089264e-09,0.0,0.0
1813,8.627224934443234e-09,0.0,0.0
1814,2.8320094713762956e-08,0.0,3.1466771410748606e-09
1815,2.697223555614414e-09,0.0,5.394447111228828e-09
1816,9.502176112619054e-08,0.0,2.3176038865813098e-09
1817,6.538868113636909e-08,1.556873407970727e-09,0.0
1818,3.9339884239097955e-08,3.5763532135746345e-09,0.0
1819,3.1053151161586356e-08,0.0,1.035105001712111e-09
1820,3.9159386844289656e-08,2.3732962262101864e-09,0.0
1821,6.508582295339238e-08,9.86148829262845e-10,6.903041582795311e-09
1822,5.012807946513931e-08,0.0,3.0076847679083585e-09
1823,1.581229902569703e-08,2.3718449426723964e-08,0.0
1824,3.621078636939501e-08,8.421112696055388e-10,0.0
1825,5.459374641247905e-08,0.0,0.0
1826,2.4662355713189754e-08,0.0,1.7615968683770689e-09
1827,2.027800150017356e-08,0.0,9.217273055917019e-10
1828,2.4765213879618386e-08,0.0,2.7516904310687096e-09
1829,1.8860987438529264e-08,0.0,8.57317605795771e-10
1830,3.965997530386289e-08,1.0436835840010872e-09,1.0436835840010872e-09
1831,4.989185953263586e-08,0.0,0.0
1832,3.788391467196561e-08,1.3529969367098715e-09,0.0
1833,5.09679658478035e-08,1.1583628500844156e-09,0.0
1834,3.267085690872307e-08,0.0,9.334530925997342e-10
1835,5.294161553592858e-08,6.050470346963266e-09,3.025235173481633e-09
1836,3.965242534320623e-08,0.0,2.016224964762614e-09
1837,6.888311965269622e-08,4.174734336004349e-09,0.0
1838,5.680945491803868e-08,0.0,0.0
1839,3.0063342926212044e-08,0.0,2.09744255297295e-09
1840,4.2039944858629497e-08,6.369688665408546e-10,6.369688665408546e-10
1841,5.8426991245141835e-08,0.0,6.420548537278137e-10
1842,2.6162233712767602e-08,1.341653010911159e-09,0.0
1843,2.776248253510971e-08,1.7720733769266417e-09,0.0
1844,3.1284800083852815e-08,1.6465683816413446e-09,0.0
1845,3.794555114566833e-08,1.1160455892778032e-09,5.580227946389016e-10
1846,2.86870562860031e-08,0.0,5.854501328173001e-10
1847,4.206714532273281e-08,1.0786447290911383e-09,0.0
1848,4.505324113779352e-08,1.6090443422100975e-09,0.0
1849,2.26244205592252e-08,8.379414939696517e-10,0.0
1850,4.073397530390821e-08,6.788996032014438e-10,1.3577992064028876e-09
1851,1.8703371962303095e-08,0.0,0.0
1852,1.6927418355905388e-08,0.0,1.9531636308300904e-09
1853,3.0456851263238605e-08,9.555090940693844e-09,1.1943863675867306e-09
1854,2.9615287666651113e-08,3.6369652289813814e-09,6.7543638460065836e-09
1855,4.9354515141430966e-08,1.5920811335945473e-09,5.306937111981824e-10
1856,4.400610942312255e-08,1.0354378465748937e-09,1.5531567143511893e-09
1857,2.5383847246374103e-08,0.0,4.881509085841174e-10
1858,2.5447115969967626e-08,0.0,9.787352039936081e-10
1859,3.513599544646695e-08,5.092173349652285e-10,0.0
1860,4.027921862714834e-08,2.288591982591015e-09,4.577183909670879e-10
1861,4.291526956023972e-08,0.0,0.0
1862,2.2589932147099034e-08,4.517986262886353e-10,4.517986262886353e-10
1863,2.7969876414957184e-08,0.0,3.4962345241140724e-09
1864,3.356309496993504e-08,1.4384183844029508e-09,0.0
1865,2.4946275711812405e-08,0.0,0.0
1866,2.5301187811521686e-08,0.0,9.731225825149181e-10
1867,3.54255238477208e-08,9.7056229719783e-10,0.0
1868,3.112120738890667e-08,2.4699371437009177e-09,0.0
1869,2.4417595945180892e-08,5.371870948067681e-09,0.0
1870,4.013834065119681e-08,3.4404292748035914e-09,5.734048791339319e-10
1871,2.8677177965619194e-08,0.0,0.0
1872,1.1489944995446422e-08,1.8142017887967654e-09,0.0
1873,1.5563611288627044e-08,0.0,5.986004469882289e-10
1874,2.8080662239915455e-08,1.7923826867161097e-09,8.364453130127458e-09
1875,1.6592428764283795e-08,1.1443054281912168e-09,9.154443425529735e-09
1876,3.0230073333470386e-08,6.04601479992084e-10,1.813804439976252e-09
1877,3.896434108696667e-08,6.184815992682502e-10,0.0
1878,2.8987625189103028e-08,6.039088673581716e-10,1.8117266020745149e-09
1879,1.588424547449563e-08,0.0,0.0
1880,2.6313168977054602e-08,1.9253538763308597e-09,6.417846254436199e-10
1881,1.3945014920579979e-08,0.0,6.972507571312292e-10
1882,2.994923420374107e-08,0.0,0.0
1883,2.4013487420759816e-08,6.951272668587194e-09,1.2638677882037541e-09
1884,1.386356363042296e-08,0.0,6.601696966868076e-10
1885,1.0313017329011132e-08,3.222817901438191e-09,0.0
1886,3.549405036551434e-08,6.453463874400711e-10,6.453463874400711e-10
1887,2.8727268674977324e-08,0.0,0.0
1888,2.1558089535744784e-08,6.340614699951175e-10,3.1703073499755874e-09
1889,2.255449205179616e-08,1.8795409673089125e-09,6.265136742733546e-10
1890,2.3595791098784957e-08,0.0,0.0
1891,2.2947192590550003e-08,6.3742202627281586e-09,0.0
1892,2.1312941633766513e-08,0.0,0.0
1893,3.263960701715973e-08,2.4633666773077323e-09,2.463366621796581e-09
1894,2.3315696040526745e-08,0.0,0.0
1895,3.189865616093357e-08,6.018614495673091e-10,1.2037228991346183e-09
1896,2.7126332291516064e-08,1.769108692872834e-09,0.0
1897,1.6314798179095646e-08,5.826713556089658e-10,0.0
1898,1.6975065242341714e-08,5.6583548957434e-10,5.6583548957434e-10
1899,2.8743407654019393e-08,5.527578395003729e-10,0.0
1900,2.1283317330755835e-08,5.191053142894475e-10,5.191053142894475e-10
1901,1.397184723472833e-08,5.588738916095792e-10,5.588738916095792e-10
1902,2.1114221038232017e-08,2.455141923096704e-09,0.0
1903,1.566063878577495e-08,1.0800440541913758e-09,0.0
1904,2.8485512615361586e-08,5.374625189347171e-10,2.1498500757388683e-09
1905,2.83841758985659e-08,0.0,0.0
1906,1.0802787109298606e-08,0.0,1.0288369045596824e-09
1907,2.005708910068904e-08,0.0,5.142843373384665e-10
1908,2.6521501439447093e-08,0.0,4.911389073214423e-10
1909,2.3104131052775756e-08,0.0,1.1001967115120692e-09
1910,1.9773357395891367e-08,5.344150677544235e-10,0.0
1911,2.500575835284735e-08,5.320374141248863e-10,0.0
1912,2.6047105805560022e-08,2.6047105583515417e-09,1.5628263128064646e-09
1913,1.749986555665828e-08,0.0,5.30298971401777e-10
1914,3.750176613692702e-08,6.696743715117748e-10,0.0
1915,3.416420912838447e-08,0.0,0.0
1916,2.0876177231343718e-08,2.197492410260793e-09,0.0
1917,3.070598852961126e-08,0.0,0.0
1918,4.364823080749147e-08,0.0,0.0
1919,2.854432917809291e-08,0.0,1.8415696745321952e-09
1920,2.1202249289586916e-08,0.0,0.0
1921,2.4232791773215467e-08,7.572747429129834e-10,0.0
1922,2.4347186933226794e-08,7.377935484775833e-10,7.377935484775833e-10
1923,1.4862327368803108e-08,1.0615948120573648e-09,0.0
1924,1.5469949321555987e-08,1.289162443462999e-09,0.0
1925,2.6395626573361142e-08,0.0,0.0
1926,4.2355326357323975e-08,2.229227691330493e-09,0.0
1927,3.4562596784581956e-08,0.0,0.0
1928,2.9707707405179917e-08,0.0,0.0
1929,3.0079097435020685e-08,0.0,0.0
1930,3.7812973197048905e-08,0.0,0.0
1931,2.2810712430043623e-08,1.1405356659111021e-09,0.0
1932,2.7398840973802407e-08,0.0,0.0
1933,1.7205993296798283e-08,8.02946331646126e-09,0.0
1934,1.7972370258689807e-08,0.0,3.5944740517379614e-09
1935,2.393656828303392e-08,1.196828414151696e-09,3.590485242455088e-09
1936,1.9399543749187842e-08,1.2124714565686645e-09,1.2124714565686645e-09
1937,2.5182236629284205e-08,0.0,0.0
1938,2.593042824905467e-08,0.0,0.0
1939,1.988226561167039e-08,0.0,1.5294050470515685e-09
1940,5.0715658339584024e-09,0.0,0.0
1941,2.6563524713196784e-08,5.9030051957620344e-09,0.0
1942,9.102635090130207e-09,0.0,0.0
1943,2.6129116870166058e-08,0.0,0.0
1944,2.5705489292704442e-08,0.0,0.0
1945,2.3963544037997053e-08,0.0,4.357008087652048e-09
1946,3.201853981948943e-08,0.0,1.3921104269343232e-09
1947,2.5033828787712764e-08,2.3841741914054637e-09,1.1920870957027319e-09
1948,1.4133453962728026e-08,4.348755133776194e-09,0.0
1949,2.2579118130749976e-08,0.0,0.0
1950,4.1477910883713776e-08,0.0,0.0
1951,2.1322803078760444e-08,1.0661401761424827e-09,0.0
1952,3.268889159357968e-08,2.1089607837865287e-09,0.0
1953,1.8315506888910704e-08,0.0,0.0
1954,2.931760900715119e-08,0.0,0.0
1955,4.1296674524460286e-08,2.815682353940474e-09,0.0
1956,2.3547081617891763e-08,3.488456634670456e-09,0.0
1957,2.473810578607072e-08,0.0,0.0
1958,2.150783356968944e-08,0.0,0.0
1959,2.1702093455644444e-08,0.0,7.750747821333448e-10
1960,2.8375416682990817e-08,6.920833350854139e-10,0.0
1961,2.223410922042035e-08,0.0,0.0
1962,3.107558699255719e-08,6.341956404476434e-10,1.2683912808952869e-09
1963,2.3277791250109203e-08,0.0,6.466053248388448e-10
1964,2.981144531233326e-08,6.083968329129164e-10,1.2167936658258327e-09
1965,2.5718604135249734e-08,2.188817405102128e-09,5.472043373977442e-10
1966,2.381802155504431e-08,5.539074754423723e-10,5.539074754423723e-10
1967,2.7116844769636828e-08,4.930335584241163e-10,2.465167847631733e-09
1968,2.6948495657208582e-08,4.4914158503495116e-10,8.982831700699023e-10
