year,les_DET acteurs_NOUN,les_DET facteurs_NOUN
1800,3.6629515420827374e-06,6.476978882119511e-07
1801,4.0765845312762394e-06,7.357854414635767e-07
1802,3.76180935290904e-06,1.1233957195599942e-06
1803,3.2434140280201973e-06,6.124064952928165e-07
1804,4.135406584282464e-06,9.046974192017387e-07
1805,3.3147954638934607e-06,6.567047385885871e-07
1806,4.045863477131206e-06,9.336608002286084e-07
1807,4.031288369787944e-06,1.92738866644504e-06
1808,5.431779470654874e-06,1.4661499179169368e-06
1809,4.565500830722158e-06,7.161126944765783e-07
1810,5.181040478419163e-06,1.8065778135678556e-06
1811,3.37452541998573e-06,1.4766682241429407e-06
1812,4.534254117061209e-06,7.628215641375391e-07
1813,6.942040101876046e-06,9.202373476568937e-07
1814,4.21654743831823e-06,1.1453904846803198e-06
1815,3.414684982772087e-06,1.4699868060574772e-06
1816,2.614257255117991e-06,9.548527941660723e-07
1817,4.077451535522414e-06,5.993962730599378e-07
1818,3.2008362325086637e-06,4.422756685329432e-07
1819,3.3558104348685447e-06,5.444652106945114e-07
1820,3.6857289842373575e-06,7.096155769659163e-07
1821,4.34004101634855e-06,5.098389621593924e-07
1822,4.492478524298349e-06,5.153166711124868e-07
1823,3.902673114453137e-06,4.9018125736211e-07
1824,4.0185549323723535e-06,3.5368672612889895e-07
1825,4.763744755109656e-06,6.533638483574578e-07
1826,3.0449201062765496e-06,1.0331765594173703e-06
1827,3.1624462906165718e-06,8.092765853007222e-07
1828,3.1011550163384527e-06,9.135612231148116e-07
1829,4.4666244889413065e-06,5.864052299853206e-07
1830,4.048448545290739e-06,9.904557061179986e-07
1831,3.6873202304832375e-06,1.1350397579601434e-06
1832,4.4608307803173375e-06,8.632120567231283e-07
1833,3.827230784736457e-06,9.197401098504088e-07
1834,3.4668448165575683e-06,9.390538184828046e-07
1835,3.5304494190313562e-06,1.1110175961448476e-06
1836,3.1191001426122966e-06,9.939989240592695e-07
1837,3.302215105804862e-06,9.156584170888493e-07
1838,3.2008972254971013e-06,8.43304809317047e-07
1839,2.3638177424345486e-06,8.487650973165728e-07
1840,2.660619003336251e-06,9.535423828310741e-07
1841,2.556662423103262e-06,8.635637569476273e-07
1842,2.626956643325684e-06,1.0431352381878867e-06
1843,2.951683455876264e-06,9.132084706209298e-07
1844,2.5428503818147874e-06,1.0186769401343554e-06
1845,2.2772909460400115e-06,1.2739660419924803e-06
1846,2.367560426819182e-06,7.394235252977666e-07
1847,1.9895602179076377e-06,1.1352735969083483e-06
1848,2.22772183633424e-06,1.027374779027923e-06
1849,2.2741733118891716e-06,1.2845643537762186e-06
1850,1.9715244832241297e-06,1.0828448893107634e-06
1851,2.2269911994499125e-06,1.0209461460686242e-06
1852,2.888077858642646e-06,1.2988537889668805e-06
1853,3.3520453825985896e-06,1.2123021548848811e-06
1854,2.7064216965300147e-06,8.972912421967294e-07
1855,3.628883689543727e-06,7.435018716250852e-07
1856,2.927700478494444e-06,1.1027413013842136e-06
1857,2.5588869903003797e-06,9.670269643380358e-07
1858,3.0159725383782643e-06,6.44007743966224e-07
1859,3.913335092420311e-06,7.933606012144878e-07
1860,2.8749292084739864e-06,7.955145316651535e-07
1861,2.9470056972513703e-06,1.0804272485565036e-06
1862,3.232619206983145e-06,8.683569490131049e-07
1863,3.449285259193857e-06,9.220070259496893e-07
1864,2.889303004849353e-06,8.750378497346389e-07
1865,2.600531416874219e-06,9.239535209148997e-07
1866,2.7184178463812714e-06,8.398048123581248e-07
1867,3.0116549112335633e-06,9.166960897033505e-07
1868,2.724340504300926e-06,1.0052643698577057e-06
1869,3.153776646058759e-06,1.123697714433547e-06
1870,2.6204603500445955e-06,1.2981886183816016e-06
1871,2.604312584253421e-06,9.123591055981706e-07
1872,2.111730850629101e-06,9.06496140373747e-07
1873,2.4650366299283633e-06,8.655762542275625e-07
1874,2.6760274352000124e-06,9.55339992003701e-07
1875,3.034125853673686e-06,9.852469560200916e-07
1876,2.92627109388377e-06,1.1826004735482343e-06
1877,2.93778754212326e-06,1.201709785902949e-06
1878,3.620433574269555e-06,1.2428444849943432e-06
1879,3.0308362113373732e-06,1.3458843804992071e-06
1880,4.020138931082329e-06,1.2251668435325769e-06
1881,3.3495925890747458e-06,1.222977854764551e-06
1882,2.8079069238629017e-06,1.3656850179621927e-06
1883,2.834855536093528e-06,1.198146627245933e-06
1884,2.745645673485342e-06,1.3949386081790749e-06
1885,3.4548608027762384e-06,1.5082788051845597e-06
1886,2.9653667183993093e-06,1.6675750478256646e-06
1887,3.243569722144457e-06,1.6074212239036711e-06
1888,3.1829885074330377e-06,1.5521824252573424e-06
1889,3.008518746128175e-06,1.9221439213623626e-06
1890,2.5876718723338854e-06,2.1609811806655443e-06
1891,2.4209288085330627e-06,1.9192776519183496e-06
1892,2.9173655775593943e-06,1.8636287801854223e-06
1893,2.500317037856803e-06,2.826713203063491e-06
1894,2.349213872321343e-06,2.136221779913683e-06
1895,2.4700393908005935e-06,2.521197711047307e-06
1896,2.556951784526973e-06,2.7757314455811866e-06
1897,2.4145900283656374e-06,2.4116767214366064e-06
1898,2.5428647063563403e-06,2.616423232737475e-06
1899,2.3729895133328682e-06,2.7328348490840426e-06
1900,2.985893672757811e-06,2.7808472378154647e-06
1901,2.9469419189354085e-06,2.8552867039621788e-06
1902,2.1099489231346524e-06,2.684943145148111e-06
1903,2.5154226364065835e-06,3.2768535547234023e-06
1904,2.344948882182507e-06,3.3752647077278652e-06
1905,2.5561238885529747e-06,3.655881668507277e-06
1906,2.633822560937915e-06,4.322658170963223e-06
1907,2.3569650409172027e-06,3.782561339704671e-06
1908,2.9610765182042087e-06,3.6393392868205865e-06
1909,2.4534387250696454e-06,3.789627560202291e-06
1910,2.4390703856624896e-06,3.9471897688159174e-06
1911,2.619752279997556e-06,4.406333907525095e-06
1912,2.7375509716875968e-06,4.243594451835975e-06
1913,2.78353931548736e-06,4.3129214901682644e-06
1914,2.425560666097226e-06,4.589948344957406e-06
1915,1.5291428496766457e-06,4.565045276905266e-06
1916,1.8733623221578455e-06,4.618030086334102e-06
1917,1.8642922015033037e-06,5.087324304042795e-06
1918,2.2030869502032147e-06,4.640496225505331e-06
1919,2.3728624967134238e-06,4.8120216327163234e-06
1920,2.5828882996847824e-06,5.077938766362422e-06
1921,2.8655276764766313e-06,5.515231826791478e-06
1922,3.1024218003494752e-06,5.571079221056152e-06
1923,3.273958412819411e-06,4.60413652092484e-06
1924,2.406866286719378e-06,5.838616502273908e-06
1925,2.9684081539471663e-06,5.378108831166628e-06
1926,3.25913077858786e-06,5.692332919693399e-06
1927,2.928901267296169e-06,5.100770515298336e-06
1928,2.743392514048537e-06,5.769008364353567e-06
1929,2.8263211504508945e-06,6.502655118367784e-06
1930,2.8590809790784988e-06,6.9428818036954e-06
1931,2.518302778753423e-06,7.047369976476148e-06
1932,2.458224173551571e-06,7.131370399093839e-06
1933,2.3503386330503417e-06,7.626843533614647e-06
1934,2.470601828008512e-06,8.292451639135834e-06
1935,2.576771521489718e-06,8.429262351228317e-06
1936,2.2370098236024205e-06,9.249944788791709e-06
1937,2.047315803110905e-06,9.044200140806424e-06
1938,2.5191412476033292e-06,1.0609434959008013e-05
1939,1.9301091924717184e-06,9.662780932728765e-06
1940,1.698974571695544e-06,1.0637609079822141e-05
1941,2.092615318360913e-06,8.541648384152722e-06
1942,2.9644248229487857e-06,9.724648744935394e-06
1943,2.929364427473047e-06,9.682289011436751e-06
1944,2.6283861984666146e-06,1.0597088106578667e-05
1945,2.8974103543077945e-06,8.241281008736223e-06
1946,3.1085824900856096e-06,9.488624186815287e-06
1947,3.373606404011298e-06,9.89670665774156e-06
1948,2.931061004574076e-06,1.1473102901504717e-05
1949,3.3829410313046537e-06,1.254122817329062e-05
1950,3.5617824778455542e-06,1.1693580191263209e-05
1951,3.0118459051209356e-06,1.1545232013077111e-05
1952,2.4801377662697632e-06,1.313566193061888e-05
1953,2.930481088014858e-06,1.2912431785139233e-05
1954,3.502476999983628e-06,1.2944701495598565e-05
1955,3.481122007542581e-06,1.3498381377985424e-05
1956,3.313161641926854e-06,1.3944233529628036e-05
1957,3.4262276642493816e-06,1.4644074639136306e-05
1958,3.0044788559280278e-06,1.4407766244062259e-05
1959,3.190207792158617e-06,1.4579156541572047e-05
1960,3.296393003893172e-06,1.4064517642964347e-05
1961,3.222556273385635e-06,1.431807204710367e-05
1962,3.4335352268044517e-06,1.3747458780244415e-05
1963,3.8615269772890315e-06,1.556055730134176e-05
1964,3.7507665524572076e-06,1.4007728367460004e-05
1965,3.4419153962517157e-06,1.2811695043524196e-05
1966,3.7477379919437226e-06,1.477382025427687e-05
1967,3.916165610462485e-06,1.3452913378841913e-05
1968,4.737994629522291e-06,1.3015224780588142e-05
1969,3.589351251775952e-06,1.2355851708889531e-05
1970,4.966622782376362e-06,1.3112344703358758e-05
1971,4.723728693534213e-06,1.3092636606870656e-05
1972,4.815668944502249e-06,1.410790429190456e-05
1973,4.6040766505939246e-06,1.3475372696802879e-05
1974,4.501582623106515e-06,1.426869968668143e-05
1975,4.361286244147777e-06,1.3965711161745276e-05
1976,5.109607286613027e-06,1.3765028882062325e-05
1977,5.439549454422377e-06,1.3403176041038023e-05
1978,5.729700490064715e-06,1.3162568166080746e-05
1979,5.777068111001427e-06,1.2413790926757429e-05
1980,5.798853521810088e-06,1.3282217736332314e-05
1981,6.7898446332037565e-06,1.2734596054997382e-05
1982,6.980336536344112e-06,1.2622335248124728e-05
1983,7.729315314009e-06,1.321353582284246e-05
1984,7.452305737842835e-06,1.1900144841092697e-05
1985,8.821816209092503e-06,1.2631468820245573e-05
1986,9.238700613423134e-06,1.2368422176223248e-05
1987,8.74152345886614e-06,1.230596322443489e-05
1988,9.491345736023504e-06,1.2149017834417464e-05
1989,1.01601609685531e-05,1.1519568317908124e-05
1990,1.0561665021668887e-05,1.1692260059703585e-05
1991,1.2203570918245532e-05,1.1470301501503855e-05
1992,1.2840373642575287e-05,1.1460683865038845e-05
1993,1.3926121141594194e-05,1.1463943963008205e-05
1994,1.4944922213544487e-05,1.1463470698913625e-05
1995,1.6120946270348213e-05,1.188709661903431e-05
