year,leurs_DET eaux_NOUN,leurs_DET faux_ADJ
1974,4.7029780070317884e-07,7.763289255890982e-08
1975,4.2836102398524645e-07,6.910890704148187e-08
1976,4.86221148676691e-07,6.51342091373408e-08
1977,4.266543554010127e-07,6.581995393162288e-08
1978,4.556433665925397e-07,7.366332965830225e-08
1979,3.9149702502072614e-07,7.256447254189169e-08
1980,4.349140336756818e-07,7.390695888620513e-08
1981,3.529656584788654e-07,7.717170258381145e-08
1982,4.1714415122129367e-07,7.324852779877489e-08
1983,3.8333967289361226e-07,7.452072736668924e-08
1984,4.0477079465972565e-07,8.756502722917503e-08
1985,3.9702681675635176e-07,8.361625636332803e-08
1986,3.3089560824706155e-07,6.593933765675075e-08
1987,3.8375929101164274e-07,6.049708867195136e-08
1988,3.1601838568207086e-07,1.1273521471899528e-07
1989,3.709970526344364e-07,1.1525056720085303e-07
1990,4.173666727780301e-07,6.592867407562153e-08
1991,3.1182993787126634e-07,7.092372666939184e-08
1992,3.818391354215578e-07,7.93431991774618e-08
1993,3.1628873653488654e-07,7.921066347282846e-08
1994,3.492001487970242e-07,6.646407502142182e-08
1995,3.134176509433928e-07,6.66961443851477e-08
1996,3.4484074618035265e-07,5.65837787736001e-08
1997,3.2988873677197716e-07,6.904648175432015e-08
1998,3.156501664491884e-07,7.91509461306461e-08
1999,3.656160831866373e-07,6.718195388888404e-08
2000,3.127966237137514e-07,8.924423722245223e-08
2001,3.0537047379652904e-07,5.827011617665079e-08
2002,3.369159262689436e-07,8.280508312363821e-08
2003,3.3460391435369274e-07,8.292176323365652e-08
2004,2.858709411412974e-07,9.117917776357842e-08
2005,2.940948569118973e-07,8.016674457600459e-08
2006,3.471381315733879e-07,8.153422070833471e-08
2007,3.1236829656222653e-07,8.308517474020505e-08
2008,3.2995157628334937e-07,7.918837885423358e-08
2009,3.247139055417847e-07,8.678110452464693e-08
2010,3.131874706241433e-07,8.975206577943595e-08
2011,3.5486458749289795e-07,8.068580725772989e-08
2012,3.8570182425701205e-07,9.599992667475021e-08
2013,2.783546673157389e-07,1.0375545334007086e-07
2014,3.109579207460911e-07,1.0632335567528628e-07
2015,3.754878585837673e-07,1.0772556402471878e-07
2016,4.2669605626599605e-07,1.1309516345647808e-07
2017,2.8350940928234536e-07,1.0288850060824473e-07
2018,3.198437168450141e-07,9.628870634159625e-08
2019,3.431078550164557e-07,8.877437318588477e-08
