year,pages_NOUN in_ADJ,pages_NOUN fines_ADJ
1800,8.426360977864533e-07,0.0
1801,9.834284355747513e-07,0.0
1802,1.7857964849099517e-06,0.0
1803,1.269670860892802e-06,0.0
1804,1.2359254242255702e-06,0.0
1805,1.2338089163677068e-06,0.0
1806,1.8068064946419327e-06,0.0
1807,1.3893140931031667e-06,0.0
1808,7.455383297383378e-07,0.0
1809,1.0572263136054971e-06,0.0
1810,1.0998595598721295e-06,0.0
1811,1.6897697605600115e-06,0.0
1812,1.872380153145059e-06,0.0
1813,2.0992913505324395e-06,0.0
1814,1.5859252471273066e-06,0.0
1815,6.662141913693631e-07,0.0
1816,1.1472138794488274e-06,0.0
1817,8.749628364057571e-07,0.0
1818,9.072015814126644e-07,0.0
1819,1.18001969440229e-06,0.0
1820,1.7004667824949138e-06,0.0
1821,1.0640545724527328e-06,0.0
1822,1.252199467671744e-06,0.0
1823,1.3578811604020302e-06,0.0
1824,1.1747451935661957e-06,0.0
1825,1.107724756366224e-06,0.0
1826,1.080739707504108e-06,0.0
1827,9.429270448890748e-07,0.0
1828,1.0465595323694288e-06,9.172301251858528e-10
1829,1.4188606201059883e-06,0.0
1830,1.3703565855394118e-06,0.0
1831,1.8537944015406538e-06,0.0
1832,2.048437409030157e-06,0.0
1833,2.615583298393176e-06,0.0
1834,2.1273394850140903e-06,0.0
1835,1.890015710159787e-06,0.0
1836,1.4933506236047833e-06,0.0
1837,1.5850075669732178e-06,0.0
1838,1.1614378081503673e-06,3.1560809521380406e-09
1839,1.362638499813329e-06,6.9914751765765e-10
1840,1.2070560160282184e-06,7.64362617644565e-09
1841,1.2089892607036745e-06,6.420548537278137e-10
1842,1.035756099554419e-06,0.0
1843,1.2292282463022275e-06,0.0
1844,1.4901444274073583e-06,2.195424508855126e-09
1845,8.749797189011588e-07,0.0
1846,1.210710820487293e-06,5.854501328173001e-09
1847,1.1363522389729042e-06,9.707802561820245e-09
1848,1.1504666872497182e-06,8.045221711050488e-10
1849,1.2803745903511299e-06,0.0
1850,1.7053957890311722e-06,0.0
1851,1.8219664070784347e-06,4.514607354622058e-09
1852,1.0423383400848252e-06,7.161600201754936e-09
1853,1.0952522870866233e-06,2.9859659189668264e-09
1854,1.220981175720226e-06,3.63696517347023e-09
1855,2.3674247131566517e-06,2.653468555990912e-09
1856,1.2839428791266982e-06,1.0354378465748937e-09
1857,1.2667516102737864e-06,3.4170564155999728e-09
1858,1.0022248488894547e-06,9.787352039936081e-10
1859,1.1238427077842061e-06,1.018434669930457e-09
1860,1.259183250112983e-06,1.8308735638683515e-09
1861,1.5458929283340694e-06,1.4147891747029462e-09
1862,1.8573441593616735e-06,1.8071945051545413e-09
1863,1.2186874300823547e-06,4.994620717013731e-09
1864,1.2140251328673912e-06,4.794728170054441e-09
1865,1.1663560144370422e-06,1.882737743486018e-09
1866,1.7117225752372178e-06,2.432806400776144e-09
1867,1.2539665021904511e-06,9.7056229719783e-09
1868,1.9789135876635555e-06,6.421836395986702e-09
1869,1.253599407391448e-06,2.441759683335931e-09
1870,1.4507143077935325e-06,0.0
1871,2.023334218392847e-06,1.0621177271019633e-09
1872,1.1368997547833715e-06,0.0
1873,1.2708287613349967e-06,1.1972008939764578e-09
1874,1.0383870403529727e-06,5.974609251779839e-09
1875,1.3966247252028552e-06,2.2886108563824337e-09
1876,1.350075081063551e-06,9.673623679873344e-09
1877,1.2289228834561072e-06,2.4739263970730008e-09
1878,1.6909448277147021e-06,8.4547240319921e-09
1879,3.6374922274262644e-06,6.109325489944695e-09
1880,1.6583715023443801e-06,1.0268554007097919e-08
1881,2.241661150037544e-06,1.673401861523871e-08
1882,1.4402253327716608e-06,9.317538740560849e-09
1883,1.8856907217923435e-06,1.516641390253426e-08
1884,2.2406159132515313e-06,1.0562715146988921e-08
1885,1.9298233837616863e-06,1.2891271161663553e-08
1886,1.8250395896757254e-06,2.6459201052375647e-08
1887,2.097743390550022e-06,1.2404957061562527e-08
1888,2.0905006294924533e-06,1.0779045211961602e-08
1889,5.300305474520428e-06,1.0024218788373673e-08
1890,1.6189334246519138e-06,6.554386366985909e-09
1891,1.7835067183114006e-06,5.099376032546843e-09
1892,1.6530067341591348e-06,7.522214851007902e-09
1893,2.318028009540285e-06,1.847524977449666e-08
1894,1.8539128632255597e-06,1.2603078580752936e-08
1895,1.6256277604043134e-06,4.213029924926559e-09
1896,1.692447312962031e-06,9.435246361988447e-09
1897,1.9408782918617362e-06,1.2818770045441852e-08
1898,1.7614459011383587e-06,1.3014216371232123e-08
1899,1.9915864868380595e-06,9.39688327150634e-09
1900,2.0634436168620596e-06,6.22926377147337e-09
1901,1.6402948403992923e-06,1.1177477832191585e-09
1902,1.5649075066903606e-06,3.437198747846537e-09
1903,2.665548663571826e-06,7.020286574288548e-09
1904,1.7290169580519432e-06,1.0749250378694342e-09
1905,1.6488625078636687e-06,1.2901897328276846e-08
1906,1.6415092431998346e-06,3.0865106026567446e-09
1907,1.6621669374217163e-06,4.6285588695127444e-09
1908,2.2061958588892594e-06,1.276961114626829e-08
1909,1.7685662214717013e-06,1.980354014108343e-08
1910,1.6647029497107724e-06,6.412980813053082e-09
1911,1.99088390218094e-06,1.3300935464144459e-08
1912,1.7743288935889723e-06,1.719108944087111e-08
1913,1.6969567013802589e-06,8.484783542428431e-09
1914,1.5583323147438932e-06,1.0045115850232378e-08
1915,1.4725952723892988e-06,5.890381071793627e-09
1916,1.2009295460302383e-06,1.9777431248257926e-08
1917,9.86978193395771e-07,0.0
1918,1.1899885521415854e-06,1.1486376294556067e-09
1919,1.4226126268113148e-06,1.3811772170413406e-08
1920,1.3819322930430644e-06,9.086678076641874e-09
1921,1.256318796549749e-06,2.4232791773215467e-08
1922,1.5619089026586153e-06,2.6560567079059183e-08
1923,1.2548050563054858e-06,1.8047112249064412e-08
1924,1.3561989362642635e-06,6.445812328337297e-09
1925,1.2251970247234567e-06,8.798542339150117e-09
1926,1.4411956499316148e-06,2.6750733184144337e-08
1927,1.5843048686292605e-06,4.4596899506643695e-09
1928,1.8075996877087164e-06,1.0283437212876834e-08
1929,1.3702699561690679e-06,1.893869061575515e-08
1930,1.4873102145429584e-06,4.201441416995522e-09
1931,1.3880319329473423e-06,6.843213995466613e-09
1932,1.3074727576167788e-06,6.575722188983946e-09
1933,1.3420674349617912e-06,0.0
1934,1.0759458746179007e-06,3.5944740517379614e-09
1935,1.151348897110438e-06,1.3165112555668657e-08
1936,1.2197463092888938e-06,1.2124714565686645e-08
1937,8.750827191761346e-07,8.813782592653752e-09
1938,9.490536854173115e-07,7.779128452511941e-09
1939,8.687020454090089e-07,3.058810094103137e-09
1940,1.1436380873419694e-06,0.0
1941,9.35626303544268e-07,5.9030051957620344e-09
1942,9.284688076149905e-07,1.2136847082899749e-08
1943,6.503246936517826e-07,1.1612940831184915e-08
1944,5.719471118936781e-07,0.0
1945,5.881960873921344e-07,1.3071024262956144e-08
1946,8.686769206178724e-07,5.568441707737293e-09
1947,6.723371370753739e-07,4.7683483828109274e-09
1948,5.914307052989898e-07,8.697510267552389e-09
1949,5.733132866225787e-07,2.945102384188658e-09
1950,7.295857926692406e-07,1.3825969702452312e-08
1951,6.97255700288224e-07,4.264560704569931e-09
1952,5.420029083325062e-07,6.326882129314981e-09
1953,8.705252412255504e-07,3.232148326759443e-09
1954,5.560573299590033e-07,1.5636057781875934e-08
1955,7.761897791169758e-07,1.8771215692936494e-09
1956,7.404249231512949e-07,8.72114158667614e-10
1957,6.06967091698607e-07,3.534015080575159e-09
1958,6.220727186700969e-07,1.6544486891589827e-09
1959,1.0448007969898754e-06,1.5501495642666896e-09
1960,5.868866423952568e-07,4.152500121534786e-09
1961,5.968468599348853e-07,2.779263708063695e-09
1962,5.955097321930225e-07,9.512934440181198e-09
1963,4.927132408738544e-07,7.1126584622049904e-09
1964,7.65971606142557e-07,6.6923653285755336e-09
1965,8.536387667845702e-07,8.755269398363907e-09
1966,9.610295137463254e-07,0.0
1967,7.015867709014856e-07,5.916402479044791e-09
1968,7.020083216957573e-07,1.0330256650092906e-08
1969,6.158623477858782e-07,2.2708788183223305e-09
1970,4.870049679084332e-07,2.7592350626548523e-09
1971,6.027340191394615e-07,2.0553589941130213e-09
1972,7.274548465829866e-07,3.0780880067027283e-09
1973,4.857132580582402e-07,1.102640756478479e-09
1974,5.276786509966769e-07,2.812785782069227e-09
1975,3.141313982268912e-07,1.7134440533084216e-09
1976,3.919479354408395e-07,1.7140580066410394e-09
1977,3.3850264458124e-07,1.1753563677885381e-09
1978,3.2792064530440257e-07,2.970295565063452e-09
1979,2.6567960276224767e-07,0.0
1980,2.711816762257513e-07,5.685150683554241e-10
1981,3.1817515377952077e-07,3.795329828193417e-09
1982,3.364466181210446e-07,1.8622506869903077e-09
1983,3.3913246966221777e-07,1.2630632095778083e-09
1984,3.473606113857386e-07,4.639206796497319e-09
1985,1.828729665476203e-07,3.609334831011779e-09
1986,2.3378493096970487e-07,2.997242676272549e-09
1987,2.2121156462162617e-07,3.6664902225425067e-09
1988,3.3400803545191593e-07,6.596209356501959e-09
1989,2.7660135515361617e-07,4.390497743145261e-09
1990,1.5092763305801782e-07,4.358920779878872e-09
1991,2.2390797482785274e-07,0.0
1992,3.344536025906564e-07,1.65298330578878e-09
1993,2.6200450520263985e-07,2.2156829704300662e-09
1994,2.1310702891241817e-07,2.1099706426497278e-09
1995,1.9900394931937626e-07,3.795715741716776e-09
1996,1.8523179790008726e-07,4.270473752399084e-09
1997,1.8220599429241702e-07,1.438468344439059e-09
1998,2.0026142522056034e-07,5.2449422582867555e-09
1999,2.6278655695932684e-07,3.656160929565999e-09
2000,2.0588026927725878e-07,1.3254094488601709e-09
2001,1.437037440155109e-07,1.3143635069212678e-09
2002,5.86207420383289e-07,1.3143663935011318e-09
2003,1.7501076854387065e-07,1.6667691671301554e-09
2004,1.717868656214705e-07,1.3214374039449694e-09
2005,2.7698058602254605e-07,0.0
2006,1.4536151127231278e-07,2.0589450144825605e-09
2007,1.8294716142008838e-07,1.1983438685803094e-09
2008,1.2133702398386959e-07,1.7029758714315335e-09
2009,1.0156249885540092e-07,1.430457752249481e-09
2010,6.424358645062966e-08,5.196172381261022e-09
2011,6.11835488939505e-08,4.206369030868018e-09
2012,4.255315744217114e-08,3.4042526575461807e-09
2013,3.430623962685786e-08,5.578249862026041e-09
2014,3.7678745457014884e-08,5.630157673408576e-09
2015,5.120289259252786e-08,7.75801378694041e-09
2016,1.0750255086122706e-07,5.178350193091319e-09
2017,2.213737992917686e-08,6.289028409156572e-09
2018,2.9945013579890656e-08,5.6792268665617485e-09
2019,4.668307695965268e-08,9.94885240857002e-09
