year,plusieurs_DET îles_NOUN,plusieurs_DET iles_NOUN,plusieurs_DET fils_NOUN
1863,2.3175041352629933e-07,2.347471755870245e-08,1.5233593053665118e-07
1864,1.9418648466995592e-07,2.397363974004918e-08,2.488463803906882e-07
1865,2.0757183882835761e-07,1.7415324904401785e-08,2.6122986618304367e-07
1866,1.3672372256579024e-07,2.773399376820862e-08,1.990035614629626e-07
1867,1.9023021202713153e-07,1.4073153309368536e-08,3.0766826064621e-07
1868,1.8326932815782015e-07,1.7783546413241424e-08,2.76138957255867e-07
1869,1.6262118052168262e-07,1.3185502134582805e-08,1.963174720565064e-07
1870,1.605533643811441e-07,1.548193129252695e-08,2.746609388815102e-07
1871,1.1046024583905023e-07,1.5931766128574054e-08,2.761506152637594e-07
1872,1.3062252612883185e-07,1.5723081503438152e-08,3.416746651163649e-07
1873,1.5683332232896419e-07,1.855661307947898e-08,2.5500377809350994e-07
1874,1.2247948610877302e-07,1.5533983432902687e-08,1.917849569710306e-07
1875,1.556255426748976e-07,1.2587359599081083e-08,1.7507873462108137e-07
1876,2.06773700384133e-07,1.3301232337781244e-08,2.599786350643285e-07
1877,1.9915106985735065e-07,1.6699003069220453e-08,2.0657285726422003e-07
1878,2.1197200572586894e-07,1.872117438850296e-08,2.258619148931551e-07
1879,2.1627010937663727e-07,1.7106110861142554e-08,2.2543409583519747e-07
1880,1.6493864229971678e-07,1.1552123257985158e-08,2.0665465427782692e-07
1881,1.903494606381173e-07,1.95230204225183e-08,2.2590924203536034e-07
1882,2.0232370268047362e-07,1.2645231750596508e-08,2.222898665138473e-07
1883,1.914759657495324e-07,1.958995032858013e-08,2.053785204125802e-07
1884,2.2775854979784071e-07,1.3203393933736152e-08,2.8255263107013207e-07
1885,1.4824962679682585e-07,1.1602144245337342e-08,2.8747534885908976e-07
1886,9.034849512978838e-08,2.452316216761119e-08,2.794349833745713e-07
1887,1.2209088762205056e-07,2.0239666442822823e-08,2.7029747839968365e-07
1888,1.1920355547090367e-07,1.394935211784798e-08,2.4284554456244223e-07
1889,1.553753845584538e-07,1.5662841745811562e-08,1.9609877988102653e-07
1890,1.638596671682535e-07,1.1797895993481688e-08,2.2219369899545427e-07
1891,1.2812182248467252e-07,1.72103943318902e-08,2.3903325097052175e-07
1892,1.3477302052145035e-07,1.567128071755519e-08,2.1939793271030794e-07
1893,1.3179011748576386e-07,1.4780199342201428e-08,2.5126340125192215e-07
1894,1.0019447560516426e-07,1.3233232509790582e-08,1.732923369246464e-07
1895,7.703826732097241e-08,4.213030146971164e-09,1.6310445216660696e-07
1896,7.371286536717037e-08,2.181900704556483e-08,2.0580630610833595e-07
1897,1.0021947227656369e-07,2.0976169134989675e-08,2.0684832646722384e-07
1898,7.299278004246901e-08,1.1316709569442196e-08,2.2690002676739596e-07
1899,9.120504707027521e-08,1.326618814800895e-08,2.2331416715815067e-07
1900,9.447716653454563e-08,1.3496738171525635e-08,1.7026654042240352e-07
1901,6.371162108997908e-08,8.383108651699445e-09,1.6151456039281697e-07
1902,9.182230531479263e-08,1.1784681341886483e-08,6.078931571451562e-07
1903,9.396382960602523e-08,1.1340462346964841e-08,1.98188080835493e-07
1904,8.438161280821532e-08,1.289910045443321e-08,3.466633158311083e-07
1905,7.689530923116195e-08,1.445012559608827e-08,1.8372301680003034e-07
1906,4.681207843582058e-08,9.259532418592897e-09,1.7953203668152895e-07
1907,5.4514140201966654e-08,1.388567694160514e-08,1.9799946926468692e-07
1908,6.630375515292997e-08,3.437972351250096e-09,2.0775175557652403e-07
1909,6.601180091436731e-08,1.0451868481808901e-08,2.4259337561005623e-07
1910,7.749018138270003e-08,5.344150788566537e-09,2.1162837260391143e-07
1911,8.991432487448492e-08,1.1172785918667216e-08,2.186673841997333e-07
1912,7.032718496446932e-08,3.125652625612929e-09,1.828506857037837e-07
1913,7.795394640908171e-08,4.242391882236518e-09,2.2219527284761398e-07
1914,1.0312984954907733e-07,6.027069343605973e-09,2.698787726629348e-07
1915,1.0838300834592474e-07,1.1780761588475741e-08,2.0027295022373437e-07
1916,1.087758718654186e-07,1.3184954461564757e-08,1.5052823698624707e-07
1917,5.4832123286274737e-08,1.4256351876795748e-08,2.138452736000218e-07
1918,7.006689273225675e-08,3.44591288836682e-09,1.9297111997218508e-07
1919,5.616787523976541e-08,1.8415696745321952e-09,1.813946091111518e-07
1920,7.496509724091993e-08,2.2716695191604686e-09,1.4084351107612747e-07
1921,6.815472475274476e-08,3.786373714564917e-09,1.8401775636611717e-07
1922,7.820611802600297e-08,1.2542490324118916e-08,1.748570669368732e-07
1923,6.263409479956294e-08,5.307974060286824e-09,1.592392249172292e-07
1924,5.414482329157977e-08,7.734974771800296e-09,1.7919357686579929e-07
1925,6.268961660893524e-08,5.499089184013428e-09,1.3197813175658268e-07
1926,7.802297052883489e-08,5.573069228326233e-09,1.5604594061358057e-07
1927,6.578042488492031e-08,7.804457302640344e-09,1.4828468408722983e-07
1928,6.96988489146122e-08,4.5704163786908225e-09,1.953853006053663e-07
1929,7.686880376667204e-08,7.798284240578823e-09,1.2254447323556406e-07
1930,7.667630308461071e-08,1.4705044848462023e-08,1.0083459223153568e-07
1931,1.2431839291338065e-07,6.843213995466613e-09,1.687992776666647e-07
1932,9.534796963084347e-08,4.383814644626227e-09,1.249387224788734e-07
1933,9.405943357521096e-08,1.1470662197865522e-09,1.789423329512374e-07
1934,1.0304159303586857e-07,8.38710612072191e-09,1.3539185239608287e-07
1935,1.7114646500004937e-07,1.3165112555668657e-08,1.4960354999260517e-07
1936,6.668593321990102e-08,1.576212937948185e-08,1.1639725983059179e-07
1937,6.925115225708822e-08,3.777335333410292e-09,1.5864808267096464e-07
1938,8.945998319909165e-08,5.186085783037697e-09,1.2576258501262316e-07
1939,5.04703683290586e-08,0.0,1.376464515701059e-07
1940,9.63597486247636e-08,1.01431314458722e-08,1.0650288118085882e-07
1941,7.37875680556499e-08,1.1806010835613279e-08,1.6528415081040748e-07
1942,4.551317789314169e-08,0.0,1.2136847260535433e-07
1943,5.8064703267746154e-08,1.4516176261025748e-08,1.3064558856967778e-07
1944,8.032965581605822e-08,3.2131861615880553e-09,9.639558484764166e-08
1945,1.0238968695119866e-07,1.3071024262956144e-08,1.1328220894668561e-07
1946,8.909506910015352e-08,8.352662561605939e-09,1.1832938273670379e-07
1947,5.1259746669529704e-08,8.344609669919123e-09,1.2874540789020728e-07
1948,9.132385669907706e-08,1.522064341230589e-08,1.1741638572537738e-07
1949,7.362756315743013e-08,3.9268033269479474e-09,1.2663940873736124e-07
1950,6.806631214217873e-08,5.317680740191122e-09,1.1379837028258066e-07
1951,8.102665249865026e-08,2.1322803522849654e-09,1.940375098374858e-07
1952,6.432330224015459e-08,2.1089607837865287e-09,1.0017563967235077e-07
1953,8.72680021579697e-08,5.386913803917537e-09,1.1527995580351558e-07
1954,5.4726201570431954e-08,5.863521668203475e-09,1.0456613352971544e-07
1955,1.0042600528947787e-07,2.815682353940474e-09,1.2013578354341803e-07
1956,6.802490415402929e-08,5.232684952005684e-09,7.674604507457161e-08
1957,5.124321877936211e-08,5.301022620862739e-09,8.481636443180562e-08
1958,8.02407632005675e-08,4.9633461784992505e-09,1.1829308332877986e-07
1959,6.6656428820977e-08,5.425523585955716e-09,1.1316091708124532e-07
1960,5.951916537405566e-08,6.920833239831836e-09,1.0727291543943807e-07
1961,5.5585272551450515e-08,5.558527305105088e-09,9.171570480859259e-08
1962,4.9467259843893885e-08,5.0735651235811474e-09,1.3191269304657638e-07
1963,5.948768944108451e-08,1.9398159745165344e-09,9.957722268971736e-08
1964,7.057403506038895e-08,6.083968384640315e-09,1.0342745992986124e-07
1965,5.143720693823184e-08,6.0192477668863376e-09,1.0725205135120319e-07
1966,6.425326981585044e-08,7.200797402795445e-09,1.1964401203101716e-07
1967,6.11361601343674e-08,2.958201350544698e-09,1.1635591867786843e-07
1968,6.287982087793687e-08,6.737123747768692e-09,1.0375170678145196e-07
1969,5.904285227398276e-08,4.5417577476669635e-09,1.012811997602725e-07
1970,8.323692179956765e-08,5.978342487722443e-09,1.264649334142831e-07
1971,6.78268470277743e-08,3.083038491169532e-09,1.130447460084838e-07
1972,6.823095466401696e-08,4.617132176587546e-09,1.0722006571484144e-07
1973,4.851619350709768e-08,5.513203726881244e-09,1.39484053640615e-07
1974,7.256987677450866e-08,1.1251143461343815e-08,1.3163837775387321e-07
1975,7.482039166006871e-08,7.996072248772634e-09,1.44500444498874e-07
1976,7.998937490150126e-08,1.1427053525636666e-08,1.1084242301784286e-07
1977,8.109959148683288e-08,7.639816779203557e-09,1.1048349612963193e-07
1978,9.683164092777474e-08,3.5643548113029055e-09,1.271286551585149e-07
1979,7.13940779828448e-08,4.681578680276743e-09,1.158690722258271e-07
1980,7.163289966749531e-08,2.8425753972882717e-09,1.017641989564666e-07
1981,5.8195057273113804e-08,5.060439622894819e-09,1.1132967303595365e-07
1982,9.311253745813985e-08,4.345251602977385e-09,9.373328158090999e-08
1983,7.830991588519964e-08,6.9468474306333405e-09,7.407865671993363e-07
1984,6.958810061519216e-08,9.278413592994639e-09,1.1192086279976365e-07
1985,6.316336031986225e-08,3.007779025843149e-09,1.1970960578366885e-07
1986,8.811893659199654e-08,4.795588481876223e-09,1.1149742951133135e-07
1987,8.310711141490401e-08,5.499735167280306e-09,1.0877253675545262e-07
1988,6.356346909930366e-08,2.99827696004229e-09,1.1633314667136574e-07
1989,6.530865703791022e-08,2.744061089465788e-09,1.0537194450321863e-07
1990,8.118489835950982e-08,2.179460389939436e-09,1.0461410071549437e-07
1991,6.33038248487594e-08,2.930732601047481e-09,1.0492022894936781e-07
1992,9.091407582317856e-08,2.754972139307199e-09,1.520744521421591e-07
1993,6.757833281856307e-08,5.539207426075166e-10,1.323870528757709e-07
1994,8.439882703825674e-08,4.2199412852994556e-09,1.1604838245915516e-07
1995,9.923084753893363e-08,3.795715741716776e-09,1.2146289485315265e-07
1996,8.434185505556968e-08,2.135236876199542e-09,1.0836327035690374e-07
1997,8.726707978468085e-08,2.397447240731765e-09,1.2035184937531085e-07
1998,9.72698375178993e-08,1.9072516899143466e-09,1.0775972381082966e-07
1999,8.911892468432825e-08,1.3710603485872497e-09,1.1654013043482792e-07
2000,1.1089259199792423e-07,1.7672125984802278e-09,1.3121553088524252e-07
2001,9.813914259027001e-08,4.8193330159929104e-09,1.371319280352168e-07
2002,9.025316005661921e-08,2.190610692842654e-09,1.1829297896781554e-07
2003,5.3336615124521813e-08,1.2500768753476166e-09,1.0708992004282436e-07
2004,7.223857867444394e-08,8.809582507929292e-10,1.048340307896467e-07
2005,8.827349295970066e-08,1.8014998381943315e-09,1.0223511459628298e-07
2006,8.441674292924972e-08,8.235779835885637e-10,1.20654177315771e-07
2007,1.0225867086433027e-07,1.1983438685803094e-09,1.1583990611185868e-07
2008,1.0217855228589201e-07,1.7029758436759579e-09,1.1495087015589434e-07
2009,9.488702890081413e-08,2.860915504498962e-09,1.0251614046552504e-07
2010,8.030448261919787e-08,4.723793023408973e-10,9.731013728142557e-08
2011,1.2886785594190542e-07,0.0,8.489217728779863e-08
2012,1.450211710718463e-07,0.0,8.714887078653533e-08
2013,1.1156499901687766e-07,5.578250084070646e-10,8.702070175559129e-08
2014,1.0285864782133558e-07,1.5158115873603606e-09,9.8960841743434e-08
2015,1.4784558022284955e-07,1.551602762939197e-09,9.265285072501683e-08
2016,1.1413083944589175e-07,6.21402013178951e-10,9.321030036701927e-08
2017,1.0288850216255696e-07,2.012489092040326e-09,8.024800113304309e-08
2018,1.0300051833667112e-07,0.0,8.286508101917889e-08
2019,1.33671751889608e-07,2.806086529805185e-09,9.464164252293017e-08
