year,vraies_ADJ âmes_NOUN,vraies_ADJ femmes_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,8.951360541686881e-09
1803,0.0,0.0
1804,0.0,7.4155526164076946e-09
1805,0.0,0.0
1806,0.0,3.1698359492793315e-08
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,8.627225156487839e-09,0.0
1814,0.0,0.0
1815,0.0,5.394447111228828e-09
1816,0.0,1.3905623319487859e-08
1817,0.0,3.113746815941454e-09
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,4.746592452420373e-09
1821,0.0,7.88919063410276e-09
1822,0.0,2.0051231786055723e-09
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,1.7610886082763955e-09
1826,0.0,0.0
1827,0.0,9.217273055917019e-10
1828,0.0,9.172301251858528e-10
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,6.720750067579218e-10,6.048674894287842e-09
1837,6.957890930081589e-10,0.0
1838,1.8936485712828244e-09,0.0
1839,0.0,8.38977065598101e-09
1840,0.0,7.0066574764382494e-09
1841,0.0,4.494383976094696e-09
1842,6.708265054555795e-10,2.0124795163667386e-09
1843,2.3627644285539873e-09,5.31621990873532e-09
1844,0.0,2.195424508855126e-09
1845,0.0,1.674068439427856e-09
1846,0.0,5.269050973311096e-09
1847,5.393223645455691e-10,0.0
1848,0.0,8.045221711050488e-10
1849,0.0,5.02764896381791e-09
1850,0.0,6.788996032014438e-10
1851,0.0,4.514607354622058e-09
1852,0.0,7.161600201754936e-09
1853,5.971931837933653e-10,1.1943863675867306e-09
1854,2.0782657816909023e-09,6.234797567117312e-09
1855,1.5920811335945473e-09,1.8574279891936385e-08
1856,5.177189232874468e-10,1.2942972915652717e-08
1857,1.4644527812635033e-09,1.7085282522089074e-08
1858,1.468102750479261e-09,1.3212924976357954e-08
1859,0.0,1.4258085379026397e-08
1860,4.577183909670879e-10,5.034902272882391e-09
1861,0.0,7.545541969022906e-09
1862,4.517986262886353e-10,1.9879140111811466e-08
1863,6.493007020935693e-09,2.7470415275843152e-08
1864,9.589455896019672e-10,1.726102105692462e-08
1865,9.41368871743009e-10,1.1767110841276462e-08
1866,6.3252967308358166e-09,1.216403244796993e-08
1867,1.455843445796745e-09,2.038180824115443e-08
1868,1.4819622196071691e-09,3.1615194018286275e-08
1869,4.883519144627257e-10,1.953407746668745e-08
1870,3.4404292748035914e-09,3.096386436141074e-08
1871,1.0621177271019633e-09,1.1683295220166201e-08
1872,0.0,3.084143074261192e-08
1873,2.3944017879529156e-09,1.7359413462259e-08
1874,0.0,1.6728906260254917e-08
1875,0.0,1.4875970677508121e-08
1876,0.0,1.0278225381910033e-08
1877,6.184815992682502e-10,9.27722432209066e-09
1878,2.4156354694326865e-09,1.3889904337816006e-08
1879,0.0,2.7491964260661916e-08
1880,1.9253538763308597e-09,2.888030792291829e-08
1881,0.0,1.5339516323820135e-08
1882,0.0,1.9300616216355593e-08
1883,6.319338941018771e-10,2.7805091562527195e-08
1884,1.3203393933736152e-09,3.300848305798354e-08
1885,0.0,2.5782542323327107e-08
1886,0.0,1.5488312854472497e-08
1887,3.264462256069578e-09,2.2198344495905076e-08
1888,6.974675947901687e-09,2.4728397107764977e-08
1889,3.132568426877924e-09,2.7566601445982997e-08
1890,3.2771931834929546e-09,2.1629475099871343e-08
1891,6.374220040683554e-10,3.1871099537283953e-08
1892,6.8953633913793055e-09,4.576013878931917e-08
1893,0.0,6.035248389935077e-08
1894,1.8904617871129403e-09,2.835692747282792e-08
1895,7.22233739480771e-09,2.4074457982692365e-08
1896,3.5382172747233653e-09,4.717623269812066e-08
1897,2.330685422435863e-09,2.0976168357833558e-08
1898,8.487532454637403e-09,5.149102833001962e-08
1899,4.4220627160029835e-09,2.9296165493519766e-08
1900,2.07642125715779e-09,4.464305547458025e-08
1901,6.147612641171918e-09,2.794369535763508e-08
1902,4.910283846193408e-10,4.1246384085980026e-08
1903,1.0800440541913758e-09,3.0781254878320397e-08
1904,2.6873125946735854e-09,2.741058935384899e-08
1905,1.5482277682110634e-09,2.9416327151920996e-08
1906,4.629765903985117e-09,3.343719967574543e-08
1907,5.142843484406967e-09,2.7257069490360664e-08
1908,4.4202499438483756e-09,4.174680867663483e-08
1909,3.300590023513905e-09,5.115914802900079e-08
1910,5.34415089958884e-09,3.6874638453809894e-08
1911,4.25629931299909e-09,1.8621308939259507e-08
1912,4.688478938419394e-09,3.2819354345292595e-08
1913,1.060597942803554e-09,3.1287640922528226e-08
1914,1.3393487430235496e-09,2.8795998474606677e-08
1915,1.1780761921542648e-09,2.0027295377644805e-08
1916,5.493730803607377e-09,3.955486249651585e-08
1917,1.0966424435210342e-09,5.3735480065597585e-08
1918,0.0,3.331049214239101e-08
1919,5.524709134618888e-09,4.6960025201769895e-08
1920,8.329454459499175e-09,3.8618381381638756e-08
1921,1.3630945261411398e-08,5.376650591415455e-08
1922,0.0,2.8036154731125862e-08
1923,4.246379248229459e-09,4.883336046646036e-08
1924,9.02413699321869e-09,5.672314884463958e-08
1925,3.299453377181294e-09,6.488924952918751e-08
1926,0.0,3.4553028882555736e-08
1927,3.3447675740205796e-09,4.9056588125040435e-08
1928,1.1426041224282812e-09,3.085031252680892e-08
1929,1.1140406375176326e-09,3.230717737778832e-08
1930,0.0,2.6259009189288918e-08
1931,4.5621426636444085e-09,1.1405356659111021e-08
1932,1.0959536611565568e-09,1.53433514782364e-08
1933,3.4411986593596566e-09,2.867665571670841e-08
1934,1.1981580172459871e-09,2.2765002327673756e-08
1935,0.0,5.0266791618014395e-08
1936,3.6374143697059935e-09,3.516167268458048e-08
1937,2.5182236296217297e-09,2.392312481447334e-08
1938,2.5930428915188486e-09,4.148868626430158e-08
1939,3.058810094103137e-09,2.4470480752825097e-08
1940,0.0,1.0143131667916805e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,2.4273694165799498e-08
1943,0.0,4.645176332473966e-08
1944,0.0,3.534504600111177e-08
1945,2.178504043826024e-09,5.446259976338297e-08
1946,2.7842208538686464e-09,4.872386583087973e-08
1947,0.0,2.26496545963073e-08
1948,0.0,2.8266908813634473e-08
1949,0.0,3.141442661558358e-08
1950,0.0,4.0414374069541736e-08
1951,0.0,3.0918066329377325e-08
1952,2.1089607837865287e-09,1.7926167217297007e-08
1953,1.0773827385790469e-09,2.5857186614075545e-08
1954,0.0,4.88626810124515e-08
1955,0.0,3.378819002364253e-08
1956,8.72114158667614e-10,4.098936656760088e-08
1957,0.0,2.738861759610245e-08
1958,0.0,4.7979010986409776e-08
1959,0.0,1.9376869886400527e-08
1960,6.920833350854139e-10,3.391208380776334e-08
1961,6.25334317660986e-09,3.335116360858592e-08
1962,3.805173953708163e-09,2.3465238641051656e-08
1963,0.0,3.685650185047962e-08
1964,1.8251904432275978e-09,2.798625509115027e-08
1965,1.0944086747954884e-09,4.049311996823235e-08
1966,2.769537488234164e-09,2.1602390987141007e-08
1967,0.0,2.7116845657815247e-08
1968,1.3474247273492779e-09,3.638046663922978e-08
1969,2.7250546263957176e-09,3.5425710365188934e-08
1970,2.7592350626548523e-09,3.2650948611490094e-08
1971,2.0553589941130213e-09,3.1858064630796434e-08
1972,5.130146862875051e-10,1.7442499000708267e-08
1973,5.513203782392395e-10,3.0322620858669325e-08
1974,1.1251143350321513e-09,2.7565301152776556e-08
1975,1.1422960355389478e-09,2.9699696924012642e-08
1976,2.285410749536254e-09,2.971033907783749e-08
1977,0.0,5.582942819160053e-08
1978,1.1881182704343018e-09,3.683166482915112e-08
1979,2.925986564150662e-09,2.867466974976196e-08
1980,0.0,4.0933084477501325e-08
1981,0.0,4.048351698315855e-08
1982,0.0,3.786576385778062e-08
1983,1.89459470334441e-09,5.1785590926556324e-08
1984,1.739702604197646e-09,4.755186822080759e-08
1985,1.2031116103372597e-09,3.549179083961462e-08
1986,5.994485463567401e-10,3.896415634585537e-08
1987,3.0554083707556856e-09,2.9943002743948455e-08
1988,1.798966087207532e-09,6.476278002764957e-08
1989,1.0976244357863152e-09,3.1831110192115375e-08
1990,0.0,2.5063794595325817e-08
1991,1.1722930404189924e-09,5.1580894222524876e-08
1992,1.1019888335184191e-09,2.7549720726938176e-08
1993,5.539207426075166e-10,2.7696037463442735e-08
1994,5.274926606624319e-10,3.2177052133874895e-08
1995,1.626735190995987e-09,2.982347879765257e-08
1996,5.338092190498855e-10,3.3629980578098184e-08
1997,1.438468344439059e-09,5.130537061859286e-08
1998,2.3840645013706308e-09,4.291316457738503e-08
1999,4.570201161957499e-10,4.5702012840820316e-08
2000,2.6508188977203417e-09,3.843687323978884e-08
2001,1.7524847129024579e-09,3.9430904763548824e-08
2002,1.752488598683044e-09,3.680225901803169e-08
2003,8.333845835650777e-10,5.8336919295243206e-08
2004,0.0,6.254803253114005e-08
2005,1.8014998381943315e-09,6.080061609736731e-08
2006,8.235779835885637e-10,6.423908160968494e-08
2007,3.994479469415779e-10,5.8718846673855296e-08
2008,2.9802078582719105e-09,5.023778726354067e-08
2009,9.53638501499654e-10,5.626467114439038e-08
2010,2.3618964561933353e-09,5.479600062585632e-08
2011,7.64794394481072e-10,6.156594878348187e-08
2012,1.0212758416727752e-09,7.353185793590455e-08
2013,1.1156500168141292e-09,7.446963934398809e-08
2014,6.496335691608124e-10,8.1420736819382e-08
2015,3.768178213903184e-09,7.359030007592082e-08
2016,8.285360175719347e-10,7.80895206276e-08
2017,1.7609279590047322e-09,6.716682321439293e-08
2018,4.904786798931582e-09,8.157434905342598e-08
2019,3.3162841361900064e-09,6.734607893577049e-08
