year,mêmes_ADJ oeufs_NOUN,mêmes_ADJ feux_NOUN
1889,0.0,2.4434033463194282e-08
1890,6.554386478008212e-10,3.5393686204088226e-08
1891,6.374220040683554e-10,5.354344878583106e-08
1892,6.268512375839919e-10,1.5044429702015805e-08
1893,0.0,5.665743074700913e-08
1894,0.0,4.159015887239548e-08
1895,0.0,3.009307292245467e-08
1896,5.89702897624278e-10,1.2973464080801023e-08
1897,5.826713556089658e-10,5.0692406716734695e-08
1898,5.6583548957434e-10,2.319925584970406e-08
1899,5.527578395003729e-10,2.432134493801641e-08
1900,0.0,2.0245106924221545e-08
1901,1.1177477832191585e-09,1.900171220370339e-08
1902,4.910283846193408e-10,2.356936334990678e-08
1903,0.0,2.214090244478939e-08
1904,0.0,1.9886112312406112e-08
1905,0.0,1.0837593933388234e-08
1906,0.0,2.3148830408104004e-08
1907,0.0,2.262851062084792e-08
1908,4.911389073214423e-10,1.1787333775714615e-08
1909,1.6502950117569526e-09,1.4302557360679202e-08
1910,1.068830135508847e-09,1.5498036631811374e-08
1911,0.0,1.8089272302290738e-08
1912,0.0,1.5628263128064646e-08
1913,0.0,6.893886794756554e-09
1914,6.696743715117748e-10,2.209925398233281e-08
1915,0.0,7.068456930880984e-09
1916,1.0987462051303964e-09,7.69122365795738e-09
1917,0.0,4.386569774084137e-09
1918,1.1486376294556067e-09,2.5270027848023346e-08
1919,0.0,5.248473655683483e-08
1920,0.0,1.8930579770426448e-08
1921,7.572747429129834e-10,3.559191341651058e-08
1922,2.2133805899215986e-09,1.9182632371439468e-08
1923,0.0,1.5923921736771263e-08
1924,1.289162443462999e-09,1.1602462102189293e-08
1925,0.0,1.3197813508725176e-08
1926,0.0,8.916910765321973e-09
1927,0.0,3.9022285847067906e-08
1928,0.0,1.7139061725401916e-08
1929,4.4561625500705304e-09,2.4508894469477127e-08
1930,0.0,3.676261073337628e-08
1931,0.0,3.763767608688795e-08
1932,0.0,1.753525857850491e-08
1933,0.0,1.7205993074753678e-08
1934,3.5944740517379614e-09,1.9170528275935794e-08
1935,1.196828414151696e-09,8.377798899061872e-09
1936,0.0,7.274828739411987e-09
1937,0.0,1.2591118370153254e-08
1938,0.0,1.0372171566075394e-08
1939,1.5294050470515685e-09,2.7529290846928234e-08
1940,0.0,2.5357829169792012e-09
1941,0.0,1.7709016475464523e-08
1942,0.0,6.371844563091145e-08
1943,0.0,1.4516175816936538e-08
1944,0.0,2.2492303131116387e-08
1945,0.0,1.089252066321933e-08
1946,0.0,1.2528993842408909e-08
1947,0.0,1.907339353124371e-08
1948,2.174377566888097e-09,1.3046265401328583e-08
1949,0.0,5.890204768377316e-09
1950,1.0635361480382244e-09,1.2762433776458693e-08
1951,2.1322803522849654e-09,1.3859822622919182e-08
1952,0.0,1.0544804140977249e-08
1953,3.232148326759443e-09,2.0470272588113403e-08
1954,9.772536113672459e-10,1.9545073115523337e-08
1955,3.754243138587299e-09,1.220129064449793e-08
1956,0.0,1.744228228517386e-08
1957,8.835037701437898e-10,1.3252556385623393e-08
1958,0.0,1.2408365002158916e-08
1959,0.0,1.7826719656000023e-08
1960,0.0,1.1073333361366622e-08
1961,1.3896318540318475e-09,1.181187059273725e-08
1962,6.341956404476434e-10,1.331810839388936e-08
1963,6.466053248388448e-10,9.69907976156037e-09
1964,0.0,1.1559539991878864e-08
1965,5.472043373977442e-10,1.6963333848707407e-08
1966,0.0,1.2185964237687585e-08
1967,0.0,1.627010703941778e-08
1968,0.0,2.380450325745187e-08
1969,0.0,1.9075383050903838e-08
1970,0.0,2.9431840076199478e-08
1971,0.0,2.003974941544584e-08
1972,0.0,6.156176013405457e-09
1973,1.102640756478479e-09,7.1671650836435674e-09
1974,5.625571675160757e-10,1.1251143128276908e-08
1975,0.0,9.709516746170266e-09
1976,0.0,6.8562320265641574e-09
1977,1.1753563677885381e-09,3.526069214387917e-09
1978,0.0,1.128712323605896e-08
1979,0.0,7.022368020415115e-09
1980,5.685150683554241e-10,9.664756106531058e-09
1981,1.8976649140967083e-09,8.855769451088236e-09
1982,0.0,9.311253101884631e-09
1983,0.0,4.4207211225000265e-09
1984,0.0,6.378909400694965e-09
1985,0.0,9.02333674446254e-09
1986,0.0,8.991728250862252e-09
1987,0.0,2.0165694891716157e-08
1988,5.996553809062277e-10,1.0793796967334401e-08
1989,0.0,1.5366742545097622e-08
1990,0.0,8.172976073694826e-09
1991,0.0,4.10302547493302e-09
1992,0.0,7.162927584403178e-09
1993,5.539207426075166e-10,1.0524494165053966e-08
1994,0.0,9.494868002946077e-09
1995,0.0,9.21816667442954e-09
1996,0.0,5.3380921904988554e-09
1997,0.0,8.630809844589749e-09
1998,0.0,1.0489884516573511e-08
1999,0.0,7.769341614505265e-09
2000,0.0,9.719669513685858e-09
2001,0.0,5.257454027685071e-09
2002,4.38122149670761e-10,1.1391176002462089e-08
2003,0.0,6.667076668520622e-09
2004,0.0,8.369103632333008e-09
2005,0.0,5.854874363109275e-09
2006,0.0,9.059357708451898e-09
2007,0.0,9.586750948642475e-09
2008,4.257439678578834e-10,1.1069342775726909e-08
2009,0.0,8.582746957586096e-09
2010,0.0,9.447585824773341e-09
2011,0.0,1.3766299211681599e-08
2012,0.0,9.19148224198807e-09
2013,0.0,1.1993237514218436e-08
2014,4.330890368553497e-10,1.407539329534302e-08
2015,0.0,1.10828768384863e-08
2016,0.0,1.8020658743012063e-08
2017,0.0,8.804639684001359e-09
2018,0.0,7.486253394972664e-09
2019,0.0,7.90806176098613e-09
