year,fibres_NOUN in_ADJ,fibres_NOUN fines_ADJ
1865,4.706844358715045e-10,2.7299697724636474e-08
1866,9.731225825149181e-10,5.011581372116325e-08
1867,0.0,1.5820165799595998e-07
1868,0.0,1.1658102749834143e-07
1869,0.0,4.5905078849273195e-08
1870,0.0,2.2362790730312554e-08
1871,0.0,4.354682658913589e-08
1872,6.047339295989218e-10,2.9027228620748247e-08
1873,0.0,5.626844074013704e-08
1874,0.0,6.870800817182499e-08
1875,5.721527140956084e-10,6.808617314391086e-08
1876,1.209202959984168e-09,8.706261667157378e-08
1877,0.0,4.576763856789512e-08
1878,0.0,4.408534692856847e-08
1879,6.10932526790009e-10,2.8102896010295808e-08
1880,0.0,2.3746030919369332e-08
1881,0.0,3.9046042843438045e-08
1882,0.0,3.926677294430192e-08
1883,0.0,2.9068958795619437e-08
1884,0.0,2.0465261485469455e-08
1885,0.0,3.931837794235449e-08
1886,0.0,5.743582676132064e-08
1887,6.528924623161458e-10,8.814048158001242e-08
1888,2.53624587998047e-09,4.248211893376208e-08
1889,0.0,5.5759716843795104e-08
1890,0.0,7.537544632896243e-08
1891,1.9122659011827636e-09,4.079500826037474e-08
1892,0.0,2.695460366020086e-08
1893,0.0,6.959010812046529e-08
1894,0.0,5.986462525697789e-08
1895,6.018614495673091e-10,8.787177518954081e-08
1896,0.0,3.2433659702402196e-08
1897,0.0,6.642453209693144e-08
1898,1.13167097914868e-09,2.998928039232851e-08
1899,0.0,5.140648084989152e-08
1900,5.191053142894475e-10,6.073531833017398e-08
1901,5.588738916095792e-10,6.091725168744233e-08
1902,1.9641135384773634e-09,4.0264328760031276e-08
1903,1.0800440541913758e-09,4.428180488957878e-08
1904,5.374625189347171e-10,8.115683769460702e-08
1905,5.160759042333041e-10,7.792746004042783e-08
1906,0.0,1.4866692710224783e-07
1907,0.0,1.3885677674352337e-07
1908,0.0,1.0461258859173483e-07
1909,0.0,7.811396984802599e-08
1910,0.0,5.076943310200477e-08
1911,0.0,7.608135077497025e-08
1912,0.0,4.323819524643113e-08
1913,0.0,4.5605711429530515e-08
1914,0.0,3.683209115479258e-08
1915,0.0,3.887651445211304e-08
1916,0.0,1.9777431248257926e-08
1917,0.0,4.49623400733401e-08
1918,0.0,3.365508147723517e-07
1919,0.0,1.012863304339362e-08
1920,0.0,3.104614965110386e-08
1921,0.0,7.64847456480311e-08
1922,7.377935484775833e-10,3.6889676535700744e-08
1923,0.0,2.3355086309351236e-08
1924,0.0,6.961477083677892e-08
1925,1.0998177923937646e-09,3.739380427525418e-08
1926,1.1146138456652466e-09,3.343841470382358e-08
1927,1.1149224876660924e-09,3.4562596340492746e-08
1928,0.0,4.227635130860108e-08
1929,0.0,7.909688548579652e-08
1930,0.0,3.2561171536826805e-08
1931,0.0,4.790249619190945e-08
1932,0.0,2.4110979879310435e-08
1933,0.0,2.2941324839820254e-08
1934,0.0,5.391711077606942e-08
1935,0.0,2.5133395809007197e-08
1936,0.0,3.394919900756577e-08
1937,0.0,8.813782415018068e-08
1938,0.0,6.612259539906518e-08
1939,0.0,1.8352861452797242e-08
1940,0.0,8.621661606866837e-08
1941,0.0,1.121570960549434e-07
1942,0.0,1.365395263519531e-07
1943,0.0,6.967764676346633e-08
1944,0.0,3.855823393905666e-08
1945,0.0,1.1110370934375169e-07
1946,0.0,2.227376683094917e-08
1947,1.1920870957027319e-09,2.622591566137089e-08
1948,0.0,8.914948068650119e-08
1949,0.0,3.8286334103077024e-08
1950,2.1270722960764488e-09,4.0414374069541736e-08
1951,0.0,7.03652491829132e-08
1952,0.0,4.217921545368597e-08
1953,4.3095309543161875e-09,5.710128503366718e-08
1954,0.0,2.834035384147171e-08
1955,0.0,4.880516257799172e-08
1956,1.744228317335228e-09,7.325758843990116e-08
1957,1.7670075402875796e-09,3.445664731316356e-08
1958,1.6544486891589827e-09,3.722509589465517e-08
1959,0.0,5.813060965920158e-08
1960,0.0,4.221708493901133e-08
1961,0.0,4.099414141478519e-08
1962,6.341956404476434e-10,3.4880759613997725e-08
1963,6.466053248388448e-10,8.211887347897573e-08
1964,0.0,3.467861903194702e-08
1965,0.0,3.009623839034248e-08
1966,5.539074754423723e-10,8.474784607415131e-08
1967,4.930335584241163e-10,3.106111279294055e-08
1968,8.982831700699023e-10,4.850729240502005e-08
1969,4.5417578031781147e-10,3.0429777808649305e-08
1970,0.0,1.839489982558007e-08
1971,0.0,1.798439086542203e-08
1972,0.0,1.846852804021637e-08
1973,0.0,2.4809416743210022e-08
1974,0.0,1.9689500752040345e-08
1975,5.711480177694739e-10,1.9990180177842376e-08
1976,0.0,2.6853577139718254e-08
1977,5.876781838942691e-10,1.939338006851088e-08
1978,0.0,1.3069301196821925e-08
1979,0.0,1.2289143924704149e-08
1980,0.0,1.6486937370885357e-08
1981,6.325549528618524e-10,1.4548763971333756e-08
1982,0.0,9.9320033308814e-09
1983,6.315316047889041e-10,1.894594880980094e-08
1984,0.0,2.0296528902008504e-08
1985,0.0,2.7671566371623157e-08
1986,0.0,2.2179596825822046e-08
1987,0.0,6.110816741511371e-09
1988,0.0,3.6578978013235286e-08
1989,0.0,9.878620255143744e-09
1990,5.44865097484859e-10,1.7435683119515488e-08
1991,0.0,4.68917216167597e-09
1992,0.0,2.314176583695371e-08
1993,0.0,1.2186256448387667e-08
1994,5.274926606624319e-10,9.494868002946077e-09
1995,5.422450821690461e-10,1.2471637056421514e-08
1996,5.338092190498855e-10,6.939520069693117e-09
1997,0.0,1.2946214877906925e-08
1998,0.0,5.2449422582867555e-09
1999,0.0,8.683382013430219e-09
2000,0.0,1.4137700787841823e-08
2001,0.0,4.8193329327261836e-09
2002,0.0,5.6955880012310445e-09
2003,0.0,7.91715315529018e-09
2004,0.0,1.0571499231559756e-08
2005,0.0,1.0808999251210594e-08
2006,0.0,1.0294725072412803e-08
2007,3.994479469415779e-10,9.18730247434496e-09
2008,0.0,9.792111205220166e-09
2009,0.0,2.6701878708124127e-08
2010,0.0,4.7237931344312756e-09
2011,3.82397197240536e-10,1.4531093661673822e-08
2012,0.0,1.4978712103985714e-08
2013,2.789125042035323e-10,7.530637446961919e-09
2014,2.1654451842767486e-10,5.630157631775212e-09
2015,2.2165753954528356e-10,1.1526191917576867e-08
2016,0.0,1.0149566520567532e-08
2017,0.0,6.289028409156572e-09
2018,0.0,3.3559066636712487e-09
2019,0.0,4.846876677788714e-09
