year,questions_NOUN in_ADJ,questions_NOUN fines_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,5.851017448321727e-09
1804,4.943701892301533e-09,9.887403784603066e-09
1805,0.0,2.55858996212055e-08
1806,2.881669125542885e-09,0.0
1807,1.1387820464392462e-08,0.0
1808,4.5321479902327155e-09,2.2660739951163578e-09
1809,0.0,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,0.0
1812,5.3344164641089264e-09,0.0
1813,8.627225156487839e-09,0.0
1814,3.1466771410748606e-09,0.0
1815,2.697223555614414e-09,0.0
1816,0.0,1.1588019432906549e-08
1817,0.0,0.0
1818,3.5763532135746345e-09,0.0
1819,1.035105001712111e-09,0.0
1820,0.0,0.0
1821,9.86148829262845e-10,1.0847637454958203e-08
1822,2.0051231786055723e-09,0.0
1823,5.929612356680991e-09,9.882686891060644e-10
1824,0.0,0.0
1825,2.641632912414593e-09,0.0
1826,8.807984341885344e-10,0.0
1827,2.7651818612639545e-09,1.8434546111834038e-09
1828,1.7427371545863934e-08,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,1.5591206103948707e-09,1.5591206103948707e-09
1832,2.705993873419743e-09,0.0
1833,1.1583628278799551e-08,1.1583628500844156e-09
1834,3.733812370398937e-09,1.8669061851994684e-09
1835,1.5126175867408165e-09,7.563087933704082e-10
1836,1.0753199886082143e-08,0.0
1837,4.87052354003481e-09,6.957890930081589e-10
1838,1.2624323808552163e-09,0.0
1839,0.0,0.0
1840,1.2739377330817092e-09,0.0
1841,4.494383976094696e-09,1.926164561183441e-09
1842,6.708265054555795e-09,1.341653010911159e-09
1843,7.678984559333912e-09,1.1813822142769936e-09
1844,1.097712254427563e-09,1.6465684371524958e-09
1845,1.1160455892778032e-09,8.37034175305007e-09
1846,8.196302303531411e-09,1.1709002656346001e-09
1847,2.6966118227278457e-09,2.6966118227278457e-09
1848,8.045221711050488e-10,0.0
1849,8.379414939696517e-10,0.0
1850,2.7155984128057753e-09,0.0
1851,6.449438760824933e-10,6.449438760824933e-10
1852,1.0416872919805087e-08,0.0
1853,1.1943863675867306e-09,0.0
1854,3.63696517347023e-09,5.195664454227256e-10
1855,6.8990182455763716e-09,3.714855978387277e-09
1856,6.212626857404757e-09,5.177189232874468e-10
1857,1.9526036343364694e-09,9.763018171682347e-10
1858,2.4468380654951716e-09,0.0
1859,1.5276520048956854e-09,0.0
1860,6.865776031039772e-09,9.154367819341758e-10
1861,4.7159637306393165e-09,0.0
1862,4.517986429419807e-09,0.0
1863,5.9935452156878455e-09,2.1476870060155306e-08
1864,1.9178911792039344e-09,5.274200631788517e-09
1865,2.3534221238463715e-09,2.3534221238463715e-09
1866,1.9462451650298362e-09,3.8924903300596725e-09
1867,2.426405742994575e-09,3.88224918879132e-09
1868,6.915823469455518e-09,4.93987406535723e-10
1869,4.395167119142229e-09,3.906815315701806e-09
1870,3.4404292748035914e-09,8.027668307875047e-09
1871,7.434824311758348e-09,1.0621177271019633e-09
1872,1.2094678591978436e-09,0.0
1873,1.1972008939764578e-09,5.986004469882289e-10
1874,2.3898436563030145e-09,0.0
1875,1.7164581422868253e-09,5.721527140956084e-10
1876,1.813804439976252e-09,1.813804439976252e-09
1877,1.2369631985365004e-09,1.2369631985365004e-09
1878,2.4156354694326865e-09,0.0
1879,1.1607718342077078e-08,6.10932526790009e-10
1880,5.134277003548959e-09,0.0
1881,6.972507571312292e-10,6.972507571312292e-10
1882,2.6621540527571597e-09,1.9966155395678697e-09
1883,1.8958017378167824e-09,0.0
1884,3.9610181801208455e-09,0.0
1885,1.933690763067375e-09,6.445635691854079e-10
1886,2.5813855497602844e-09,1.2906927748801422e-09
1887,3.264462256069578e-09,0.0
1888,6.340614699951175e-10,5.07249175996094e-09
1889,3.132568426877924e-09,2.5060546970934183e-09
1890,5.898947996740844e-09,2.6217545912032847e-09
1891,2.5496880162734215e-09,6.374220040683554e-10
1892,2.5074049503359674e-09,7.522214851007902e-09
1893,4.310891699166319e-09,4.926733243593162e-09
1894,0.0,1.8904617871129403e-09
1895,4.213029924926559e-09,6.018614495673091e-10
1896,7.076434549446731e-09,5.89702897624278e-10
1897,5.2440420894583895e-09,1.7480140668268973e-09
1898,7.921697076085366e-09,2.26334195829736e-09
1899,4.4220627160029835e-09,3.3165470370022376e-09
1900,1.5573159428683425e-09,5.191053142894475e-10
1901,6.706486921359556e-09,0.0
1902,2.455141867585553e-09,0.0
1903,1.6200660812870638e-09,1.0800440541913758e-09
1904,3.7622376325430196e-09,5.374625189347171e-10
1905,5.160758931310738e-09,0.0
1906,2.572092316910357e-09,5.144184522798412e-10
1907,6.1714118260169926e-09,1.028568674676933e-09
1908,2.9468334439286537e-09,4.911389073214423e-10
1909,2.200393367512987e-09,0.0
1910,4.275320542035388e-09,5.344150677544235e-10
1911,1.0108711090417444e-08,1.0640748282497725e-09
1912,3.646594803896619e-09,0.0
1913,3.71209285532359e-09,5.30298971401777e-10
1914,6.027069510139427e-09,0.0
1915,3.534228465440492e-09,0.0
1916,4.394984820521586e-09,1.0987462051303964e-09
1917,8.773139548168274e-09,0.0
1918,1.1486376294556067e-09,1.1486376294556067e-09
1919,2.762354567309444e-09,9.207848372660976e-10
1920,5.300562211374427e-09,0.0
1921,9.844571879913389e-09,0.0
1922,8.115728977742265e-09,0.0
1923,1.0615948120573648e-09,2.1231896241147297e-09
1924,6.4458122173149945e-09,0.0
1925,4.399271169575059e-09,3.299453377181294e-09
1926,6.687682962969177e-09,3.343841648018042e-09
1927,2.2298449753321847e-09,2.2298449753321847e-09
1928,1.2568645679778001e-08,1.1426041224282812e-09
1929,1.3368487428166986e-08,0.0
1930,1.2604324362008867e-08,0.0
1931,4.5621426636444085e-09,0.0
1932,5.4797681947604815e-09,1.0959536611565568e-09
1933,8.02946331646126e-09,0.0
1934,7.188948103475923e-09,7.188948103475923e-09
1935,8.377798899061872e-09,2.393656828303392e-09
1936,1.2124715009775855e-08,3.6374143697059935e-09
1937,1.1332006444320086e-08,7.554670666820584e-09
1938,1.0372171566075394e-08,0.0
1939,3.058810094103137e-09,7.647025235257843e-09
1940,1.2678914806940611e-08,0.0
1941,0.0,2.9515025978810172e-09
1942,0.0,0.0
1943,1.1612940831184915e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,4.357008087652048e-09,2.178504043826024e-09
1946,8.352662561605939e-09,0.0
1947,3.5762612871081956e-09,5.960435700558264e-09
1948,1.0871887834440486e-09,0.0
1949,7.853606542873592e-09,0.0
1950,7.444753036267571e-09,0.0
1951,1.0661401761424827e-09,0.0
1952,2.1089607837865287e-09,0.0
1953,1.1851210235391818e-08,2.1547654771580937e-09
1954,2.9317608341017376e-09,0.0
1955,2.815682353940474e-09,5.631364707880948e-09
1956,1.0465369904011368e-08,0.0
1957,6.184526224473075e-09,0.0
1958,8.272243612328367e-09,1.6544486891589827e-09
1959,1.5501495642666896e-09,0.0
1960,5.536666680683311e-09,0.0
1961,8.33779090214648e-09,6.948159270159238e-10
1962,6.341956293454132e-09,1.2683912808952869e-09
1963,7.759263898066138e-09,6.466053248388448e-10
1964,6.692365106530929e-09,6.083968329129164e-10
1965,2.188817349590977e-09,1.6416130677043839e-09
1966,5.539074976468328e-09,5.539074754423723e-10
1967,4.930335695263466e-09,9.860671168482327e-10
1968,2.6948494546985557e-09,3.1439910674890825e-09
1969,6.8126366770115965e-09,2.2708788183223305e-09
1970,2.7592350626548523e-09,2.2993624781975086e-09
1971,4.624557736754298e-09,5.138397485282553e-10
1972,5.643161493651405e-09,1.5390440033513642e-09
1973,1.6539611902288698e-09,1.102640756478479e-09
1974,5.625571619649605e-09,5.625571675160757e-10
1975,8.567220266542108e-09,2.2845920710778955e-09
1976,9.712995630017929e-09,0.0
1977,3.526069214387917e-09,5.876781838942691e-10
1978,5.346532327976661e-09,2.3762365408686037e-09
1979,8.192762801506603e-09,1.1703946700691858e-09
1980,9.096241204709088e-09,0.0
1981,8.22321433169293e-09,0.0
1982,5.586751949948621e-09,2.483000915987077e-09
1983,4.420721011477724e-09,0.0
1984,6.958809972701374e-09,1.739702604197646e-09
1985,9.624893104742682e-09,0.0
1986,5.395036861699509e-09,2.997242676272549e-09
1987,1.4054878594293996e-08,0.0
1988,6.596209134457354e-09,5.996553809062277e-10
1989,6.585746614717891e-09,1.0976244357863152e-09
1990,9.262706268664544e-09,1.089730194969718e-09
1991,8.20605139395525e-09,5.861465202094962e-10
1992,2.754972083796048e-09,1.65298330578878e-09
1993,6.093128224193833e-09,0.0
1994,8.96737506472789e-09,2.637463358823311e-09
1995,3.2534704930142766e-09,5.422450821690461e-10
1996,6.939520069693117e-09,5.338092190498855e-10
1997,7.1923419442398995e-09,0.0
1998,9.059445527093146e-09,0.0
1999,3.1991407856146736e-09,0.0
2000,2.2090157481002848e-09,4.4180314962005696e-10
2001,1.051490838843705e-08,1.3143635069212678e-09
2002,5.257465574004527e-09,1.752488598683044e-09
2003,4.166923084358842e-09,1.2500769308587678e-09
2004,7.928623979580607e-09,0.0
2005,2.702249757291497e-09,1.3511248786457486e-09
2006,4.529678854225949e-09,0.0
2007,4.393927360846206e-09,1.5977917877663117e-09
2008,9.366367237362283e-09,4.257439678578834e-10
2009,5.245011980292702e-09,1.430457752249481e-09
2010,3.779034529749481e-09,4.723793023408973e-10
2011,6.118354933803971e-09,7.64794394481072e-10
2012,5.787229417908435e-09,2.0425516833455504e-09
2013,4.183687563052985e-09,2.789125042035323e-10
2014,3.681256771637109e-09,1.9489005964601347e-09
2015,2.659890530054554e-09,1.329945265027277e-09
2016,2.2784741315895474e-09,6.214020409345267e-10
2017,2.0124891197959016e-09,7.54683426862357e-10
2018,3.872200116106228e-09,5.162933414126769e-10
2019,4.081580295967058e-09,1.02039510174734e-09
