year,quelques_DET autographes_NOUN,quelques_DET photographes_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,1.5591206548037917e-08,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,4.667265685043276e-09,0.0
1835,3.025235173481633e-09,0.0
1836,1.0753200108126748e-08,0.0
1837,5.5663127440652715e-09,0.0
1838,1.2624323808552163e-08,0.0
1839,1.3982950353153e-09,0.0
1840,7.643626342979104e-09,0.0
1841,1.6051371787284552e-08,0.0
1842,9.391571076378114e-09,0.0
1843,8.860366662588604e-09,0.0
1844,7.1351298203126134e-09,0.0
1845,9.486387508861327e-09,0.0
1846,1.3465353276842507e-08,0.0
1847,2.6966118227278457e-09,0.0
1848,0.0,0.0
1849,2.513824526317876e-08,2.513824481908955e-09
1850,2.7155984128057753e-09,1.3577992064028876e-09
1851,8.384270167027807e-09,0.0
1852,7.161600201754936e-09,0.0
1853,7.763511389313749e-09,5.971931837933653e-10
1854,1.1430461910322265e-08,3.6369652289813814e-09
1855,6.368324534378189e-09,9.552486801567284e-09
1856,1.6567005267642543e-08,2.174419444500586e-08
1857,6.8341126091553406e-09,9.763018171682347e-09
1858,2.446837954472869e-09,9.297984604472731e-09
1859,1.2221216039165483e-08,1.4258085379026397e-08
1860,6.408057418028079e-09,4.577183854159728e-09
1861,8.488734437595014e-09,1.5091083938045813e-08
1862,1.4005757470458846e-08,2.3041730745632094e-08
1863,4.495158800743582e-09,1.398493809645629e-08
1864,1.2945765681671162e-08,2.1576276321155774e-08
1865,6.118897832863013e-09,1.3649848362717876e-08
1866,1.167747110120132e-08,6.811858022093276e-09
1867,4.70722731904516e-08,5.82337378318698e-09
1868,1.531360993567432e-08,9.87974813071446e-10
1869,2.0022428159904848e-08,2.4417595723136287e-09
1870,1.3761717099214366e-08,5.734048791339319e-10
1871,1.3807530452325523e-08,1.274541272522356e-08
1872,1.1489944995446422e-08,3.628403577593531e-09
1873,2.9930022349411445e-09,4.1902030178953e-09
1874,1.553398404352535e-08,2.3898436563030145e-09
1875,2.2886108563824337e-09,1.1443054281912168e-09
1876,1.0882827083946722e-08,1.813804439976252e-09
1877,8.040260790487253e-09,5.566334504436554e-09
1878,3.0195443923020093e-09,1.2078177347163432e-09
1879,6.109325489944695e-09,9.774920428640144e-09
1880,1.0910338854586143e-08,7.701415283278834e-09
1881,1.7431269094814184e-08,3.486253785656146e-09
1882,2.728707926280549e-08,2.6621540527571597e-09
1883,3.0332826306267435e-08,5.687404991405742e-09
1884,1.7824582698722224e-08,4.621187876807653e-09
1885,7.734762941247197e-09,1.0957580620640783e-08
1886,7.0988100953073285e-09,7.744156649280853e-09
1887,1.9586773758462073e-08,6.528924623161458e-09
1888,1.8387782851903012e-08,5.706553452000662e-09
1889,1.754238299067623e-08,2.506054641582267e-09
1890,2.687298517045633e-08,1.1142456957102809e-08
1891,1.402328420052612e-08,7.649063937797962e-09
1892,1.9432388143059143e-08,0.0
1893,1.7243566130531462e-08,6.774258043407144e-09
1894,1.1342770500633037e-08,7.561847370496366e-09
1895,8.426059849853118e-09,3.0093072478365457e-09
1896,1.5921977736255144e-08,7.076434771491336e-09
1897,2.7968224625141147e-08,4.661370733849424e-09
1898,1.810673566637888e-08,3.960848538042683e-09
1899,1.5477219506010442e-08,8.291367592505594e-09
1900,1.5054054558483188e-08,5.191053142894475e-10
1901,2.5149324511808402e-08,5.029864968975062e-09
1902,1.522188014524417e-08,3.437198747846537e-09
1903,1.5660638563730345e-08,2.1600881083827517e-09
1904,2.3110888314192835e-08,9.13686282189019e-09
1905,1.8578732330354342e-08,5.1607592088664944e-09
1906,8.23069529198861e-09,1.0288369045596824e-09
1907,1.9542805373973238e-08,2.057137349353866e-09
1908,1.5716445034286153e-08,3.437972351250096e-09
1909,2.0903737130151256e-08,3.850688656825696e-09
1910,1.9238942439159246e-08,4.275320542035388e-09
1911,9.576673676292558e-09,1.0640748282497725e-09
1912,1.093978452271216e-08,6.251305251225858e-09
1913,6.36358749028787e-09,3.71209285532359e-09
1914,1.9420556496285712e-08,0.0
1915,3.180805796532127e-08,0.0
1916,6.592477008737774e-09,3.2962386153911893e-09
1917,2.1932848870420685e-09,4.386569774084137e-09
1918,1.1486376294556067e-08,0.0
1919,1.2890988054792274e-08,4.603924352863942e-09
1920,1.1358347595802343e-08,1.514446346106979e-09
1921,2.2718241954322593e-08,1.5145494858259667e-09
1922,1.1066902949607993e-08,0.0
1923,2.441668067731939e-08,3.1847844361720945e-09
1924,2.062659898438568e-08,1.0313299547703991e-08
1925,7.698724768800957e-09,1.0998177923937646e-09
1926,5.573069228326233e-09,7.802296808634424e-09
1927,1.8953682623390478e-08,2.2298449753321847e-09
1928,1.7139062169491126e-08,1.1426041224282812e-09
1929,2.3394852499691865e-08,4.4561625500705304e-09
1930,8.402882833991043e-09,4.201441416995522e-09
1931,5.7026783295555106e-09,0.0
1932,1.3151443600811774e-08,1.3151443933878681e-08
1933,1.6058926854967126e-08,4.588264879146209e-09
1934,2.6359476379411717e-08,0.0
1935,1.3165112555668657e-08,1.196828414151696e-09
1936,9.699771652549316e-09,4.849885826274658e-09
1937,1.1332006444320086e-08,7.554670999887492e-09
1938,2.5930428471099276e-08,6.4826072287971215e-09
1939,1.5294050470515685e-08,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,4.7224041566096275e-08,0.0
1942,9.102635312174812e-09,3.034211770724937e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,0.0,0.0
1945,4.357008087652048e-09,4.357008087652048e-09
1946,1.3921104269343232e-08,5.568441707737293e-09
1947,4.7683483828109274e-09,7.152522796260996e-09
1948,4.348755133776194e-09,3.2615663503321457e-09
1949,1.276211036849162e-08,1.9634016634739737e-09
1950,1.3825970146541522e-08,0.0
1951,7.462981344019681e-09,3.198420528427448e-09
1952,1.3708244650523227e-08,8.435843024123812e-09
1953,8.619061908632375e-09,3.232148326759443e-09
1954,0.0,1.9545072227344917e-09
1955,9.385607846468247e-09,9.385607846468247e-09
1956,1.657016879264006e-08,4.360570571293465e-09
1957,9.718541527092839e-09,5.301022731885041e-09
1958,2.4816730892496253e-09,7.445019101215422e-09
1959,9.300897385600138e-09,4.650448692800069e-09
1960,6.920833461876441e-09,6.2287499602575735e-09
1961,1.32015025577914e-08,2.08444772553662e-09
1962,6.341956293454132e-09,4.43936931660005e-09
1963,5.1728423766661535e-09,1.939815863494232e-09
1964,1.277633332463779e-08,3.650380997477498e-09
1965,1.751053863019436e-08,2.736021686988721e-09
1966,1.2739871713129958e-08,6.646889594286165e-09
1967,5.423369253687582e-09,4.437301970305896e-09
1968,1.7067379731727783e-08,5.838840411165336e-09
1969,9.537691525451919e-09,2.7250546263957176e-09
1970,1.195668489217816e-08,5.518470125309705e-09
1971,1.2332153964678128e-08,3.596878239697787e-09
1972,8.721249500354133e-09,5.130146751852749e-09
1973,9.372446041489013e-09,3.859242758696979e-09
1974,5.625571786183059e-09,3.937900117101378e-09
1975,2.1132476213381324e-08,4.569184142155791e-09
1976,2.5710870765749405e-08,6.8562320265641574e-09
1977,1.23412418062685e-08,4.701425582176455e-09
1978,1.6633655786080226e-08,5.346532105932056e-09
1979,7.607565355449708e-09,4.681578569254441e-09
1980,1.762396628635088e-08,1.1938816379952755e-08
1981,6.3255494731073725e-09,6.3255494731073725e-09
1982,1.179425412889401e-08,4.345251602977385e-09
1983,1.831441609478901e-08,1.3893695083311286e-08
1984,6.378909400694965e-09,1.681712458179163e-08
1985,1.4437339324047116e-08,6.015557940663996e-09
1986,1.7983456501724504e-08,9.591176741707841e-09
1987,1.7721368927858805e-08,5.499735111769155e-09
1988,1.1393452237218327e-08,1.2592763054541933e-08
1989,1.372030544732894e-08,1.865961507530045e-08
1990,2.2884334427430986e-08,1.4711357576580042e-08
1991,1.1136784217047335e-08,8.792197470075536e-09
1992,2.5345743281945943e-08,1.4325854946761751e-08
1993,1.7725463097306715e-08,1.938722604677423e-08
1994,1.2132331361769388e-08,6.857404755145069e-09
1995,9.760411145975922e-09,3.416143989909415e-08
1996,2.2953796641189683e-08,1.7615703562512408e-08
1997,1.5823151788829648e-08,2.4933451747699564e-08
1998,7.152193726156497e-09,1.4304387785379902e-08
1999,1.0968483010742602e-08,1.1425503043671625e-08
2000,1.0161472552283612e-08,1.0603275590881367e-08
2001,1.2705514140787244e-08,1.6648604495017594e-08
2002,1.664864135442201e-08,1.3581786362237835e-08
2003,1.4167538253673229e-08,1.750107703202275e-08
2004,1.0571499065026302e-08,1.5416769555409715e-08
2005,7.656374423348211e-09,1.666387361431987e-08
2006,1.4000825832027886e-08,1.4412614657288714e-08
2007,5.991719398412698e-09,1.4380126422963713e-08
2008,8.514879551446697e-09,1.4049551189110332e-08
2009,1.049002329445159e-08,2.002640830944813e-08
2010,1.1337103700270745e-08,1.7005654662227698e-08
2011,1.5295887223487625e-08,2.2943831279320648e-08
2012,1.2595734927289826e-08,1.974466590226598e-08
2013,1.6734750474256543e-08,1.8966050063795592e-08
2014,1.9055916761212544e-08,2.2520630249545093e-08
2015,1.5294370214746777e-08,1.9505864035096465e-08
2016,1.9470596357429315e-08,1.8020658743012063e-08
2017,2.3395186232733067e-08,2.0628013075452145e-08
2018,2.37494942045835e-08,2.1684320561377035e-08
2019,1.8622211439556224e-08,1.4540630033366142e-08
