year,mes_DET eaux_NOUN,mes_DET faux_ADJ
1879,3.482315313885209e-08,6.720257683667796e-09
1880,4.1074214696124045e-08,8.343199908722454e-09
1881,6.623881887435346e-08,2.091752326904839e-09
1882,4.8584313239175e-08,1.7969540522244642e-08
1883,3.4756364897248204e-08,1.0742875922176154e-08
1884,3.1688144552788344e-08,1.0562715146988921e-08
1885,1.8047779493102212e-08,9.023890079618013e-09
1886,5.291840321497432e-08,7.744156815814307e-09
1887,2.7421483528300428e-08,9.140494194870286e-09
1888,4.2482117379449846e-08,1.014498307583267e-08
1889,2.5687060034584874e-08,1.8168895721260014e-08
1890,4.4569826496143605e-08,5.8989478302073906e-09
1891,3.187109842706093e-08,7.0116419337296065e-09
1892,3.19694137829174e-08,6.8953633913793055e-09
1893,2.7097032173628577e-08,4.926733243593162e-09
1894,1.4493540811955086e-08,1.8904617871129403e-09
1895,1.9259565942064683e-08,6.018614495673091e-10
1896,2.4177819246684606e-08,3.5382172747233653e-09
1897,2.7968225846386474e-08,4.661370844871726e-09
1898,3.508180057565369e-08,6.224190496340043e-09
1899,1.492446166651007e-08,6.080336234504102e-09
1900,2.2840633606691085e-08,8.824790675987515e-09
1901,2.5708198236884527e-08,7.265360757457984e-09
1902,2.3078334632220532e-08,4.419255628107521e-09
1903,2.7001101798873606e-08,5.940242076007962e-09
1904,1.1824175416563776e-08,4.299700151477737e-09
1905,2.2191263937543226e-08,5.160758931310738e-09
1906,2.3148830130548248e-08,7.716276506641861e-09
1907,1.8514236699296305e-08,4.628559036046198e-09
1908,2.8977195087875884e-08,4.911389073214423e-09
1909,2.7504917898824033e-08,3.300590023513905e-09
1910,1.6566866878342523e-08,5.344150677544235e-10
1911,3.245428215059576e-08,4.788336838146279e-09
1912,5.157326832261333e-08,1.2502610502451716e-08
1913,4.2423916379874527e-08,7.42418571064718e-09
1914,3.8841114324839054e-08,3.3483718020477227e-09
1915,2.4739600590351074e-08,0.0
1916,9.888715624128963e-09,4.394984820521586e-09
1917,2.4126133979507358e-08,2.1932848870420685e-09
1918,3.790504177203502e-08,1.1486376294556067e-09
1919,2.3940405213807026e-08,4.603924352863942e-09
1920,1.665891025126598e-08,5.300562211374427e-09
1921,2.423279099605935e-08,3.0290989716519334e-09
1922,1.623145884366295e-08,3.6889677978990676e-09
1923,2.7601465557580696e-08,9.554353752605493e-09
1924,1.804827398643738e-08,1.0313299547703991e-08
1925,2.3096173862313663e-08,8.798542561194722e-09
1926,3.566764306128789e-08,1.0031524277920312e-08
1927,3.0102906389828377e-08,1.6723837648058293e-08
1928,3.0850310528407476e-08,7.998228968020271e-09
1929,3.787738211968872e-08,8.912325100141061e-09
1930,2.1007207751111423e-08,2.100720708497761e-09
1931,1.710803587684495e-08,1.1405356659111021e-08
1932,1.753525902259412e-08,9.863583283475919e-09
1933,1.0323596200123575e-08,8.02946331646126e-09
1934,2.2765002327673756e-08,9.585264137967897e-09
1935,2.2739740757060645e-08,5.98414207075848e-09
1936,4.122403041151301e-08,2.424942913137329e-09
1937,1.7627565185307503e-08,6.295558963032022e-09
1938,2.463390735840676e-08,2.074434313215079e-08
1939,1.6823455517567254e-08,1.070583532936098e-08
1940,7.607348750937604e-09,1.0143131667916805e-08
1941,5.9030051957620344e-09,8.854508237732261e-09
1942,6.371844563091145e-08,2.1239483061208375e-08
1943,2.6129116870166058e-08,5.806470348979076e-08
1944,2.8918675454292497e-08,2.2492303131116387e-08
1945,2.6142048081823077e-08,1.3071024262956144e-08
1946,4.454753366189834e-08,1.8097434661967782e-08
1947,4.649139762058496e-08,7.152522796260996e-09
1948,3.696441863709765e-08,1.4133454406817236e-08
1949,2.2579119018928395e-08,1.9634016079628225e-08
1950,4.78591268837647e-08,8.508289184305795e-09
1951,2.2388944032059044e-08,5.0108587723585174e-08
1952,1.7926167217297007e-08,2.214408811873625e-08
1953,3.663101211248687e-08,9.696444758233724e-09
1954,2.5408594339637602e-08,1.5636057781875934e-08
1955,3.2849628350817284e-08,8.447047061821422e-09
1956,1.9186510602509088e-08,1.0465369681966763e-08
1957,2.1204090927540165e-08,1.2369053004057662e-08
1958,1.9026160202884057e-08,1.1581140713090576e-08
1959,2.1702094343822864e-08,8.525822381422188e-09
1960,1.7994166157109248e-08,1.2457500142559752e-08
1961,3.1266716493671964e-08,1.8760029862896488e-08
1962,3.234397782936327e-08,1.5854890844657632e-08
1963,3.23302644655854e-08,1.5518527685109973e-08
1964,3.467861903194702e-08,1.946869898628023e-08
1965,3.3926667697414814e-08,8.208065005455012e-09
1966,4.098915407091397e-08,1.7725039880289728e-08
1967,2.5144711590652236e-08,1.6270107372484688e-08
1968,4.0422742708656756e-08,2.9643344195973143e-08
1969,2.497966811176866e-08,1.090021845007172e-08
1970,2.3453498365633152e-08,2.1154135110279526e-08
1971,4.4704056456623675e-08,1.4387512847768846e-08
1972,3.2319926623891604e-08,9.234264186641639e-09
1973,2.370677543162003e-08,1.874489274911184e-08
1974,2.5315073148846068e-08,2.700274492895005e-08
1975,1.6563292959403952e-08,2.227477224892027e-08
1976,2.1140049599743804e-08,1.4855170149541408e-08
1977,1.9393379790955123e-08,1.5867311742301382e-08
1978,3.4455430730773173e-08,1.1881182815365321e-08
1979,2.925986608559583e-08,2.5748683074588996e-08
1980,4.8892296433677984e-08,1.1938816435463906e-08
1981,2.909752794266751e-08,1.3283654232143505e-08
1982,3.3520510811513304e-08,1.9864007438918918e-08
1983,3.220811262139023e-08,1.1999100824056086e-08
1984,4.929157376709625e-08,1.3337719317885188e-08
1985,5.59446911019279e-08,1.7445118793979475e-08
1986,2.1580148390487608e-08,8.991728250862252e-09
1987,2.810975807676641e-08,1.0999470001493705e-08
1988,2.6384837426007834e-08,1.0793796967334401e-08
1989,4.500260253337274e-08,1.2073868571604862e-08
1990,2.2884334038852927e-08,1.5801087660527458e-08
1991,3.985796337424574e-08,1.582595565707834e-08
1992,3.25086699781707e-08,1.8733810502880033e-08
1993,4.98528672787657e-08,1.0524494442609722e-08
1994,3.217705202285259e-08,1.7934750795589594e-08
1995,2.114755781601474e-08,2.0063068317810462e-08
1996,4.85766395996734e-08,2.295379597505587e-08
1997,1.9659066707866657e-08,1.917957759278721e-08
1998,2.5271085557498907e-08,1.7165264987184514e-08
1999,2.3308026536605908e-08,1.5081664028748776e-08
2000,3.1368023178934834e-08,1.5463110680791203e-08
2001,3.7240301065111225e-08,9.638665865452367e-09
2002,3.3735407134471984e-08,1.5772397332636245e-08
2003,4.916968965318347e-08,1.4584229934833104e-08
2004,2.4666830578112808e-08,1.6297727084557678e-08
2005,3.2426996643408756e-08,1.4411998927599257e-08
2006,1.976587160612553e-08,1.4824403482549542e-08
2007,2.316798167201206e-08,1.3581230390302679e-08
2008,3.27822856638349e-08,3.448526314508982e-08
2009,2.527142117791925e-08,2.4317781344151967e-08
2010,3.0232275183283974e-08,3.448368879332975e-08
2011,4.206369164094781e-08,3.403335097074134e-08
2012,3.404252724159562e-08,4.0851030780331143e-08
2013,3.904775103258373e-08,4.211578874535604e-08
2014,4.48247139406277e-08,4.352544760721777e-08
2015,4.5439795703927643e-08,3.391360325899484e-08
2016,5.551191417652035e-08,3.997686293111258e-08
2017,4.251383289854971e-08,4.201070780140981e-08
2018,3.9238295279631075e-08,5.2403775374632033e-08
2019,2.984655633753164e-08,6.224410281641113e-08
