year,côtes_NOUN in_ADJ,côtes_NOUN fines_ADJ
1965,0.0,3.2832258967108174e-08
1966,0.0,6.979234523640798e-08
1967,0.0,5.916402656680475e-08
1968,4.4914158503495116e-10,1.841480479214397e-08
1969,0.0,3.542571236359038e-08
1970,0.0,4.1848399245925094e-08
1971,0.0,4.881477644325116e-08
1972,0.0,3.7450070766720245e-08
1973,0.0,2.591205694457699e-08
1974,0.0,5.62557183059198e-08
1975,0.0,1.2565255946839216e-08
1976,0.0,6.856232515062288e-08
1977,0.0,1.469195476389018e-08
1978,0.0,2.019801059738313e-08
1979,0.0,1.2289143924704149e-08
1980,5.685150683554241e-10,2.5583178242527538e-08
1981,0.0,2.3404533033843933e-08
1982,0.0,1.3656504815884318e-08
1983,0.0,1.6419821946556112e-08
1984,0.0,1.391762050051426e-08
1985,0.0,5.173379913347986e-08
1986,0.0,1.2588419251446936e-08
1987,0.0,3.4220574485210875e-08
1988,0.0,3.118208069530226e-08
1989,0.0,3.2928733517678666e-08
1990,0.0,1.961514428661104e-08
1991,0.0,1.1722930182145319e-08
1992,0.0,1.3223866057732181e-08
1993,0.0,4.4313659408601325e-09
1994,0.0,1.635227242502424e-08
1995,0.0,2.0063067651676647e-08
1996,0.0,1.3879039917341629e-08
1997,0.0,1.0069277966984203e-08
1998,4.768129224785866e-10,1.9072516010965046e-08
1999,0.0,1.9194844380621134e-08
2000,0.0,3.092622158362701e-09
2001,0.0,2.14679372889659e-08
2002,0.0,1.8401129509015846e-08
2003,0.0,5.8336921959778465e-09
2004,0.0,6.166707589017051e-09
2005,0.0,4.053374635937246e-09
2006,0.0,1.1941880706523023e-08
2007,0.0,3.1955835755326234e-09
2008,0.0,5.5346713878634546e-09
2009,0.0,3.814554005998616e-09
2010,0.0,8.030448306328708e-09
2011,0.0,4.206369030868018e-09
2012,0.0,1.7021263287730903e-09
2013,0.0,6.1360752590111645e-09
2014,0.0,3.4647122948427977e-09
2015,0.0,7.536356427806368e-09
2016,2.0713400439298368e-10,1.86420612280358e-09
2017,0.0,1.7609279590047322e-09
2018,0.0,5.162933414126769e-10
2019,1.2754939326953263e-09,2.04079020349468e-09
