year,côtes_NOUN in_ADJ,côtes_NOUN fines_ADJ
1800,0.0,3.144164484325529e-09
1801,2.3811825844433088e-09,2.3811825844433088e-09
1802,0.0,2.2378401354217203e-09
1803,0.0,0.0
1804,0.0,4.943701892301533e-09
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,2.2660739951163578e-09
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,1.7549536934780008e-08
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,4.6352077731626196e-09
1817,3.113746815941454e-09,0.0
1818,0.0,0.0
1819,0.0,1.0351049795076506e-08
1820,0.0,0.0
1821,1.97229765852569e-09,2.9584464877885353e-09
1822,0.0,1.4035862250239006e-08
1823,0.0,0.0
1824,0.0,3.3684450784221553e-09
1825,0.0,0.0
1826,0.0,5.2847905607222856e-08
1827,9.217273055917019e-10,0.0
1828,9.172301251858528e-10,9.172301251858528e-10
1829,1.714635211591542e-09,0.0
1830,0.0,2.400472176589119e-08
1831,3.1182412207897414e-09,0.0
1832,0.0,1.2176972319366541e-08
1833,3.4750886612755494e-09,3.475088550253247e-09
1834,1.8669061851994684e-09,9.334530925997342e-10
1835,1.5126175867408165e-09,0.0
1836,0.0,1.1425274948351216e-08
1837,2.0873671680021744e-09,0.0
1838,1.2624323808552163e-09,5.680945491803868e-09
1839,0.0,1.7478688718597368e-08
1840,1.2739377330817092e-09,3.885510135859249e-08
1841,3.852329122366882e-09,3.2102742686390684e-09
1842,2.0124795163667386e-09,1.408735705865638e-08
1843,0.0,1.1223130869097986e-08
1844,0.0,3.841992946007622e-09
1845,5.580227946389016e-10,2.2320911785556063e-09
1846,0.0,2.2832555401919308e-08
1847,0.0,1.833696039454935e-08
1848,0.0,1.9308531484796276e-07
1849,0.0,6.871120206142223e-08
1850,1.3577992064028876e-09,1.8330290174617403e-08
1851,6.449438760824933e-10,3.418202609850596e-08
1852,1.9531636308300904e-09,1.7578472677470813e-08
1853,1.1943863675867306e-09,3.642878354526147e-08
1854,1.0391328908454511e-09,3.792835201466005e-08
1855,0.0,7.960405667972736e-09
1856,0.0,4.038207457313092e-08
1857,0.0,1.0348799506232353e-07
1858,0.0,2.2021542755989998e-08
1859,0.0,3.666364811749645e-08
1860,0.0,7.048863004399664e-08
1861,4.715963730639317e-10,2.3579819541375002e-08
1862,4.517986262886353e-10,3.6143890103090826e-08
1863,0.0,4.145535292821023e-08
1864,1.9178911792039344e-09,7.959248460309709e-08
1865,0.0,1.9298061815220535e-08
1866,9.731225825149181e-10,5.4494865509013835e-08
1867,4.85281148598915e-10,8.540948215340904e-08
1868,2.4699371437009177e-09,9.533957268104132e-08
1869,4.883519144627257e-10,4.0044856319809696e-08
1870,0.0,5.390005952676802e-08
1871,0.0,3.9298356568906456e-08
1872,2.4189357183956872e-09,3.9912439575573444e-08
1873,0.0,2.3944018323618366e-08
1874,0.0,4.779687401423871e-08
1875,5.721527140956084e-10,6.694186538425129e-08
1876,0.0,8.524880845683924e-08
1877,2.4739263970730008e-09,2.72131899237138e-08
1878,0.0,2.294853729267743e-08
1879,0.0,3.6045020190833554e-08
1880,0.0,4.171599954361227e-08
1881,0.0,4.392679742171168e-08
1882,1.9966155395678697e-09,2.861815673327328e-08
1883,0.0,3.349249677597754e-08
1884,6.601696966868076e-10,4.093052030640365e-08
1885,1.2891271383708158e-09,7.02574283195645e-08
1886,1.936039106809062e-09,2.3232470169887165e-08
1887,6.528924623161458e-10,8.944627044593645e-08
1888,1.268122939990235e-09,5.3895225393674195e-08
1889,6.265136742733546e-10,8.019374897472176e-08
1890,0.0,7.144281521931362e-08
1891,0.0,6.565446974970968e-08
1892,1.2537024751679837e-09,4.8894396087462155e-08
1893,6.158416554491453e-10,3.94138659487453e-08
1894,6.301539290376468e-10,2.8987080291642542e-08
1895,0.0,2.046328972937772e-08
1896,0.0,3.715128116255073e-08
1897,5.826713556089658e-10,3.26295965802359e-08
1898,0.0,2.4330926606808134e-08
1899,0.0,4.090408189938444e-08
1900,0.0,3.8932899570909285e-08
1901,1.1177477832191585e-09,4.191554126009578e-08
1902,2.455141867585553e-09,4.4192553616539954e-08
1903,1.0800440541913758e-09,2.3220946943069976e-08
1904,5.374625189347171e-10,4.78341632970114e-08
1905,0.0,3.044847929345451e-08
1906,0.0,3.755254596171653e-08
1907,0.0,6.531411389509856e-08
1908,0.0,1.9645556070813086e-08
1909,5.500983557560346e-10,2.4204326876109405e-08
1910,0.0,4.649410945134491e-08
1911,0.0,3.0858168353908866e-08
1912,5.209421227725386e-10,5.3136098188133474e-08
1913,0.0,2.598465048686549e-08
1914,0.0,2.9465671680384276e-08
1915,0.0,3.180805663305364e-08
1916,0.0,1.3514578256490495e-07
1917,0.0,7.457168837987638e-08
1918,1.1486376294556067e-09,3.2161853624756986e-08
1919,0.0,4.9722380490724305e-08
1920,0.0,6.663563878461787e-08
1921,0.0,3.180553775905537e-08
1922,0.0,2.5084980925793587e-08
1923,0.0,3.8217415010421973e-08
1924,0.0,3.480738541838946e-08
1925,0.0,1.9796720707176974e-08
1926,0.0,1.2706597285472299e-07
1927,0.0,1.081474834130347e-07
1928,0.0,4.4561559331413036e-08
1929,0.0,7.464071938301231e-08
1930,0.0,6.092089732678829e-08
1931,0.0,1.0606982048244618e-07
1932,0.0,6.685317543997371e-08
1933,0.0,8.602996359741155e-08
1934,0.0,1.5336422620748635e-07
1935,0.0,5.984141893122796e-08
1936,0.0,1.8187072114983494e-07
1937,1.2591118148108649e-09,7.80649358489427e-08
1938,0.0,8.945998319909165e-08
1939,0.0,2.4317539626395046e-07
1940,0.0,1.4707540940683828e-07
1941,0.0,1.3872062254449702e-07
1942,0.0,1.7901849247436985e-07
1943,0.0,7.548411495861274e-08
1944,0.0,6.42637232317611e-08
1945,2.178504043826024e-09,1.9606536838523425e-08
1946,0.0,1.80974355501462e-08
1947,1.1920870957027319e-09,5.245183309909862e-08
1948,0.0,6.849289402310887e-08
1949,0.0,5.595694652082983e-08
1950,0.0,4.998619784757352e-08
1951,0.0,1.2260612280989847e-07
1952,0.0,1.5606310199700602e-07
1953,0.0,4.632745742583211e-08
1954,0.0,8.89300753037503e-08
1955,0.0,1.126272914930837e-07
1956,0.0,3.226822342661251e-08
1957,0.0,1.3959359712600872e-07
1958,0.0,5.376958256420039e-08
1959,0.0,2.2477169459023116e-08
1960,0.0,7.47450004112693e-08
1961,0.0,7.226085907419133e-08
1962,0.0,3.7417542841922113e-08
1963,0.0,9.893061747590082e-08
1964,0.0,8.639234921892225e-08
