year,vos_DET acteurs_NOUN,vos_DET facteurs_NOUN
1859,2.291477918525686e-08,0.0
1860,2.10550463730641e-08,7.323494255473406e-09
1861,2.6409396669535568e-08,0.0
1862,1.987914033385607e-08,0.0
1863,2.5972028638854283e-08,0.0
1864,2.6371003158942585e-08,4.315255264231155e-09
1865,1.835669316552213e-08,1.882737743486018e-09
1866,8.75810357570117e-09,4.865612912574591e-10
1867,1.649955905236311e-08,0.0
1868,2.4699369993719245e-08,0.0
1869,2.197583581775575e-08,1.4650557433881772e-09
1870,9.747882945276842e-09,4.013834153937523e-09
1871,3.18635318130589e-09,0.0
1872,1.2094679036067646e-08,6.047339295989218e-10
1873,1.3169210166807943e-08,0.0
1874,1.4936522574338085e-08,0.0
1875,6.751401987470373e-08,0.0
1876,2.2974856461743798e-08,1.813804439976252e-09
1877,5.937423441793044e-08,6.184815992682502e-10
1878,2.3552445327368332e-08,0.0
1879,1.1607718342077078e-08,0.0
1880,3.5939939468931925e-08,5.776061406947974e-09
1881,4.392679869846816e-08,0.0
1882,1.6638463051776853e-08,0.0
1883,1.0110942583185789e-08,6.319338941018771e-10
1884,1.1222884843675729e-08,0.0
1885,1.8047780159236027e-08,1.2891271383708158e-09
1886,9.03484920211639e-09,6.453463874400711e-10
1887,3.13388383021973e-08,0.0
1888,1.3949351895803375e-08,0.0
1889,4.072338882776805e-08,6.265136742733546e-10
1890,1.2453334585771358e-08,2.0318598359381213e-08
1891,6.3742202627281586e-09,0.0
1892,8.775917548220491e-09,1.2537024751679837e-09
1893,2.463366621796581e-09,0.0
1894,3.780923574225881e-09,1.2603078580752936e-09
1895,8.426060515986933e-09,0.0
1896,1.1204355165883584e-08,5.89702897624278e-10
1897,6.4093846896540185e-09,4.661370844871726e-09
1898,1.3580051749784161e-08,5.6583548957434e-10
1899,4.9748205555033564e-09,8.291367592505594e-09
1900,8.8247900098537e-09,2.595526460424935e-09
1901,1.4530720848782153e-08,0.0
1902,1.1293652957267142e-08,0.0
1903,1.674068350610014e-08,1.0800440541913758e-09
1904,2.6873125946735854e-09,2.1498500757388683e-09
1905,6.708986699521802e-09,1.5482277682110634e-09
1906,9.259532141037141e-09,1.5432553013283723e-09
1907,6.685696163355459e-09,3.0857059130084963e-09
1908,1.178733355367001e-08,1.964555629285769e-09
1909,9.351672325408344e-09,2.2003934230241384e-09
1910,4.809735720812114e-09,2.137660271017694e-09
1911,1.1172786140711821e-08,1.5961122423746588e-09
1912,2.6047106693738442e-09,1.0418842455450772e-09
1913,1.1136278788015375e-08,0.0
1914,1.0045115850232378e-08,0.0
1915,5.890381071793627e-09,5.890381071793627e-09
1916,2.197492410260793e-09,0.0
1917,2.1932848870420685e-09,4.386569774084137e-09
1918,1.2635013924011673e-08,0.0
1919,2.762354511798293e-09,0.0
1920,9.843901249695364e-09,1.514446346106979e-09
1921,1.5902769323616894e-08,5.300923255902035e-09
1922,5.902348387820666e-09,1.4755870969551665e-09
1923,5.307974060286824e-09,0.0
1924,1.160246199116699e-08,0.0
1925,8.798542117105512e-09,3.299453377181294e-09
1926,5.57306911730393e-09,0.0
1927,1.2264147031260109e-08,0.0
1928,1.1426041446327417e-08,1.1426041224282812e-09
1929,1.559656870320225e-08,2.2280812750352652e-09
1930,1.8906486154435242e-08,2.100720708497761e-09
1931,2.0529641986399838e-08,1.1405356659111021e-09
1932,1.3151443933878681e-08,0.0
1933,2.523545639121494e-08,0.0
1934,3.5944740517379614e-09,0.0
1935,1.3165112555668657e-08,0.0
1936,1.2124714565686645e-08,0.0
1937,1.6368453259474336e-08,1.2591118148108649e-09
1938,7.779128785578848e-09,0.0
1939,3.058810094103137e-09,0.0
1940,0.0,1.7750480196809804e-08
1941,8.854508237732261e-09,0.0
1942,2.7307905936524435e-08,0.0
1943,5.806470415592457e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,1.3071024262956144e-08,0.0
1946,6.960552134671616e-09,0.0
1947,8.344609669919123e-09,2.3841741914054637e-09
1948,1.1959077061973744e-08,0.0
1949,9.817008095325264e-09,2.945102384188658e-09
1950,2.3397795700930146e-08,2.1270722960764488e-09
1951,1.8124383771578323e-08,2.1322803522849654e-09
1952,2.003512733494972e-08,0.0
1953,1.508335856215126e-08,1.2928593307037772e-08
1954,1.4658804170508688e-08,0.0
1955,1.0324169075204281e-08,0.0
1956,2.877976768012047e-08,8.72114158667614e-10
1957,1.855357895097498e-08,1.7670075402875796e-09
1958,1.0753916424022236e-08,3.3088973783179654e-09
1959,2.2477168570844697e-08,3.8753737996444215e-09
1960,1.2457499642959391e-08,0.0
1961,9.727422589644874e-09,6.948159270159238e-10
1962,2.2831042667537105e-08,1.2683912808952869e-09
1963,1.0345685197421517e-08,0.0
1964,3.77206030854893e-08,0.0
1965,2.3529786119524942e-08,1.6416130677043839e-09
1966,9.416427415587236e-09,1.1078149508847446e-09
1967,2.1693475849016153e-08,0.0
1968,2.2007937111601095e-08,6.287982134978165e-09
1969,1.8621206132607426e-08,5.450109252791435e-09
1970,2.6672605457633836e-08,1.3796175313274261e-09
1971,2.980270541463881e-08,1.0276794970565106e-09
1972,3.2319926623891604e-08,5.130146862875051e-10
1973,2.8117339179178913e-08,0.0
1974,1.575160030187206e-08,1.1251143350321513e-09
1975,2.056132819561185e-08,1.1422960355389478e-09
1976,1.8283285774245428e-08,0.0
1977,1.82180240893004e-08,5.876781838942691e-10
1978,1.9603950907054468e-08,2.3762365408686037e-09
1979,1.2874341481783347e-08,1.1703946700691858e-09
1980,1.932951232408442e-08,0.0
1981,1.4548763582755697e-08,2.5302198114474095e-09
1982,1.2415004913002292e-08,6.207502289967692e-10
1983,1.705135366236732e-08,5.052252838311233e-09
1984,2.0296529790186923e-08,1.1598016991243298e-09
1985,2.5265344039127058e-08,2.4062232206745193e-09
1986,1.3787316288649265e-08,5.994485463567401e-10
1987,1.4054878705316298e-08,0.0
1988,3.47800117594943e-08,0.0
1989,1.6464366314750123e-08,1.7013178421620978e-08
1990,1.5801088437683575e-08,5.44865097484859e-10
1991,2.2859715009815318e-08,1.7584396161396398e-09
1992,2.314176583695371e-08,7.162927584403178e-09
1993,1.0524494442609722e-08,1.1078414852150331e-09
1994,1.0549853213248639e-08,5.274926606624319e-10
1995,2.2232048535464344e-08,0.0
1996,1.0676184158953106e-08,1.6014276571496566e-09
1997,2.3494982959171296e-08,0.0
1998,4.00522863763797e-08,1.43043876743576e-09
1999,2.422206693553086e-08,9.140402323914998e-10
2000,1.2370488633450805e-08,1.7672125984802278e-09
2001,3.4611572052867245e-08,1.3143635069212678e-09
2002,1.6648642020555826e-08,2.1906108038649563e-09
2003,2.458484510414749e-08,2.5001538617175356e-09
2004,1.233341576090119e-08,1.7619165015858584e-09
2005,1.3961623857028371e-08,2.702249757291497e-09
2006,1.605977106855505e-08,7.412201963319376e-09
2007,1.717626255115512e-08,2.3966877371606188e-09
2008,2.0435710457178402e-08,2.9802078582719105e-09
2009,1.4781396551200032e-08,9.059565542202108e-09
2010,1.3226620521056276e-08,1.2281861749841028e-08
2011,1.5678285114617552e-08,1.414869643667771e-08
2012,2.144679134286065e-08,1.5659562535574878e-08
2013,2.6775600903139463e-08,1.1993237514218436e-08
2014,2.3386807490588524e-08,7.145969149746634e-09
2015,1.6624315091195996e-08,1.0861219479352258e-08
2016,1.802065763278904e-08,1.4085112631789798e-08
2017,2.0628013630563657e-08,1.5345229087415646e-08
2018,1.7295826937324676e-08,1.4198066722315161e-08
2019,1.352023532019686e-08,6.887666881283394e-09
