year,expériences_NOUN in_ADJ,expériences_NOUN fines_ADJ
1913,1.5908969752675972e-08,0.0
1914,1.9420556718330317e-08,0.0
1915,2.2383447872975637e-08,0.0
1916,1.4283700444650549e-08,0.0
1917,1.2063066989753679e-08,0.0
1918,5.743188147278033e-09,2.2972752589112133e-09
1919,6.4454939163738345e-09,0.0
1920,8.329454459499175e-09,7.572231730534895e-10
1921,1.741731914250977e-08,0.0
1922,1.6969252114584776e-08,3.6889677978990676e-09
1923,1.8047112249064412e-08,5.307974060286824e-09
1924,3.867487219366694e-09,1.289162443462999e-09
1925,1.53974488714681e-08,1.0998177923937646e-09
1926,1.7833821530643945e-08,1.0031524944054127e-08
1927,8.919380123373344e-09,1.1149224876660924e-09
1928,2.0566874425753667e-08,0.0
1929,1.0026365959703298e-08,0.0
1930,4.201441416995522e-09,0.0
1931,6.843213995466613e-09,0.0
1932,1.4247397261968331e-08,4.383814644626227e-09
1933,2.1794258842078307e-08,0.0
1934,7.188948103475923e-09,0.0
1935,9.574627313213568e-09,0.0
1936,1.9399543305098632e-08,3.6374143697059935e-09
1937,6.295559185076627e-09,0.0
1938,1.0372171566075394e-08,0.0
1939,3.6705722017416065e-08,1.5294050470515685e-09
1940,2.028626333583361e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,3.034211704111556e-08,0.0
1943,3.193558706371391e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,1.3071024262956144e-08,0.0
1946,6.960552134671616e-09,1.3921104269343232e-09
1947,1.6689218895749036e-08,5.960435700558264e-09
1948,7.610321262063735e-09,2.174377566888097e-09
1949,2.1597417632079896e-08,5.890204768377316e-09
1950,1.3825969702452312e-08,0.0
1951,7.462981344019681e-09,0.0
1952,9.490323193972472e-09,2.1089607837865287e-09
1953,1.723812426135396e-08,7.54167928107563e-09
1954,1.2704296725729591e-08,9.772536113672459e-10
1955,9.385607846468247e-09,5.631364707880948e-09
1956,1.5698054856017052e-08,0.0
1957,1.6786572132332367e-08,6.184526224473075e-09
1958,8.272243612328367e-09,5.790570245522986e-09
1959,1.6276570313777938e-08,0.0
1960,1.4533749759237935e-08,6.920833350854139e-10
1961,1.806521465752553e-08,1.3896318540318475e-09
1962,6.976152100435229e-09,2.5367825617905737e-09
1963,1.551852757408767e-08,1.939815863494232e-09
1964,1.764350793242997e-08,4.258777774879263e-09
1965,1.0944086747954884e-08,5.472043373977442e-10
1966,1.163205665122291e-08,1.6617224263271169e-09
1967,1.6763141319486863e-08,1.9721342336964653e-09
1968,1.751652198289655e-08,4.042274071025531e-09
1969,1.1808570010707342e-08,3.6334062425424918e-09
1970,1.241655755990223e-08,4.5987250119061684e-10
1971,9.762954888969944e-09,1.541519245584766e-09
1972,1.2825366879631872e-08,5.130146862875051e-10
1973,1.3231688744674841e-08,1.102640756478479e-09
1974,9.00091468025721e-09,3.3753431161187564e-09
1975,1.1994108817248161e-08,2.8557400888473694e-09
1976,1.5997874969198023e-08,3.4281160132820787e-09
1977,8.227494963097826e-09,1.7630346071939584e-09
1978,5.346532216954358e-09,1.7821774056514528e-09
1979,7.0223681314374176e-09,5.851973350345929e-10
1980,6.253665585376211e-09,1.1370301367108482e-09
1981,7.590659656386833e-09,1.8976649140967083e-09
1982,3.1037510339615437e-09,6.207502289967692e-10
1983,5.683784443100137e-09,2.5261264191556165e-09
1984,7.538711266352749e-09,0.0
1985,7.820225245147583e-09,4.812446441349039e-09
1986,6.593933843390687e-09,0.0
1987,1.588812459374367e-08,1.2221633705067347e-09
1988,7.795519729736355e-09,5.996553809062277e-10
1989,2.7440609784434855e-09,1.0976244357863152e-09
1990,3.814055737905164e-09,2.179460389939436e-09
1991,7.6199047072123e-09,0.0
1992,4.958949695321735e-09,2.7549720282848966e-09
1993,1.2186256448387667e-08,1.661762283333701e-09
1994,4.2199412852994556e-09,1.0549853213248639e-09
1995,2.7112253553340793e-09,1.626735190995987e-09
1996,6.939520069693117e-09,1.067618438099771e-09
1997,7.1923419442398995e-09,4.79489448146353e-10
1998,3.3376904573501065e-09,1.9072516899143466e-09
1999,7.312321859131998e-09,4.570201161957499e-10
2000,1.7672125984802278e-09,4.4180314962005696e-10
2001,3.5049695090716426e-09,4.3812117822561447e-10
2002,5.257465907071435e-09,0.0
2003,1.6667691671301554e-09,4.1669229178253886e-10
2004,7.047665923076707e-09,1.7619165015858584e-09
2005,3.1526248278623825e-09,9.007499190971657e-10
2006,5.7650457740976435e-09,2.0589450144825605e-09
2007,2.7961355453243186e-09,7.988958938831558e-10
2008,3.405951742863067e-09,4.257439678578834e-10
2009,4.291373478793048e-09,4.76819250749827e-10
2010,5.196172381261022e-09,9.447586046817946e-10
2011,3.82397197240536e-10,3.82397197240536e-10
2012,1.3617010852229328e-09,6.808505426114664e-10
2013,3.3469500504423877e-09,2.789125042035323e-10
2014,2.165445156521173e-09,1.0827225782605865e-09
2015,4.43315073539452e-09,0.0
2016,3.935546111222266e-09,1.6570720351438695e-09
2017,2.0124890642847504e-09,5.031222660711876e-10
2018,3.0977600484760615e-09,0.0
2019,2.8060865853163364e-09,0.0
