year,nos_DET os_NOUN,nos_DET fosses_NOUN
1916,6.592477230782379e-08,1.2086208478478966e-08
1917,9.43112525852996e-08,1.0966424435210342e-09
1918,1.1026921331591666e-07,8.040463406189247e-09
1919,8.655377214950022e-08,6.4454939163738345e-09
1920,5.5277290744726315e-08,6.815008557481406e-09
1921,4.543648302046677e-08,6.058197943303867e-09
1922,6.345024861076354e-08,6.640141769764796e-09
1923,5.732611940700849e-08,8.492758496458919e-09
1924,6.703644883643278e-08,1.804827398643738e-08
1925,7.03883371588887e-08,9.898360353588487e-09
1926,5.3501465036021045e-08,1.1146138456652466e-09
1927,4.905659012344188e-08,8.919379901328739e-09
1928,5.82728083564632e-08,9.14083297942625e-09
1929,7.129859769250402e-08,2.2280812750352652e-09
1930,6.197126056761704e-08,1.0503603542488804e-09
1931,4.33403561928003e-08,7.983749661377715e-09
1932,5.150982085311284e-08,0.0
1933,4.932384767286635e-08,4.588264879146209e-09
1934,5.391711255242626e-08,1.1981580172459871e-09
1935,5.984141981940638e-08,1.555876849579363e-08
1936,4.4861445669397426e-08,1.2124714565686645e-09
1937,8.687871733137342e-08,3.777335333410292e-09
1938,5.315737894306949e-08,6.482607339819424e-09
1939,7.035263571708583e-08,1.6823456405745674e-08
1940,2.5357829391836617e-08,2.5357829169792012e-09
1941,1.3872062432085386e-07,8.854508237732261e-09
1942,4.551317789314169e-08,1.5171058853624686e-08
1943,6.967764676346633e-08,0.0
1944,7.390327994016843e-08,9.639558484764166e-09
1945,8.060464695702763e-08,1.089252021913012e-08
1946,9.327139771642123e-08,9.744772988540262e-09
1947,9.894322872128214e-08,3.5762612871081956e-09
1948,7.827759329614992e-08,9.784699273041042e-09
1949,7.95177701462535e-08,4.908504269707237e-09
1950,1.2337019539288008e-07,1.1698897850465073e-08
1951,8.742349266732674e-08,7.462981344019681e-09
1952,4.428817490520487e-08,5.272402070488624e-09
1953,5.494651977855369e-08,5.386913581872932e-09
1954,1.0065712441331698e-07,1.07497895029951e-08
1955,5.5375085850073447e-08,6.569925492527773e-09
1956,8.808352980338441e-08,6.104799332717903e-09
1957,8.835037945686963e-08,7.0680299946168645e-09
1958,6.783239536733987e-08,1.3235589513271862e-08
1959,7.595732620657714e-08,6.975673039200103e-09
1960,6.436375166174457e-08,1.5225833038812198e-08
1961,5.975416961234714e-08,4.168895617606694e-09
1962,9.830032166036062e-08,5.7077609305622445e-09
1963,1.015170392193454e-07,1.0992290633282664e-08
1964,7.118243017245618e-08,9.734349326606662e-09
1965,7.715581418210604e-08,6.0192477668863376e-09
1966,7.699313897546745e-08,7.200797291773142e-09
1967,9.811367740475418e-08,2.9582012395223956e-09
1968,8.264205142438641e-08,4.491415683816058e-09
1969,9.764779074217245e-08,6.358460813427058e-09
1970,7.403947033246538e-08,3.6789800095249348e-09
1971,9.351883623054391e-08,3.5968783507200897e-09
1972,6.77179397001737e-08,7.69522046084603e-09
1973,7.001768809189457e-08,1.1577728109557484e-08
1974,6.300640120748824e-08,7.313243399753588e-09
1975,6.796661145003213e-08,3.4268881066168433e-09
1976,7.141908553442988e-08,5.713526984862938e-09
1977,6.405692243305339e-08,4.7014254711541525e-09
1978,7.60395684196169e-08,2.9702956760857546e-09
1979,7.72460495568339e-08,4.681578680276743e-09
1980,6.08311112593185e-08,8.527726302887118e-09
1981,9.361813457786639e-08,6.958104314946922e-09
1982,6.952402209492448e-08,5.586751949948621e-09
1983,8.904595372172253e-08,0.0
1984,5.972978645019111e-08,5.799008384599347e-09
1985,6.978047473182869e-08,4.812446441349039e-09
1986,6.71382380801333e-08,4.196139880008332e-09
1987,4.827545163621494e-08,3.6664902225425067e-09
1988,6.356346915481481e-08,0.0
1989,7.518727684896476e-08,6.036934507847036e-09
1990,8.172976384557273e-08,3.2691906959314565e-09
1991,6.09592376576984e-08,1.1722930404189924e-09
1992,7.93431969015046e-08,3.305966445044106e-09
1993,6.037736222097578e-08,2.2156829704300662e-09
1994,7.121150868982795e-08,9.494868002946077e-09
1995,7.320308981206836e-08,2.1689803286761844e-09
1996,7.580090866099454e-08,4.270473530354479e-09
1997,7.911575927721515e-08,1.917957792585412e-09
1998,5.531029856342684e-08,4.291316191284977e-09
1999,7.175215666066492e-08,2.7421206694189237e-09
2000,9.189505245643659e-08,7.510653432518666e-09
2001,7.360435771985863e-08,8.762423564512289e-10
2002,6.790893447572444e-08,6.571832411594869e-09
2003,6.792084672468945e-08,2.5001538617175356e-09
2004,9.294109215574053e-08,5.285749615779878e-09
2005,8.512086679957065e-08,2.702249757291497e-09
2006,9.512325593874493e-08,2.8825228315376705e-09
2007,7.269952906341359e-08,5.192823504529542e-09
2008,7.961412018531178e-08,5.960415716543821e-09
2009,1.0299295505333816e-07,9.53638501499654e-10
2010,8.361113490451544e-08,6.613310343794865e-09
2011,1.059240215539603e-07,4.5887662558641296e-09
2012,1.262977766813833e-07,1.0212758250194298e-08
2013,1.1519086573485993e-07,8.925200134513034e-09
2014,1.4356901800738342e-07,1.0394137106572998e-08
2015,1.411958470143304e-07,9.087959190745565e-09
2016,1.4623660860024756e-07,7.2496901815100045e-09
2017,1.5722570800846825e-07,7.043711836018929e-09
2018,1.6934421154246593e-07,6.9699601645822895e-09
2019,1.4311041507397704e-07,6.377469385920875e-09
