year,tiges_NOUN fines_ADJ
1912,1.0418842677495377e-08
1913,5.302989602995467e-09
1914,1.8750882846418904e-08
1915,5.890381071793627e-09
1916,1.0987461607214755e-08
1917,6.5798546611262054e-09
1918,1.9526840588923733e-08
1919,1.749491218561161e-08
1920,1.741613253614105e-08
1921,1.5145495524393482e-08
1922,1.4018077365562931e-08
1923,5.307974060286824e-09
1924,1.804827398643738e-08
1925,1.5397448649423495e-08
1926,7.802296586589819e-09
1927,1.0034302277972529e-08
1928,5.713020501119104e-09
1929,1.3368487650211591e-08
1930,8.402882833991043e-09
1931,7.983749661377715e-09
1932,2.0823119450952277e-08
1933,1.261772819560747e-08
1934,7.188948103475923e-09
1935,5.98414207075848e-09
1936,1.2124714565686645e-08
1937,1.510934133364117e-08
1938,1.1668692678767911e-08
1939,6.117620188206274e-09
1940,1.0143131667916805e-08
1941,1.7709015143196893e-08
1942,1.517105907566929e-08
1943,1.1612940831184915e-08
1944,6.4263723231761105e-09
1945,1.089252066321933e-08
1946,1.3921104269343232e-08
1947,3.5762612871081956e-09
1948,4.348755133776194e-09
1949,2.0615717910565934e-08
1950,1.914365022059883e-08
1951,2.771964546788297e-08
1952,1.898064760919027e-08
1953,2.1547654771580937e-09
1954,1.7590565448699635e-08
1955,8.447047505910632e-09
1956,1.657016923672927e-08
1957,2.738861759610245e-08
1958,2.233505791426893e-08
1959,5.425523585955716e-09
1960,4.152499955001332e-09
1961,1.59807664878997e-08
1962,5.707760597495337e-09
1963,2.392439713005956e-08
1964,1.6426714155581834e-08
1965,1.5321720781003023e-08
1966,1.2185964348709888e-08
1967,6.409436315024664e-09
1968,8.084548142051062e-09
1969,4.995933444718048e-09
1970,7.81783243697376e-09
1971,9.762954888969944e-09
1972,5.643161493651405e-09
1973,7.718485406371656e-09
1974,9.563471792262135e-09
1975,7.996072248772634e-09
1976,4.570821499072508e-09
1977,4.11374712072643e-09
1978,8.910886917234961e-09
1979,7.607565244427406e-09
1980,4.548120546843393e-09
1981,6.958104314946922e-09
1982,6.828252629986764e-09
1983,1.073603728141137e-08
1984,5.219107812592938e-09
1985,7.2186697730458604e-09
1986,4.7955883708539204e-09
1987,3.0554083707556856e-09
1988,3.597932174415064e-09
1989,7.683370939481904e-09
1990,1.3076762783725826e-08
1991,7.619904984768056e-09
1992,4.4079553340736766e-09
1993,9.970573700002205e-09
1994,2.637463358823311e-09
1995,3.795715741716776e-09
1996,4.804283193493575e-09
1997,5.27438381858758e-09
1998,1.9072516899143466e-09
1999,1.0511462811280126e-08
2000,4.859834756842929e-09
2001,7.009938934876558e-09
2002,7.448076710936391e-09
2003,9.58392298855415e-09
2004,9.690541175055856e-09
2005,1.6663873392275264e-08
2006,7.823991232669414e-09
2007,2.3966877371606188e-09
2008,5.534671554396908e-09
2009,2.860915504498962e-09
2010,1.7005655550406118e-08
2011,4.5887662558641296e-09
2012,1.1574459612972987e-08
2013,8.925200134513034e-09
2014,1.147685946278898e-08
2015,1.086121984017474e-08
2016,9.528164035543796e-09
2017,9.05620045621447e-09
2018,1.3423627209796507e-08
2019,1.045904995944369e-08
