year,les_DET iles_NOUN,les_DET fils_NOUN
1947,1.9216444631098284e-06,8.27427646754586e-06
1948,1.8503953622683866e-06,8.376789644159999e-06
1949,2.1518881965221226e-06,7.50804780125236e-06
1950,1.888840227337596e-06,8.800761534644153e-06
1951,2.317788766248441e-06,8.403316819283191e-06
1952,2.4105421836395635e-06,7.082944620151466e-06
1953,2.4865993122347163e-06,7.301422954242298e-06
1954,2.37765803312584e-06,7.182814094619516e-06
1955,2.7011778769292505e-06,7.969319575806821e-06
1956,2.7724508413484727e-06,7.730419952167722e-06
1957,2.2962263415138295e-06,7.8640671716812e-06
1958,2.1971078290050627e-06,8.151468840367215e-06
1959,2.8421992599447776e-06,8.233619297470796e-06
1960,1.7807303667183305e-06,7.821234007110434e-06
1961,1.5862647231301708e-06,7.936882298054115e-06
1962,1.8315570571303397e-06,7.834852752353072e-06
1963,1.7988560081505511e-06,7.855607911722018e-06
1964,1.6688325654712344e-06,7.839801440923111e-06
1965,1.492226211041725e-06,7.856759651758694e-06
1966,1.8622368980203419e-06,8.124714753421358e-06
1967,1.6122197763479562e-06,7.984678674688439e-06
1968,1.6142148560049918e-06,7.825842843089958e-06
1969,1.5914319710930158e-06,8.071612050741805e-06
1970,2.390417272124523e-06,8.29104148181159e-06
1971,1.4228222795509282e-06,7.513878713893973e-06
1972,1.7734917676648365e-06,7.280704515721936e-06
1973,1.7950991342274847e-06,6.73327556910408e-06
1974,2.2485410759998103e-06,7.0488412262648126e-06
1975,2.3588412840780393e-06,7.395224756123753e-06
1976,1.9465986120792422e-06,7.245894934726493e-06
1977,2.1156414824474723e-06,7.132649940899682e-06
1978,2.0904941155919232e-06,7.89801622147479e-06
1979,1.8223044691012547e-06,7.722264129483847e-06
1980,1.7322653960150092e-06,6.938726585303812e-06
1981,1.5586153896407495e-06,7.350288470320265e-06
1982,1.7474118791938054e-06,7.78544920621016e-06
1983,1.756289368159969e-06,6.910850565589044e-06
1984,1.9560055370959617e-06,7.972476836926035e-06
1985,1.7270666656798994e-06,7.584415541828093e-06
1986,1.4476682608233205e-06,7.358230703857771e-06
1987,2.0740112187667137e-06,8.19399419782485e-06
1988,1.6898288262012784e-06,7.404544845712735e-06
1989,1.5086848108580853e-06,7.074189653621943e-06
1990,1.4101108494202208e-06,6.957927247697171e-06
1991,1.4208191743136922e-06,7.325072871822158e-06
1992,1.2920819063566569e-06,7.525481521497568e-06
1993,1.2601697090275366e-06,7.138930513406194e-06
1994,1.0776674841395106e-06,7.500945656602198e-06
1995,1.1322077622111237e-06,7.498707347508571e-06
1996,1.1823874501715181e-06,7.967102533257275e-06
1997,9.719250932960222e-07,7.468048181635822e-06
1998,9.016532427352786e-07,7.479764207118933e-06
1999,8.496003705005251e-07,7.279873642573875e-06
2000,9.326464471826057e-07,7.918879504131837e-06
2001,7.123850407353416e-07,7.955404399240251e-06
2002,7.43493268728912e-07,8.333083165723565e-06
2003,6.612906808811658e-07,7.185858393654598e-06
2004,6.541115062930203e-07,7.620288997145508e-06
2005,6.593489283446274e-07,7.843280116048845e-06
2006,6.032708732561787e-07,7.371434818992384e-06
2007,5.628221622089313e-07,7.701755926348142e-06
2008,5.63685008447834e-07,7.1793205478343225e-06
2009,6.122359277327405e-07,7.4898766087017066e-06
2010,3.3113789443817154e-07,7.78339378371129e-06
2011,3.1165371416896903e-07,6.989455869188532e-06
2012,2.927657314355514e-07,8.347568005717676e-06
2013,2.4432734746504536e-07,8.246884860341197e-06
2014,2.802086127573489e-07,8.348440843519711e-06
2015,2.3828186002106122e-07,8.40636204202383e-06
2016,2.839807158316887e-07,8.77378231223247e-06
2017,1.8841928817181497e-07,1.4581992502371577e-05
2018,1.6056722529356193e-07,7.08277001137958e-06
2019,1.6938559088686134e-07,7.685360671416674e-06
