year,chères_ADJ âmes_NOUN,chères_ADJ ames_NOUN,chères_ADJ femmes_NOUN
1800,3.144164484325529e-09,1.2576657937302116e-08,0.0
1801,2.3811825844433088e-09,4.7623651688866175e-09,0.0
1802,0.0,2.2378401354217203e-09,0.0
1803,0.0,1.3652374342143503e-08,5.851017448321727e-09
1804,0.0,0.0,0.0
1805,0.0,5.685755422035754e-09,0.0
1806,5.76333825108577e-09,0.0,0.0
1807,0.0,0.0,0.0
1808,0.0,0.0,0.0
1809,0.0,0.0,0.0
1810,0.0,3.7442028144596406e-08,0.0
1811,0.0,0.0,2.0056614147279106e-08
1812,0.0,0.0,0.0
1813,0.0,0.0,2.8757416448144113e-09
1814,0.0,0.0,0.0
1815,0.0,5.394447111228828e-09,0.0
1816,6.952811659743929e-09,2.3407798721564177e-07,0.0
1817,6.227493631882908e-09,1.8682481006671026e-08,0.0
1818,1.1921177378582115e-09,0.0,0.0
1819,1.035105001712111e-09,1.035105001712111e-09,4.140420006848444e-09
1820,0.0,0.0,0.0
1821,1.972297702934611e-08,1.577838126820552e-08,0.0
1822,1.2030739071633434e-08,2.3058916553964082e-08,0.0
1823,8.894418535021487e-09,9.289725966254991e-08,0.0
1824,2.5263338088166165e-09,0.0,0.0
1825,1.7610886082763955e-09,1.937197424695114e-08,0.0
1826,2.6423953025656033e-09,3.5231937367541377e-09,8.807984341885344e-10
1827,0.0,9.217273055917019e-10,6.452091305675367e-09
1828,1.1006761724274838e-08,0.0,0.0
1829,2.571952872898464e-09,3.429270423183084e-09,5.143905745796928e-09
1830,3.1310507520032616e-09,2.0873671680021744e-09,8.349468672008697e-09
1831,2.182768810143898e-08,3.1182412207897414e-09,0.0
1832,0.0,2.705993873419743e-09,0.0
1833,8.68772147555319e-08,9.266902800675325e-09,0.0
1834,2.249621893213316e-07,9.334531370086552e-09,0.0
1835,5.294161553592858e-09,3.025235173481633e-09,1.5126175867408165e-09
1836,2.8227150394855016e-08,4.5701099793404865e-08,0.0
1837,9.741046969047318e-09,5.5663127440652715e-09,1.3915781860163179e-09
1838,1.1361891205652341e-08,1.8936485712828244e-09,2.5248647617104325e-09
1839,9.788065469251706e-09,6.012668762878093e-08,0.0
1840,3.184844388215424e-08,6.369688665408546e-10,1.2739377330817092e-09
1841,3.338685417020315e-08,2.0545755319290038e-08,0.0
1842,2.4149754640490073e-08,1.341653010911159e-09,3.3541325272778977e-09
1843,5.906911015873817e-09,1.1813822142769936e-09,5.906911071384968e-10
1844,2.3710584096114928e-07,8.232841963717874e-09,1.097712254427563e-09
1845,2.287893430263921e-08,2.7901139176833567e-09,5.580227946389016e-10
1846,5.093416022283748e-08,1.7563503984519002e-09,2.3418005312692003e-09
1847,2.2651539310913904e-08,1.0786447290911383e-09,1.0786447290911383e-09
1848,3.218088551193432e-08,0.0,0.0
1849,1.843471353346615e-08,3.3517659758786067e-09,1.6758829879393033e-09
1850,1.425689166723032e-08,4.073397619208663e-09,1.3577992064028876e-09
1851,7.223371767395292e-08,1.9993260380601896e-08,1.2898877521649865e-09
1852,2.7995344931142085e-08,0.0,0.0
1853,2.5679306459025497e-08,1.7915795513800958e-09,4.180352064508952e-09
1854,1.9743525037085874e-08,0.0,5.7152309551611324e-09
1855,1.3798036491152743e-08,3.767925349507095e-08,1.0613874223963649e-09
1856,2.7439103433835044e-08,1.9673319417989887e-08,1.0354378687793542e-08
1857,5.418475002016976e-08,1.4644527812635033e-09,8.298565445929995e-09
1858,3.034079165686876e-08,0.0,6.8511463169329545e-09
1859,3.513599589055616e-08,5.092173349652285e-10,5.092173349652285e-09
1860,8.833964768029112e-08,9.154367819341758e-10,5.492620580582752e-09
1861,1.509108331632092e-07,3.9142497521016395e-08,4.715963619617014e-09
1862,1.296662048844155e-07,4.517986429419807e-09,2.710791757731812e-09
1863,5.4940828331240255e-08,4.295374012031061e-08,2.247579411474021e-08
1864,3.979624163541473e-08,3.404256787575832e-08,2.8768367688059016e-09
1865,6.071829150577912e-08,9.41368871743009e-10,1.5061902391977355e-08
1866,6.714546013641964e-08,1.9462451650298362e-09,2.9193677475447544e-09
1867,6.114542294710645e-08,0.0,3.396968040192405e-09
1868,6.125443718918433e-08,3.803702952609456e-08,5.433861582915256e-09
1869,7.66712484612242e-08,4.883519144627257e-10,1.3185501357426688e-08
1870,7.110220368033993e-08,0.0,6.880858549607183e-09
1871,2.2304472935275044e-08,2.1242354542039266e-09,0.0
1872,2.842249446910472e-08,7.256807155187062e-09,3.023669647994609e-09
1873,5.926144569512459e-08,3.591602570907071e-09,3.591602570907071e-09
1874,3.8237499555560106e-08,0.0,7.766991494406739e-09
1875,4.1194994082616176e-08,2.8607636259891933e-09,9.726595862069587e-09
1876,3.264848147388477e-08,6.04601479992084e-10,1.209202959984168e-09
1877,4.638611983409646e-08,0.0,1.1751150053029846e-08
1878,6.03908887342186e-08,1.2078177347163432e-09,4.831270883354222e-09
1879,6.475885072632082e-08,0.0,3.665595160740054e-09
1880,3.0163877839939346e-08,6.417846254436199e-10,6.417846254436199e-09
