year,aux_ADP humeurs_NOUN,aux_ADP fumeurs_NOUN
1800,2.389564883742423e-07,3.144164484325529e-09
1801,5.357661052585172e-07,7.143547975374531e-09
1802,3.849085032925359e-07,2.2378401354217203e-09
1803,3.1985564419301227e-07,1.950339223455444e-09
1804,3.336998872782715e-07,4.943701892301533e-09
1805,4.804463173968543e-07,2.842877711017877e-09
1806,1.2967511509032192e-07,0.0
1807,1.7366426163789583e-07,0.0
1808,2.3793776904312836e-07,0.0
1809,1.2876473931555665e-07,0.0
1810,1.7316938283329364e-07,0.0
1811,9.025476543911282e-08,1.7549536934780008e-08
1812,1.973734100602087e-07,2.6672082320544632e-09
1813,3.307102929284156e-07,1.1502966579257645e-08
1814,3.901879779277806e-07,0.0
1815,5.85297527777584e-07,0.0
1816,3.7081662185300956e-07,0.0
1817,2.1951915130102861e-07,0.0
1818,4.851919470638677e-07,0.0
1819,2.1633694302636286e-07,4.140420006848444e-09
1820,1.9461029410194897e-07,0.0
1821,2.8006627417198615e-07,2.9584463767662328e-09
1822,1.6943290859217086e-07,1.0025615893027862e-09
1823,1.9666546791086148e-07,0.0
1824,2.1810681971601298e-07,7.57900142644985e-09
1825,9.15766094067294e-08,8.805443485471187e-09
1826,1.2595417331340286e-07,3.5231937367541377e-09
1827,8.572063592282575e-08,2.6730091917670507e-08
1828,2.036250918990845e-07,2.1096292102118497e-08
1829,2.0318427118581894e-07,1.8003669499666586e-08
1830,1.4402833414806082e-07,1.2524203008013046e-08
1831,1.3564348932959547e-07,1.5591206103948707e-09
1832,1.041807635715486e-07,1.2176972319366541e-08
1833,8.224376557564028e-08,2.20088942626262e-08
1834,9.241185949804276e-08,2.9870498963191494e-08
1835,1.0285799589837552e-07,1.285724948729694e-08
1836,1.821323252215734e-07,3.293167694096155e-08
1837,1.6629358867703559e-07,2.1569462660409044e-08
1838,1.4076121601647174e-07,1.5149188570262595e-08
1839,1.2095252088784036e-07,1.4682098203877558e-08
1840,1.3694830158783589e-07,1.6561189752906103e-08
1841,1.95184668427828e-07,2.0545755319290038e-08
1842,1.5227762162339786e-07,2.1466448174578545e-08
1843,1.0278025541765601e-07,2.9534556134080958e-08
1844,1.3556746125686914e-07,3.2382512671347286e-08
1845,8.147132746216812e-08,5.4686232431322424e-08
1846,1.0245377524142896e-07,2.6930706553685013e-08
1847,4.907833428546837e-08,2.6426796750911308e-08
1848,1.1585119352730544e-07,4.98803736093123e-08
1849,1.1144621936409749e-07,2.76520690789539e-08
1850,8.418355434969271e-08,3.326607966869233e-08
1851,6.965393595237401e-08,1.9993260380601896e-08
1852,7.487127362537649e-08,2.669323606596663e-08
1853,1.9707374576682923e-07,2.7470887120628618e-08
1854,1.1638288555104737e-07,2.338049043260071e-08
1855,1.1303775693249918e-07,6.633671034705912e-08
1856,1.382309591235753e-07,2.329735160344626e-08
1857,6.394776619345066e-08,6.150701215013044e-08
1858,9.64054152063909e-08,2.5936483183386372e-08
1859,1.4614538201840332e-07,3.8700516569178944e-08
1860,1.0756382096133166e-07,5.5383926944596595e-08
1861,1.070523794055589e-07,5.564837124438782e-08
1862,9.26187198047046e-08,3.7047488632424574e-08
1863,8.540801843537338e-08,5.2443518250289145e-08
1864,8.966141251676163e-08,4.075518944546275e-08
1865,7.860430173423083e-08,3.859612324186301e-08
1866,9.63391357799992e-08,4.573676132269e-08
1867,1.305406271967513e-07,5.774845668327089e-08
1868,7.014621417056333e-08,3.902500589347824e-08
1869,7.960136372275883e-08,5.030024585739312e-08
1870,1.7144806463420537e-07,3.4977698959437475e-08
1871,9.983906323896008e-08,6.585129597169725e-08
1872,7.740594298866199e-08,5.442605299776915e-08
1873,1.2031868834583292e-07,4.130343017605398e-08
1874,9.200898176686678e-08,2.9873046258899194e-08
1875,9.26887366858864e-08,5.092159111041994e-08
1876,9.492243435715864e-08,7.497058684968749e-08
1877,9.400920220059561e-08,5.1952454782622226e-08
1878,4.9520526346213956e-08,3.200716847118201e-08
1879,6.048232137345622e-08,5.5594860270957724e-08
1880,5.904418642899145e-08,2.4387816210946767e-08
1881,5.0899306103247e-08,4.183504387356152e-08
1882,6.721938916598447e-08,5.390861801402025e-08
1883,6.066565561013704e-08,4.423537092179686e-08
1884,4.8192386969958534e-08,5.0833065756705764e-08
1885,4.447488777259423e-08,5.349877696403382e-08
1886,4.646494033977433e-08,4.2592862570245416e-08
1887,1.828098916689669e-08,6.724792456225259e-08
1888,5.643147105161006e-08,5.07249175996094e-08
1889,4.8868066926388565e-08,4.82415526970037e-08
1890,5.83340380444497e-08,5.833403859956121e-08
1891,3.569563133964948e-08,6.310477740356646e-08
1892,4.5133290882404253e-08,4.011847920537548e-08
1893,6.035248389935077e-08,4.126139080407043e-08
1894,8.002955098618258e-08,3.528862180246506e-08
1895,3.4306101071024386e-08,6.319545065025522e-08
1896,6.309821287686646e-08,3.656158042986135e-08
1897,4.603103676004139e-08,3.204692333724779e-08
1898,5.4320206999136644e-08,5.092519472782442e-08
1899,6.467266899790047e-08,3.15071986278781e-08
1900,6.177353384373419e-08,4.671947806400567e-08
1901,3.1855812210324075e-08,2.8502569193733507e-08
1902,4.0264328760031276e-08,5.155797921929661e-08
1903,3.834156458992766e-08,3.348136701220028e-08
1904,8.00819179858081e-08,3.654745128756076e-08
1905,3.818961857859904e-08,3.6641388589941926e-08
1906,4.2696733260072506e-08,3.652370850204534e-08
1907,3.5485619775954547e-08,4.371417006154843e-08
1908,3.437972395659017e-08,4.1746806234144174e-08
1909,4.0707277548790444e-08,5.500983463191389e-08
1910,3.2599320576309765e-08,3.6874638453809894e-08
1911,4.149891807969652e-08,8.033764942183552e-08
1912,3.125652625612929e-08,5.4698923945828426e-08
1913,3.7651226136858895e-08,3.92421242167984e-08
1914,6.227971738326232e-08,4.553785615257766e-08
1915,2.591767689352764e-08,1.767114277129167e-08
1916,6.152978926365904e-08,1.867868548721674e-08
1917,3.61891991929042e-08,4.6058983849128765e-08
1918,2.5270027848023346e-08,3.790504266021344e-08
1919,3.498982437122322e-08,4.880159698572584e-08
1920,6.057785384427916e-08,5.07339525945838e-08
1921,6.588290091258386e-08,4.846558243620791e-08
1922,7.451714623130101e-08,5.4596722698363465e-08
1923,4.883336046646036e-08,5.944931125156927e-08
1924,6.316896161706609e-08,5.285566073709447e-08
1925,5.719052609265418e-08,7.5887429229482e-08
1926,5.015762383209221e-08,7.244990030130793e-08
1927,5.1286434654684854e-08,8.584903232744523e-08
1928,4.4561559775502246e-08,7.541186874959749e-08
1929,6.127223173280072e-08,7.57547624630206e-08
1930,5.3568378177715203e-08,1.3234540685580498e-07
1931,7.52753521737759e-08,5.24646406319107e-08
1932,7.123698964051073e-08,6.466126478699152e-08
1933,8.832410003378754e-08,7.570636739728798e-08
1934,5.152079296522061e-08,4.073737258636356e-08
1935,5.744776387928141e-08,1.6755597798123745e-08
1936,5.33487423126644e-08,3.031178508194898e-08
1937,6.421470288842102e-08,4.5328025777280345e-08
1938,4.6674770715071645e-08,3.1116513810047763e-08
1939,5.505858169385647e-08,1.8352860564618823e-08
1940,2.2822046474857416e-08,3.0429394115571995e-08
1941,8.854507882460894e-08,1.7709016475464523e-08
1942,6.675266206457309e-08,2.4273694165799498e-08
1943,4.3548528338988035e-08,2.6129116648121453e-08
1944,7.711646787811333e-08,2.5705489292704442e-08
1945,5.2284097051824574e-08,2.832055301382752e-08
1946,5.707652661612883e-08,2.645009899993056e-08
1947,6.556479092978407e-08,2.7418003867296648e-08
1948,4.4574740343250596e-08,2.8266908813634473e-08
1949,3.7304630495782476e-08,1.47255123650325e-08
1950,6.806631347444636e-08,1.2762433776458693e-08
1951,3.3050344683260846e-08,2.4521224162299404e-08
1952,2.9525450528922192e-08,9.490323193972472e-09
1953,2.5857186614075545e-08,2.0470272588113403e-08
1954,4.593092128857279e-08,1.3681550115052232e-08
1955,3.848099083825218e-08,1.8771215692936494e-08
1956,4.6222051963695776e-08,2.3547082506070183e-08
1957,4.8592706747285774e-08,2.1204090927540165e-08
1958,6.038737865310395e-08,1.4890038535497752e-08
1959,3.797866554577922e-08,1.4726420971555854e-08
1960,4.429333344546649e-08,1.522583353841256e-08
1961,4.377340445671507e-08,1.389631876236308e-08
1962,7.229830600863352e-08,2.1562652108286784e-08
1963,5.560805860227447e-08,1.2285501505004959e-08
1964,6.631525195643917e-08,1.3384730657151067e-08
1965,5.909806688464414e-08,1.641613067704384e-08
1966,4.874385695075034e-08,1.273987226824147e-08
1967,5.324762497593838e-08,2.1693477236794934e-08
1968,5.434613115085085e-08,2.784677816114467e-08
1969,6.494713744586988e-08,3.0429777808649305e-08
1970,6.668151542044143e-08,3.403056614281752e-08
1971,4.521789875866489e-08,2.2608949490354746e-08
1972,4.6171322765076184e-08,2.1546616491008308e-08
1973,3.6938466507763223e-08,1.6539610570021068e-08
1974,5.456804430536977e-08,5.344293185771676e-08
1975,4.283610266497817e-08,1.9990181510110006e-08
1976,5.142174330785565e-08,5.1993094274394025e-08
1977,7.698584170157119e-08,5.28910380492853e-08
1978,5.4653440884067095e-08,3.445543150792929e-08
1979,4.9741775143274936e-08,4.0378615340230795e-08
1980,9.0393896812202e-08,1.8760998088396263e-08
1981,8.159958753140018e-08,3.0362638625547334e-08
1982,8.938803119917793e-08,2.2967758583902764e-08
1983,7.073153796000042e-08,1.5156758848000607e-08
1984,9.858314342636731e-08,1.681712546997005e-08
1985,8.421780961498371e-08,1.804667348892508e-08
1986,1.0310515108358231e-07,2.1580147446798037e-08
1987,7.944061763964783e-08,5.133086206088322e-08
1988,9.2346930102849e-08,3.897759981441595e-08
1989,9.220045171787206e-08,5.488122312158339e-08
1990,9.80757164370516e-08,5.448650913786324e-08
1991,9.261115252456875e-08,3.575493884300229e-08
1992,1.0138297312778377e-07,7.713922045571309e-08
1993,1.0247534021345928e-07,4.2651898013446043e-08
1994,9.653115995433836e-08,4.536436998270332e-08
1995,1.1495595941823922e-07,5.802022418066599e-08
1996,8.967995057673761e-08,4.2704737523990843e-08
1997,1.179544071305827e-07,7.144392899505192e-08
1998,1.0060752941853934e-07,4.8634919758150374e-08
1999,1.046576088015172e-07,5.5299432422106776e-08
2000,1.175196402414258e-07,7.466473395112416e-08
2001,9.331981232207909e-08,4.600272518473503e-08
2002,1.1522612197722992e-07,3.198291764761052e-08
2003,1.1917399689309605e-07,4.291930688626877e-08
2004,9.646493026593816e-08,5.373845368694674e-08
2005,9.998323946547316e-08,5.584649431789046e-08
2006,1.1694807255935302e-07,6.341550573552013e-08
2007,1.1184542358932958e-07,5.951774398327281e-08
2008,1.1367364294301296e-07,8.685177119160947e-08
2009,1.1825117240960026e-07,5.197329855377575e-08
2010,1.2045671837768168e-07,7.747020447368413e-08
2011,1.1013039369345279e-07,9.062813433047268e-08
2012,1.2357436673937627e-07,9.259567404495961e-08
2013,1.2467388899040088e-07,7.809549784631997e-08
2014,1.2537927318589936e-07,8.964943276623671e-08
2015,1.0151915574851955e-07,7.270367437250957e-08
2016,1.0356700386182638e-07,6.731855251018715e-08
2017,1.0691348251157251e-07,5.5846571200834916e-08
2018,1.053238420922753e-07,7.124847911654797e-08
2019,1.0841697672958617e-07,6.122370821426415e-08
