year,quels_DET acteurs_NOUN,quels_DET facteurs_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,1.152667650217154e-08,0.0
1807,0.0,1.1387820464392462e-08
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,2.5070767684098882e-09,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,6.952811659743929e-09,0.0
1817,9.341240447824362e-09,0.0
1818,1.1921177378582115e-09,0.0
1819,7.24573512300708e-09,0.0
1820,3.5599443393152796e-09,2.3732962262101864e-09
1821,7.88919063410276e-09,0.0
1822,5.012807946513931e-09,0.0
1823,7.906149512848515e-09,0.0
1824,5.894778887238772e-09,0.0
1825,3.522177216552791e-09,0.0
1826,8.807984341885344e-10,0.0
1827,9.217273166939322e-09,9.217273055917019e-10
1828,5.503380862137419e-09,0.0
1829,1.5431717237390785e-08,1.714635211591542e-09
1830,1.6698936899928185e-08,0.0
1831,9.354723218280014e-09,0.0
1832,2.705993873419743e-09,0.0
1833,1.390035431203529e-08,1.1583628500844156e-09
1834,1.0267983796552471e-08,9.334530925997342e-10
1835,0.0,2.2689263801112247e-09
1836,1.2097349788575684e-08,0.0
1837,2.0177883808258912e-08,0.0
1838,9.468242634369517e-09,0.0
1839,6.292327769941153e-09,0.0
1840,8.917564020549662e-09,0.0
1841,8.988767952189392e-09,0.0
1842,6.037438549100216e-09,0.0
1843,2.0674189027403145e-08,0.0
1844,8.232841963717874e-09,0.0
1845,6.138250574494464e-09,0.0
1846,8.196302303531411e-09,0.0
1847,4.314578916364553e-09,0.0
1848,7.2406994844342876e-09,0.0
1849,5.027648741773305e-09,5.02764896381791e-09
1850,8.146795238417326e-09,1.3577992064028876e-09
1851,1.8058428752354416e-08,5.8044946626978344e-09
1852,1.3021090872200602e-08,0.0
1853,1.5527023222716707e-08,0.0
1854,6.234797567117312e-09,2.0782657816909023e-09
1855,1.1144567935161831e-08,0.0
1856,2.019103728656546e-08,0.0
1857,8.78671624349181e-09,4.881509085841174e-10
1858,6.8511465389775594e-09,1.468102750479261e-09
1859,1.7822607167872206e-08,0.0
1860,1.052752318653205e-08,0.0
1861,1.603427640661792e-08,0.0
1862,1.807194577319038e-08,2.2589932147099034e-09
1863,2.497310414018017e-09,4.994620828036034e-10
1864,3.3563096746291876e-09,0.0
1865,9.413688495385486e-09,2.8241067262513297e-09
1866,1.3137155363551756e-08,5.352174259343201e-09
1867,9.7056229719783e-09,0.0
1868,1.5807597009143137e-08,1.975949626142892e-09
1869,6.34857511006004e-09,0.0
1870,7.454263428741115e-09,0.0
1871,5.310588635509816e-09,2.1242354542039266e-09
1872,1.2094678591978436e-08,0.0
1873,1.855661357907934e-08,0.0
1874,9.559374181122848e-09,1.7923826867161097e-09
1875,1.8881038954532414e-08,0.0
1876,2.4788660235586235e-08,6.04601479992084e-10
1877,1.1751150608141359e-08,0.0
1878,1.268208649207736e-08,0.0
1879,1.2829583173612491e-08,1.9549840857280287e-08
1880,2.1178893305773272e-08,3.8507077526617195e-09
1881,2.091752326904839e-09,2.7890030285249168e-09
1882,1.7304001787010748e-08,5.324308105514319e-09
1883,7.583206784733676e-09,4.423537314224291e-09
1884,3.9610181801208455e-09,6.601696966868076e-09
1885,9.668453648803421e-09,6.445635691854079e-10
1886,1.0970888864036965e-08,1.2906927748801422e-09
1887,7.834709769838355e-09,1.9586773869484375e-09
1888,1.0779044545827787e-08,1.0144983297877275e-08
1889,2.004843729919159e-08,2.506054641582267e-09
1890,1.9663159434024635e-09,1.1142456735058204e-08
1891,8.92390783491237e-09,6.3742202627281586e-09
1892,7.522214851007902e-09,1.1283322720601063e-08
1893,1.2316833108982905e-09,1.1700991398022609e-08
1894,1.1972924429670684e-08,2.079507988028695e-08
1895,4.814891374493868e-09,1.8657704714541978e-08
1896,8.255840844295648e-09,1.8280789215729953e-08
1897,5.244042200480692e-09,1.1070755867592652e-08
1898,2.8291773368493978e-09,2.4896761985360172e-08
1899,6.633094074004475e-09,1.492446166651007e-08
1900,1.0382106618855858e-08,1.3496738171525635e-08
1901,1.0618603996093157e-08,2.3472703003513118e-08
1902,5.892340837476695e-09,2.553347577816112e-08
1903,1.0800440541913758e-09,2.754112271574627e-08
1904,0.0,3.708491291831706e-08
1905,3.096455536422127e-09,3.302885787093146e-08
1906,5.144184522798412e-10,3.1893942376015616e-08
1907,5.142843206851211e-09,2.777135382769913e-08
1908,1.2278472460991452e-08,3.094175138329547e-08
1909,6.051082079849834e-09,5.941062131142871e-08
1910,2.137660271017694e-09,5.3975923286486704e-08
1911,7.980561100850991e-09,3.8306692706768786e-08
1912,6.772247373998397e-09,4.011254439717504e-08
1913,1.0605979205990934e-08,3.55300309173856e-08
1914,8.705766774141921e-09,3.147469529451996e-08
1915,1.2958838335741518e-08,7.539687540969453e-08
1916,3.2962386153911893e-09,1.8678685709261345e-08
1917,5.483212106582869e-09,4.7155623406069935e-08
1918,2.2972752589112133e-09,4.2499594066214286e-08
1919,1.4732557007679503e-08,5.064316654923573e-08
1920,9.843901693784574e-09,5.073395170640538e-08
1921,7.572747762196741e-09,5.2251957427529305e-08
1922,6.640141769764796e-09,5.6810102400106643e-08
1923,6.369568872344189e-09,4.4586981218230903e-08
1924,1.933743698501189e-08,5.6723148622594977e-08
1925,7.698724768800957e-09,5.939016212153092e-08
1926,5.573069339348535e-09,6.018914966432476e-08
1927,7.804457524684949e-09,5.5746123384103896e-08
1928,1.1426041224282812e-09,4.798937336403242e-08
1929,5.570202965543558e-09,8.021092412491271e-08
1930,4.201441416995522e-09,7.142450364483466e-08
1931,4.5621426636444085e-09,8.896178282924438e-08
1932,5.4797681947604815e-09,8.658033845421187e-08
1933,1.032359597807897e-08,5.276504788653824e-08
1934,1.4377896206951846e-08,8.147474339637029e-08
1935,3.590485242455088e-09,7.779384869621708e-08
1936,2.424942913137329e-09,8.972288823017038e-08
1937,5.036447148221157e-09,1.1709739577980827e-07
1938,6.482607339819424e-09,8.9459980756601e-08
1939,3.058810094103137e-09,1.1929359544637919e-07
1940,2.2822046474857416e-08,1.4200384157447843e-07
1941,5.9030051957620344e-09,1.4462362329936695e-07
1942,3.034211770724937e-09,1.4260795033749218e-07
1943,8.709705623388686e-09,1.3645205321211051e-07
1944,6.4263723231761105e-09,7.390328171652527e-08
1945,2.178504043826024e-09,7.842614424546923e-08
1946,4.1763312808029696e-09,1.058003942233654e-07
1947,0.0,9.298279302072388e-08
1948,5.435943917220243e-09,1.0328293420514001e-07
1949,2.945102384188658e-09,9.915178722508244e-08
1950,1.0635361480382244e-08,1.223066607991541e-07
1951,1.0661401761424827e-08,1.3646594609895146e-07
1952,1.0544804140977249e-08,1.0966595986872107e-07
1953,4.3095309543161875e-09,1.3575022705936135e-07
1954,1.2704297169818801e-08,1.202021966406619e-07
1955,9.385607846468247e-09,1.3139850807419862e-07
1956,5.232684952005684e-09,1.7442282995716596e-07
1957,7.068030161150318e-09,1.3959359712600872e-07
1958,6.617794756635931e-09,1.1415696210548276e-07
1959,1.705164498488898e-08,1.0541017125831331e-07
1960,4.152499955001332e-09,1.2180666786321126e-07
1961,4.16889545107324e-09,1.438268988351865e-07
1962,5.7077609305622445e-09,1.4523080338335603e-07
1963,1.4225316924409981e-08,1.2091519607793089e-07
1964,1.8251904654320583e-08,1.1985417458504344e-07
1965,1.0944086803466035e-08,1.23668176144065e-07
1966,4.985167390003653e-09,1.3792296016390537e-07
1967,9.367637554547059e-09,1.2917479175200697e-07
1968,9.431973202467248e-09,1.0779398174065591e-07
1969,1.135439417487838e-08,9.401438916256666e-08
1970,1.6555409626528572e-08,1.2324582776557236e-07
1971,7.70759622792383e-09,1.2126617932040062e-07
1972,1.898154344814884e-08,1.1029815816243627e-07
1973,6.615844427848572e-09,1.212904834346773e-07
1974,9.563471792262135e-09,1.277004759714373e-07
1975,1.2565255946839216e-08,1.3707552071196005e-07
1976,3.142439863879076e-08,1.1312783243511149e-07
1977,1.8218023367655434e-08,1.1165885283048738e-07
1978,1.3069300752732715e-08,1.306930137445761e-07
1979,1.5800328267978614e-08,1.3693617617605014e-07
1980,1.762396678595124e-08,1.296214353629921e-07
1981,2.783241864756647e-08,1.1259478327474426e-07
1982,2.048475733484878e-08,1.3470279647265215e-07
1983,2.9050454042334195e-08,1.288324451564904e-07
1984,1.9716628330002095e-08,1.4613501519988858e-07
1985,3.067934650768933e-08,1.233189390603684e-07
1986,2.2779043873377702e-08,1.4986213869860876e-07
1987,3.299841111470414e-08,1.5338150305410636e-07
1988,3.298104633842058e-08,1.2232969837100427e-07
1989,2.798942233539492e-08,1.1689699874750659e-07
1990,3.378163526690514e-08,1.4384438884462725e-07
1991,3.92718169095474e-08,1.35399847778217e-07
1992,6.171137401089766e-08,1.283816999375631e-07
1993,5.2622471102825585e-08,1.4789684144034254e-07
1994,6.593658397058277e-08,1.466429608854014e-07
1995,6.506941030437474e-08,1.3773024676311252e-07
1996,3.843426332750255e-08,1.1476898365003763e-07
1997,5.897720045666688e-08,1.4672377446345308e-07
1998,9.440895665235871e-08,1.459047531682245e-07
1999,7.906447940797534e-08,1.3664901388210637e-07
2000,7.996637163554254e-08,1.3121553621431303e-07
2001,7.623308417858965e-08,1.4107502011029283e-07
2002,6.265146756945228e-08,1.209217117548178e-07
2003,1.0708992337349343e-07,1.3167476708986214e-07
2004,1.0395307104005269e-07,1.7002493990503353e-07
2005,1.193493612827723e-07,1.2790648895588674e-07
2006,1.0830050456434037e-07,1.4371435952398315e-07
2007,9.466916175981943e-08,1.2502720991847127e-07
2008,9.408941892274925e-08,1.3879252946935594e-07
2009,9.822476187970608e-08,1.8977405602527142e-07
2010,9.589299632128956e-08,1.5966420363611178e-07
2011,7.189067205426447e-08,1.617540164033926e-07
2012,7.217015568494745e-08,1.0076588097263084e-07
2013,8.869418050005962e-08,1.19374551132978e-07
2014,6.10655526145365e-08,9.527958511057477e-08
2015,6.029085178327342e-08,8.578146903914785e-08
2016,5.2404903666536384e-08,7.228976883766336e-08
2017,5.0563788989155256e-08,1.0037289044362296e-07
2018,6.169705280001381e-08,1.1435897917522198e-07
2019,4.642797735154858e-08,1.0076401579794947e-07
