year,soixante - dix feux
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,1.8733411266680378e-08
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,2.5642903356271063e-09
1811,2.7593034523931692e-09
1812,0.0
1813,0.0
1814,1.0318136567377678e-08
1815,0.0
1816,0.0
1817,0.0
1818,1.6943197067575966e-08
1819,5.653045143105828e-09
1820,1.1653853881909981e-08
1821,0.0
1822,3.2894287294027436e-09
1823,0.0
1824,5.5125228826113926e-09
1825,1.9221408908975945e-09
1826,1.1532709009998143e-08
1827,0.0
1828,1.7039283761732804e-08
1829,9.365494157975718e-09
1830,0.0
1831,0.0
1832,0.0
1833,1.2673779803407115e-09
1834,1.0228743407836305e-09
1835,0.0
1836,7.343489705213813e-10
1837,0.0
1838,0.0
1839,7.642578792044219e-10
1840,6.9585395223725754e-09
1841,0.0
1842,2.9340831986246485e-09
1843,7.745013519411259e-09
1844,0.0
1845,5.490364163307504e-09
1846,0.0
1847,3.534359649393082e-08
1848,0.0
1849,0.0
1850,7.430066562008619e-10
1851,1.411713745902432e-09
1852,0.0
1853,0.0
1854,3.4099103540796705e-09
1855,1.7453363199138039e-09
1856,1.1342280448189968e-09
1857,4.8147277276200384e-09
1858,4.824888932830618e-09
1859,0.0
1860,9.032367742634051e-09
1861,2.0655375188027847e-09
1862,0.0
1863,4.386090601826709e-09
1864,1.0499079383663457e-09
1865,1.031921104122091e-09
1866,0.0
1867,3.726332131748222e-09
1868,2.7049558148917185e-09
1869,0.0
1870,0.0
1871,0.0
1872,7.296862669647908e-09
1873,6.560424425927636e-10
1874,3.2775822056407833e-09
1875,0.0
1876,4.648581963806464e-09
1877,4.084536264770122e-09
1878,0.0
1879,6.720529133197317e-10
1880,0.0
1881,3.842196338865733e-09
1882,3.6638168054992093e-09
1883,2.7866438045975883e-09
1884,1.454968479031038e-09
1885,4.261250463599708e-09
1886,3.555731264981432e-09
1887,0.0
1888,5.591215490596824e-09
1889,2.76562484025078e-09
1890,0.0
1891,0.0
1892,0.0
1893,3.396470882321978e-09
1894,6.958809639634467e-10
1895,0.0
1896,0.0
1897,0.0
1898,6.242592553995507e-10
1899,4.270287234930947e-09
1900,0.0
1901,6.167346078278513e-10
1902,5.407152503522639e-10
1903,0.0
1904,1.187045350903304e-09
1905,4.55831683510155e-09
1906,2.2702628665882685e-09
1907,2.2734758520215337e-09
1908,0.0
1909,0.0
1910,4.718686774651815e-09
1911,0.0
1912,5.74772174299909e-10
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,3.6183069873629847e-09
1918,1.2637696444883773e-09
1919,0.0
1920,5.840363748177424e-09
1921,0.0
1922,8.143886676137413e-10
1923,0.0
1924,2.849811275851266e-09
1925,6.092593096695964e-09
1926,0.0
1927,0.0
1928,0.0
1929,0.0
1930,0.0
1931,0.0
1932,3.6386460511295127e-09
1933,3.806393422678411e-09
1934,1.3274176202671129e-09
1935,2.6527477992033255e-09
1936,0.0
1937,0.0
1938,0.0
1939,0.0
1940,0.0
1941,0.0
1942,0.0
1943,0.0
1944,0.0
1945,2.4029620515619854e-09
1946,3.079471788680621e-09
1947,0.0
1948,0.0
1949,2.163214940509306e-09
1950,0.0
1951,4.719623802884598e-09
1952,1.1680282296921973e-09
1953,0.0
1954,1.0806723294010112e-09
1955,0.0
1956,0.0
1957,0.0
1958,0.0
1959,0.0
1960,0.0
1961,1.533625781924286e-09
1962,0.0
1963,0.0
1964,0.0
1965,0.0
1966,6.110574823914305e-10
1967,4.888697890947924e-09
1968,1.976373731338299e-09
1969,1.4978221996031493e-09
1970,0.0
1971,0.0
1972,0.0
1973,2.4373125739884927e-09
1974,3.7315741607812924e-09
1975,1.8946701985100844e-09
1976,1.89341031742174e-09
1977,0.0
1978,1.3086939310014145e-09
1979,1.9324335465142894e-09
1980,2.504666918312637e-09
1981,6.962825871426048e-10
1982,6.818714481937604e-10
1983,0.0
1984,6.368131577616509e-10
1985,0.0
1986,6.58354371019243e-10
1987,0.0
1988,0.0
1989,2.41112263488219e-09
1990,0.0
1991,6.429924925832609e-10
1992,0.0
1993,1.8198214046805106e-09
1994,1.732010979083043e-09
1995,1.1857715920271517e-09
1996,0.0
1997,1.0468480526881763e-09
1998,1.5607679593188095e-09
1999,4.985142854074809e-10
2000,0.0
2001,1.9109867022137905e-09
2002,4.77334616277858e-10
2003,4.5379322521910126e-10
2004,1.4389960334426632e-09
2005,0.0
2006,4.487418492349349e-10
2007,4.3630241086667354e-10
2008,0.0
2009,5.21569676337208e-10
2010,5.176862827305229e-10
2011,1.258927961877987e-09
2012,0.0
2013,3.0801944328473496e-10
2014,0.0
2015,4.902833139475149e-10
2016,0.0
2017,0.0
2018,0.0
2019,2.832501178051672e-10
