year,nouveaux_ADJ airs_NOUN,nouveaux_ADJ fers_NOUN
1874,8.364453130127458e-09,1.0156835372754358e-08
1875,1.0870901512305409e-08,1.2587359599081083e-08
1876,1.934724735974669e-08,1.874264654588842e-08
1877,1.793596660082386e-08,2.968711676487601e-08
1878,3.140326082506917e-08,1.6305540029293297e-08
1879,8.55305515301552e-09,1.2829582729523281e-08
1880,1.1552122813895949e-08,1.8611753915820373e-08
1881,1.8128519629900808e-08,2.370652651961791e-08
1882,2.2628309892525067e-08,1.4641846846075168e-08
1883,1.0110942583185789e-08,1.0742875922176154e-08
1884,1.7824581810543805e-08,3.1688145440966764e-08
1885,8.379326565943757e-09,2.127059772760731e-08
1886,1.097088819790315e-08,1.0325542199041138e-08
1887,3.264462256069578e-09,1.697520346510828e-08
1888,1.7119660356001987e-08,1.6485598663962264e-08
1889,1.2530273707511697e-08,1.1277245803853475e-08
1890,1.1142456735058204e-08,2.3595791986963377e-08
1891,1.0198752065093686e-08,2.039750413018737e-08
1892,2.5074049059270465e-08,1.7551833764173352e-08
1893,2.463366621796581e-09,1.7243566574620672e-08
1894,1.1342770278588432e-08,1.2603078580752936e-09
1895,1.5648397910794642e-08,2.347259631108045e-08
1896,1.533227589334274e-08,1.8870492723976895e-08
1897,7.574727511894253e-09,1.6897470089816125e-08
1898,7.921697076085366e-09,1.6975064909274806e-08
1899,9.39688327150634e-09,2.8743407654019393e-08
1900,8.824790675987515e-09,1.764958135197503e-08
1901,1.3412973842719111e-08,1.1736351446245408e-08
1902,2.455141867585553e-09,2.0623192042990013e-08
1903,3.7801539676252105e-09,1.6200660368781428e-08
1904,5.912087708281888e-09,1.4511488011237361e-08
1905,1.7030504784187883e-08,1.909480928929952e-08
1906,2.1605574884731027e-08,9.259531807970234e-09
1907,6.1714121590839e-09,1.1828539925318182e-08
1908,1.4243027868232616e-08,1.0313916831705683e-08
1909,4.400786846048277e-09,2.2554033307642385e-08
1910,2.618633776485524e-08,1.4429207162436342e-08
1911,1.8089271303090015e-08,1.4365010514438836e-08
1912,1.8753915753677575e-08,1.9795800554334164e-08
1913,2.0681660439780813e-08,9.015082902408267e-09
1914,1.4732836284281348e-08,6.696743604095445e-09
1915,2.4739600590351074e-08,8.246533234057551e-09
1916,3.2962386153911893e-09,9.888715624128963e-09
1917,2.1932848870420685e-09,7.676496771580332e-09
1918,3.44591288836682e-09,1.378365155346728e-08
1919,5.524709134618888e-09,2.762354567309444e-09
1920,1.590168707821249e-08,5.300562211374427e-09
1921,1.5902768879527684e-08,3.0290989716519334e-09
1922,1.4018077365562931e-08,1.4755870969551665e-09
1923,1.2739137300599168e-08,5.307974060286824e-09
1924,1.5469949321555987e-08,1.0313299547703991e-08
1925,7.698724768800957e-09,5.499089184013428e-09
1926,6.687683296036084e-09,6.687683296036084e-09
1927,1.1149224654616319e-08,5.574612327308159e-09
1928,7.998228745975666e-09,1.2568645679778001e-08
1929,2.4508893359254103e-08,2.4508894469477127e-08
1930,5.2518016602221e-09,1.8906487042613662e-08
1931,2.0529641986399838e-08,1.1405356659111021e-09
1932,4.38381475564853e-09,5.4797681947604815e-09
1933,9.176529758292418e-09,8.02946331646126e-09
1934,1.1981580172459871e-08,3.5944740517379614e-09
1935,1.4361940969820353e-08,9.574627313213568e-09
1936,8.487299751891442e-09,8.487299751891442e-09
1937,0.0,2.5182236296217297e-09
1938,7.779128452511941e-09,1.9447821131279852e-08
1939,4.588215141154706e-09,3.058810094103137e-09
1940,1.5214697057785997e-08,1.7750480196809804e-08
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,9.102635090130207e-09,6.068423541449874e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,1.089252066321933e-08,4.357008087652048e-09
1946,4.1763312808029696e-09,1.8097434661967782e-08
1947,9.536696765621855e-09,9.536696765621855e-09
1948,1.3046265401328583e-08,6.523132700664291e-09
1949,8.835307596655184e-09,1.3743811422273211e-08
1950,8.508289184305795e-09,2.1270722072586068e-08
1951,1.4925962799061665e-08,3.1984206394497505e-09
1952,7.381362632230548e-09,2.1089607837865287e-09
1953,1.0773827163745864e-08,3.232148326759443e-09
1954,7.818028668893362e-09,6.840775057526116e-09
1955,7.508486277174597e-09,4.6928039232341234e-09
1956,8.72114114258693e-09,9.593255967388359e-09
1957,4.417518795207798e-09,4.417518795207798e-09
1958,9.099467845885556e-09,1.1581140491045971e-08
1959,2.557746836551189e-08,7.750747821333448e-10
1960,1.1073333361366622e-08,6.2287499602575735e-09
1961,9.03260666262895e-09,1.181187059273725e-08
1962,1.712328223657522e-08,8.244543714397423e-09
1963,6.466053248388448e-10,4.526237162849611e-09
1964,3.041984220075733e-09,4.867174663303331e-09
1965,1.2859301978807025e-07,1.2585699593614663e-08
1966,1.606331601067268e-08,8.308612464702492e-09
1967,1.3804939413830652e-08,1.1832804958089582e-08
1968,1.976223043542724e-08,3.09907690621003e-08
1969,9.991866833924945e-09,6.176790634526697e-08
1970,1.4256047370375668e-08,1.103694025061941e-08
1971,1.284599360218408e-08,1.9525909777939887e-08
1972,1.0773308634082213e-08,1.846852804021637e-08
1973,8.821125663249774e-09,8.269805285010534e-09
1974,1.1813700240281833e-08,9.563471792262135e-09
1975,6.282628195464213e-09,3.998036124386317e-09
1976,1.0855701004786056e-08,6.8562320265641574e-09
1977,1.1753563455840776e-08,4.7014254711541525e-09
1978,1.2475241506493262e-08,5.346532105932056e-09
1979,9.363157360553487e-09,3.5111840102075575e-09
1980,1.2507331226263574e-08,1.2507331170752423e-08
1981,9.488324403950088e-09,7.590659656386833e-09
1982,8.690503427999374e-09,1.9864007327896616e-08
1983,5.052252838311233e-09,5.68378455412244e-09
1984,3.073474585946201e-08,3.479405208395292e-09
1985,3.8499571752836914e-08,3.549179083961462e-08
1986,3.237022094815245e-08,7.792831269171074e-09
1987,1.099947066762752e-08,2.4443266966045485e-08
1988,1.0793796745289796e-08,5.396898483667201e-09
1989,1.0427432250992297e-08,1.9757239400064464e-08
1990,8.172976073694826e-09,2.0160008773473237e-08
1991,3.458264519196064e-08,6.4476117778156095e-09
1992,9.91789939064347e-09,7.713921945651236e-09
1993,1.0524494165053966e-08,1.606370148010683e-08
1994,8.967375009216738e-09,6.857404422078162e-09
1995,1.7894087434022765e-08,1.138714633697191e-08
1996,2.1352368317906212e-08,1.2811421257197253e-08
1997,1.0548768192286673e-08,5.753873377756236e-09
1998,1.859570408768718e-08,1.0966696883940585e-08
1999,1.6452723627935484e-08,5.484241505371301e-09
2000,9.719668847552043e-09,9.719669513685858e-09
2001,6.571817756650944e-09,6.571817756650944e-09
2002,1.1829297652532489e-08,9.63868718173444e-09
2003,1.0833999919412918e-08,2.9168460979889232e-09
2004,1.673820693159911e-08,5.285749615779878e-09
2005,1.0358624180639708e-08,1.5312748402607212e-08
2006,2.26483944376632e-08,5.353256948836815e-09
2007,7.589511158423434e-09,8.38840730210677e-09
2008,1.3198063086861112e-08,8.089135583588813e-09
2009,1.3350939020995156e-08,8.105927484791664e-09
2010,8.97520635589899e-09,8.97520635589899e-09
2011,8.795135286732148e-09,5.7359579308524644e-09
2012,1.4978711604385353e-08,8.510632198976964e-09
2013,9.204112250138508e-09,8.08846234434668e-09
2014,1.2559581735738234e-08,1.0394137106572998e-08
2015,1.1304534197620342e-08,1.329945220618356e-08
2016,1.4085112631789798e-08,1.2220906064897008e-08
2017,9.05620051172562e-09,7.2952728302766445e-09
2018,1.058401366549333e-08,1.2132893800753664e-08
2019,1.020395146156261e-08,8.928457084778074e-09
