year,nos_DET oeufs_NOUN,nos_DET feux_NOUN
1863,0.0,1.158752040986144e-07
1864,0.0,1.0500454372674994e-07
1865,4.706844358715045e-10,6.354240000838729e-08
1866,0.0,1.415893295941828e-07
1867,1.94112459439566e-09,1.0093847713221749e-07
1868,0.0,1.155930533514038e-07
1869,0.0,9.425192004641758e-08
1870,0.0,1.0263947602950907e-07
1871,0.0,2.4428707678936235e-07
1872,1.2094678591978436e-09,1.7476811287053806e-07
1873,0.0,1.5803052200169532e-07
1874,5.974609140757536e-10,8.364452686038248e-08
1875,5.721527140956084e-10,1.0069887917962816e-07
1876,0.0,5.985554452081487e-08
1877,0.0,9.957553570583144e-08
1878,6.039088673581716e-10,7.30729765585636e-08
1879,0.0,4.948553611328066e-08
1880,0.0,6.610381531046983e-08
1881,6.972507571312292e-10,6.205531644098983e-08
1882,6.655385131892899e-10,9.983077586817046e-08
1883,0.0,1.1185230119892253e-07
1884,0.0,1.0694749263961967e-07
1885,6.445635691854079e-10,6.832373866672015e-08
1886,0.0,7.808691088184716e-08
1887,6.528924623161458e-10,8.683469676640243e-08
1888,6.340614699951175e-10,1.1793543386318106e-07
1889,6.265136742733546e-10,7.894072107106354e-08
1890,0.0,7.472000262964684e-08
1891,0.0,1.40870261233772e-07
1892,6.268512375839919e-10,8.08638072058443e-08
1893,0.0,7.143763292027927e-08
1894,0.0,1.1720863435371598e-07
1895,0.0,1.8778077226500045e-07
1896,0.0,1.1086414541949807e-07
1897,1.1653427112179315e-09,8.273933005398248e-08
1898,0.0,7.695362524984262e-08
1899,1.6582735185011188e-09,7.628058185105147e-08
1900,1.5573159428683425e-09,6.384995099306678e-08
1901,0.0,5.7564012445610047e-08
1902,0.0,4.517461205111317e-08
1903,1.0800440541913758e-09,5.18421128248292e-08
1904,0.0,7.36323677585915e-08
1905,1.5482277682110634e-09,7.89596148464966e-08
1906,0.0,6.481672265579164e-08
1907,0.0,8.691405417593501e-08
1908,4.911389073214423e-10,3.38885837170011e-08
1909,1.1001967115120692e-09,4.290767047221422e-08
1910,5.344150677544235e-10,5.771682598521011e-08
1911,3.7242617878519013e-09,5.054355600719873e-08
1912,0.0,5.678269121567325e-08
1913,1.060597942803554e-09,6.575706934519587e-08
1914,1.3393487430235496e-09,4.346186681658537e-07
1915,0.0,5.878599971254062e-07
1916,1.0987462051303964e-09,3.6038874497990037e-06
1917,1.0966424435210342e-09,3.935849823499815e-06
1918,2.2972752589112133e-09,2.5304486257482495e-06
1919,1.8415696745321952e-09,2.458495513835146e-07
1920,4.543339038320937e-09,9.843901116468601e-08
1921,0.0,7.724202039094408e-08
1922,2.951174193910333e-09,9.001081213710904e-08
1923,0.0,9.235874820490153e-08
1924,2.578324886925998e-09,7.348225805614561e-08
1925,3.299453377181294e-09,1.1768050134364216e-07
1926,0.0,7.467912732650461e-08
1927,1.1149224876660924e-09,9.142364654213253e-08
1928,0.0,5.027458083173286e-08
1929,0.0,6.572839694740651e-08
1930,1.470504518152893e-08,5.3568377289536784e-08
1931,1.0264820993199919e-08,1.3458320857751005e-07
1932,2.1919073223131136e-09,1.6110518807899155e-07
1933,3.4411986593596566e-09,1.7550112918485183e-07
1934,2.3963160344919743e-09,2.2525370724224558e-07
1935,2.393656828303392e-09,1.4242257773133815e-07
1936,1.2124714565686645e-09,4.4861445225308216e-08
1937,1.2591118148108649e-09,9.191516125994781e-08
1938,0.0,8.168085008364301e-08
1939,1.5294050470515685e-09,6.576441613503903e-08
1940,5.0715658339584024e-09,1.3439649704238832e-07
1941,0.0,6.788455753081735e-08
1942,0.0,9.709477444275194e-08
1943,0.0,3.193558839598154e-08
1944,3.2131861615880553e-09,6.105053884652989e-08
1945,1.089252066321933e-08,9.367567344042982e-08
1946,2.7842208538686464e-09,5.4292305762260185e-08
1947,1.1920870957027319e-09,8.702235532176417e-08
1948,2.174377566888097e-09,7.501602294901488e-08
1949,0.0,5.497524546704824e-08
1950,0.0,1.1698897850465073e-07
1951,1.0661401761424827e-09,6.823296971880666e-08
1952,2.1089607837865287e-09,5.5887459993186894e-08
1953,0.0,4.201792824787276e-08
1954,0.0,5.6680708793166446e-08
1955,2.815682353940474e-09,3.566530848431171e-08
1956,6.104799332717903e-09,4.273359222040085e-08
1957,1.7670075402875796e-09,5.1243217225049875e-08
1958,8.272243445794913e-10,7.527741896495854e-08
1959,0.0,4.2629114460623896e-08
1960,1.3841666701708277e-09,8.651041483176414e-08
1961,3.47407969059077e-09,6.948159514408303e-08
1962,1.9025869768540815e-09,6.976152278070913e-08
1963,6.466053248388448e-10,5.754787357759028e-08
1964,3.6503808864551957e-09,4.623815774706941e-08
1965,1.6416130677043839e-09,3.447387442179206e-08
1966,2.215629901769489e-09,4.708213618975776e-08
1967,0.0,5.9164025401070575e-08
1968,8.982831700699023e-10,7.186265402192582e-08
1969,4.5417578031781147e-10,3.406318316301338e-08
1970,1.3796175313274261e-09,6.392227760998459e-08
1971,5.138397485282553e-10,8.992195565937777e-08
1972,2.0520587451500205e-09,5.8996686980172797e-08
1973,5.513203782392395e-10,4.6310912049651876e-08
1974,6.1881286761433785e-09,2.531507281577916e-08
1975,2.2845920710778955e-09,2.9128549350332378e-08
1976,2.856763492431469e-09,3.599521880559564e-08
1977,1.1753563677885381e-09,2.644551744257484e-08
1978,7.128709622605811e-09,3.2673251770809486e-08
1979,7.607565244427406e-09,3.5111839657986366e-08
1980,5.6851505725319385e-09,6.253665629785132e-08
1981,3.795329828193417e-09,2.3404532645265874e-08
1982,1.2415004579935385e-09,2.483000915987077e-08
1983,7.57837881337764e-09,3.536577031226784e-08
1984,5.219107812592938e-09,4.639206735435053e-08
1985,1.2031115659283387e-08,3.609334697785016e-08
1986,1.2588419195935785e-08,5.2751471191214705e-08
1987,1.8332451112712533e-09,6.355249376754912e-08
1988,5.396898483667201e-09,3.418035626756577e-08
1989,4.390497743145261e-09,3.89656680255257e-08
1990,2.179460389939436e-09,3.70508261848812e-08
1991,2.9307325455363298e-09,3.751337684931855e-08
1992,4.4079553340736766e-09,2.5345743948079758e-08
1993,2.7696036575264316e-09,3.157348205107269e-08
1994,4.747434001473039e-09,3.006708115815826e-08
1995,4.337960657352369e-09,3.253470326480823e-08
1996,5.338092190498855e-10,2.6690461396583487e-08
1997,4.794894259418925e-09,3.356426137024471e-08
1998,3.337690568372409e-09,3.6237780776104955e-08
1999,1.3710603763428253e-09,2.787822742100765e-08
2000,1.7672125984802278e-09,3.843687412796726e-08
2001,6.571817756650944e-09,4.381211970994059e-08
2002,4.381221607729913e-09,3.3297283763555896e-08
2003,4.583615265119079e-09,2.1667998950647416e-08
2004,1.3214374039449694e-09,4.184551594121899e-08
2005,1.3511248786457486e-09,3.2426997531587176e-08
2006,4.1178899179428186e-10,5.476793774050748e-08
2007,3.595031605740928e-09,3.315417843041679e-08
2008,8.514879357157668e-10,3.8316956274542235e-08
2009,1.907277002999308e-09,5.197329766559733e-08
2010,9.447586046817946e-10,4.440365453106665e-08
2011,3.82397197240536e-10,3.823972138938814e-08
2012,1.3617010852229328e-09,4.902124040029321e-08
2013,5.578250084070646e-10,5.857162577171948e-08
2014,4.330890368553497e-10,5.132105221350436e-08
2015,4.433150790905671e-10,9.11012474347217e-08
2016,4.1426800878596737e-10,9.36245689864279e-08
2017,5.031222660711876e-10,3.798573067204103e-08
2018,0.0,5.550153381328471e-08
2019,7.65296326310505e-10,5.076465514619599e-08
