year,petits_ADJ airs_NOUN,petits_ADJ fers_NOUN
1897,5.943247960438214e-08,2.412259350048629e-07
1898,7.41244515767292e-08,1.9125239703043917e-07
1899,7.130576129554811e-08,1.3818945276966588e-07
1900,7.682758473848139e-08,2.4605592996440606e-07
1901,5.47696430430733e-08,2.1181320525309744e-07
1902,4.4192555059829886e-08,1.5221880289573164e-07
1903,7.884321706619346e-08,1.2420507289334637e-07
1904,7.309490346329994e-08,2.2895903839526e-07
1905,6.502556426646322e-08,6.657379325591961e-08
1906,5.0413006547067596e-08,9.25953207442376e-08
1907,4.11427484858784e-08,7.045695582519329e-08
1908,9.822777857770859e-08,1.3702775203405793e-07
1909,8.581534005625002e-08,2.1508845104989405e-07
1910,1.0581418208310822e-07,1.250531215246653e-07
1911,9.417061996863652e-08,8.086968683596041e-08
1912,7.657848899444986e-08,1.2346328048806754e-07
1913,1.1083248385723721e-07,7.159036347070824e-08
1914,9.24150601044893e-08,5.893134380485776e-08
1915,7.068457108516668e-08,3.2986132492140996e-08
1916,7.031975557403314e-08,3.4061130804730055e-08
1917,7.2378403381812e-08,4.276905585243185e-08
1918,5.2837331843136326e-08,1.366878734643251e-07
1919,4.4197672688373046e-08,9.484083562938395e-08
1920,9.768178621527568e-08,8.405177087666971e-08
1921,1.2797943083064922e-07,1.1737758814911459e-07
1922,1.0107771863943071e-07,7.820611358511087e-08
1923,9.766671915656389e-08,1.4437690065705056e-07
1924,9.797634858976778e-08,1.3149457345207338e-07
1925,1.0008341710943114e-07,2.5405792025701146e-07
1926,8.916910765321973e-08,7.133528612257578e-08
1927,1.0145794293592303e-07,1.3713546842542002e-07
1928,8.683791696828536e-08,5.370239342106231e-08
1929,9.914961429657865e-08,5.3473950600846365e-08
1930,1.197410816056177e-07,1.0923747650881666e-07
1931,6.501053473328966e-08,9.808606904471162e-08
1932,9.315606286364186e-08,6.24693612394367e-08
1933,7.914757071958434e-08,5.735331143341682e-08
1934,5.511527056967225e-08,1.425808058286293e-07
1935,5.385727863682632e-08,1.4960355088078359e-07
1936,8.244806171120445e-08,8.244806082302603e-08
1937,4.029157785190307e-08,5.162358363008934e-08
1938,3.759912092782258e-08,5.186085638708704e-08
1939,6.576441791139587e-08,3.8235125288110794e-08
1940,3.0429394115571995e-08,2.028626333583361e-08
1941,1.092055943452408e-07,5.31270463177691e-08
1942,6.675266206457309e-08,2.730790527039062e-08
1943,7.548411717905879e-08,5.806470415592457e-09
1944,1.0603513977969214e-07,4.819779064746399e-08
1945,7.189063211399116e-08,2.178504132643866e-08
1946,6.12528578969318e-08,2.9234318965620787e-08
1947,6.198852808836364e-08,1.7881307101674793e-08
1948,6.196975999017695e-08,1.6199112917725245e-07
1949,8.049946620403148e-08,4.908504180889395e-08
1950,6.487570614055471e-08,7.12569203642488e-08
1951,4.584402590879222e-08,1.3539979848431472e-07
1952,6.643226135860658e-08,1.8980646387944944e-08
1953,7.110726008008328e-08,4.5250075686453783e-08
1954,8.893008085486542e-08,9.6748109967848e-08
1955,6.945349717568661e-08,5.9129328544571536e-08
1956,5.7559534027973314e-08,4.6222050631428147e-08
1957,6.096176169423373e-08,3.534015036166238e-08
1958,6.700517257707261e-08,4.7979010986409776e-08
1959,6.355613180186737e-08,1.4493898170542252e-07
1960,6.297958421441763e-08,5.3982501246885306e-08
1961,6.04489848177181e-08,1.0491720559002715e-07
1962,6.532215202081915e-08,6.468795277214667e-08
1963,5.884108655873632e-08,2.6510819206571057e-08
1964,7.665800411116308e-08,6.449006395570223e-08
1965,6.238129401925363e-08,7.277817903883488e-08
1966,7.976267712983542e-08,1.035806969085229e-07
1967,7.642020460885135e-08,6.261526230844083e-08
1968,1.0779397774385302e-07,7.635407150985429e-08
1969,5.041351092138768e-08,8.538504925326151e-08
1970,6.254266013416832e-08,6.162291588118762e-08
1971,9.557419544670154e-08,5.3953173928533715e-08
1972,1.205584509444968e-07,7.028301496347922e-08
1973,6.064524288307283e-08,6.891504655825997e-08
1974,5.400548674927563e-08,7.425754766643422e-08
1975,4.9118729972263964e-08,6.511087402572002e-08
1976,3.9994688449951354e-08,7.141908753283133e-08
1977,4.7601932451346585e-08,5.759246379799521e-08
1978,7.603957252744209e-08,5.168314398673601e-08
1979,5.7934536279447e-08,7.607565066791722e-08
1980,4.4344176552968406e-08,4.832378053265529e-08
1981,6.705082677971319e-08,4.427884547908434e-08
1982,6.393727314257802e-08,1.3594429981722556e-07
1983,3.6628833299801045e-08,5.178559214780165e-08
1984,7.828661746644983e-08,4.2912664199867834e-08
1985,4.8726019219458294e-08,4.872602166194895e-08
1986,5.2751473411660754e-08,2.3977942353869963e-08
1987,7.944061980458272e-08,1.6499206278997036e-08
1988,3.537966714040053e-08,5.037105310634615e-08
1989,5.1039535819974446e-08,6.366222038423075e-08
1990,7.791570688642224e-08,3.105731138930423e-08
1991,5.392547935967329e-08,4.806401376900027e-08
1992,5.6752426758066576e-08,4.2426568702680356e-08
1993,5.0960709707670304e-08,1.994114740000441e-08
1994,5.380425294188029e-08,4.800183356357124e-08
1995,6.994961387896126e-08,4.0126135303353294e-08
1996,7.526709899785544e-08,3.5231408457292446e-08
1997,5.322332752299985e-08,5.274383951814343e-08
1998,6.627699511430052e-08,5.1972608994255154e-08
1999,5.9412613412357373e-08,4.387393204297041e-08
2000,6.052702983261327e-08,3.534425041529232e-08
2001,5.564139093916509e-08,2.8477876057309004e-08
2002,3.680225996172126e-08,5.432714489383983e-08
2003,5.208653752752923e-08,4.625284300008303e-08
2004,8.192911671311975e-08,3.920264135537366e-08
2005,5.989986806564929e-08,2.296912271493312e-08
2006,7.082770669963878e-08,2.758986317186185e-08
2007,8.867744283325152e-08,3.8347004516214866e-08
2008,7.109924093917641e-08,2.000996679463185e-08
2009,6.198650326361133e-08,1.3350939020995156e-08
2010,7.36911718313138e-08,8.97520635589899e-09
2011,6.615471703774745e-08,7.265546830836911e-09
2012,6.638292970873039e-08,1.0893608487494433e-08
2013,7.279616043298631e-08,8.646287352753745e-09
2014,8.726743945530746e-08,9.527958866328845e-09
2015,9.243119147850365e-08,9.531274436369586e-09
2016,9.445310353295433e-08,1.242804020806787e-08
2017,5.484032605806988e-08,7.2952728302766445e-09
2018,7.047404254612033e-08,1.1874746519424662e-08
2019,8.443769278221325e-08,6.377469219387422e-09
