year,quelques_DET ânes_NOUN,quelques_DET anes_NOUN,quelques_DET fans_NOUN
1800,0.0,0.0,0.0
1801,3.809892135109294e-08,2.3811825844433088e-09,0.0
1802,1.1189200677108602e-08,2.2378401354217203e-09,2.2378401354217203e-09
1803,1.755305234496518e-08,0.0,0.0
1804,4.943701892301533e-09,0.0,0.0
1805,1.9900143755080535e-08,0.0,2.842877711017877e-09
1806,0.0,2.881669125542885e-09,0.0
1807,1.4234775136401367e-08,5.693910232196231e-09,0.0
1808,1.3596443970698147e-08,0.0,0.0
1809,2.4849335034105025e-08,0.0,0.0
1810,0.0,0.0,0.0
1811,1.0028307073639553e-08,2.5070767684098882e-09,0.0
1812,4.000812481308458e-08,0.0,0.0
1813,1.4378708002027452e-08,0.0,0.0
1814,4.090680150170556e-08,0.0,0.0
1815,4.045835311217161e-08,0.0,0.0
1816,0.0,0.0,0.0
1817,4.670620334934483e-09,0.0,0.0
1818,7.152706427149269e-09,2.384235475716423e-09,0.0
1819,1.035105001712111e-09,1.035105001712111e-09,0.0
1820,2.7292905713238724e-08,0.0,0.0
1821,2.7612166775270452e-08,0.0,0.0
1822,1.0025615893027862e-08,1.0025615893027862e-09,0.0
1823,2.7671523739059012e-08,9.882686891060644e-10,0.0
1824,5.052667617633233e-09,0.0,0.0
1825,1.0566531649658373e-08,8.805443041381977e-10,8.805443041381977e-10
1826,3.963592831723872e-08,0.0,0.0
1827,1.9356273639470345e-08,9.217273055917019e-10,0.0
1828,1.0089530988466322e-08,9.172301251858528e-10,0.0
1829,1.714635211591542e-09,0.0,0.0
1830,1.1480518979922749e-08,0.0,1.0436835840010872e-09
1831,1.870944643656003e-08,0.0,0.0
1832,1.352996914505411e-08,0.0,0.0
1833,2.3167256557599103e-08,0.0,0.0
1834,2.0535967593104942e-08,6.534171426153534e-09,9.334530925997342e-10
1835,2.0420337421001022e-08,0.0,0.0
1836,8.064899859050456e-09,0.0,0.0
1837,1.1828414692161004e-08,1.3915781860163179e-09,6.957890930081589e-10
1838,1.64116205070286e-08,6.312161904276081e-10,0.0
1839,4.194885327990505e-09,2.0974426639952526e-09,0.0
1840,9.554533164646273e-09,6.369688665408546e-10,0.0
1841,1.926164472365599e-08,0.0,0.0
1842,1.2745703603656011e-08,0.0,0.0
1843,7.088293174639659e-09,5.906911071384968e-10,0.0
1844,2.140538946093784e-08,0.0,0.0
1845,1.5066614622583074e-08,0.0,0.0
1846,6.439951683034906e-09,0.0,0.0
1847,1.4561703842730367e-08,0.0,0.0
1848,1.6894966203828687e-08,8.045221711050488e-10,0.0
1849,1.759677115131808e-08,0.0,0.0
1850,1.1541293254424545e-08,6.788996032014438e-10,0.0
1851,5.159551008659946e-09,6.449438760824933e-10,0.0
1852,5.859490670445666e-09,0.0,0.0
1853,1.4929829594834132e-08,0.0,0.0
1854,7.793496792363186e-09,0.0,0.0
1855,1.1675261646360013e-08,0.0,0.0
1856,1.4496130074093116e-08,0.0,0.0
1857,2.9289055625270066e-09,0.0,0.0
1858,1.468102794888182e-08,0.0,0.0
1859,3.462677899968014e-08,0.0,0.0
1860,9.612086321331148e-09,4.577183909670879e-10,0.0
1861,1.3204698667834691e-08,4.715963730639317e-10,4.715963730639317e-10
1862,1.0843167280727428e-08,0.0,0.0
1863,6.493007020935693e-09,0.0,2.4973103585068657e-09
1864,3.548098703731739e-08,4.794727948009836e-10,0.0
1865,2.91824358011894e-08,4.706844358715045e-10,0.0
1866,1.4596838404656864e-08,0.0,0.0
1867,9.7056229719783e-09,0.0,0.0
1868,1.778354707937524e-08,0.0,0.0
1869,2.6371003158942585e-08,0.0,0.0
1870,3.555110117403615e-08,5.734048791339319e-10,5.734048791339319e-10
1871,5.310588635509816e-09,0.0,0.0
1872,1.2094678814023041e-08,0.0,0.0
1873,7.781805422268917e-09,0.0,0.0
1874,8.364453130127458e-09,0.0,0.0
1875,6.865832347102696e-09,5.721527140956084e-10,2.2886108563824337e-09
1876,5.441413319928756e-09,6.04601479992084e-10,0.0
1877,1.1751150275074451e-08,6.184815992682502e-10,0.0
1878,1.1474268646338714e-08,0.0,0.0
1879,5.498392852132383e-09,0.0,5.498392852132383e-09
1880,6.417846254436199e-09,0.0,0.0
1881,2.6495528049341743e-08,0.0,0.0
1882,1.7304001787010748e-08,0.0,0.0
1883,3.096476020036931e-08,6.319338941018771e-10,2.5277355764075082e-09
1884,2.2445769687351458e-08,0.0,6.601696966868076e-10
1885,1.8047780159236027e-08,0.0,0.0
1886,1.5488312854472497e-08,0.0,0.0
1887,9.140494583448344e-09,0.0,3.264462311580729e-09
1888,1.1413106904001324e-08,1.268122939990235e-09,0.0
1889,9.397705447167226e-09,0.0,0.0
1890,1.2453334030659846e-08,0.0,0.0
1891,1.72103943318902e-08,0.0,0.0
1892,3.2596265242545996e-08,0.0,0.0
1893,1.7243566574620672e-08,0.0,0.0
1894,1.5123694296903523e-08,0.0,0.0
1895,8.426060515986933e-09,0.0,0.0
1896,1.0024949648190784e-08,0.0,0.0
1897,2.4472196491487352e-08,1.1653427112179315e-09,1.7480140668268973e-09
1898,6.7900258748920805e-09,5.6583548957434e-10,5.6583548957434e-10
1899,1.2713430308508578e-08,0.0,0.0
1900,2.3359739032002835e-08,0.0,0.0
1901,3.63268028991115e-08,5.588738916095792e-10,0.0
1902,1.718599307309887e-08,0.0,0.0
1903,9.720396709766987e-09,5.400220270956879e-10,5.400220270956879e-10
1904,2.3110889202371254e-08,0.0,0.0
1905,9.289366276199473e-09,0.0,5.160759042333041e-10
1906,2.572092172581364e-08,0.0,0.0
1907,9.771402686986619e-09,0.0,0.0
1908,2.357466755142923e-08,0.0,0.0
1909,1.320236009405562e-08,5.500983557560346e-10,0.0
1910,2.084218830855633e-08,5.344150677544235e-10,0.0
1911,1.1704822888702893e-08,0.0,0.0
1912,7.293189607793238e-09,5.209421227725386e-10,0.0
1913,1.5378670392696137e-08,5.30298971401777e-10,0.0
1914,1.9420556940374922e-08,0.0,0.0
1915,8.246533234057551e-09,0.0,0.0
1916,5.493730803607377e-09,0.0,0.0
1917,7.676496771580332e-09,0.0,0.0
1918,1.378365155346728e-08,0.0,0.0
1919,1.1970202606903513e-08,1.8415696745321952e-09,0.0
1920,3.786115865267448e-09,0.0,0.0
1921,1.1359120755116692e-08,0.0,0.0
1922,1.2542490324118916e-08,0.0,0.0
1923,1.3800733000834953e-08,0.0,0.0
1924,2.0626599095407983e-08,0.0,0.0
1925,8.798542339150117e-09,0.0,0.0
1926,5.573069339348535e-09,0.0,0.0
1927,1.1149224654616319e-08,1.1149224876660924e-09,0.0
1928,7.998228634953364e-09,0.0,3.4278122562625413e-09
1929,1.3368487650211591e-08,1.1140406375176326e-09,0.0
1930,1.1553964007759987e-08,0.0,0.0
1931,1.596749932275543e-08,0.0,0.0
1932,1.53433514782364e-08,0.0,0.0
1933,1.0323595756034365e-08,0.0,0.0
1934,9.585264137967897e-09,0.0,0.0
1935,9.574627313213568e-09,0.0,0.0
1936,8.487299751891442e-09,0.0,0.0
1937,2.0145788814929233e-08,0.0,0.0
1938,1.426173557028676e-08,0.0,0.0
1939,1.2235240376412548e-08,0.0,0.0
1940,5.0715658339584024e-09,0.0,2.5357829169792012e-09
1941,1.1806010391524069e-08,0.0,0.0
1942,3.034211770724937e-09,0.0,0.0
1943,1.4516175816936538e-08,0.0,0.0
1944,1.2852744646352221e-08,3.2131861615880553e-09,0.0
1945,1.3071024707045353e-08,0.0,0.0
1946,6.960552134671616e-09,0.0,0.0
1947,2.3841741914054637e-09,0.0,0.0
1948,1.087188761239588e-08,0.0,0.0
1949,1.3743811866362421e-08,0.0,0.0
1950,1.4889506072535141e-08,0.0,0.0
1951,2.1322803522849654e-09,3.1984206394497505e-09,0.0
1952,7.381362632230548e-09,0.0,0.0
1953,1.185120990232491e-08,0.0,0.0
1954,9.772536335717064e-09,0.0,0.0
1955,7.508486277174597e-09,0.0,0.0
1956,1.2209598221346596e-08,0.0,0.0
1957,1.4136060322300636e-08,0.0,0.0
1958,1.3235589346738408e-08,0.0,8.272243445794913e-10
1959,1.162612162097787e-08,0.0,0.0
1960,1.4533750203327145e-08,0.0,2.076250060767393e-09
1961,1.528595072741723e-08,0.0,0.0
1962,1.0147130247162295e-08,0.0,0.0
1963,7.1126584622049904e-09,0.0,1.939815863494232e-09
1964,4.258777885901566e-09,0.0,6.083968329129164e-10
1965,1.0944086803466035e-08,0.0,5.472043373977442e-10
1966,6.092982118843793e-09,0.0,1.1078149508847446e-09
1967,7.3955032653394426e-09,0.0,4.930335584241163e-10
1968,1.033025617824812e-08,8.982831700699023e-10,4.491415683816058e-09
1969,6.8126366770115965e-09,0.0,0.0
1970,7.817832603507213e-09,0.0,4.5987250119061684e-10
1971,1.1818313883082965e-08,0.0,5.138397485282553e-10
1972,7.182205497002769e-09,5.130146862875051e-10,0.0
1973,9.92376719688437e-09,0.0,5.513203782392395e-10
1974,6.750686232237513e-09,0.0,5.625571675160757e-10
1975,7.4249242310031605e-09,0.0,1.7134440533084216e-09
