year,plusieurs_DET oeufs_NOUN,plusieurs_DET feux_NOUN
1979,1.1703946700691858e-09,2.4578287183274483e-08
1980,3.411090521154847e-09,2.5014662341504845e-08
1981,0.0,2.9097528164712116e-08
1982,1.8622506869903077e-09,2.9796010991844923e-08
1983,1.89459470334441e-09,3.6628833299801045e-08
1984,4.639206796497319e-09,3.189454800267555e-08
1985,5.414002135495366e-09,3.9702682474995754e-08
1986,2.3977941854269602e-09,2.2779045372178786e-08
1987,1.8332451112712533e-09,2.077677729861449e-08
1988,7.195864348830128e-09,2.098793827620682e-08
1989,2.1952488715726304e-09,3.5123980945961364e-08
1990,4.90378582185258e-09,2.8332984958190366e-08
1991,1.7584396161396398e-09,1.2309077312977479e-08
1992,1.65298330578878e-09,1.3223866057732181e-08
1993,3.877445031719162e-09,2.437251228615267e-08
1994,2.637463358823311e-09,2.1099706759564185e-08
1995,0.0,3.090796896199066e-08
1996,1.6014276571496566e-09,2.8825697162560004e-08
1997,3.3564262480467733e-09,1.3905193774199631e-08
1998,1.43043876743576e-09,2.3840646568018542e-08
1999,1.3710603763428253e-09,2.605014595702393e-08
2000,1.3254094488601709e-09,3.5344253301872186e-08
2001,4.3812117822561447e-10,2.760163431148044e-08
2002,1.3143663935011318e-09,2.1467984723244626e-08
2003,8.333845835650777e-10,3.1251922827379985e-08
2004,0.0,2.1583477588515976e-08
2005,0.0,3.152624772351231e-08
2006,3.294311934354255e-09,2.3471971921651402e-08
2007,3.994479469415779e-10,2.9559148462254825e-08
2008,1.2772318758180745e-09,2.2564431212401814e-08
2009,0.0,3.242371016121126e-08
2010,0.0,3.8735104457288116e-08
2011,0.0,3.5180540924883985e-08
2012,0.0,3.9148907227115615e-08
2013,0.0,3.793209901736816e-08
2014,0.0,4.677361609140007e-08
2015,1.329945265027277e-09,4.2779903619560855e-08
2016,4.1426800878596737e-10,4.743368853254992e-08
2017,2.515611330355938e-10,3.245138602281372e-08
2018,0.0,5.4468946242280936e-08
2019,0.0,4.872386760723657e-08
