year,plusieurs_DET oeufs_NOUN,plusieurs_DET feux_NOUN
1800,2.5153315874604232e-08,2.012265341022612e-07
1801,1.4287095950749062e-08,9.524730160137551e-08
1802,2.0140561218795483e-08,1.4098392853156838e-07
1803,1.950339267864365e-08,5.655983770225248e-08
1804,4.943701892301533e-09,4.943701981119375e-08
1805,0.0,1.02343598484822e-07
1806,5.76333825108577e-09,7.780506905419315e-08
1807,0.0,5.978605566170359e-08
1808,0.0,6.798222074166915e-08
1809,2.259030518203531e-09,9.939734635366904e-08
1810,4.680253518074551e-09,4.680253340438867e-08
1811,0.0,2.0056614147279106e-08
1812,0.0,8.001624385300943e-08
1813,0.0,2.300593315851529e-08
1814,0.0,8.181360300341112e-08
1815,0.0,8.90083740046066e-08
1816,0.0,1.2283300776516626e-07
1817,1.0898113522728181e-08,4.826307531402563e-08
1818,0.0,3.5763530803478716e-08
1819,4.140420006848444e-09,5.072014630513877e-08
1820,1.1866481131050932e-09,8.30653714700702e-08
1821,1.97229765852569e-09,5.423818416616655e-08
1822,1.0025615893027862e-09,1.7043547018147365e-08
1823,0.0,5.0401702367253165e-08
1824,2.5263338088166165e-09,1.1536924038324514e-07
1825,8.805443041381977e-10,6.780191341704267e-08
1826,0.0,4.7563116112314674e-08
1827,0.0,3.96342727526644e-08
1828,0.0,3.760643352279658e-08
1829,6.001223074036943e-09,6.687077558353849e-08
1830,2.0873671680021744e-09,7.931995327226105e-08
1831,1.5591206103948707e-09,6.392394169552063e-08
1832,1.7588959622116818e-08,4.735489111951097e-08
1833,1.1583628500844156e-09,2.90749065712248e-07
1834,2.8003592777992026e-09,6.627516691004587e-08
1835,7.563087933704082e-09,3.7059130875150004e-08
1836,2.016224964762614e-09,6.451919887240365e-08
1837,3.478945576063097e-09,5.0096815584765864e-08
1838,6.312161904276081e-10,4.3553918249727985e-08
1839,2.7965900706306e-09,9.088917973798516e-08
1840,6.369688665408546e-10,5.732719765561001e-08
1841,3.2102742686390684e-09,9.759233510209242e-08
1842,2.0124795163667386e-09,5.0311989241436095e-08
1843,5.906911071384968e-10,4.430183153658618e-08
1844,1.097712254427563e-09,4.445734469449292e-08
1845,1.674068439427856e-09,2.9575207616261423e-08
1846,0.0,4.507965911670908e-08
1847,3.775256551818984e-09,2.9123408573639153e-08
1848,0.0,3.700802103656642e-08
1849,0.0,5.614208120618969e-08
1850,0.0,6.449546319231558e-08
1851,3.8696632564949596e-09,2.257303499675345e-08
1852,6.510545436100301e-10,3.841221740685796e-08
1853,1.1943863675867306e-09,5.3150191803297275e-08
1854,5.195664454227256e-10,4.260445018999803e-08
1855,0.0,5.466145225341279e-08
1856,5.177189232874468e-10,1.6049286344355096e-08
1857,1.9526036343364694e-09,4.295727956682427e-08
1858,9.787352039936081e-10,3.083016059113319e-08
1859,5.092173349652285e-10,4.3792691917232673e-08
1860,9.154367819341758e-10,2.837853960158121e-08
1861,0.0,2.971057178058345e-08
1862,4.066187830886747e-09,3.885468347064602e-08
1863,4.994620828036034e-10,3.795911940329688e-08
1864,5.274200631788517e-09,2.9727313943794798e-08
1865,4.706844358715045e-10,3.106517354467542e-08
1866,9.731225825149181e-10,3.16264845423575e-08
1867,0.0,2.6690463172940326e-08
1868,4.93987406535723e-10,3.754304245262574e-08
1869,9.767038289254515e-10,4.737013536981749e-08
1870,5.734048791339319e-10,3.4977697183080636e-08
1871,6.37270636261178e-09,4.6733181324754014e-08
1872,6.047339295989218e-10,2.7817760428483496e-08
1873,2.9930022904522957e-09,1.556361117760474e-08
1874,1.1949218281515073e-09,2.3300975371398636e-08
1875,0.0,1.8881039565155078e-08
1876,0.0,5.139112424501491e-08
1877,2.4739263970730008e-09,1.3606595627990714e-08
1878,1.2078177347163432e-09,3.744234833291671e-08
1879,6.10932526790009e-10,3.054662633950045e-08
1880,1.9253538763308597e-09,2.4387815988902162e-08
1881,0.0,3.13762834047715e-08
1882,3.3276925659464496e-09,1.9966156061812512e-08
1883,1.8958017378167824e-09,2.5909289491643506e-08
1884,1.9805090900604227e-09,3.498899303622238e-08
1885,1.933690763067375e-09,3.0294486919046903e-08
1886,0.0,4.3883554790014045e-08
1887,0.0,3.721487118468758e-08
1888,0.0,5.326116392367908e-08
1889,0.0,5.513320261441024e-08
1890,3.9326319978272295e-09,3.211649257650606e-08
1891,0.0,5.099375977035692e-08
1892,7.522214851007902e-09,2.3193495124473884e-08
1893,3.079208221734575e-09,4.1877232404008424e-08
1894,1.2603078580752936e-09,2.7096618726574206e-08
1895,6.018614495673091e-10,2.7685626902140825e-08
1896,1.179405795248556e-09,3.9510093363670507e-08
1897,0.0,4.6613708226672657e-08
1898,5.6583548957434e-10,3.67793068223321e-08
1899,5.527578395003729e-10,2.9296165493519766e-08
1900,2.07642125715779e-09,2.387884379118077e-08
1901,1.676621730339889e-09,3.4091307998807e-08
1902,1.4730852093691738e-09,4.419255295040614e-08
1903,5.400220270956879e-10,2.9701211934352045e-08
1904,2.6873125946735854e-09,1.6123875568041512e-08
1905,1.5482277682110634e-09,3.354493505192124e-08
1906,1.5432553013283723e-09,3.3437199398189676e-08
1907,5.142843373384665e-10,2.46856486363356e-08
1908,9.822778146428846e-10,2.2101251717643322e-08
1909,1.1001967115120692e-09,3.025540973311536e-08
1910,3.740905363258662e-09,1.4429207051414039e-08
1911,3.1922244847493175e-09,2.128149745317387e-08
1912,0.0,1.7191090051493774e-08
1913,5.30298971401777e-10,3.659062985938988e-08
1914,2.0090231700464756e-09,3.884111277052682e-08
1915,1.1780761921542648e-09,1.295883844676382e-08
1916,8.789969641043172e-09,2.5271162940043723e-08
1917,0.0,2.0836207093033465e-08
1918,5.743188147278033e-09,2.1824114071478107e-08
1919,1.8415696745321952e-09,2.6702760891339494e-08
1920,3.028892692213958e-09,3.180337326824656e-08
1921,2.2718242842501013e-09,2.120369302360814e-08
1922,7.377935595798135e-09,1.992042591991705e-08
1923,3.1847844361720945e-09,2.0170300985000722e-08
1924,2.578324886925998e-09,3.480738497430025e-08
1925,3.299453377181294e-09,2.859526215814867e-08
1926,5.57306911730393e-09,2.8979959765251806e-08
1927,3.3447675740205796e-09,2.6758140592164636e-08
1928,0.0,3.313552099371009e-08
1929,5.570202965543558e-09,3.11931371843599e-08
1930,4.201441416995522e-09,4.306477363602568e-08
1931,3.4216069977333063e-09,3.9918749195066994e-08
1932,1.0959536611565568e-09,3.287861005674131e-08
1933,0.0,2.8676655494663805e-08
1934,3.5944740517379614e-09,6.589869094852929e-08
1935,1.196828414151696e-09,2.0346082152400413e-08
1936,6.0623572828433225e-09,3.758661648589623e-08
1937,3.777335333410292e-09,1.6368453259474336e-08
1938,7.779128452511941e-09,3.759912203804561e-08
1939,1.6823456405745674e-08,2.5999884911698246e-08
1940,2.5357829169792012e-09,1.5214697057785997e-08
1941,5.9030051957620344e-09,3.246652768851277e-08
1942,0.0,2.1239483061208375e-08
1943,0.0,1.161294105322952e-08
1944,3.2131861615880553e-09,2.8918675454292497e-08
1945,1.089252066321933e-08,8.714016175304096e-09
1946,6.960552134671616e-09,3.480275978517966e-08
1947,1.1920870957027319e-09,1.7881305991451768e-08
1948,4.348755133776194e-09,1.7395020535104777e-08
1949,0.0,1.276211036849162e-08
1950,0.0,3.509669355139522e-08
1951,3.1984206394497505e-09,1.8124383771578323e-08
1952,1.1599284199803606e-08,2.7416489856157966e-08
1953,2.1547654771580937e-09,2.477980309834038e-08
1954,2.9317608341017376e-09,2.345408622872469e-08
1955,2.815682353940474e-09,1.2201289756319511e-08
1956,8.72114158667614e-10,2.3547081839936368e-08
1957,8.835037590415595e-09,1.7670075902476157e-08
1958,8.272243445794913e-10,3.3088972895001234e-08
1959,2.325224457422337e-09,3.410329085795638e-08
1960,1.3841666701708277e-09,1.4533749814749086e-08
1961,2.08444772553662e-09,3.126671543896009e-08
1962,2.5367825617905737e-09,1.8391672906847845e-08
1963,4.526237162849611e-09,1.2285501505004959e-08
1964,3.041984220075733e-09,1.8860301764789256e-08
1965,1.0944086747954884e-09,3.009623839034248e-08
1966,4.431259803538978e-09,2.1602390987141007e-08
1967,1.9721342336964653e-09,2.070740912074598e-08
1968,7.635406973349745e-09,2.649935382237345e-08
1969,1.3625273131978588e-09,2.5433843475752838e-08
1970,1.3796175313274261e-09,2.3913369506800564e-08
1971,3.083038491169532e-09,2.003974941544584e-08
1972,2.0520587451500205e-09,2.924183739594355e-08
1973,1.102640756478479e-09,3.252790392593852e-08
1974,1.1251143350321513e-09,3.544110260822464e-08
1975,2.8557400888473694e-09,3.71246211550158e-08
1976,1.142705374768127e-09,2.3425460571324663e-08
1977,1.7630346071939584e-09,2.8796231621441848e-08
1978,2.970295565063452e-09,2.4950484345254154e-08
