year,avais_VERB été_VERB,avais_VERB fêté_VERB
1800,2.6725399493443547e-07,0.0
1801,2.0001934331048687e-07,0.0
1802,1.656001700212073e-07,0.0
1803,1.326230716358623e-07,0.0
1804,4.32573926900659e-07,0.0
1805,1.3361525930122298e-07,0.0
1806,1.5849180101668026e-07,0.0
1807,7.971474502710407e-08,0.0
1808,1.1330369886763947e-07,0.0
1809,2.620475356707175e-07,0.0
1810,2.7613495490186324e-07,0.0
1811,1.9555199060050654e-07,0.0
1812,2.667208320872305e-07,0.0
1813,2.3581081620704936e-07,0.0
1814,1.2901375612273114e-07,0.0
1815,2.022917726662854e-07,0.0
1816,1.8540831092650478e-07,0.0
1817,3.674221318306081e-07,0.0
1818,3.194875546341791e-07,0.0
1819,1.9666994433009677e-07,0.0
1820,3.097151477504667e-07,0.0
1821,5.956338782198145e-07,0.0
1822,4.5215529098641127e-07,0.0
1823,4.417561001446302e-07,0.0
1824,5.414775614553946e-07,0.0
1825,4.0416983893010183e-07,0.0
1826,3.7433932220665156e-07,0.0
1827,4.018731090127403e-07,0.0
1828,3.5863698144567024e-07,0.0
1829,6.172686539684946e-07,0.0
1830,5.980306809760805e-07,0.0
1831,5.176280524210597e-07,0.0
1832,4.938438564749958e-07,0.0
1833,6.498415814348846e-07,0.0
1834,3.3324275250379287e-07,0.0
1835,4.2655815946091025e-07,0.0
1836,3.461186395270488e-07,0.0
1837,4.933144737151451e-07,0.0
1838,3.0172134302119957e-07,0.0
1839,3.7893795479249093e-07,0.0
1840,4.465151732802042e-07,0.0
1841,3.942216721952718e-07,0.0
1842,3.1126350563681626e-07,0.0
1843,2.9416418101391173e-07,0.0
1844,2.4478984528286674e-07,0.0
1845,3.6383084989211056e-07,0.0
1846,3.067758598263026e-07,0.0
1847,3.047171333037113e-07,0.0
1848,3.5479428106555133e-07,0.0
1849,3.5528719877220283e-07,0.0
1850,2.878534246519848e-07,0.0
1851,2.5668765601949417e-07,0.0
1852,2.3437964102868136e-07,0.0
1853,3.0337415068970586e-07,0.0
1854,2.390005704455689e-07,0.0
1855,3.237231567254639e-07,0.0
1856,3.479071040146664e-07,0.0
1857,2.9728388994954e-07,0.0
1858,2.994929673150182e-07,0.0
1859,3.931157834813348e-07,0.0
1860,4.0370761666963517e-07,0.0
1861,4.0462970218868577e-07,0.0
1862,3.203252276762214e-07,0.0
1863,3.386352886991517e-07,0.0
1864,3.917292872301914e-07,0.0
1865,3.4501169920986285e-07,0.0
1866,3.4059289077958965e-07,0.0
1867,3.7269592212396674e-07,0.0
1868,2.983684055379854e-07,4.93987406535723e-10
1869,4.6832948896735616e-07,0.0
1870,4.16291953797554e-07,0.0
1871,4.4608944449464616e-07,0.0
1872,4.0214806062977004e-07,0.0
1873,4.3578111785791407e-07,0.0
1874,4.779687401423871e-07,0.0
1875,5.664311970576819e-07,0.0
1876,4.909364292871032e-07,0.0
1877,4.156196382609778e-07,0.0
1878,4.0703457671043e-07,0.0
1879,3.9954986164048023e-07,0.0
1880,3.395040550913109e-07,0.0
1881,4.099834427506721e-07,0.0
1882,4.033163349959068e-07,0.0
1883,4.196041061277356e-07,0.0
1884,4.231687853462063e-07,0.0
1885,3.358176172696403e-07,0.0
1886,3.4203358723061683e-07,0.0
1887,3.486445621092571e-07,6.528924623161458e-10
1888,3.8297312698887254e-07,0.0
1889,3.3267875210185593e-07,0.0
1890,3.36240020715195e-07,0.0
1891,3.6078085940971505e-07,0.0
1892,3.504098344819795e-07,0.0
1893,3.8059013718338974e-07,0.0
1894,3.7557174437097274e-07,0.0
1895,4.682482028783852e-07,0.0
1896,3.650260964604968e-07,0.0
1897,3.2396528126810153e-07,0.0
1898,3.638322141341632e-07,0.0
1899,4.0461873140884563e-07,0.0
1900,3.6856476981483866e-07,0.0
1901,3.308533393919788e-07,0.0
1902,2.4453214564346126e-07,0.0
1903,3.1591289939569833e-07,0.0
1904,3.461258586412441e-07,0.0
1905,2.797131344323134e-07,0.0
1906,3.0402131301343616e-07,0.0
1907,3.455990622569516e-07,0.0
1908,3.4428836670485907e-07,0.0
1909,3.2895880508476694e-07,0.0
1910,3.9653596672906133e-07,0.0
1911,3.240107844248996e-07,0.0
1912,2.932904124008928e-07,0.0
1913,3.0810369366918167e-07,0.0
1914,2.8595096068784187e-07,0.0
1915,2.7449175377114443e-07,0.0
1916,3.274263633556984e-07,0.0
1917,2.7635388732960564e-07,0.0
1918,2.664839371391281e-07,0.0
1919,3.047797747512959e-07,0.0
1920,3.20305389323039e-07,0.0
1921,3.3471542337792926e-07,0.0
1922,4.4193834014549793e-07,0.0
1923,4.2888430584753223e-07,0.0
1924,3.5451967050903477e-07,0.0
1925,3.387438880508853e-07,0.0
1926,4.7148165549515397e-07,0.0
1927,4.3593468035396654e-07,0.0
1928,3.9191320411191555e-07,0.0
1929,4.5341454324443475e-07,0.0
1930,3.203599021617265e-07,0.0
1931,3.0566354780603433e-07,0.0
1932,3.430334913900879e-07,0.0
1933,3.6935531966264534e-07,0.0
1934,3.258989806909085e-07,0.0
1935,2.7287688908472774e-07,0.0
1936,2.994804617628688e-07,0.0
1937,3.097414946751087e-07,0.0
1938,2.6837994937523035e-07,0.0
1939,3.028222010925674e-07,0.0
1940,2.282204576431468e-07,0.0
1941,3.364712881648302e-07,0.0
1942,3.0038697218515154e-07,0.0
1943,2.8742027780026547e-07,0.0
1944,3.66303225973752e-07,0.0
1945,3.5509614804141165e-07,0.0
1946,4.064962411121087e-07,0.0
1947,5.35247124844318e-07,0.0
1948,3.783416957503505e-07,0.0
1949,3.1021747304293967e-07,0.0
1950,3.5096692840852484e-07,0.0
1951,4.403158868626633e-07,0.0
1952,2.720559280078305e-07,2.1089607837865287e-09
1953,2.8658379847001925e-07,0.0
1954,3.86992439871392e-07,0.0
1955,2.815682478285453e-07,0.0
1956,3.8111389244477323e-07,0.0
1957,3.171778644173173e-07,1.7670075402875796e-09
1958,3.499158935937885e-07,0.0
1959,4.363670882412407e-07,0.0
1960,3.398129138076911e-07,6.920833350854139e-10
1961,4.120258552120504e-07,0.0
1962,3.6339409348329355e-07,0.0
1963,3.595125690480927e-07,0.0
1964,3.711220699642581e-07,0.0
1965,3.058872266592516e-07,0.0
1966,3.0464912015304435e-07,0.0
1967,3.4512348179305263e-07,4.930335584241163e-10
1968,3.251785187785572e-07,4.4914158503495116e-10
1969,3.092937106430327e-07,0.0
1970,3.131731602934451e-07,0.0
1971,3.031654500773584e-07,0.0
1972,2.6061147195832746e-07,0.0
1973,2.828273579780216e-07,0.0
1974,2.424621357022261e-07,0.0
1975,2.45022505396264e-07,1.1422960355389478e-09
1976,2.3711136520887521e-07,0.0
1977,2.3507126911681553e-07,0.0
1978,2.9287116376508493e-07,0.0
1979,2.8967266985091555e-07,0.0
1980,2.9392228384494956e-07,0.0
1981,2.7389629053686804e-07,0.0
1982,2.4209259663621197e-07,0.0
1983,2.772423783881095e-07,0.0
1984,2.7487300258144387e-07,0.0
1985,2.652861041951837e-07,0.0
1986,2.9612758112307347e-07,0.0
1987,2.7132026048093394e-07,6.110816852533674e-10
1988,3.7418496390273503e-07,0.0
1989,3.2544565442549356e-07,0.0
1990,2.675287760212086e-07,0.0
1991,2.754888726030913e-07,0.0
1992,2.639263243509049e-07,5.509944167592096e-10
1993,3.4453870512152207e-07,0.0
1994,2.75351169420901e-07,1.0549853213248639e-09
1995,3.0148825658216083e-07,0.0
1996,2.9412888125079917e-07,5.338092190498855e-10
1997,2.9248855071273283e-07,0.0
1998,3.2232554758593324e-07,0.0
1999,3.052894328448019e-07,4.570201161957499e-10
2000,2.995425347762648e-07,0.0
2001,3.39982022978802e-07,0.0
2002,3.925574389995745e-07,0.0
2003,3.721062284967047e-07,0.0
2004,3.642762465005944e-07,0.0
2005,3.9993295786189265e-07,4.5037495954858286e-10
2006,4.171422460785834e-07,0.0
2007,4.957149144502182e-07,0.0
2008,5.121700041854638e-07,0.0
2009,5.53587142348988e-07,0.0
2010,6.759747748219525e-07,0.0
2011,7.016988661234791e-07,1.911985902935953e-09
2012,8.445950925306533e-07,2.382976926895708e-09
2013,9.97112238110276e-07,2.789125042035323e-10
2014,1.0292360457242467e-06,1.0827225782605865e-09
2015,1.0131966519111302e-06,2.2165753954528356e-10
2016,1.061561761162011e-06,1.0356699942093428e-09
2017,9.413417387804657e-07,1.0062445321423752e-09
2018,1.1887653954545385e-06,7.744400121190154e-10
2019,1.0839147535079974e-06,1.02039510174734e-09
