year,remarques_NOUN in_ADJ,remarques_NOUN fines_ADJ
1800,0.0,1.2576657937302116e-08
1801,0.0,4.7623651688866175e-09
1802,0.0,0.0
1803,0.0,1.5602713787643552e-08
1804,0.0,7.4155526164076946e-09
1805,0.0,3.4114531644036106e-08
1806,5.76333825108577e-09,1.729001475325731e-08
1807,0.0,6.547996633798903e-08
1808,0.0,2.7192887941396293e-08
1809,0.0,3.162642769893864e-08
1810,0.0,2.106114038724627e-08
1811,0.0,0.0
1812,0.0,4.000812481308458e-08
1813,0.0,4.026038347149097e-08
1814,0.0,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,4.8669683394564345e-08
1817,0.0,2.6466848268569265e-08
1818,1.1921177378582115e-09,5.960588467246453e-09
1819,0.0,2.3807414706311647e-08
1820,0.0,8.306536791735653e-09
1821,9.86148829262845e-10,1.4792232327920374e-08
1822,0.0,1.804610860745015e-08
1823,2.9648061783404955e-09,9.882686669016039e-09
1824,8.421112696055388e-10,1.6000115010683658e-08
1825,3.522177216552791e-09,1.1447076175841175e-08
1826,7.0463874735082754e-09,1.2331177856594877e-08
1827,0.0,1.2904182611350734e-08
1828,0.0,1.4675682002973645e-08
1829,1.714635211591542e-09,6.858540846366168e-09
1830,1.0436835840010872e-09,9.39315203396518e-09
1831,0.0,1.5591206548037917e-08
1832,0.0,2.976593194148336e-08
1833,1.1583628500844156e-09,5.560141858040879e-08
1834,1.120143711119681e-08,2.7070139907436896e-08
1835,0.0,1.2100940693926532e-08
1836,0.0,8.736974699274924e-09
1837,6.957890930081589e-10,1.7394727436226276e-08
1838,1.2624323808552163e-09,9.468243078458727e-09
1839,0.0,3.4957374772659477e-09
1840,0.0,2.993753511759678e-08
1841,0.0,1.5409316489467528e-08
1842,6.708265054555795e-10,5.366612043644636e-09
1843,1.1813822142769936e-09,2.3036953678001737e-08
1844,0.0,1.0428266250528395e-08
1845,0.0,1.7298706467272496e-08
1846,0.0,7.610851948669506e-09
1847,1.6179670936367074e-09,7.550513103637968e-09
1848,0.0,4.1835152453373325e-08
1849,0.0,1.1731181359664333e-08
1850,0.0,1.0183494048021657e-08
1851,0.0,2.3862924081186065e-08
1852,0.0,3.711010876372711e-08
1853,5.971931837933653e-10,4.001194398028929e-08
1854,0.0,1.0391328686409906e-08
1855,0.0,2.7596072982305486e-08
1856,1.0354378465748937e-09,2.329735071526784e-08
1857,4.881509085841174e-10,1.7085282522089074e-08
1858,0.0,1.4191660291373864e-08
1859,0.0,3.5645213447565993e-09
1860,4.577183909670879e-10,1.6935580049448618e-08
1861,9.431927461278633e-10,1.2733101684148096e-08
1862,4.517986262886353e-10,2.1234535907410645e-08
1863,0.0,1.9479021062807078e-08
1864,0.0,1.9178912680217763e-08
1865,0.0,4.5656390446069395e-08
1866,0.0,2.1408697037372804e-08
1867,0.0,7.279217228983725e-09
1868,0.0,1.2843672791973404e-08
1869,0.0,1.12320943657096e-08
1870,0.0,3.2110673231500186e-08
1871,0.0,1.274541272522356e-08
1872,0.0,3.084143074261192e-08
1873,0.0,6.584604861359367e-09
1874,0.0,1.6728906260254917e-08
1875,0.0,2.9751941355016243e-08
1876,0.0,4.292670396921494e-08
1877,0.0,1.855444864418132e-08
1878,0.0,4.5293166550663955e-08
1879,6.10932526790009e-10,4.7041805117942204e-08
1880,1.2835692508872398e-09,2.2462462112571302e-08
1881,0.0,3.486253774553916e-08
1882,0.0,2.728707926280549e-08
1883,0.0,2.6541224329434954e-08
1884,0.0,2.3766109080725073e-08
1885,6.445635691854079e-10,1.8692343672910283e-08
1886,6.453463874400711e-10,4.065682190912412e-08
1887,1.3057849246322917e-09,2.2198344495905076e-08
1888,0.0,2.282621247573502e-08
1889,0.0,3.257871128425904e-08
1890,6.554386478008212e-10,2.0974036729626278e-08
1891,6.374220040683554e-10,2.7409146952095398e-08
1892,0.0,3.6984221907232495e-08
1893,6.158416554491453e-10,2.9560400349737392e-08
1894,0.0,2.5836310868498913e-08
1895,6.018614495673091e-10,4.8750777636996645e-08
1896,1.179405795248556e-09,4.776593343081004e-08
1897,0.0,1.806281169081103e-08
1898,0.0,3.621347133275776e-08
1899,5.527578395003729e-10,2.8743407654019393e-08
1900,0.0,2.595526638060619e-08
1901,5.588738916095792e-10,3.409130755471779e-08
1902,0.0,1.2275709337927765e-08
1903,0.0,2.970121171230744e-08
1904,1.6123875568041512e-09,2.418581246388385e-08
1905,1.0321518084666081e-09,2.4771644291377015e-08
1906,0.0,4.8869754465385995e-08
1907,3.0857059130084963e-09,1.7485668024619372e-08
1908,4.911389073214423e-10,3.58531409005991e-08
1909,2.7504918342913243e-09,2.4204327431220918e-08
1910,0.0,1.977335806202518e-08
1911,0.0,1.5961122201701983e-08
1912,5.209421227725386e-10,3.438217888174222e-08
1913,5.30298971401777e-10,2.1211958411981868e-08
1914,6.696743715117748e-10,4.218948390644073e-08
1915,3.534228465440492e-09,2.3561523843085297e-09
1916,0.0,3.5159878564172686e-08
1917,0.0,2.9609346086090227e-08
1918,0.0,2.8715941624568586e-08
1919,0.0,2.6702760891339494e-08
1920,0.0,3.331781917026433e-08
1921,0.0,3.4077362764950436e-08
1922,0.0,2.656056830030451e-08
1923,0.0,3.503262746562541e-08
1924,0.0,6.445812061883771e-08
1925,0.0,4.06932585406139e-08
1926,0.0,4.9043008987226244e-08
1927,0.0,3.0102906833917586e-08
1928,1.1426041224282812e-09,3.6563331917705e-08
1929,1.1140406375176326e-09,4.3447585085232276e-08
1930,0.0,2.941009036305786e-08
1931,0.0,2.9653927313688655e-08
1932,0.0,3.06867029564728e-08
1933,0.0,3.555905436769535e-08
1934,0.0,2.875579241390369e-08
1935,0.0,4.188899538348778e-08
1936,0.0,3.15242587589637e-08
1937,0.0,3.021868266728234e-08
1938,0.0,2.463390735840676e-08
1939,0.0,9.176430282309411e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,8.854508237732261e-09
1942,0.0,1.8205270180260413e-08
1943,2.9032352077962287e-09,1.7419411690866582e-08
1944,0.0,1.6065930807940276e-08
1945,0.0,6.535512131478072e-09
1946,0.0,2.645009899993056e-08
1947,0.0,2.0265479960812627e-08
1948,1.0871887834440486e-09,2.9354097819123126e-08
1949,0.0,1.8652315247891238e-08
1950,0.0,6.381216888229346e-09
1951,1.0661401761424827e-09,3.0918066329377325e-08
1952,0.0,8.435843135146115e-09
1953,0.0,2.1547654327491728e-08
1954,0.0,1.759056522665503e-08
1955,1.8771215692936494e-09,1.5016972554349195e-08
1956,2.616342476002842e-09,1.9186511934776718e-08
1957,0.0,1.0602045463770082e-08
1958,0.0,2.2335056470978998e-08
1959,7.750747821333448e-10,1.8601795659378695e-08
1960,0.0,1.7994166157109248e-08
1961,1.3896318540318475e-09,9.72742331128984e-09
1962,0.0,1.5220695814832652e-08
1963,1.2932106496776896e-09,1.5518526907953856e-08
1964,3.041984220075733e-09,1.6426714211092985e-08
1965,5.472043373977442e-10,2.6813012810045223e-08
1966,3.3234448526542337e-09,1.3293779410616935e-08
1967,9.860671168482327e-10,1.3804939635875257e-08
1968,2.245707841908029e-09,1.5719955531734442e-08
1969,0.0,7.266812457329408e-09
1970,3.219107425067591e-09,1.3796174702651598e-08
1971,5.138397485282553e-10,1.2332153964678128e-08
1972,1.5390440033513642e-09,1.6416469961200164e-08
1973,2.7566018356850464e-09,6.615844760915479e-09
1974,2.2502286700643026e-09,6.750685899170605e-09
1975,3.998036124386317e-09,9.138368284311582e-09
1976,5.713526873840635e-10,1.199840671262109e-08
1977,0.0,7.052138206731229e-09
1978,3.5643548113029055e-09,4.752473081737207e-09
1979,5.851973350345929e-10,8.777959692451986e-09
1980,1.7055452605774235e-09,7.95921106799824e-09
1981,7.590659656386833e-09,6.958104425969225e-09
1982,1.2415004579935385e-09,7.449002747961231e-09
1983,2.5261264191556165e-09,1.1999100157922271e-08
1984,4.059305780401701e-09,8.69851302098823e-09
1985,4.812446441349039e-09,7.820225356169885e-09
1986,4.196139880008332e-09,1.019062523255343e-08
1987,1.2221633705067347e-09,1.0388388815840699e-08
1988,1.1993107618124554e-09,5.99655392008458e-09
1989,2.7440609784434855e-09,5.488121956886971e-09
1990,1.089730194969718e-09,5.448650863826288e-09
1991,2.9307325455363298e-09,2.930732601047481e-09
1992,1.65298330578878e-09,3.856960972825618e-09
1993,1.661762283333701e-09,5.539207315052863e-09
1994,2.1099706426497278e-09,7.912389854425328e-09
1995,3.795715741716776e-09,7.0491861237087505e-09
1996,5.871901187504136e-09,6.939520069693117e-09
1997,2.876936688878118e-09,4.315404922294874e-09
1998,2.86087753487152e-09,1.2397135762398648e-08
1999,3.1991407301035224e-09,5.027221139375371e-09
2000,2.2090156370779823e-09,5.743440834038438e-09
2001,3.066848330846028e-09,7.448059946568719e-09
2002,2.1906108038649563e-09,8.762443215459825e-09
2003,1.2500769308587678e-09,5.416999737661854e-09
2004,2.642874807889939e-09,6.166707589017051e-09
2005,3.1526248278623825e-09,5.854874363109275e-09
2006,4.117890028965121e-09,1.070651389767363e-08
2007,1.5977917877663117e-09,2.7961355453243186e-09
2008,4.6831836186811415e-09,2.1287198670449925e-09
2009,1.907277002999308e-09,5.245011536203492e-09
2010,4.723793023408973e-10,3.3066551718974324e-09
2011,3.82397197240536e-10,2.6767803529281764e-09
2012,0.0,1.0212758416727752e-09
2013,1.6734750252211938e-09,2.789124986524172e-09
2014,4.330890368553497e-10,2.815078836704288e-09
2015,0.0,3.768178213903184e-09
2016,2.0713400439298368e-10,4.142679976837371e-09
2017,1.2578056374223934e-09,1.7609279590047322e-09
2018,0.0,2.581466596041082e-09
2019,1.02039510174734e-09,3.8264816870636764e-09
