year,des_DET arts_NOUN,des_DET phares_NOUN
1800,4.483578486258466e-06,5.65949598296811e-08
1801,3.931332472006943e-06,1.904946067554647e-08
1802,4.428685599577875e-06,1.7902721083373763e-08
1803,3.526213344429152e-06,7.801356893821776e-09
1804,3.3913795363105237e-06,4.9437020477327565e-08
1805,3.223823284770333e-06,3.411453231016992e-08
1806,3.5992048168509427e-06,4.610670600868616e-08
1807,4.011359820310645e-06,5.124519120158766e-08
1808,3.7050310908171014e-06,7.931259204951857e-08
1809,3.1671608553551778e-06,6.099382532376296e-08
1810,3.896311042694833e-06,7.020380277111826e-09
1811,3.387060658610608e-06,5.515568801683912e-08
1812,3.6300704806535578e-06,1.600324939232678e-08
1813,3.255339500185528e-06,5.751483289628823e-09
1814,3.2410774721824964e-06,6.293354282149721e-09
1815,3.331071116718931e-06,4.8550024445148665e-08
1816,3.1287652859646187e-06,4.4034472068688046e-08
1817,3.2118297426109166e-06,2.3353101230583206e-08
1818,2.9159198788875074e-06,6.318223899626219e-08
1819,2.927277048314636e-06,4.5544620519422097e-08
1820,2.876435104326447e-06,9.849179338772274e-08
1821,2.9022359342434356e-06,4.930744046394153e-08
1822,3.4929246055526164e-06,5.714601059025881e-08
1823,2.9173692723816202e-06,4.5460360809101985e-08
1824,2.833704328963904e-06,8.5053237341981e-08
1825,3.2941162402266855e-06,5.2832658692381074e-08
1826,2.9453898733322603e-06,1.382853542786222e-07
1827,3.0260306473905985e-06,5.530363722527909e-08
1828,2.8287376423463684e-06,6.970948618345574e-08
1829,3.052907935341409e-06,8.830371084345146e-08
1830,2.933794661430511e-06,8.453836963795425e-08
1831,2.5101842915375983e-06,9.97837181770933e-08
1832,2.9278854398739895e-06,8.117981864508295e-08
1833,3.0430191131358697e-06,1.3552845468112196e-07
1834,2.6426057289086202e-06,1.3721761149554368e-07
1835,2.160017992025587e-06,1.0361430469174593e-07
1836,2.150639986098213e-06,6.048674983105684e-08
1837,2.4992744016572033e-06,9.462731398457436e-08
1838,2.1499224018839413e-06,1.1172526725999887e-07
1839,2.275725186962063e-06,8.599514622620319e-08
1840,2.2172886460225527e-06,8.153201203064953e-08
1841,2.300482588424302e-06,9.117179011752796e-08
1842,2.4116211712055247e-06,1.5227761185343525e-07
1843,2.311964927059762e-06,9.09664275572375e-08
1844,1.9797239900753993e-06,9.879410556301593e-08
1845,1.9748427249055567e-06,9.486387703150356e-08
1846,2.3014045282820916e-06,6.791221340840536e-08
1847,2.3638499619949016e-06,9.653870591819214e-08
1848,1.978319961182251e-06,6.999342616609283e-08
1849,2.097367545417228e-06,8.295620945730775e-08
1850,2.3530659802872833e-06,8.757804792480783e-08
1851,1.8658225933165795e-06,9.480674778572507e-08
1852,2.4668457729859483e-06,9.896029329325984e-08
1853,2.176172033685475e-06,1.415347905542319e-07
1854,2.1624355373006665e-06,1.0755025403597074e-07
1855,1.946053803436598e-06,1.480635454242929e-07
1856,2.319380863369247e-06,1.8534336837516818e-07
1857,2.2210867385297206e-06,1.4009931659231256e-07
1858,2.2501123346785334e-06,1.223418955031974e-07
1859,2.1977820203744614e-06,1.28322769299416e-07
1860,2.1380026424822063e-06,1.4830075656391273e-07
1861,2.0915298755141976e-06,1.2685942962775698e-07
1862,1.912915438495588e-06,9.894390029518974e-08
1863,2.378937921321267e-06,1.4184723734489424e-07
1864,2.125023428334316e-06,1.67336001610785e-07
1865,1.7387083470765674e-06,1.3649848384922336e-07
1866,2.080049533503825e-06,1.3623715888755328e-07
1867,2.040121913182702e-06,1.7955403208702592e-07
1868,1.9966971045448645e-06,1.4622027766364454e-07
1869,1.9040840726347597e-06,1.3234337503664761e-07
1870,2.326877021729956e-06,2.1273320482961822e-07
1871,1.7227549875542536e-06,1.3064048220989832e-07
1872,1.712606495729574e-06,9.736216488587246e-08
1873,1.6521372550037938e-06,1.1253688647627769e-07
1874,1.4345035985741106e-06,1.1112773012911248e-07
1875,1.7805392893421867e-06,1.2015207340176914e-07
1876,1.9171912626347876e-06,1.2152489614614126e-07
1877,1.8981200753387384e-06,1.5709433220933988e-07
1878,1.9288849166798627e-06,1.38295135287958e-07
1879,1.7234407145849673e-06,1.276849037612493e-07
1880,1.8367876002400862e-06,1.4953582283538935e-07
1881,1.6594567648908765e-06,1.9941372220166897e-07
1882,1.6225828964877564e-06,2.2162433133132708e-07
1883,1.997543050080708e-06,1.7757341863600118e-07
1884,1.6900344306236548e-06,1.8616785535385816e-07
1885,1.677154427781602e-06,2.2108530339792765e-07
1886,1.684999411111221e-06,1.5230174255087547e-07
1887,1.7249418924336624e-06,1.4690079797041733e-07
1888,1.5743746288876537e-06,1.6929441248869637e-07
1889,1.637706779078485e-06,1.4723071445343905e-07
1890,1.5737082366129584e-06,1.238779023804426e-07
1891,1.5623213585058693e-06,1.1154885370956436e-07
1892,1.4793689473435734e-06,1.4793689095959905e-07
1893,1.4798675076477252e-06,1.367168500632232e-07
1894,1.533794662833543e-06,1.304418595360346e-07
1895,1.4336339413389965e-06,9.930714117700745e-08
1896,1.4530279415225777e-06,1.303243453154579e-07
1897,1.7439353028336768e-06,1.4799852954272552e-07
1898,1.454197253725198e-06,1.3636635753933035e-07
1899,1.3072723259455188e-06,1.5366667938110368e-07
1900,1.6585414570613466e-06,1.6351816833903854e-07
1901,1.5000174871104832e-06,1.4363058364885717e-07
1902,1.2359184502486187e-06,1.620393730306091e-07
1903,1.5082814863731642e-06,1.4580594864810337e-07
1904,1.4146013516125322e-06,1.3329070469580984e-07
1905,1.5440990992487968e-06,1.6204782871120926e-07
1906,1.4799818419675148e-06,1.466092642843364e-07
1907,1.5557101438190557e-06,1.1057113047385769e-07
1908,1.4650673616500853e-06,1.5765558281088943e-07
1909,1.5028687272433672e-06,1.914342213638065e-07
1910,1.347260415673901e-06,1.9185501143326178e-07
1911,1.388085669518091e-06,2.473973927941131e-07
1912,1.4211300936040061e-06,1.5055226798565968e-07
1913,1.5771091064209486e-06,1.9408941898113596e-07
1914,1.661462101676392e-06,1.7679403452319775e-07
1915,1.3571437839088318e-06,2.473960040161316e-07
1916,1.8403998949256817e-06,1.3954076827360495e-07
1917,1.1021256476340113e-06,1.99588918392557e-07
1918,1.2393800083998485e-06,2.343220781853006e-07
1919,1.310276865673643e-06,2.108597280114921e-07
1920,1.4917296802252622e-06,2.097508149390137e-07
1921,1.3744536286885989e-06,1.741731971982574e-07
1922,1.3029434011713192e-06,2.331427557678012e-07
1923,1.3737036916872114e-06,1.6667038060802497e-07
1924,1.311078245080921e-06,1.5341032566507096e-07
1925,1.4671569310564792e-06,2.0236646758320376e-07
1926,1.4389665299319176e-06,1.9171357945602097e-07
1927,1.549742258077913e-06,2.4416802624216416e-07
1928,1.2888574563163502e-06,2.2623561024559535e-07
1929,1.3011994823841633e-06,2.395187328474435e-07
1930,1.3402598320055858e-06,2.0902170483338978e-07
1931,1.2762593923909549e-06,2.0301535297306827e-07
1932,1.3403513063892092e-06,1.7644853844700492e-07
1933,1.4040090672295946e-06,2.0532485711655113e-07
1934,1.2173285366401387e-06,2.0608318607173715e-07
1935,1.3943051371256843e-06,1.6875281083628124e-07
1936,1.2815823176026697e-06,1.7459588930179848e-07
1937,1.4933066383449045e-06,2.266401275541341e-07
1938,1.306893590680147e-06,1.9577473808762846e-07
1939,1.2449357100763336e-06,2.0035206294011232e-07
1940,1.4555394005633104e-06,1.4453963048666196e-07
1941,1.5583933796747829e-06,1.888961667084743e-07
1942,1.565653240831466e-06,1.8205270224669334e-07
1943,1.3500043820613428e-06,1.2193587695108477e-07
1944,1.2884876365859554e-06,1.188878862024012e-07
1945,1.6404135081415916e-06,1.6556630422215335e-07
1946,1.7888619101569248e-06,2.0742444739596522e-07
1947,3.712159195146114e-06,1.5020297516876724e-07
1948,1.6699219917981623e-06,1.4350891763825757e-07
1949,1.8122197236181137e-06,1.3645641461224045e-07
1950,1.6080666576101521e-06,1.1911604569370127e-07
1951,1.9830207822479906e-06,1.4606120979365755e-07
1952,1.623899786196148e-06,1.2864660448030918e-07
1953,1.6160740932136264e-06,1.3036331036886395e-07
1954,1.6085594201076248e-06,1.4072452336755248e-07
1955,1.608693179555587e-06,1.5110828499587114e-07
1956,1.4756171555774245e-06,1.683180366196524e-07
1957,1.616811895921444e-06,1.0867096666977716e-07
1958,1.4650142619032636e-06,1.6213596776282202e-07
1959,1.5346480868316803e-06,1.255621127072004e-07
1960,1.5191229092437197e-06,1.501820832694456e-07
1961,1.6230899646529906e-06,1.5146986970249188e-07
1962,1.8169704629755756e-06,1.420598219059599e-07
1963,1.7671723195888944e-06,1.571250987097983e-07
1964,1.7710431476913868e-06,1.3810607635278416e-07
1965,1.750506719133682e-06,1.5212280346510454e-07
1966,1.590268341900014e-06,1.412464092354071e-07
1967,1.7749208200967814e-06,1.4988219665390545e-07
1968,1.676196325739454e-06,1.527081345820136e-07
1969,1.787635831362877e-06,1.6441163452896035e-07
1970,1.6261091015934426e-06,1.7015282383070485e-07
1971,1.6602162329348857e-06,1.4849969165453558e-07
1972,1.654472344903013e-06,1.0568102570829296e-07
1973,1.5718143835385945e-06,1.3066293003127782e-07
1974,1.5340934469421086e-06,1.3051325981061623e-07
1975,1.6334833037312535e-06,1.1537190269805819e-07
1976,1.6072151138857294e-06,1.3769600193391796e-07
1977,1.5973093114851622e-06,1.3575365387374916e-07
1978,1.6199992547427655e-06,1.3841578083706452e-07
1979,1.768466381779632e-06,1.310842028257042e-07
1980,1.905093951037884e-06,1.6202679242738327e-07
1981,1.7496469819633376e-06,1.3093887307746854e-07
1982,1.916876746221874e-06,1.545668011360135e-07
1983,1.8207055791918947e-06,1.3767389228647176e-07
1984,2.040091191979343e-06,1.3163749051914309e-07
1985,2.4182544162698605e-06,1.2873294219506448e-07
1986,1.857091625367957e-06,1.31279231263548e-07
1987,2.0727891083538452e-06,1.2160525353355212e-07
1988,1.8949109512611528e-06,1.4871453291043224e-07
1989,1.953771523233172e-06,1.2787324943364098e-07
1990,1.8519964974927916e-06,1.3240222529464774e-07
1991,1.7725070708962676e-06,1.0667866856550745e-07
1992,1.8513412936016493e-06,1.76318210032278e-07
1993,1.7326641028603262e-06,1.5897525518226985e-07
1994,1.7549680384476574e-06,1.5402785757956394e-07
1995,1.92388549002942e-06,1.1658269166714419e-07
1996,1.7183319229729932e-06,1.3345229832317784e-07
1997,1.6494437318215205e-06,1.2658521286734725e-07
1998,1.8538486274977117e-06,1.4018299521190158e-07
1999,1.838591868974504e-06,1.2248138914205953e-07
2000,1.6576453667482838e-06,1.2812291094732586e-07
2001,1.743722320313168e-06,1.533424076605172e-07
2002,1.6284999801996491e-06,1.4633279654674425e-07
2003,1.6592686939986834e-06,1.291746132281446e-07
2004,1.6218441896143077e-06,1.3698901268899277e-07
2005,1.7578134166029713e-06,1.5943273501406452e-07
2006,1.7554565090449614e-06,1.5771518735441248e-07
2007,1.6872681491975072e-06,1.6776814182328792e-07
2008,1.6327280736305738e-06,1.8605011770089774e-07
2009,1.5067488732256606e-06,1.902508777185119e-07
2010,1.302349771137301e-06,2.3288299627610698e-07
2011,1.0661233513786783e-06,2.936810385434363e-07
2012,9.661269100291747e-07,3.6629759414541496e-07
2013,8.651865837094874e-07,3.6760667954105486e-07
2014,9.272436471974288e-07,3.824176169064941e-07
2015,9.939124137048339e-07,3.519921749628452e-07
2016,9.830580012248902e-07,3.463280586757378e-07
2017,8.51282863756353e-07,3.6426051797100456e-07
2018,8.366533847947721e-07,3.9573885735055825e-07
2019,8.813662422113566e-07,3.7627070126333706e-07
