year,ces_DET arts_NOUN,ces_DET phares_NOUN
1891,2.2437254487694958e-07,2.294719203543849e-08
1892,2.551284508101048e-07,1.6298132399228393e-08
1893,3.3871291238440904e-07,2.8328715817593775e-08
1894,2.63404354328145e-07,1.638400193293421e-08
1895,2.4616133353916325e-07,1.8055842598840854e-08
1896,2.2054888937361738e-07,1.946019601017923e-08
1897,2.0276963352827693e-07,2.7968224625141147e-08
1898,2.059641142082569e-07,4.130599107199373e-08
1899,2.2552519851615216e-07,7.793885892226626e-08
1900,2.465750269520228e-07,5.1391428002034445e-08
1901,2.2690280454540357e-07,3.6885677623388347e-08
1902,1.6989581635984408e-07,4.861180863402481e-08
1903,2.1600880706351688e-07,5.130209213000114e-08
1904,2.2788410092289269e-07,2.418581424024069e-08
1905,1.630799868479471e-07,2.7352022868853965e-08
1906,1.9805110484938382e-07,3.549487281873098e-08
1907,2.20627978109178e-07,2.777135338360992e-08
1908,2.19539086909748e-07,3.7817695863751055e-08
1909,2.409430854832806e-07,3.630649175745404e-08
1910,2.6132895758479435e-07,3.473697951505983e-08
1911,2.4792943786877686e-07,5.2671704220408344e-08
1912,2.0993967764226795e-07,2.969370055394549e-08
1913,2.6249797757671445e-07,5.6211689525298425e-08
1914,2.2367123442279535e-07,6.027069510139427e-08
1915,8.246533300670933e-08,4.5944972160150144e-08
1916,1.7030566645814815e-07,4.065360870164625e-08
1917,1.250172338984612e-07,2.741606131007046e-08
1918,1.1716103553993662e-07,2.756730310693456e-08
1919,1.813946073903061e-07,3.1306684356025016e-08
1920,2.4079696370193915e-07,3.028892692213958e-08
1921,2.0749328522029487e-07,7.34556531156727e-08
1922,2.4642305085365024e-07,3.9840850618588775e-08
1923,2.5265956660192046e-07,4.989495439033931e-08
1924,2.642782939155097e-07,5.414482284749056e-08
1925,2.3426119355463015e-07,2.9695081282810065e-08
1926,2.953726636611975e-07,4.235532513607865e-08
1927,2.1406511518939908e-07,3.5677520493493375e-08
1928,2.365190527875427e-07,3.999114372987833e-08
1929,2.0498347463870914e-07,4.344758330887544e-08
1930,3.4031675077983436e-07,4.516549623190258e-08
1931,2.0529642696942574e-07,3.5356606531422585e-08
1932,2.3015026151540496e-07,2.7398840751757803e-08
1933,2.053248508993022e-07,3.211785370993425e-08
1934,2.7198187702026644e-07,6.350237491403732e-08
1935,2.7168005711786236e-07,1.6755597798123745e-08
1936,1.939954277219158e-07,3.152425653851765e-08
1937,2.392312515864248e-07,7.051025852078396e-08
1938,2.1911212755298948e-07,4.148868759656921e-08
1939,2.0341087658692913e-07,1.988226561167039e-08
1940,2.713287707845069e-07,3.55009599495304e-08
1941,2.8039274768687505e-07,2.3612021671226557e-08
1942,1.941895497736823e-07,1.8205270846394228e-08
1943,1.1903264218737775e-07,2.032264689866281e-08
1944,1.8636479914846404e-07,3.855823393905666e-08
1945,1.568522947081874e-07,3.0499055725385915e-08
1946,2.672852046359253e-07,1.80974355501462e-08
1947,2.5629872157928446e-07,1.668921911779364e-08
1948,2.9788973376909667e-07,2.93540967089001e-08
1949,2.1302908503884055e-07,2.454252068240237e-08
1950,2.775829415213593e-07,2.3397794812751727e-08
1951,3.155774925822641e-07,4.157946786875755e-08
1952,1.8137063473311343e-07,2.2144087452602434e-08
1953,1.788455358253671e-07,3.3398864562883546e-08
1954,2.374726204568134e-07,1.8567818838022276e-08
1955,2.1399185579085156e-07,2.9095384768140775e-08
1956,2.2064487659179122e-07,2.0930739808022736e-08
1957,2.880222220724704e-07,1.5903068195655123e-08
1958,2.0432441483198005e-07,1.7371711180658167e-08
1959,2.394981017950215e-07,1.3951345856355601e-08
1960,1.8063374485066674e-07,2.145458344315898e-08
1961,2.2720480996607506e-07,2.2234109553487258e-08
1962,2.1879749567688123e-07,1.9660064909388097e-08
1963,2.5928873981229117e-07,2.3277791694198413e-08
1964,2.4822590205531014e-07,3.224503264398493e-08
1965,2.8290465436953127e-07,3.337946563597427e-08
1966,2.791693649584204e-07,1.6617224152248866e-08
1967,3.579423744071164e-07,1.9228308612007083e-08
1968,3.633555429871649e-07,2.7397635715686874e-08
1969,2.402589815986289e-07,3.451735869353101e-08
1970,3.0673494588739914e-07,2.529298837039562e-08
1971,2.9699936909821645e-07,2.5178148344018325e-08
1972,3.093478415649997e-07,1.2825366990654175e-08
1973,2.3155455775025757e-07,2.1501494584796887e-08
1974,1.7720551515054694e-07,9.000914902301815e-09
1975,1.6677522562957847e-07,1.4278700444236847e-08
1976,2.2339889849121164e-07,1.8854638517140643e-08
1977,1.7571578236896812e-07,1.7630345183761165e-08
1978,2.0316822535448864e-07,2.316830605142428e-08
1979,2.2003420152572062e-07,1.521513093294402e-08
1980,2.1546720807563702e-07,1.7623966508395483e-08
1981,2.024175866921496e-07,1.7078984226870375e-08
1982,2.2160783830216246e-07,2.110550767486785e-08
1983,2.1661534077566102e-07,2.3998200759933752e-08
1984,2.2326182236298564e-07,2.551563715869065e-08
1985,2.1174764697207138e-07,2.2257564458172396e-08
1986,2.014147084672402e-07,1.678455885389951e-08
1987,2.0593453164963194e-07,2.3832186446526293e-08
1988,1.9368868997560185e-07,1.7390005657702545e-08
1989,2.3489162526146856e-07,2.6342987236027682e-08
1990,2.6916334450177715e-07,1.743568234235937e-08
1991,1.998759568966335e-07,1.6998249252608844e-08
1992,2.496004709584554e-07,1.983579922537615e-08
1993,2.559113800870705e-07,1.274017746855094e-08
1994,2.500315154918553e-07,3.903445722208687e-08
1995,2.559396801160574e-07,2.331653803366862e-08
1996,2.396803377990864e-07,1.654808623463566e-08
1997,2.0953689094938e-07,2.15770258327197e-08
1998,2.6367755667777715e-07,1.4304387563335297e-08
1999,2.623295518588975e-07,2.3308025398627308e-08
2000,2.672908929746143e-07,1.2370488633450805e-08
2001,2.3483295574777685e-07,2.1467937622032807e-08
2002,2.3264286586055505e-07,2.80398173568841e-08
2003,2.7751707420975436e-07,1.7917769323805288e-08
2004,3.105377901491124e-07,1.850012348869612e-08
2005,3.2742259081786074e-07,2.161799816935428e-08
2006,2.7795757162607515e-07,2.1001238748041828e-08
2007,2.844069437735186e-07,2.1570189912001325e-08
2008,2.3969385676281263e-07,2.299017376472534e-08
2009,2.4031689527248545e-07,1.7642311611609784e-08
2010,2.1209830691759635e-07,2.1257069215963043e-08
2011,1.9808174189783756e-07,2.2179037217906483e-08
2012,1.6068072727914995e-07,2.859572201252547e-08
2013,1.6260598767470213e-07,3.653753655186165e-08
2014,1.823304780490531e-07,4.9805238114264405e-08
2015,1.9483697466515792e-07,3.8568412158435095e-08
2016,2.1169095476558653e-07,3.3762843187901126e-08
2017,1.2779305669230467e-07,1.6099913069389515e-08
2018,1.7915378203170462e-07,3.020315997304124e-08
2019,1.5765104333098634e-07,4.693817623468988e-08
